Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths,Last_Data_Refresh
Death,2017,Place of Residence,Del Norte,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,Less than 1 year,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,Less than 1 year,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,1 - 4 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,5 - 9 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,10 - 14 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,10 - 14 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,15 - 19 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,15 - 19 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,15 - 19 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,15 - 19 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,20 - 24 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,20 - 24 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,20 - 24 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,20 - 24 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,25 - 29 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,25 - 29 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,25 - 29 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,25 - 29 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,25 - 29 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,30 - 34 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,30 - 34 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,30 - 34 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,30 - 34 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,30 - 34 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,35 - 39 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,35 - 39 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,35 - 39 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,35 - 39 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,40 - 44 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,40 - 44 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,40 - 44 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,40 - 44 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,40 - 44 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,45 - 49 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,45 - 49 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,45 - 49 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,45 - 49 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,50 - 54 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,50 - 54 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Del Norte,50 - 54 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,50 - 54 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,50 - 54 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,55 - 59 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,55 - 59 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,55 - 59 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,55 - 59 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,55 - 59 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,60 - 64 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,60 - 64 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,60 - 64 years,Divorced,17,06/10/2021
Death,2017,Place of Residence,Del Norte,60 - 64 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,60 - 64 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,65 - 69 years,Married (including SRDP),22,06/10/2021
Death,2017,Place of Residence,Del Norte,65 - 69 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,65 - 69 years,Divorced,12,06/10/2021
Death,2017,Place of Residence,Del Norte,65 - 69 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,65 - 69 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,70 - 74 years,Married (including SRDP),17,06/10/2021
Death,2017,Place of Residence,Del Norte,70 - 74 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,70 - 74 years,Divorced,13,06/10/2021
Death,2017,Place of Residence,Del Norte,70 - 74 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,70 - 74 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,75 - 79 years,Married (including SRDP),16,06/10/2021
Death,2017,Place of Residence,Del Norte,75 - 79 years,Widowed,12,06/10/2021
Death,2017,Place of Residence,Del Norte,75 - 79 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,75 - 79 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,75 - 79 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,80 - 84 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,80 - 84 years,Widowed,13,06/10/2021
Death,2017,Place of Residence,Del Norte,80 - 84 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,80 - 84 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,80 - 84 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,85 - 89 years,Married (including SRDP),15,06/10/2021
Death,2017,Place of Residence,Del Norte,85 - 89 years,Widowed,26,06/10/2021
Death,2017,Place of Residence,Del Norte,85 - 89 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,85 - 89 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,85 - 89 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,90 - 94 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,90 - 94 years,Widowed,15,06/10/2021
Death,2017,Place of Residence,Del Norte,90 - 94 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,90 - 94 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,90 - 94 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,95 - 99 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Del Norte,95 - 99 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,95 - 99 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,95 - 99 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,95 - 99 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Del Norte,100 years and over,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Del Norte,100 years and over,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Del Norte,100 years and over,Divorced,0,06/10/2021
Death,2017,Place of Residence,Del Norte,100 years and over,Never Married,0,06/10/2021
Death,2017,Place of Residence,Del Norte,100 years and over,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,El Dorado,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,Less than 1 year,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,Less than 1 year,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,El Dorado,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,1 - 4 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,El Dorado,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,5 - 9 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,El Dorado,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,El Dorado,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,10 - 14 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,10 - 14 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,El Dorado,15 - 19 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,15 - 19 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,15 - 19 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,15 - 19 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,20 - 24 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,20 - 24 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,20 - 24 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,20 - 24 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,20 - 24 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,25 - 29 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,25 - 29 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,25 - 29 years,Never Married,14,06/10/2021
Death,2017,Place of Residence,El Dorado,25 - 29 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,30 - 34 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,30 - 34 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,30 - 34 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,30 - 34 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,35 - 39 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,35 - 39 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,El Dorado,35 - 39 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,35 - 39 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,40 - 44 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,40 - 44 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,40 - 44 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,40 - 44 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,45 - 49 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,El Dorado,45 - 49 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,45 - 49 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,45 - 49 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,50 - 54 years,Married (including SRDP),15,06/10/2021
Death,2017,Place of Residence,El Dorado,50 - 54 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,50 - 54 years,Divorced,15,06/10/2021
Death,2017,Place of Residence,El Dorado,50 - 54 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,50 - 54 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,55 - 59 years,Married (including SRDP),44,06/10/2021
Death,2017,Place of Residence,El Dorado,55 - 59 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,55 - 59 years,Divorced,22,06/10/2021
Death,2017,Place of Residence,El Dorado,55 - 59 years,Never Married,17,06/10/2021
Death,2017,Place of Residence,El Dorado,55 - 59 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,60 - 64 years,Married (including SRDP),70,06/10/2021
Death,2017,Place of Residence,El Dorado,60 - 64 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,60 - 64 years,Divorced,37,06/10/2021
Death,2017,Place of Residence,El Dorado,60 - 64 years,Never Married,15,06/10/2021
Death,2017,Place of Residence,El Dorado,60 - 64 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,65 - 69 years,Married (including SRDP),78,06/10/2021
Death,2017,Place of Residence,El Dorado,65 - 69 years,Widowed,14,06/10/2021
Death,2017,Place of Residence,El Dorado,65 - 69 years,Divorced,42,06/10/2021
Death,2017,Place of Residence,El Dorado,65 - 69 years,Never Married,11,06/10/2021
Death,2017,Place of Residence,El Dorado,65 - 69 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,70 - 74 years,Married (including SRDP),84,06/10/2021
Death,2017,Place of Residence,El Dorado,70 - 74 years,Widowed,27,06/10/2021
Death,2017,Place of Residence,El Dorado,70 - 74 years,Divorced,47,06/10/2021
Death,2017,Place of Residence,El Dorado,70 - 74 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,70 - 74 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,75 - 79 years,Married (including SRDP),86,06/10/2021
Death,2017,Place of Residence,El Dorado,75 - 79 years,Widowed,52,06/10/2021
Death,2017,Place of Residence,El Dorado,75 - 79 years,Divorced,34,06/10/2021
Death,2017,Place of Residence,El Dorado,75 - 79 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,75 - 79 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,80 - 84 years,Married (including SRDP),81,06/10/2021
Death,2017,Place of Residence,El Dorado,80 - 84 years,Widowed,80,06/10/2021
Death,2017,Place of Residence,El Dorado,80 - 84 years,Divorced,26,06/10/2021
Death,2017,Place of Residence,El Dorado,80 - 84 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,80 - 84 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,85 - 89 years,Married (including SRDP),95,06/10/2021
Death,2017,Place of Residence,El Dorado,85 - 89 years,Widowed,127,06/10/2021
Death,2017,Place of Residence,El Dorado,85 - 89 years,Divorced,17,06/10/2021
Death,2017,Place of Residence,El Dorado,85 - 89 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,85 - 89 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,90 - 94 years,Married (including SRDP),53,06/10/2021
Death,2017,Place of Residence,El Dorado,90 - 94 years,Widowed,124,06/10/2021
Death,2017,Place of Residence,El Dorado,90 - 94 years,Divorced,15,06/10/2021
Death,2017,Place of Residence,El Dorado,90 - 94 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,90 - 94 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,95 - 99 years,Married (including SRDP),12,06/10/2021
Death,2017,Place of Residence,El Dorado,95 - 99 years,Widowed,74,06/10/2021
Death,2017,Place of Residence,El Dorado,95 - 99 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,95 - 99 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,El Dorado,95 - 99 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,El Dorado,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,El Dorado,100 years and over,Widowed,17,06/10/2021
Death,2017,Place of Residence,El Dorado,100 years and over,Divorced,<11,06/10/2021
Death,2017,Place of Residence,El Dorado,100 years and over,Never Married,0,06/10/2021
Death,2017,Place of Residence,El Dorado,100 years and over,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Fresno,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,Fresno,Less than 1 year,Never Married,99,06/10/2021
Death,2017,Place of Residence,Fresno,Less than 1 year,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Fresno,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Fresno,1 - 4 years,Never Married,11,06/10/2021
Death,2017,Place of Residence,Fresno,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Fresno,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Fresno,5 - 9 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Fresno,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Fresno,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Fresno,10 - 14 years,Never Married,11,06/10/2021
Death,2017,Place of Residence,Fresno,10 - 14 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Fresno,15 - 19 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,15 - 19 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Fresno,15 - 19 years,Never Married,32,06/10/2021
Death,2017,Place of Residence,Fresno,15 - 19 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,20 - 24 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Fresno,20 - 24 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,20 - 24 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Fresno,20 - 24 years,Never Married,73,06/10/2021
Death,2017,Place of Residence,Fresno,20 - 24 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Fresno,25 - 29 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,25 - 29 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Fresno,25 - 29 years,Never Married,63,06/10/2021
Death,2017,Place of Residence,Fresno,25 - 29 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Fresno,30 - 34 years,Married (including SRDP),25,06/10/2021
Death,2017,Place of Residence,Fresno,30 - 34 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,30 - 34 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Fresno,30 - 34 years,Never Married,69,06/10/2021
Death,2017,Place of Residence,Fresno,30 - 34 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,35 - 39 years,Married (including SRDP),37,06/10/2021
Death,2017,Place of Residence,Fresno,35 - 39 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Fresno,35 - 39 years,Divorced,14,06/10/2021
Death,2017,Place of Residence,Fresno,35 - 39 years,Never Married,66,06/10/2021
Death,2017,Place of Residence,Fresno,35 - 39 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,40 - 44 years,Married (including SRDP),43,06/10/2021
Death,2017,Place of Residence,Fresno,40 - 44 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Fresno,40 - 44 years,Divorced,25,06/10/2021
Death,2017,Place of Residence,Fresno,40 - 44 years,Never Married,45,06/10/2021
Death,2017,Place of Residence,Fresno,40 - 44 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,45 - 49 years,Married (including SRDP),60,06/10/2021
Death,2017,Place of Residence,Fresno,45 - 49 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Fresno,45 - 49 years,Divorced,46,06/10/2021
Death,2017,Place of Residence,Fresno,45 - 49 years,Never Married,63,06/10/2021
Death,2017,Place of Residence,Fresno,45 - 49 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,50 - 54 years,Married (including SRDP),118,06/10/2021
Death,2017,Place of Residence,Fresno,50 - 54 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Fresno,50 - 54 years,Divorced,63,06/10/2021
Death,2017,Place of Residence,Fresno,50 - 54 years,Never Married,87,06/10/2021
Death,2017,Place of Residence,Fresno,50 - 54 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,55 - 59 years,Married (including SRDP),209,06/10/2021
Death,2017,Place of Residence,Fresno,55 - 59 years,Widowed,22,06/10/2021
Death,2017,Place of Residence,Fresno,55 - 59 years,Divorced,106,06/10/2021
Death,2017,Place of Residence,Fresno,55 - 59 years,Never Married,110,06/10/2021
Death,2017,Place of Residence,Fresno,55 - 59 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,60 - 64 years,Married (including SRDP),234,06/10/2021
Death,2017,Place of Residence,Fresno,60 - 64 years,Widowed,36,06/10/2021
Death,2017,Place of Residence,Fresno,60 - 64 years,Divorced,144,06/10/2021
Death,2017,Place of Residence,Fresno,60 - 64 years,Never Married,104,06/10/2021
Death,2017,Place of Residence,Fresno,60 - 64 years,Unknown,12,06/10/2021
Death,2017,Place of Residence,Fresno,65 - 69 years,Married (including SRDP),319,06/10/2021
Death,2017,Place of Residence,Fresno,65 - 69 years,Widowed,73,06/10/2021
Death,2017,Place of Residence,Fresno,65 - 69 years,Divorced,164,06/10/2021
Death,2017,Place of Residence,Fresno,65 - 69 years,Never Married,79,06/10/2021
Death,2017,Place of Residence,Fresno,65 - 69 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,70 - 74 years,Married (including SRDP),320,06/10/2021
Death,2017,Place of Residence,Fresno,70 - 74 years,Widowed,112,06/10/2021
Death,2017,Place of Residence,Fresno,70 - 74 years,Divorced,159,06/10/2021
Death,2017,Place of Residence,Fresno,70 - 74 years,Never Married,44,06/10/2021
Death,2017,Place of Residence,Fresno,70 - 74 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,75 - 79 years,Married (including SRDP),337,06/10/2021
Death,2017,Place of Residence,Fresno,75 - 79 years,Widowed,198,06/10/2021
Death,2017,Place of Residence,Fresno,75 - 79 years,Divorced,150,06/10/2021
Death,2017,Place of Residence,Fresno,75 - 79 years,Never Married,33,06/10/2021
Death,2017,Place of Residence,Fresno,75 - 79 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,80 - 84 years,Married (including SRDP),309,06/10/2021
Death,2017,Place of Residence,Fresno,80 - 84 years,Widowed,313,06/10/2021
Death,2017,Place of Residence,Fresno,80 - 84 years,Divorced,107,06/10/2021
Death,2017,Place of Residence,Fresno,80 - 84 years,Never Married,33,06/10/2021
Death,2017,Place of Residence,Fresno,80 - 84 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,85 - 89 years,Married (including SRDP),300,06/10/2021
Death,2017,Place of Residence,Fresno,85 - 89 years,Widowed,525,06/10/2021
Death,2017,Place of Residence,Fresno,85 - 89 years,Divorced,72,06/10/2021
Death,2017,Place of Residence,Fresno,85 - 89 years,Never Married,20,06/10/2021
Death,2017,Place of Residence,Fresno,85 - 89 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,90 - 94 years,Married (including SRDP),193,06/10/2021
Death,2017,Place of Residence,Fresno,90 - 94 years,Widowed,566,06/10/2021
Death,2017,Place of Residence,Fresno,90 - 94 years,Divorced,62,06/10/2021
Death,2017,Place of Residence,Fresno,90 - 94 years,Never Married,18,06/10/2021
Death,2017,Place of Residence,Fresno,90 - 94 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,95 - 99 years,Married (including SRDP),36,06/10/2021
Death,2017,Place of Residence,Fresno,95 - 99 years,Widowed,275,06/10/2021
Death,2017,Place of Residence,Fresno,95 - 99 years,Divorced,17,06/10/2021
Death,2017,Place of Residence,Fresno,95 - 99 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Fresno,95 - 99 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Fresno,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Fresno,100 years and over,Widowed,80,06/10/2021
Death,2017,Place of Residence,Fresno,100 years and over,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Fresno,100 years and over,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Fresno,100 years and over,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,Less than 1 year,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,Less than 1 year,Unknown,0,06/10/2021
