Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths,Last_Data_Refresh
Death,2017,Place of Residence,Glenn,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,1 - 4 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,5 - 9 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,10 - 14 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,10 - 14 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,15 - 19 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,15 - 19 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,15 - 19 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,15 - 19 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,20 - 24 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,20 - 24 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,20 - 24 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,20 - 24 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,25 - 29 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,25 - 29 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,25 - 29 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,25 - 29 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,30 - 34 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,30 - 34 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,30 - 34 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,30 - 34 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,35 - 39 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Glenn,35 - 39 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,35 - 39 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,35 - 39 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,35 - 39 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,40 - 44 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,40 - 44 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,40 - 44 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,40 - 44 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,45 - 49 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,45 - 49 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,45 - 49 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,45 - 49 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,50 - 54 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,50 - 54 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Glenn,50 - 54 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,50 - 54 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,50 - 54 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Glenn,55 - 59 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,55 - 59 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,55 - 59 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,55 - 59 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,55 - 59 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,60 - 64 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,60 - 64 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,60 - 64 years,Divorced,11,06/10/2021
Death,2017,Place of Residence,Glenn,60 - 64 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,60 - 64 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,65 - 69 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,65 - 69 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,65 - 69 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,65 - 69 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,65 - 69 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,70 - 74 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,70 - 74 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,70 - 74 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,70 - 74 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,70 - 74 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Glenn,75 - 79 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,75 - 79 years,Widowed,12,06/10/2021
Death,2017,Place of Residence,Glenn,75 - 79 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,75 - 79 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,75 - 79 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,80 - 84 years,Married (including SRDP),11,06/10/2021
Death,2017,Place of Residence,Glenn,80 - 84 years,Widowed,19,06/10/2021
Death,2017,Place of Residence,Glenn,80 - 84 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,80 - 84 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,80 - 84 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,85 - 89 years,Married (including SRDP),12,06/10/2021
Death,2017,Place of Residence,Glenn,85 - 89 years,Widowed,14,06/10/2021
Death,2017,Place of Residence,Glenn,85 - 89 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,85 - 89 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,85 - 89 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,90 - 94 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,90 - 94 years,Widowed,20,06/10/2021
Death,2017,Place of Residence,Glenn,90 - 94 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,90 - 94 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,90 - 94 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,95 - 99 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,95 - 99 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,95 - 99 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Glenn,95 - 99 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Glenn,95 - 99 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Glenn,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Glenn,100 years and over,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Glenn,100 years and over,Divorced,0,06/10/2021
Death,2017,Place of Residence,Glenn,100 years and over,Never Married,0,06/10/2021
Death,2017,Place of Residence,Glenn,100 years and over,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,Less than 1 year,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,Less than 1 year,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,1 - 4 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,5 - 9 years,Never Married,0,06/10/2021
Death,2017,Place of Residence,Humboldt,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,10 - 14 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,10 - 14 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,15 - 19 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,15 - 19 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,15 - 19 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,15 - 19 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Humboldt,20 - 24 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,20 - 24 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Humboldt,20 - 24 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,20 - 24 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,25 - 29 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,25 - 29 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,25 - 29 years,Never Married,13,06/10/2021
Death,2017,Place of Residence,Humboldt,25 - 29 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,30 - 34 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,30 - 34 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,30 - 34 years,Never Married,16,06/10/2021
Death,2017,Place of Residence,Humboldt,30 - 34 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,35 - 39 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,35 - 39 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,35 - 39 years,Never Married,14,06/10/2021
Death,2017,Place of Residence,Humboldt,35 - 39 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,40 - 44 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Humboldt,40 - 44 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,40 - 44 years,Never Married,15,06/10/2021
Death,2017,Place of Residence,Humboldt,40 - 44 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,45 - 49 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,45 - 49 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,45 - 49 years,Never Married,17,06/10/2021
Death,2017,Place of Residence,Humboldt,45 - 49 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,50 - 54 years,Married (including SRDP),14,06/10/2021
Death,2017,Place of Residence,Humboldt,50 - 54 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,50 - 54 years,Divorced,14,06/10/2021
Death,2017,Place of Residence,Humboldt,50 - 54 years,Never Married,18,06/10/2021
Death,2017,Place of Residence,Humboldt,50 - 54 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,55 - 59 years,Married (including SRDP),34,06/10/2021
Death,2017,Place of Residence,Humboldt,55 - 59 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,55 - 59 years,Divorced,28,06/10/2021
Death,2017,Place of Residence,Humboldt,55 - 59 years,Never Married,20,06/10/2021
Death,2017,Place of Residence,Humboldt,55 - 59 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,60 - 64 years,Married (including SRDP),31,06/10/2021
Death,2017,Place of Residence,Humboldt,60 - 64 years,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,60 - 64 years,Divorced,51,06/10/2021
Death,2017,Place of Residence,Humboldt,60 - 64 years,Never Married,18,06/10/2021
Death,2017,Place of Residence,Humboldt,60 - 64 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,65 - 69 years,Married (including SRDP),54,06/10/2021
Death,2017,Place of Residence,Humboldt,65 - 69 years,Widowed,24,06/10/2021
Death,2017,Place of Residence,Humboldt,65 - 69 years,Divorced,57,06/10/2021
Death,2017,Place of Residence,Humboldt,65 - 69 years,Never Married,21,06/10/2021
Death,2017,Place of Residence,Humboldt,65 - 69 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,70 - 74 years,Married (including SRDP),45,06/10/2021
Death,2017,Place of Residence,Humboldt,70 - 74 years,Widowed,24,06/10/2021
Death,2017,Place of Residence,Humboldt,70 - 74 years,Divorced,50,06/10/2021
Death,2017,Place of Residence,Humboldt,70 - 74 years,Never Married,12,06/10/2021
Death,2017,Place of Residence,Humboldt,70 - 74 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,75 - 79 years,Married (including SRDP),62,06/10/2021
Death,2017,Place of Residence,Humboldt,75 - 79 years,Widowed,29,06/10/2021
Death,2017,Place of Residence,Humboldt,75 - 79 years,Divorced,44,06/10/2021
Death,2017,Place of Residence,Humboldt,75 - 79 years,Never Married,11,06/10/2021
Death,2017,Place of Residence,Humboldt,75 - 79 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,80 - 84 years,Married (including SRDP),59,06/10/2021
Death,2017,Place of Residence,Humboldt,80 - 84 years,Widowed,57,06/10/2021
Death,2017,Place of Residence,Humboldt,80 - 84 years,Divorced,20,06/10/2021
Death,2017,Place of Residence,Humboldt,80 - 84 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,80 - 84 years,Unknown,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,85 - 89 years,Married (including SRDP),54,06/10/2021
Death,2017,Place of Residence,Humboldt,85 - 89 years,Widowed,74,06/10/2021
Death,2017,Place of Residence,Humboldt,85 - 89 years,Divorced,15,06/10/2021
Death,2017,Place of Residence,Humboldt,85 - 89 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,85 - 89 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,90 - 94 years,Married (including SRDP),21,06/10/2021
Death,2017,Place of Residence,Humboldt,90 - 94 years,Widowed,98,06/10/2021
Death,2017,Place of Residence,Humboldt,90 - 94 years,Divorced,17,06/10/2021
Death,2017,Place of Residence,Humboldt,90 - 94 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,90 - 94 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,95 - 99 years,Married (including SRDP),13,06/10/2021
Death,2017,Place of Residence,Humboldt,95 - 99 years,Widowed,44,06/10/2021
Death,2017,Place of Residence,Humboldt,95 - 99 years,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,95 - 99 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,95 - 99 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Humboldt,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2017,Place of Residence,Humboldt,100 years and over,Widowed,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,100 years and over,Divorced,<11,06/10/2021
Death,2017,Place of Residence,Humboldt,100 years and over,Never Married,0,06/10/2021
Death,2017,Place of Residence,Humboldt,100 years and over,Unknown,0,06/10/2021
Death,2017,Place of Residence,Imperial,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Imperial,Less than 1 year,Widowed,0,06/10/2021
Death,2017,Place of Residence,Imperial,Less than 1 year,Divorced,0,06/10/2021
Death,2017,Place of Residence,Imperial,Less than 1 year,Never Married,11,06/10/2021
Death,2017,Place of Residence,Imperial,Less than 1 year,Unknown,0,06/10/2021
Death,2017,Place of Residence,Imperial,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Imperial,1 - 4 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Imperial,1 - 4 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Imperial,1 - 4 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Imperial,1 - 4 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Imperial,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Imperial,5 - 9 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Imperial,5 - 9 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Imperial,5 - 9 years,Never Married,<11,06/10/2021
Death,2017,Place of Residence,Imperial,5 - 9 years,Unknown,0,06/10/2021
Death,2017,Place of Residence,Imperial,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2017,Place of Residence,Imperial,10 - 14 years,Widowed,0,06/10/2021
Death,2017,Place of Residence,Imperial,10 - 14 years,Divorced,0,06/10/2021
Death,2017,Place of Residence,Imperial,10 - 14 years,Never Married,<11,06/10/2021
