Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2021,Place of Residence,El Dorado,1 - 4 years,Female,0,06/10/2021
Death,2021,Place of Residence,El Dorado,1 - 4 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,5 - 9 years,Female,0,06/10/2021
Death,2021,Place of Residence,El Dorado,5 - 9 years,Male,0,06/10/2021
Death,2021,Place of Residence,El Dorado,10 - 14 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,10 - 14 years,Male,0,06/10/2021
Death,2021,Place of Residence,El Dorado,15 - 19 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,15 - 19 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,20 - 24 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,20 - 24 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,25 - 29 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,25 - 29 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,30 - 34 years,Female,0,06/10/2021
Death,2021,Place of Residence,El Dorado,30 - 34 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,35 - 39 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,35 - 39 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,40 - 44 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,40 - 44 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,45 - 49 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,45 - 49 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,50 - 54 years,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,50 - 54 years,Male,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,55 - 59 years,Female,11,06/10/2021
Death,2021,Place of Residence,El Dorado,55 - 59 years,Male,13,06/10/2021
Death,2021,Place of Residence,El Dorado,60 - 64 years,Female,14,06/10/2021
Death,2021,Place of Residence,El Dorado,60 - 64 years,Male,28,06/10/2021
Death,2021,Place of Residence,El Dorado,65 - 69 years,Female,21,06/10/2021
Death,2021,Place of Residence,El Dorado,65 - 69 years,Male,40,06/10/2021
Death,2021,Place of Residence,El Dorado,70 - 74 years,Female,19,06/10/2021
Death,2021,Place of Residence,El Dorado,70 - 74 years,Male,40,06/10/2021
Death,2021,Place of Residence,El Dorado,75 - 79 years,Female,37,06/10/2021
Death,2021,Place of Residence,El Dorado,75 - 79 years,Male,47,06/10/2021
Death,2021,Place of Residence,El Dorado,80 - 84 years,Female,43,06/10/2021
Death,2021,Place of Residence,El Dorado,80 - 84 years,Male,34,06/10/2021
Death,2021,Place of Residence,El Dorado,85 - 89 years,Female,41,06/10/2021
Death,2021,Place of Residence,El Dorado,85 - 89 years,Male,41,06/10/2021
Death,2021,Place of Residence,El Dorado,90 - 94 years,Female,44,06/10/2021
Death,2021,Place of Residence,El Dorado,90 - 94 years,Male,28,06/10/2021
Death,2021,Place of Residence,El Dorado,95 - 99 years,Female,34,06/10/2021
Death,2021,Place of Residence,El Dorado,95 - 99 years,Male,17,06/10/2021
Death,2021,Place of Residence,El Dorado,100 years and over,Female,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,100 years and over,Male,<11,06/10/2021
Death,2021,Place of Residence,Fresno,Less than 1 year,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,Less than 1 year,Male,16,06/10/2021
Death,2021,Place of Residence,Fresno,1 - 4 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,1 - 4 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Fresno,5 - 9 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,5 - 9 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Fresno,10 - 14 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,10 - 14 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Fresno,15 - 19 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,15 - 19 years,Male,13,06/10/2021
Death,2021,Place of Residence,Fresno,20 - 24 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,20 - 24 years,Male,26,06/10/2021
Death,2021,Place of Residence,Fresno,25 - 29 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Fresno,25 - 29 years,Male,28,06/10/2021
Death,2021,Place of Residence,Fresno,30 - 34 years,Female,19,06/10/2021
Death,2021,Place of Residence,Fresno,30 - 34 years,Male,37,06/10/2021
Death,2021,Place of Residence,Fresno,35 - 39 years,Female,23,06/10/2021
Death,2021,Place of Residence,Fresno,35 - 39 years,Male,47,06/10/2021
Death,2021,Place of Residence,Fresno,40 - 44 years,Female,25,06/10/2021
Death,2021,Place of Residence,Fresno,40 - 44 years,Male,49,06/10/2021
Death,2021,Place of Residence,Fresno,45 - 49 years,Female,32,06/10/2021
Death,2021,Place of Residence,Fresno,45 - 49 years,Male,66,06/10/2021
Death,2021,Place of Residence,Fresno,50 - 54 years,Female,49,06/10/2021
Death,2021,Place of Residence,Fresno,50 - 54 years,Male,97,06/10/2021
Death,2021,Place of Residence,Fresno,55 - 59 years,Female,69,06/10/2021
Death,2021,Place of Residence,Fresno,55 - 59 years,Male,124,06/10/2021
Death,2021,Place of Residence,Fresno,60 - 64 years,Female,104,06/10/2021
Death,2021,Place of Residence,Fresno,60 - 64 years,Male,208,06/10/2021
Death,2021,Place of Residence,Fresno,65 - 69 years,Female,114,06/10/2021
Death,2021,Place of Residence,Fresno,65 - 69 years,Male,190,06/10/2021
Death,2021,Place of Residence,Fresno,70 - 74 years,Female,156,06/10/2021
Death,2021,Place of Residence,Fresno,70 - 74 years,Male,204,06/10/2021
Death,2021,Place of Residence,Fresno,75 - 79 years,Female,153,06/10/2021
Death,2021,Place of Residence,Fresno,75 - 79 years,Male,221,06/10/2021
Death,2021,Place of Residence,Fresno,80 - 84 years,Female,205,06/10/2021
Death,2021,Place of Residence,Fresno,80 - 84 years,Male,175,06/10/2021
Death,2021,Place of Residence,Fresno,85 - 89 years,Female,210,06/10/2021
Death,2021,Place of Residence,Fresno,85 - 89 years,Male,159,06/10/2021
Death,2021,Place of Residence,Fresno,90 - 94 years,Female,188,06/10/2021
Death,2021,Place of Residence,Fresno,90 - 94 years,Male,136,06/10/2021
Death,2021,Place of Residence,Fresno,95 - 99 years,Female,104,06/10/2021
Death,2021,Place of Residence,Fresno,95 - 99 years,Male,54,06/10/2021
Death,2021,Place of Residence,Fresno,100 years and over,Female,23,06/10/2021
Death,2021,Place of Residence,Fresno,100 years and over,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,Less than 1 year,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,Less than 1 year,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,1 - 4 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,1 - 4 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,5 - 9 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,5 - 9 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,10 - 14 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,10 - 14 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,15 - 19 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,15 - 19 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,20 - 24 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,20 - 24 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,25 - 29 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,25 - 29 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,30 - 34 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,30 - 34 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,35 - 39 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,35 - 39 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,40 - 44 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,40 - 44 years,Male,0,06/10/2021
Death,2021,Place of Residence,Glenn,45 - 49 years,Female,0,06/10/2021
Death,2021,Place of Residence,Glenn,45 - 49 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,50 - 54 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,50 - 54 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,55 - 59 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,55 - 59 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,60 - 64 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,60 - 64 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,65 - 69 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,65 - 69 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,70 - 74 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,70 - 74 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,75 - 79 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,75 - 79 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,80 - 84 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,80 - 84 years,Male,14,06/10/2021
Death,2021,Place of Residence,Glenn,85 - 89 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,85 - 89 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,90 - 94 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,90 - 94 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,95 - 99 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,95 - 99 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Glenn,100 years and over,Female,<11,06/10/2021
Death,2021,Place of Residence,Glenn,100 years and over,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,Less than 1 year,Female,0,06/10/2021
Death,2021,Place of Residence,Humboldt,Less than 1 year,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,1 - 4 years,Female,0,06/10/2021
Death,2021,Place of Residence,Humboldt,1 - 4 years,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,5 - 9 years,Female,0,06/10/2021
Death,2021,Place of Residence,Humboldt,5 - 9 years,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,10 - 14 years,Female,0,06/10/2021
Death,2021,Place of Residence,Humboldt,10 - 14 years,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,15 - 19 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,15 - 19 years,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,20 - 24 years,Female,0,06/10/2021
Death,2021,Place of Residence,Humboldt,20 - 24 years,Male,0,06/10/2021
Death,2021,Place of Residence,Humboldt,25 - 29 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,25 - 29 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,30 - 34 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,30 - 34 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,35 - 39 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,35 - 39 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,40 - 44 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,40 - 44 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,45 - 49 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,45 - 49 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,50 - 54 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,50 - 54 years,Male,15,06/10/2021
Death,2021,Place of Residence,Humboldt,55 - 59 years,Female,13,06/10/2021
Death,2021,Place of Residence,Humboldt,55 - 59 years,Male,14,06/10/2021
Death,2021,Place of Residence,Humboldt,60 - 64 years,Female,12,06/10/2021
Death,2021,Place of Residence,Humboldt,60 - 64 years,Male,35,06/10/2021
Death,2021,Place of Residence,Humboldt,65 - 69 years,Female,21,06/10/2021
Death,2021,Place of Residence,Humboldt,65 - 69 years,Male,30,06/10/2021
Death,2021,Place of Residence,Humboldt,70 - 74 years,Female,20,06/10/2021
Death,2021,Place of Residence,Humboldt,70 - 74 years,Male,43,06/10/2021
Death,2021,Place of Residence,Humboldt,75 - 79 years,Female,22,06/10/2021
Death,2021,Place of Residence,Humboldt,75 - 79 years,Male,38,06/10/2021
Death,2021,Place of Residence,Humboldt,80 - 84 years,Female,32,06/10/2021
Death,2021,Place of Residence,Humboldt,80 - 84 years,Male,31,06/10/2021
Death,2021,Place of Residence,Humboldt,85 - 89 years,Female,31,06/10/2021
Death,2021,Place of Residence,Humboldt,85 - 89 years,Male,34,06/10/2021
Death,2021,Place of Residence,Humboldt,90 - 94 years,Female,23,06/10/2021
Death,2021,Place of Residence,Humboldt,90 - 94 years,Male,18,06/10/2021
Death,2021,Place of Residence,Humboldt,95 - 99 years,Female,12,06/10/2021
Death,2021,Place of Residence,Humboldt,95 - 99 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,100 years and over,Female,<11,06/10/2021
Death,2021,Place of Residence,Humboldt,100 years and over,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,Less than 1 year,Female,0,06/10/2021
Death,2021,Place of Residence,Imperial,Less than 1 year,Male,0,06/10/2021
Death,2021,Place of Residence,Imperial,1 - 4 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,1 - 4 years,Male,0,06/10/2021
Death,2021,Place of Residence,Imperial,5 - 9 years,Female,0,06/10/2021
Death,2021,Place of Residence,Imperial,5 - 9 years,Male,0,06/10/2021
Death,2021,Place of Residence,Imperial,10 - 14 years,Female,0,06/10/2021
Death,2021,Place of Residence,Imperial,10 - 14 years,Male,0,06/10/2021
Death,2021,Place of Residence,Imperial,15 - 19 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,15 - 19 years,Male,0,06/10/2021
Death,2021,Place of Residence,Imperial,20 - 24 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,20 - 24 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,25 - 29 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,25 - 29 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,30 - 34 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,30 - 34 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,35 - 39 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,35 - 39 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,40 - 44 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,40 - 44 years,Male,12,06/10/2021
Death,2021,Place of Residence,Imperial,45 - 49 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,45 - 49 years,Male,12,06/10/2021
Death,2021,Place of Residence,Imperial,50 - 54 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,50 - 54 years,Male,13,06/10/2021
Death,2021,Place of Residence,Imperial,55 - 59 years,Female,11,06/10/2021
Death,2021,Place of Residence,Imperial,55 - 59 years,Male,38,06/10/2021
Death,2021,Place of Residence,Imperial,60 - 64 years,Female,17,06/10/2021
Death,2021,Place of Residence,Imperial,60 - 64 years,Male,33,06/10/2021
Death,2021,Place of Residence,Imperial,65 - 69 years,Female,25,06/10/2021
Death,2021,Place of Residence,Imperial,65 - 69 years,Male,36,06/10/2021
Death,2021,Place of Residence,Imperial,70 - 74 years,Female,31,06/10/2021
Death,2021,Place of Residence,Imperial,70 - 74 years,Male,48,06/10/2021
Death,2021,Place of Residence,Imperial,75 - 79 years,Female,29,06/10/2021
Death,2021,Place of Residence,Imperial,75 - 79 years,Male,34,06/10/2021
Death,2021,Place of Residence,Imperial,80 - 84 years,Female,42,06/10/2021
Death,2021,Place of Residence,Imperial,80 - 84 years,Male,43,06/10/2021
Death,2021,Place of Residence,Imperial,85 - 89 years,Female,32,06/10/2021
Death,2021,Place of Residence,Imperial,85 - 89 years,Male,40,06/10/2021
Death,2021,Place of Residence,Imperial,90 - 94 years,Female,27,06/10/2021
Death,2021,Place of Residence,Imperial,90 - 94 years,Male,23,06/10/2021
Death,2021,Place of Residence,Imperial,95 - 99 years,Female,12,06/10/2021
Death,2021,Place of Residence,Imperial,95 - 99 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Imperial,100 years and over,Female,<11,06/10/2021
Death,2021,Place of Residence,Imperial,100 years and over,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,Less than 1 year,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,Less than 1 year,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,1 - 4 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,1 - 4 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,5 - 9 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,5 - 9 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,10 - 14 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,10 - 14 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,15 - 19 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,15 - 19 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,20 - 24 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,20 - 24 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,25 - 29 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,25 - 29 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,30 - 34 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,30 - 34 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,35 - 39 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,35 - 39 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,40 - 44 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,40 - 44 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,45 - 49 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,45 - 49 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,50 - 54 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,50 - 54 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,55 - 59 years,Female,0,06/10/2021
Death,2021,Place of Residence,Inyo,55 - 59 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,60 - 64 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,60 - 64 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,65 - 69 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,65 - 69 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,70 - 74 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,70 - 74 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,75 - 79 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,75 - 79 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,80 - 84 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,80 - 84 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,85 - 89 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,85 - 89 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,90 - 94 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,90 - 94 years,Male,<11,06/10/2021
Death,2021,Place of Residence,Inyo,95 - 99 years,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,95 - 99 years,Male,0,06/10/2021
Death,2021,Place of Residence,Inyo,100 years and over,Female,<11,06/10/2021
Death,2021,Place of Residence,Inyo,100 years and over,Male,0,06/10/2021
Death,2021,Place of Residence,Kern,Less than 1 year,Female,11,06/10/2021
Death,2021,Place of Residence,Kern,Less than 1 year,Male,<11,06/10/2021
Death,2021,Place of Residence,Kern,1 - 4 years,Female,0,06/10/2021
