Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2019,Place of Residence,Yuba,70 - 74 years,Female,37,06/10/2021
Death,2019,Place of Residence,Yuba,70 - 74 years,Male,37,06/10/2021
Death,2019,Place of Residence,Yuba,75 - 79 years,Female,33,06/10/2021
Death,2019,Place of Residence,Yuba,75 - 79 years,Male,41,06/10/2021
Death,2019,Place of Residence,Yuba,80 - 84 years,Female,36,06/10/2021
Death,2019,Place of Residence,Yuba,80 - 84 years,Male,37,06/10/2021
Death,2019,Place of Residence,Yuba,85 - 89 years,Female,32,06/10/2021
Death,2019,Place of Residence,Yuba,85 - 89 years,Male,24,06/10/2021
Death,2019,Place of Residence,Yuba,90 - 94 years,Female,22,06/10/2021
Death,2019,Place of Residence,Yuba,90 - 94 years,Male,13,06/10/2021
Death,2019,Place of Residence,Yuba,95 - 99 years,Female,14,06/10/2021
Death,2019,Place of Residence,Yuba,95 - 99 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Yuba,100 years and over,Female,<11,06/10/2021
Death,2019,Place of Residence,Yuba,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Alameda,Less than 1 year,Female,27,06/10/2021
Death,2018,Place of Residence,Alameda,Less than 1 year,Male,31,06/10/2021
Death,2018,Place of Residence,Alameda,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alameda,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alameda,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alameda,5 - 9 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alameda,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alameda,10 - 14 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alameda,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alameda,15 - 19 years,Male,30,06/10/2021
Death,2018,Place of Residence,Alameda,20 - 24 years,Female,14,06/10/2021
Death,2018,Place of Residence,Alameda,20 - 24 years,Male,49,06/10/2021
Death,2018,Place of Residence,Alameda,25 - 29 years,Female,23,06/10/2021
Death,2018,Place of Residence,Alameda,25 - 29 years,Male,54,06/10/2021
Death,2018,Place of Residence,Alameda,30 - 34 years,Female,26,06/10/2021
Death,2018,Place of Residence,Alameda,30 - 34 years,Male,67,06/10/2021
Death,2018,Place of Residence,Alameda,35 - 39 years,Female,49,06/10/2021
Death,2018,Place of Residence,Alameda,35 - 39 years,Male,70,06/10/2021
Death,2018,Place of Residence,Alameda,40 - 44 years,Female,54,06/10/2021
Death,2018,Place of Residence,Alameda,40 - 44 years,Male,108,06/10/2021
Death,2018,Place of Residence,Alameda,45 - 49 years,Female,87,06/10/2021
Death,2018,Place of Residence,Alameda,45 - 49 years,Male,148,06/10/2021
Death,2018,Place of Residence,Alameda,50 - 54 years,Female,133,06/10/2021
Death,2018,Place of Residence,Alameda,50 - 54 years,Male,199,06/10/2021
Death,2018,Place of Residence,Alameda,55 - 59 years,Female,204,06/10/2021
Death,2018,Place of Residence,Alameda,55 - 59 years,Male,319,06/10/2021
Death,2018,Place of Residence,Alameda,60 - 64 years,Female,257,06/10/2021
Death,2018,Place of Residence,Alameda,60 - 64 years,Male,476,06/10/2021
Death,2018,Place of Residence,Alameda,65 - 69 years,Female,320,06/10/2021
Death,2018,Place of Residence,Alameda,65 - 69 years,Male,504,06/10/2021
Death,2018,Place of Residence,Alameda,70 - 74 years,Female,414,06/10/2021
Death,2018,Place of Residence,Alameda,70 - 74 years,Male,512,06/10/2021
Death,2018,Place of Residence,Alameda,75 - 79 years,Female,486,06/10/2021
Death,2018,Place of Residence,Alameda,75 - 79 years,Male,596,06/10/2021
Death,2018,Place of Residence,Alameda,80 - 84 years,Female,623,06/10/2021
Death,2018,Place of Residence,Alameda,80 - 84 years,Male,637,06/10/2021
Death,2018,Place of Residence,Alameda,85 - 89 years,Female,717,06/10/2021
Death,2018,Place of Residence,Alameda,85 - 89 years,Male,582,06/10/2021
Death,2018,Place of Residence,Alameda,90 - 94 years,Female,812,06/10/2021
Death,2018,Place of Residence,Alameda,90 - 94 years,Male,507,06/10/2021
Death,2018,Place of Residence,Alameda,95 - 99 years,Female,430,06/10/2021
Death,2018,Place of Residence,Alameda,95 - 99 years,Male,179,06/10/2021
Death,2018,Place of Residence,Alameda,100 years and over,Female,127,06/10/2021
Death,2018,Place of Residence,Alameda,100 years and over,Male,26,06/10/2021
Death,2018,Place of Residence,Alpine,Less than 1 year,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,Less than 1 year,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,15 - 19 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,15 - 19 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,20 - 24 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,25 - 29 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,30 - 34 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,30 - 34 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,35 - 39 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,40 - 44 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,40 - 44 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,45 - 49 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,50 - 54 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,55 - 59 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,60 - 64 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,60 - 64 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,65 - 69 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,65 - 69 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,70 - 74 years,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,70 - 74 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,75 - 79 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,75 - 79 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,80 - 84 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,80 - 84 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,85 - 89 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,85 - 89 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,90 - 94 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,90 - 94 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Alpine,95 - 99 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Alpine,95 - 99 years,Male,0,06/10/2021
Death,2018,Place of Residence,Alpine,100 years and over,Female,0,06/10/2021
Death,2018,Place of Residence,Alpine,100 years and over,Male,0,06/10/2021
Death,2018,Place of Residence,Amador,Less than 1 year,Female,0,06/10/2021
Death,2018,Place of Residence,Amador,Less than 1 year,Male,0,06/10/2021
Death,2018,Place of Residence,Amador,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Amador,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,Amador,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Amador,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Amador,15 - 19 years,Female,0,06/10/2021
Death,2018,Place of Residence,Amador,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Amador,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,30 - 34 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,45 - 49 years,Female,0,06/10/2021
Death,2018,Place of Residence,Amador,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,55 - 59 years,Male,19,06/10/2021
Death,2018,Place of Residence,Amador,60 - 64 years,Female,14,06/10/2021
Death,2018,Place of Residence,Amador,60 - 64 years,Male,18,06/10/2021
Death,2018,Place of Residence,Amador,65 - 69 years,Female,11,06/10/2021
Death,2018,Place of Residence,Amador,65 - 69 years,Male,25,06/10/2021
Death,2018,Place of Residence,Amador,70 - 74 years,Female,13,06/10/2021
Death,2018,Place of Residence,Amador,70 - 74 years,Male,31,06/10/2021
Death,2018,Place of Residence,Amador,75 - 79 years,Female,22,06/10/2021
Death,2018,Place of Residence,Amador,75 - 79 years,Male,35,06/10/2021
Death,2018,Place of Residence,Amador,80 - 84 years,Female,34,06/10/2021
Death,2018,Place of Residence,Amador,80 - 84 years,Male,31,06/10/2021
Death,2018,Place of Residence,Amador,85 - 89 years,Female,21,06/10/2021
Death,2018,Place of Residence,Amador,85 - 89 years,Male,31,06/10/2021
Death,2018,Place of Residence,Amador,90 - 94 years,Female,29,06/10/2021
Death,2018,Place of Residence,Amador,90 - 94 years,Male,28,06/10/2021
Death,2018,Place of Residence,Amador,95 - 99 years,Female,13,06/10/2021
Death,2018,Place of Residence,Amador,95 - 99 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Amador,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,Amador,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Butte,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Butte,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Butte,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Butte,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Butte,10 - 14 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Butte,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Butte,20 - 24 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,20 - 24 years,Male,11,06/10/2021
Death,2018,Place of Residence,Butte,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,25 - 29 years,Male,17,06/10/2021
Death,2018,Place of Residence,Butte,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Butte,30 - 34 years,Male,16,06/10/2021
Death,2018,Place of Residence,Butte,35 - 39 years,Female,11,06/10/2021
Death,2018,Place of Residence,Butte,35 - 39 years,Male,27,06/10/2021
Death,2018,Place of Residence,Butte,40 - 44 years,Female,20,06/10/2021
Death,2018,Place of Residence,Butte,40 - 44 years,Male,17,06/10/2021
Death,2018,Place of Residence,Butte,45 - 49 years,Female,17,06/10/2021
Death,2018,Place of Residence,Butte,45 - 49 years,Male,32,06/10/2021
Death,2018,Place of Residence,Butte,50 - 54 years,Female,26,06/10/2021
Death,2018,Place of Residence,Butte,50 - 54 years,Male,49,06/10/2021
Death,2018,Place of Residence,Butte,55 - 59 years,Female,66,06/10/2021
Death,2018,Place of Residence,Butte,55 - 59 years,Male,80,06/10/2021
Death,2018,Place of Residence,Butte,60 - 64 years,Female,70,06/10/2021
Death,2018,Place of Residence,Butte,60 - 64 years,Male,119,06/10/2021
Death,2018,Place of Residence,Butte,65 - 69 years,Female,115,06/10/2021
Death,2018,Place of Residence,Butte,65 - 69 years,Male,158,06/10/2021
Death,2018,Place of Residence,Butte,70 - 74 years,Female,103,06/10/2021
Death,2018,Place of Residence,Butte,70 - 74 years,Male,162,06/10/2021
Death,2018,Place of Residence,Butte,75 - 79 years,Female,137,06/10/2021
Death,2018,Place of Residence,Butte,75 - 79 years,Male,143,06/10/2021
Death,2018,Place of Residence,Butte,80 - 84 years,Female,156,06/10/2021
Death,2018,Place of Residence,Butte,80 - 84 years,Male,146,06/10/2021
Death,2018,Place of Residence,Butte,85 - 89 years,Female,183,06/10/2021
Death,2018,Place of Residence,Butte,85 - 89 years,Male,150,06/10/2021
Death,2018,Place of Residence,Butte,90 - 94 years,Female,188,06/10/2021
Death,2018,Place of Residence,Butte,90 - 94 years,Male,99,06/10/2021
Death,2018,Place of Residence,Butte,95 - 99 years,Female,107,06/10/2021
Death,2018,Place of Residence,Butte,95 - 99 years,Male,61,06/10/2021
Death,2018,Place of Residence,Butte,100 years and over,Female,24,06/10/2021
Death,2018,Place of Residence,Butte,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Calaveras,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Calaveras,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Calaveras,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Calaveras,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Calaveras,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,30 - 34 years,Female,0,06/10/2021
Death,2018,Place of Residence,Calaveras,30 - 34 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,45 - 49 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,55 - 59 years,Female,12,06/10/2021
Death,2018,Place of Residence,Calaveras,55 - 59 years,Male,14,06/10/2021
Death,2018,Place of Residence,Calaveras,60 - 64 years,Female,20,06/10/2021
Death,2018,Place of Residence,Calaveras,60 - 64 years,Male,33,06/10/2021
Death,2018,Place of Residence,Calaveras,65 - 69 years,Female,22,06/10/2021
Death,2018,Place of Residence,Calaveras,65 - 69 years,Male,36,06/10/2021
Death,2018,Place of Residence,Calaveras,70 - 74 years,Female,23,06/10/2021
Death,2018,Place of Residence,Calaveras,70 - 74 years,Male,44,06/10/2021
Death,2018,Place of Residence,Calaveras,75 - 79 years,Female,26,06/10/2021
Death,2018,Place of Residence,Calaveras,75 - 79 years,Male,40,06/10/2021
Death,2018,Place of Residence,Calaveras,80 - 84 years,Female,33,06/10/2021
Death,2018,Place of Residence,Calaveras,80 - 84 years,Male,50,06/10/2021
Death,2018,Place of Residence,Calaveras,85 - 89 years,Female,29,06/10/2021
Death,2018,Place of Residence,Calaveras,85 - 89 years,Male,27,06/10/2021
Death,2018,Place of Residence,Calaveras,90 - 94 years,Female,32,06/10/2021
Death,2018,Place of Residence,Calaveras,90 - 94 years,Male,26,06/10/2021
Death,2018,Place of Residence,Calaveras,95 - 99 years,Female,14,06/10/2021
Death,2018,Place of Residence,Calaveras,95 - 99 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,Calaveras,100 years and over,Male,0,06/10/2021
Death,2018,Place of Residence,Colusa,Less than 1 year,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,Less than 1 year,Male,0,06/10/2021
Death,2018,Place of Residence,Colusa,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,Colusa,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Colusa,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Colusa,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,20 - 24 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,30 - 34 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,40 - 44 years,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,45 - 49 years,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,55 - 59 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,60 - 64 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,60 - 64 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,65 - 69 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,65 - 69 years,Male,11,06/10/2021
Death,2018,Place of Residence,Colusa,70 - 74 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,70 - 74 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,75 - 79 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,75 - 79 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,80 - 84 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,80 - 84 years,Male,11,06/10/2021
Death,2018,Place of Residence,Colusa,85 - 89 years,Female,13,06/10/2021
Death,2018,Place of Residence,Colusa,85 - 89 years,Male,15,06/10/2021
Death,2018,Place of Residence,Colusa,90 - 94 years,Female,12,06/10/2021
Death,2018,Place of Residence,Colusa,90 - 94 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,95 - 99 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Colusa,95 - 99 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Colusa,100 years and over,Female,0,06/10/2021
Death,2018,Place of Residence,Colusa,100 years and over,Male,0,06/10/2021
Death,2018,Place of Residence,Contra Costa,Less than 1 year,Female,18,06/10/2021
Death,2018,Place of Residence,Contra Costa,Less than 1 year,Male,28,06/10/2021
Death,2018,Place of Residence,Contra Costa,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,5 - 9 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,10 - 14 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Contra Costa,15 - 19 years,Male,25,06/10/2021
Death,2018,Place of Residence,Contra Costa,20 - 24 years,Female,15,06/10/2021
Death,2018,Place of Residence,Contra Costa,20 - 24 years,Male,39,06/10/2021
Death,2018,Place of Residence,Contra Costa,25 - 29 years,Female,18,06/10/2021
Death,2018,Place of Residence,Contra Costa,25 - 29 years,Male,53,06/10/2021
Death,2018,Place of Residence,Contra Costa,30 - 34 years,Female,23,06/10/2021
Death,2018,Place of Residence,Contra Costa,30 - 34 years,Male,50,06/10/2021
Death,2018,Place of Residence,Contra Costa,35 - 39 years,Female,35,06/10/2021
Death,2018,Place of Residence,Contra Costa,35 - 39 years,Male,68,06/10/2021
Death,2018,Place of Residence,Contra Costa,40 - 44 years,Female,37,06/10/2021
Death,2018,Place of Residence,Contra Costa,40 - 44 years,Male,66,06/10/2021
Death,2018,Place of Residence,Contra Costa,45 - 49 years,Female,48,06/10/2021
Death,2018,Place of Residence,Contra Costa,45 - 49 years,Male,93,06/10/2021
Death,2018,Place of Residence,Contra Costa,50 - 54 years,Female,84,06/10/2021
Death,2018,Place of Residence,Contra Costa,50 - 54 years,Male,122,06/10/2021
Death,2018,Place of Residence,Contra Costa,55 - 59 years,Female,141,06/10/2021
Death,2018,Place of Residence,Contra Costa,55 - 59 years,Male,240,06/10/2021
Death,2018,Place of Residence,Contra Costa,60 - 64 years,Female,207,06/10/2021
Death,2018,Place of Residence,Contra Costa,60 - 64 years,Male,308,06/10/2021
Death,2018,Place of Residence,Contra Costa,65 - 69 years,Female,260,06/10/2021
Death,2018,Place of Residence,Contra Costa,65 - 69 years,Male,379,06/10/2021
Death,2018,Place of Residence,Contra Costa,70 - 74 years,Female,321,06/10/2021
Death,2018,Place of Residence,Contra Costa,70 - 74 years,Male,443,06/10/2021
Death,2018,Place of Residence,Contra Costa,75 - 79 years,Female,364,06/10/2021
Death,2018,Place of Residence,Contra Costa,75 - 79 years,Male,424,06/10/2021
Death,2018,Place of Residence,Contra Costa,80 - 84 years,Female,481,06/10/2021
Death,2018,Place of Residence,Contra Costa,80 - 84 years,Male,480,06/10/2021
Death,2018,Place of Residence,Contra Costa,85 - 89 years,Female,579,06/10/2021
Death,2018,Place of Residence,Contra Costa,85 - 89 years,Male,548,06/10/2021
Death,2018,Place of Residence,Contra Costa,90 - 94 years,Female,671,06/10/2021
Death,2018,Place of Residence,Contra Costa,90 - 94 years,Male,418,06/10/2021
Death,2018,Place of Residence,Contra Costa,95 - 99 years,Female,410,06/10/2021
Death,2018,Place of Residence,Contra Costa,95 - 99 years,Male,172,06/10/2021
Death,2018,Place of Residence,Contra Costa,100 years and over,Female,118,06/10/2021
Death,2018,Place of Residence,Contra Costa,100 years and over,Male,29,06/10/2021
Death,2018,Place of Residence,Del Norte,Less than 1 year,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,Del Norte,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Del Norte,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Del Norte,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,20 - 24 years,Male,0,06/10/2021
Death,2018,Place of Residence,Del Norte,25 - 29 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,30 - 34 years,Female,0,06/10/2021
Death,2018,Place of Residence,Del Norte,30 - 34 years,Male,0,06/10/2021
Death,2018,Place of Residence,Del Norte,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,45 - 49 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,55 - 59 years,Male,13,06/10/2021
Death,2018,Place of Residence,Del Norte,60 - 64 years,Female,14,06/10/2021
Death,2018,Place of Residence,Del Norte,60 - 64 years,Male,14,06/10/2021
Death,2018,Place of Residence,Del Norte,65 - 69 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,65 - 69 years,Male,31,06/10/2021
Death,2018,Place of Residence,Del Norte,70 - 74 years,Female,14,06/10/2021
Death,2018,Place of Residence,Del Norte,70 - 74 years,Male,20,06/10/2021
Death,2018,Place of Residence,Del Norte,75 - 79 years,Female,18,06/10/2021
Death,2018,Place of Residence,Del Norte,75 - 79 years,Male,20,06/10/2021
Death,2018,Place of Residence,Del Norte,80 - 84 years,Female,12,06/10/2021
Death,2018,Place of Residence,Del Norte,80 - 84 years,Male,14,06/10/2021
Death,2018,Place of Residence,Del Norte,85 - 89 years,Female,17,06/10/2021
Death,2018,Place of Residence,Del Norte,85 - 89 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,90 - 94 years,Female,<11,06/10/2021
