County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
Plumas,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Plumas,15 - 19 years,5,0,0,0,20,10,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,6,12,12,0,0,rural,0,1,0
Plumas,20 - 24 years,6,0,0,10,20,20,0,6,0,0,0,0,0,0,18,0,24,0,0,6,24,0,0,12,18,18,0,6,rural,0,1,0
Plumas,25 - 29 years,7,0,10,30,0,40,0,0,0,0,0,0,0,0,30,0,30,0,0,0,30,0,0,6,30,30,0,6,rural,0,1,0
Plumas,30 - 34 years,8,0,0,40,0,30,0,0,0,18,0,0,0,0,24,6,30,0,12,6,30,0,0,18,24,30,0,0,rural,0,1,0
Plumas,35 - 39 years,9,0,0,50,0,40,0,0,0,0,0,0,0,0,36,0,36,0,12,12,24,6,0,24,30,30,0,6,rural,0,1,0
Plumas,40 - 44 years,10,20,0,50,0,50,0,6,6,6,0,0,0,0,36,6,36,0,36,30,30,0,0,24,36,36,0,0,rural,0,1,0
Plumas,45 - 49 years,11,10,10,30,20,40,10,0,0,0,0,18,0,0,36,0,36,6,24,24,24,6,0,30,36,36,6,0,rural,0,1,0
Plumas,50 - 54 years,12,40,10,60,20,60,10,0,0,6,0,6,6,0,36,6,36,0,36,24,30,0,12,36,36,36,0,18,rural,0,1,0
Plumas,55 - 59 years,13,10,20,60,30,60,10,0,0,24,0,12,0,0,57,12,57,12,36,36,30,6,6,36,36,63,6,18,rural,0,1,0
Plumas,60 - 64 years,14,50,50,65,40,63,10,6,12,18,0,0,0,0,118,30,118,0,43,51,36,12,36,41,76,112,6,30,rural,0,1,0
Plumas,65 - 69 years,15,60,50,64,50,63,20,0,0,24,12,12,0,0,142,18,148,6,41,70,36,12,36,56,78,110,6,41,rural,0,1,0
Plumas,70 - 74 years,16,50,40,63,50,68,20,0,0,6,6,12,0,0,152,12,154,6,36,69,24,6,36,49,103,101,12,48,rural,0,1,0
Plumas,75 - 79 years,17,60,60,75,60,64,0,0,6,0,6,18,0,6,160,12,159,18,36,86,30,0,36,71,92,113,6,51,rural,0,1,0
Plumas,80 - 84 years,18,60,40,72,60,60,40,0,0,30,0,12,0,0,156,36,149,24,36,79,18,0,47,62,98,95,24,52,rural,0,1,0
Plumas,85 - 89 years,19,60,60,74,60,63,20,18,6,24,0,0,0,0,165,24,161,12,36,61,12,6,89,85,80,112,6,49,rural,0,1,0
Plumas,90 - 94 years,20,50,40,63,60,60,0,0,6,6,0,0,0,0,129,24,120,18,30,36,6,0,88,78,42,81,0,41,rural,0,1,0
Plumas,95 - 99 years,21,40,30,60,20,50,0,0,0,0,0,12,0,0,49,24,48,12,12,18,0,0,48,36,30,36,0,30,rural,0,1,0
Plumas,100 years and over,22,10,0,30,30,30,0,0,0,0,0,6,0,0,30,0,36,6,6,0,0,0,36,36,6,36,0,6,rural,0,1,0
Riverside,Less than 1 year,1,0,0,0,776,0,40,36,78,468,36,0,24,18,166,6,779,6,0,6,779,0,6,360,419,780,6,0,urban,1,0,0
Riverside,1 - 4 years,2,0,0,0,160,0,0,18,24,95,30,6,0,0,36,6,159,0,0,0,159,0,6,66,87,160,0,0,urban,1,0,0
Riverside,5 - 9 years,3,0,0,0,102,0,10,18,36,53,12,0,0,0,36,12,100,0,0,0,103,0,0,46,48,103,0,0,urban,1,0,0
Riverside,10 - 14 years,4,0,0,0,118,0,0,12,30,60,6,0,0,0,36,12,114,0,0,0,118,0,0,42,69,117,6,0,urban,1,0,0
Riverside,15 - 19 years,5,0,0,125,233,69,10,36,41,263,24,6,0,6,99,36,383,0,0,12,417,0,0,113,306,415,12,12,urban,1,0,0
Riverside,20 - 24 years,6,50,30,391,163,261,20,36,81,463,36,24,6,12,235,83,751,0,12,36,795,6,6,208,630,814,18,36,urban,1,0,0
Riverside,25 - 29 years,7,60,60,448,211,288,50,36,99,506,36,18,6,12,352,103,910,12,41,147,823,18,18,249,766,958,18,41,urban,1,0,0
Riverside,30 - 34 years,8,74,60,491,228,282,60,36,116,507,36,30,12,24,406,168,943,18,88,279,734,30,24,342,772,1058,24,47,urban,1,0,0
Riverside,35 - 39 years,9,96,60,489,288,322,60,50,130,551,30,36,12,24,474,242,1008,12,160,424,653,30,24,427,827,1179,24,54,urban,1,0,0
Riverside,40 - 44 years,10,129,64,573,319,350,62,60,166,610,36,36,12,24,575,356,1108,18,274,599,565,30,36,546,923,1389,30,67,urban,1,0,0
Riverside,45 - 49 years,11,182,82,909,507,608,65,97,245,856,36,36,30,36,1078,565,1758,30,506,1052,703,41,46,909,1433,2203,36,115,urban,1,0,0
Riverside,50 - 54 years,12,285,130,1445,888,915,84,109,352,1285,36,36,30,36,1897,880,2839,36,892,1651,1013,59,122,1393,2354,3461,36,247,urban,1,0,0
Riverside,55 - 59 years,13,427,269,2168,1172,1415,192,182,582,1571,53,46,36,36,3150,1214,4385,43,1470,2552,1180,108,329,2137,3506,5076,52,514,urban,1,0,0
Riverside,60 - 64 years,14,711,382,2670,1217,2054,244,265,668,1774,94,47,30,36,4361,1464,5756,54,1918,3465,1184,121,590,2798,4480,6334,67,871,urban,1,0,0
Riverside,65 - 69 years,15,955,561,2841,1331,2531,227,322,762,1777,90,42,30,36,5400,1643,6748,47,2173,4200,917,113,1043,3527,4919,6620,71,1757,urban,1,0,0
Riverside,70 - 74 years,16,1197,793,3297,1671,2859,236,395,720,1844,89,56,43,36,6878,1967,8030,61,2395,5056,754,110,1738,4279,5774,7485,61,2506,urban,1,0,0
Riverside,75 - 79 years,17,1341,901,3912,2100,2971,203,464,718,2045,83,41,36,36,8009,2323,9050,43,2088,5545,634,88,3071,5159,6269,8458,64,2898,urban,1,0,0
Riverside,80 - 84 years,18,1497,1024,4687,2533,3161,203,524,696,2247,98,42,41,24,9439,2657,10381,59,1993,5752,482,42,4825,6303,6802,9080,51,3973,urban,1,0,0
Riverside,85 - 89 years,19,1681,1026,5039,2836,2996,194,529,557,2209,86,36,36,36,10296,2645,11058,66,1497,4778,469,55,6975,7278,6494,9339,50,4379,urban,1,0,0
Riverside,90 - 94 years,20,1183,733,4308,2262,2269,158,342,360,1512,42,36,30,30,8604,1929,8948,36,935,2574,331,36,7044,6522,4391,7442,36,3442,urban,1,0,0
Riverside,95 - 99 years,21,464,255,1706,942,880,68,149,127,587,36,36,24,12,3405,789,3498,36,300,578,122,18,3298,2838,1468,3171,30,1121,urban,1,0,0
Riverside,100 years and over,22,81,63,346,234,152,50,41,41,110,30,6,0,0,665,191,673,0,41,45,36,0,746,661,203,756,12,102,urban,1,0,0
Sacramento,Less than 1 year,1,0,0,0,571,0,0,68,113,180,36,18,24,24,153,6,570,0,0,0,570,6,0,256,313,569,12,0,urban,1,0,0
Sacramento,1 - 4 years,2,0,0,0,104,0,0,18,36,36,24,6,12,0,36,6,103,0,0,0,104,0,0,49,41,103,6,0,urban,1,0,0
Sacramento,5 - 9 years,3,0,0,0,68,0,10,24,36,30,6,6,0,6,30,6,46,0,0,0,49,0,0,30,43,49,0,0,urban,1,0,0
Sacramento,10 - 14 years,4,0,0,10,84,0,0,36,36,36,24,6,0,0,36,30,70,6,0,0,76,0,0,36,49,76,0,0,urban,1,0,0
Sacramento,15 - 19 years,5,0,0,65,148,60,0,36,44,60,30,6,12,24,69,36,224,6,0,6,245,0,0,61,183,247,0,0,urban,1,0,0
Sacramento,20 - 24 years,6,60,10,230,86,176,10,54,114,119,41,12,0,36,177,68,446,0,12,36,493,0,6,130,384,496,18,30,urban,1,0,0
Sacramento,25 - 29 years,7,65,60,287,109,193,40,65,117,140,36,18,24,24,279,106,547,18,36,98,541,12,0,180,478,631,30,36,urban,1,0,0
Sacramento,30 - 34 years,8,77,50,324,111,227,50,80,130,172,36,30,6,30,348,118,658,24,58,181,527,24,12,253,527,739,30,36,urban,1,0,0
Sacramento,35 - 39 years,9,70,62,387,172,268,60,120,163,168,36,18,6,36,423,204,728,18,110,352,458,18,36,310,629,886,18,42,urban,1,0,0
Sacramento,40 - 44 years,10,109,62,439,196,309,60,110,200,212,36,30,12,30,545,238,885,36,227,411,468,24,36,404,730,1076,18,49,urban,1,0,0
Sacramento,45 - 49 years,11,170,69,701,268,461,76,173,287,283,41,36,30,36,895,351,1357,30,419,646,617,36,36,672,1067,1638,30,91,urban,1,0,0
Sacramento,50 - 54 years,12,254,97,1152,438,698,112,243,455,400,42,36,36,41,1523,496,2212,36,745,1059,816,41,91,1085,1666,2502,42,224,urban,1,0,0
Sacramento,55 - 59 years,13,369,174,1841,593,1152,196,398,680,488,86,36,36,47,2572,705,3534,86,1283,1683,1027,60,270,1627,2698,3787,36,499,urban,1,0,0
Sacramento,60 - 64 years,14,634,282,2067,629,1576,252,480,807,600,100,36,41,60,3317,909,4414,113,1630,2249,1007,73,474,2194,3246,4593,46,796,urban,1,0,0
Sacramento,65 - 69 years,15,787,426,2182,649,1926,237,558,809,558,98,36,36,79,4035,1007,5096,104,1821,2733,789,55,806,2605,3602,4767,36,1403,urban,1,0,0
Sacramento,70 - 74 years,16,806,542,2292,798,1803,187,671,703,512,80,36,36,64,4328,1158,5194,80,1672,2934,483,67,1268,2983,3445,4817,36,1577,urban,1,0,0
Sacramento,75 - 79 years,17,896,553,2621,999,1819,172,780,689,569,92,36,36,41,4823,1423,5554,80,1533,3158,355,36,1970,3536,3524,5229,36,1803,urban,1,0,0
Sacramento,80 - 84 years,18,1131,748,3173,1319,2022,149,950,735,693,94,36,36,47,5953,1761,6729,48,1372,3493,302,36,3346,4464,4078,5976,36,2538,urban,1,0,0
Sacramento,85 - 89 years,19,1239,791,3586,1561,2014,117,1005,599,718,73,36,36,36,6830,1837,7406,60,1059,2941,249,36,5038,5250,4058,6446,30,2840,urban,1,0,0
Sacramento,90 - 94 years,20,1020,574,3283,1388,1669,82,899,378,561,47,36,24,36,6087,1416,6556,49,722,1696,179,30,5411,5051,2965,5663,36,2336,urban,1,0,0
Sacramento,95 - 99 years,21,437,207,1455,679,792,61,416,154,212,36,18,12,18,2795,611,2983,36,233,427,78,12,2878,2510,1106,2723,24,888,urban,1,0,0
Sacramento,100 years and over,22,76,60,292,198,140,60,101,44,49,24,12,0,0,530,143,604,18,36,36,30,6,667,598,152,660,12,81,urban,1,0,0
San Benito,Less than 1 year,1,0,0,0,60,0,0,0,0,30,6,0,0,0,24,0,36,0,0,0,36,0,0,24,24,36,0,0,rural,0,1,0
San Benito,1 - 4 years,2,0,0,0,40,0,0,0,0,18,0,0,0,0,6,0,24,0,0,0,24,0,0,12,18,24,0,0,rural,0,1,0
San Benito,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
San Benito,10 - 14 years,4,0,0,0,30,0,0,0,0,18,0,0,0,0,6,0,18,0,0,0,18,0,0,12,6,18,0,0,rural,0,1,0
San Benito,15 - 19 years,5,0,0,40,40,10,0,0,6,30,0,0,0,0,24,6,36,0,0,0,36,0,0,12,36,36,0,0,rural,0,1,0
San Benito,20 - 24 years,6,10,10,30,30,40,0,0,6,24,6,6,0,0,30,12,36,0,0,6,36,0,0,18,36,36,0,0,rural,0,1,0
San Benito,25 - 29 years,7,10,0,60,10,30,10,0,6,30,0,0,0,0,30,6,36,0,0,12,36,0,0,18,36,36,0,0,rural,0,1,0
San Benito,30 - 34 years,8,30,0,60,30,40,0,0,0,36,0,0,0,0,24,18,36,0,6,36,36,0,0,24,36,36,0,6,rural,0,1,0
San Benito,35 - 39 years,9,20,0,40,40,30,0,6,6,30,0,0,0,0,30,24,36,0,18,18,30,0,6,18,30,36,0,12,rural,0,1,0
San Benito,40 - 44 years,10,20,10,50,50,50,0,6,0,36,0,0,0,6,36,36,36,0,30,36,30,0,0,36,36,36,0,6,rural,0,1,0
San Benito,45 - 49 years,11,20,0,60,50,60,0,6,0,36,12,0,0,0,30,24,36,0,24,36,30,0,6,30,36,36,0,0,rural,0,1,0
San Benito,50 - 54 years,12,40,20,60,60,60,10,18,6,36,0,0,0,0,36,36,52,6,36,36,36,6,12,36,45,75,0,18,rural,0,1,0
San Benito,55 - 59 years,13,50,30,65,60,50,20,12,6,63,6,12,0,0,68,36,105,6,36,57,36,12,24,51,79,128,0,36,rural,0,1,0
San Benito,60 - 64 years,14,50,50,64,60,62,10,18,18,67,6,0,6,0,72,41,113,6,36,74,36,0,24,41,89,128,0,36,rural,0,1,0
San Benito,65 - 69 years,15,60,40,65,60,62,0,24,18,57,6,6,0,0,92,36,123,6,36,99,30,6,36,73,85,138,0,36,rural,0,1,0
San Benito,70 - 74 years,16,60,50,77,60,61,10,12,18,53,0,12,0,6,124,36,156,0,36,116,30,0,36,76,114,140,6,44,rural,0,1,0
San Benito,75 - 79 years,17,60,50,73,63,62,0,24,0,70,6,6,0,0,116,36,150,0,36,99,36,0,47,88,108,152,6,43,rural,0,1,0
San Benito,80 - 84 years,18,60,60,76,76,64,10,12,0,83,12,6,0,0,147,51,184,0,36,124,30,0,77,106,132,170,0,58,rural,0,1,0
San Benito,85 - 89 years,19,60,60,100,103,61,10,30,12,101,6,0,0,0,179,57,234,12,36,87,36,0,167,160,132,215,0,73,rural,0,1,0
San Benito,90 - 94 years,20,60,50,82,84,61,0,24,6,72,12,6,0,6,152,48,184,6,36,47,24,0,167,144,94,171,0,61,rural,0,1,0
San Benito,95 - 99 years,21,60,40,60,61,60,0,0,0,36,0,6,0,0,89,36,92,0,30,36,24,0,86,73,45,92,0,36,rural,0,1,0
San Benito,100 years and over,22,20,10,40,50,30,0,12,0,18,0,0,0,0,36,24,36,6,6,6,0,0,36,36,18,36,0,12,rural,0,1,0
San Bernardino,Less than 1 year,1,0,0,10,1038,0,10,36,173,592,36,12,24,30,186,0,1039,6,0,0,1039,6,0,438,600,1039,6,0,urban,1,0,0
San Bernardino,1 - 4 years,2,0,0,0,171,0,0,6,36,98,18,6,0,6,36,6,170,0,0,0,171,0,0,69,105,171,0,0,urban,1,0,0
San Bernardino,5 - 9 years,3,0,0,0,117,0,10,30,36,58,12,0,0,6,36,12,115,0,0,0,118,0,0,49,53,117,6,0,urban,1,0,0
San Bernardino,10 - 14 years,4,0,0,0,128,0,0,30,36,78,12,0,6,6,36,24,122,6,0,0,128,0,0,41,76,128,0,0,urban,1,0,0
San Bernardino,15 - 19 years,5,0,0,142,261,63,10,36,65,240,36,0,0,6,109,36,422,6,0,6,448,0,0,153,296,439,18,24,urban,1,0,0
San Bernardino,20 - 24 years,6,60,20,379,174,258,40,36,114,450,36,30,18,18,217,58,766,24,6,36,802,6,12,206,633,797,12,36,urban,1,0,0
San Bernardino,25 - 29 years,7,62,60,437,264,278,20,36,163,477,36,18,6,24,339,95,944,6,36,169,837,6,6,272,772,987,24,47,urban,1,0,0
San Bernardino,30 - 34 years,8,79,60,469,290,330,50,42,173,529,36,30,6,18,406,144,1045,24,102,281,794,36,30,382,815,1135,24,47,urban,1,0,0
San Bernardino,35 - 39 years,9,82,60,515,301,353,60,36,180,578,41,30,12,24,446,203,1084,36,193,451,632,36,36,448,853,1238,30,42,urban,1,0,0
San Bernardino,40 - 44 years,10,93,62,641,369,382,60,63,192,714,30,30,18,18,556,365,1183,36,292,645,586,24,36,587,975,1483,36,57,urban,1,0,0
San Bernardino,45 - 49 years,11,148,87,1011,607,554,68,106,318,986,36,36,24,30,985,588,1852,35,526,1035,819,36,47,943,1529,2341,36,112,urban,1,0,0
San Bernardino,50 - 54 years,12,256,105,1499,956,946,153,132,522,1401,48,36,36,36,1751,867,2961,81,978,1599,1107,96,134,1516,2398,3620,36,257,urban,1,0,0
San Bernardino,55 - 59 years,13,368,215,2305,1290,1508,213,201,746,1854,66,36,36,36,2938,1189,4578,131,1585,2540,1280,118,376,2312,3587,5279,62,549,urban,1,0,0
San Bernardino,60 - 64 years,14,560,306,2767,1444,2000,288,272,950,2015,88,42,36,36,3936,1485,5708,172,2002,3316,1209,174,664,2933,4432,6298,90,970,urban,1,0,0
San Bernardino,65 - 69 years,15,761,414,2991,1499,2389,288,364,935,2085,83,49,43,36,4752,1632,6535,175,2198,3916,929,161,1138,3389,4953,6426,79,1836,urban,1,0,0
San Bernardino,70 - 74 years,16,782,480,3072,1705,2413,260,388,883,2119,82,58,43,36,5099,1799,6741,171,1988,4174,604,152,1794,3795,4917,6518,78,2112,urban,1,0,0
San Bernardino,75 - 79 years,17,760,518,3252,2113,2175,241,461,917,2198,92,36,41,30,5298,1983,6943,129,1722,4108,485,117,2627,4257,4802,6889,77,2092,urban,1,0,0
San Bernardino,80 - 84 years,18,919,545,3708,2387,2108,210,521,777,2383,67,36,41,36,6031,2230,7528,116,1450,3899,372,65,4085,4975,4902,7099,63,2714,urban,1,0,0
San Bernardino,85 - 89 years,19,864,564,3686,2685,1937,186,489,617,2305,53,43,30,36,6367,2102,7739,77,1112,2954,331,44,5483,5619,4303,7103,49,2772,urban,1,0,0
San Bernardino,90 - 94 years,20,634,431,2885,2038,1370,134,371,386,1665,52,30,24,36,4980,1517,5929,41,662,1470,219,36,5117,4748,2744,5449,36,2022,urban,1,0,0
San Bernardino,95 - 99 years,21,224,147,1144,875,526,67,137,141,601,36,24,6,12,2073,616,2339,36,217,331,80,18,2342,2075,900,2314,30,653,urban,1,0,0
San Bernardino,100 years and over,22,62,60,207,203,116,40,41,36,132,24,12,6,6,399,175,449,12,36,41,36,12,525,500,126,559,12,66,urban,1,0,0
San Diego,Less than 1 year,1,0,0,0,959,0,40,56,104,442,71,30,30,6,263,30,954,18,0,0,964,6,0,422,541,961,18,0,urban,1,0,0
San Diego,1 - 4 years,2,0,0,0,134,0,10,30,36,50,18,12,12,12,36,24,128,6,0,0,134,6,0,56,74,134,6,0,urban,1,0,0
San Diego,5 - 9 years,3,0,0,0,109,0,0,24,18,48,30,0,6,0,36,24,104,0,0,0,109,0,0,55,49,109,0,0,urban,1,0,0
San Diego,10 - 14 years,4,0,0,0,116,0,0,24,18,48,24,0,6,0,43,24,109,0,0,0,116,0,0,44,62,116,0,0,urban,1,0,0
San Diego,15 - 19 years,5,0,0,119,172,61,10,36,36,157,36,24,6,12,121,42,307,0,0,6,348,0,0,96,253,334,6,36,urban,1,0,0
San Diego,20 - 24 years,6,61,40,454,101,331,50,54,96,357,36,36,18,24,371,107,836,12,24,77,850,18,0,217,728,797,30,141,urban,1,0,0
San Diego,25 - 29 years,7,155,60,438,137,331,20,60,98,354,41,30,18,24,508,116,972,6,36,188,853,18,0,296,793,948,24,135,urban,1,0,0
San Diego,30 - 34 years,8,145,68,432,165,354,60,86,92,362,36,36,6,12,568,192,969,36,107,295,756,30,30,362,810,1059,36,102,urban,1,0,0
San Diego,35 - 39 years,9,223,70,512,196,357,50,104,117,413,36,36,30,36,656,263,1099,36,171,472,711,30,30,478,901,1251,36,107,urban,1,0,0
San Diego,40 - 44 years,10,272,143,585,256,466,60,144,167,539,36,30,30,36,825,459,1267,36,316,692,704,36,30,631,1124,1600,36,127,urban,1,0,0
San Diego,45 - 49 years,11,371,178,933,413,708,79,229,225,726,47,30,36,36,1373,696,1922,60,607,1024,940,48,47,1030,1650,2390,58,226,urban,1,0,0
San Diego,50 - 54 years,12,596,282,1590,659,1032,177,323,348,1056,79,36,41,46,2399,1109,3104,123,1062,1734,1303,118,119,1589,2747,3757,132,447,urban,1,0,0
San Diego,55 - 59 years,13,818,427,2560,928,1699,330,408,563,1402,99,48,78,36,4094,1549,4963,250,1752,2684,1771,241,314,2489,4273,5711,251,800,urban,1,0,0
San Diego,60 - 64 years,14,1208,713,2890,1060,2333,481,641,695,1562,111,47,140,36,5432,2040,6282,363,2464,3662,1680,307,572,3407,5278,7121,353,1211,urban,1,0,0
San Diego,65 - 69 years,15,1622,1060,2935,1159,2782,452,720,658,1641,82,44,125,60,6661,2281,7393,336,2709,4619,1361,277,1044,4062,5948,7485,328,2197,urban,1,0,0
San Diego,70 - 74 years,16,1838,1294,3256,1452,2954,525,838,561,1771,77,69,165,52,7774,2691,8242,386,2800,5430,1056,298,1735,4831,6488,7990,323,3006,urban,1,0,0
San Diego,75 - 79 years,17,2000,1620,3947,1973,3028,373,1100,631,2021,89,57,107,75,8859,3455,9197,289,2483,6208,815,199,3236,6036,6905,9210,240,3491,urban,1,0,0
San Diego,80 - 84 years,18,2510,1856,5144,2590,3671,323,1456,658,2357,97,57,58,78,11314,4295,11578,221,2506,7001,678,120,5789,8085,8009,10937,180,4977,urban,1,0,0
San Diego,85 - 89 years,19,3179,2233,6607,3147,4063,322,1539,534,2627,116,41,66,54,14553,4791,14563,197,2297,6862,712,114,9566,10522,9029,13159,169,6223,urban,1,0,0
San Diego,90 - 94 years,20,2650,1793,6544,2828,3773,253,1089,382,2072,79,36,30,36,14098,3882,13812,147,1564,4068,519,43,11636,10884,6957,12196,99,5546,urban,1,0,0
San Diego,95 - 99 years,21,1167,752,2998,1273,1775,100,421,152,842,36,36,30,36,6584,1606,6424,36,500,1145,218,36,6187,5360,2705,5867,36,2167,urban,1,0,0
San Diego,100 years and over,22,204,147,610,342,321,60,98,42,168,18,18,6,6,1324,391,1253,24,86,130,49,6,1384,1213,437,1393,24,253,urban,1,0,0
San Francisco,Less than 1 year,1,0,0,0,154,0,10,36,30,41,36,6,24,6,41,0,154,6,0,0,154,6,0,52,89,154,6,0,urban,1,0,0
San Francisco,1 - 4 years,2,0,0,0,50,0,0,24,24,12,6,0,0,0,18,12,30,0,0,0,30,0,0,30,30,30,0,0,urban,1,0,0
San Francisco,5 - 9 years,3,0,0,0,60,0,0,6,6,30,6,0,0,0,18,0,36,0,0,0,36,0,0,24,24,36,0,0,urban,1,0,0
San Francisco,10 - 14 years,4,0,0,0,50,0,0,12,30,12,0,0,0,0,18,12,24,0,0,0,30,0,0,24,24,30,0,0,urban,1,0,0
San Francisco,15 - 19 years,5,0,0,60,60,60,0,30,36,30,18,0,0,12,30,30,36,0,0,0,36,0,0,36,36,36,0,0,urban,1,0,0
San Francisco,20 - 24 years,6,60,0,63,60,62,10,36,36,36,12,12,0,18,42,36,107,12,0,18,149,0,0,36,122,152,6,0,urban,1,0,0
San Francisco,25 - 29 years,7,78,60,72,60,70,40,36,42,41,30,0,12,18,105,54,196,24,18,36,227,24,6,60,192,248,24,18,urban,1,0,0
San Francisco,30 - 34 years,8,73,60,91,65,67,60,36,42,54,30,6,12,18,141,76,222,36,36,36,229,30,6,101,213,285,36,30,urban,1,0,0
San Francisco,35 - 39 years,9,87,60,121,68,89,60,53,64,84,30,18,18,18,178,106,289,36,36,70,271,30,12,116,296,385,30,30,urban,1,0,0
San Francisco,40 - 44 years,10,101,70,148,77,124,65,83,73,97,36,12,30,18,245,158,358,36,73,135,300,36,0,167,374,502,36,30,urban,1,0,0
San Francisco,45 - 49 years,11,127,78,275,95,191,88,152,143,138,30,30,36,30,360,248,539,56,117,189,453,68,36,223,623,756,55,42,urban,1,0,0
San Francisco,50 - 54 years,12,197,90,380,164,255,143,260,239,159,30,30,36,30,516,378,756,95,227,327,540,107,36,388,840,1062,104,50,urban,1,0,0
San Francisco,55 - 59 years,13,247,129,553,219,354,239,382,374,198,36,36,36,36,682,513,1088,136,343,460,687,183,67,565,1176,1455,161,122,urban,1,0,0
San Francisco,60 - 64 years,14,358,223,734,290,532,304,573,487,245,36,24,44,36,1020,739,1525,177,483,765,825,228,140,837,1604,2027,206,208,urban,1,0,0
San Francisco,65 - 69 years,15,463,295,795,323,607,332,718,445,238,36,24,56,36,1297,939,1666,210,575,971,791,245,233,995,1820,2288,221,306,urban,1,0,0
San Francisco,70 - 74 years,16,508,369,712,336,570,227,746,371,222,30,36,43,30,1299,1004,1590,126,555,1062,644,146,315,1067,1655,2142,147,430,urban,1,0,0
San Francisco,75 - 79 years,17,608,418,867,500,540,190,1104,353,257,36,36,36,36,1332,1495,1521,105,582,1276,529,109,629,1290,1832,2508,106,501,urban,1,0,0
San Francisco,80 - 84 years,18,726,488,1188,896,658,158,1784,362,344,36,24,36,36,1572,2362,1677,72,506,1714,512,65,1312,1937,2177,3347,68,695,urban,1,0,0
San Francisco,85 - 89 years,19,859,603,1635,1304,768,144,2347,344,422,36,36,36,30,2129,3097,2149,62,511,1808,551,55,2387,2796,2517,4349,57,908,urban,1,0,0
San Francisco,90 - 94 years,20,768,511,1612,1212,689,105,2026,295,379,30,6,30,30,2157,2712,2136,47,370,1059,395,36,3045,3017,1880,4051,36,811,urban,1,0,0
San Francisco,95 - 99 years,21,369,245,850,619,383,62,958,161,176,36,6,18,12,1198,1320,1176,36,151,327,177,18,1855,1726,788,2135,36,370,urban,1,0,0
San Francisco,100 years and over,22,85,60,231,219,87,50,261,48,36,6,0,12,0,318,367,309,24,44,36,36,18,564,558,125,630,18,47,urban,1,0,0
San Joaquin,Less than 1 year,1,0,0,0,340,0,20,36,36,172,36,6,18,6,66,0,341,6,0,6,341,0,0,158,183,341,6,0,urban,1,0,0
San Joaquin,1 - 4 years,2,0,0,0,76,0,0,18,24,36,12,0,0,0,36,12,62,0,0,0,64,0,0,36,47,64,0,0,urban,1,0,0
San Joaquin,5 - 9 years,3,0,0,0,60,0,0,24,12,30,6,0,0,0,30,0,36,0,0,0,36,0,0,36,36,36,0,0,urban,1,0,0
San Joaquin,10 - 14 years,4,0,0,0,63,0,0,30,36,36,6,0,6,0,36,12,36,0,0,0,47,0,0,36,36,47,0,0,urban,1,0,0
San Joaquin,15 - 19 years,5,0,0,62,112,60,10,36,36,89,30,6,6,6,49,36,183,0,0,0,196,0,0,46,145,195,0,6,urban,1,0,0
San Joaquin,20 - 24 years,6,50,0,144,92,70,20,36,54,143,36,12,30,12,65,36,275,12,6,30,298,6,6,53,259,305,12,24,urban,1,0,0
San Joaquin,25 - 29 years,7,60,40,140,95,89,50,36,45,136,30,12,12,12,110,48,303,0,30,43,290,12,6,71,275,335,12,30,urban,1,0,0
San Joaquin,30 - 34 years,8,60,60,133,111,80,50,36,57,140,24,0,12,18,94,63,288,18,36,82,247,24,6,89,265,347,18,18,urban,1,0,0
San Joaquin,35 - 39 years,9,61,50,197,117,133,40,60,61,187,24,18,18,24,164,119,372,24,65,143,271,24,24,163,336,473,18,30,urban,1,0,0
San Joaquin,40 - 44 years,10,62,60,236,145,141,50,52,89,219,36,12,12,12,209,151,449,18,121,228,239,36,24,221,388,575,24,36,urban,1,0,0
San Joaquin,45 - 49 years,11,65,60,368,230,244,62,98,137,257,30,30,24,24,435,204,755,30,221,378,337,36,30,358,612,902,36,41,urban,1,0,0
San Joaquin,50 - 54 years,12,92,60,543,394,330,83,146,188,385,36,36,30,30,700,317,1141,36,361,580,443,36,42,552,925,1354,36,92,urban,1,0,0
San Joaquin,55 - 59 years,13,152,73,846,493,534,149,187,306,498,42,30,30,30,1165,418,1774,47,610,882,518,80,148,853,1387,1968,64,207,urban,1,0,0
San Joaquin,60 - 64 years,14,184,107,952,523,733,122,272,351,542,42,30,30,30,1370,503,2088,36,739,1128,425,49,276,1018,1603,2213,36,363,urban,1,0,0
San Joaquin,65 - 69 years,15,303,156,1055,601,839,146,351,391,560,43,36,30,30,1706,609,2444,44,825,1411,381,67,416,1287,1813,2421,83,595,urban,1,0,0
San Joaquin,70 - 74 years,16,297,176,1162,651,843,159,342,286,530,50,36,30,36,2009,646,2595,51,776,1542,239,49,680,1482,1806,2511,71,708,urban,1,0,0
