County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
Kings,35 - 39 years,9,30,10,60,60,60,20,12,24,44,6,6,6,0,36,36,50,12,30,36,36,18,0,36,51,80,18,18,rural,0,1,0
Kings,40 - 44 years,10,40,10,61,60,60,0,18,18,43,12,12,0,6,41,36,87,12,30,42,36,0,18,46,63,97,6,24,rural,0,1,0
Kings,45 - 49 years,11,30,20,68,61,65,10,12,36,69,24,24,6,6,63,36,129,6,36,69,42,6,12,50,110,157,6,18,rural,0,1,0
Kings,50 - 54 years,12,50,40,97,65,71,40,24,30,97,12,18,6,0,118,42,189,18,49,106,52,30,30,97,148,224,18,36,rural,0,1,0
Kings,55 - 59 years,13,60,50,131,95,115,50,36,36,125,18,18,12,6,195,65,297,24,114,159,63,24,36,140,233,316,24,42,rural,0,1,0
Kings,60 - 64 years,14,60,50,127,111,104,50,30,36,141,18,24,6,6,180,89,286,24,91,196,49,30,36,141,240,326,24,42,rural,0,1,0
Kings,65 - 69 years,15,60,60,166,124,130,50,36,30,155,36,24,18,0,265,110,365,24,123,241,36,18,67,211,269,364,18,110,rural,0,1,0
Kings,70 - 74 years,16,60,60,185,138,127,40,36,36,141,30,30,6,6,302,74,426,12,115,253,36,18,93,215,287,365,30,131,rural,0,1,0
Kings,75 - 79 years,17,60,50,213,148,132,30,30,41,141,24,24,12,0,340,80,455,24,84,276,36,12,163,260,286,396,18,145,rural,0,1,0
Kings,80 - 84 years,18,61,60,216,207,116,20,36,36,145,24,6,0,6,397,86,513,12,75,234,30,6,274,320,284,441,0,163,rural,0,1,0
Kings,85 - 89 years,19,67,60,190,252,97,30,36,30,149,24,12,6,6,402,105,500,18,54,189,36,6,342,326,282,433,6,174,rural,0,1,0
Kings,90 - 94 years,20,61,60,155,187,62,40,36,36,99,24,6,6,0,323,52,394,24,36,91,30,12,322,286,171,343,12,112,rural,0,1,0
Kings,95 - 99 years,21,30,50,62,86,60,30,18,36,36,12,0,0,0,119,36,142,0,30,30,24,6,141,124,41,141,0,36,rural,0,1,0
Kings,100 years and over,22,40,10,40,60,50,0,6,6,30,0,0,0,0,36,30,36,0,18,6,6,0,36,36,36,36,0,24,rural,0,1,0
Lake,Less than 1 year,1,0,0,0,60,0,0,12,0,30,6,12,0,0,30,0,36,0,0,0,36,0,0,30,30,36,0,0,rural,0,1,0
Lake,1 - 4 years,2,0,0,0,30,0,0,0,0,18,0,0,0,0,12,6,12,6,0,0,18,0,0,18,12,18,0,0,rural,0,1,0
Lake,5 - 9 years,3,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Lake,10 - 14 years,4,0,0,0,40,0,0,6,0,6,0,0,0,0,18,0,24,0,0,0,24,0,0,0,24,24,0,0,rural,0,1,0
Lake,15 - 19 years,5,0,0,30,40,10,0,0,0,12,0,6,0,0,12,0,24,0,0,6,24,0,0,18,18,24,0,0,rural,0,1,0
Lake,20 - 24 years,6,20,0,60,60,50,0,0,18,24,0,6,0,0,36,12,36,0,0,12,36,0,0,24,36,36,0,6,rural,0,1,0
Lake,25 - 29 years,7,10,0,60,50,30,10,0,6,36,24,6,0,0,36,18,36,0,6,30,36,0,0,36,36,36,0,12,rural,0,1,0
Lake,30 - 34 years,8,20,0,60,40,50,0,6,18,30,12,12,0,0,36,18,41,6,24,30,36,6,0,30,36,43,6,6,rural,0,1,0
Lake,35 - 39 years,9,20,0,60,60,60,10,6,24,36,18,18,0,0,41,36,53,0,36,36,41,0,0,36,44,58,0,18,rural,0,1,0
Lake,40 - 44 years,10,10,0,60,50,60,0,0,24,36,12,18,0,0,56,24,66,0,36,36,36,0,18,36,36,65,6,12,rural,0,1,0
Lake,45 - 49 years,11,40,30,64,60,60,10,0,12,24,18,24,6,0,102,30,116,12,36,36,41,18,18,47,69,113,12,36,rural,0,1,0
Lake,50 - 54 years,12,60,20,111,73,65,50,0,24,36,18,30,6,0,222,36,247,24,83,80,77,30,30,108,164,236,24,30,rural,0,1,0
Lake,55 - 59 years,13,60,40,186,65,100,50,12,30,42,24,30,6,6,325,30,379,12,138,120,93,30,36,146,250,344,24,42,rural,0,1,0
Lake,60 - 64 years,14,60,50,225,75,136,60,12,30,36,30,30,6,0,430,36,470,18,181,174,69,36,52,202,300,412,36,73,rural,0,1,0
Lake,65 - 69 years,15,67,60,275,88,172,60,12,30,36,30,36,6,0,569,36,611,18,210,243,84,36,78,254,383,463,36,160,rural,0,1,0
Lake,70 - 74 years,16,63,60,218,76,189,50,12,36,30,24,36,6,6,529,36,555,6,177,259,36,18,108,245,340,400,18,178,rural,0,1,0
Lake,75 - 79 years,17,66,50,244,91,149,60,12,36,36,36,24,6,6,509,36,541,12,142,246,36,30,157,234,346,375,30,195,rural,0,1,0
Lake,80 - 84 years,18,66,60,210,87,135,60,6,36,36,18,30,0,0,484,36,489,0,110,196,36,24,194,252,282,348,18,180,rural,0,1,0
Lake,85 - 89 years,19,60,60,248,116,128,60,18,36,36,18,18,0,0,516,36,532,24,66,185,36,24,297,297,280,365,30,203,rural,0,1,0
Lake,90 - 94 years,20,60,60,176,102,80,50,12,24,36,24,24,0,12,374,44,366,12,43,79,24,0,283,232,184,271,6,144,rural,0,1,0
Lake,95 - 99 years,21,50,50,74,64,62,20,0,12,30,6,12,0,0,172,36,168,12,30,36,18,0,140,119,61,124,6,54,rural,0,1,0
Lake,100 years and over,22,10,30,60,30,40,0,0,6,0,0,0,0,0,36,12,41,0,6,6,6,0,41,36,18,36,0,18,rural,0,1,0
Lassen,Less than 1 year,1,0,0,0,60,0,0,0,0,12,0,0,0,0,30,0,36,0,0,0,36,0,0,18,24,36,0,0,rural,0,1,0
Lassen,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Lassen,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Lassen,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Lassen,15 - 19 years,5,0,0,30,30,0,0,0,0,6,0,0,0,0,24,0,24,0,0,6,24,0,0,12,18,24,0,0,rural,0,1,0
Lassen,20 - 24 years,6,10,0,50,0,10,0,0,0,12,0,0,0,0,24,12,24,0,0,6,30,0,0,6,30,30,0,0,rural,0,1,0
Lassen,25 - 29 years,7,10,0,20,20,10,0,0,0,12,0,0,0,0,18,0,24,0,0,0,24,0,0,12,18,24,0,0,rural,0,1,0
Lassen,30 - 34 years,8,20,0,40,20,50,10,0,6,24,0,6,0,0,30,6,36,6,6,12,30,6,0,18,36,30,6,12,rural,0,1,0
Lassen,35 - 39 years,9,0,0,60,20,50,0,0,6,6,6,12,0,6,36,12,36,0,6,24,36,0,6,6,36,36,0,12,rural,0,1,0
Lassen,40 - 44 years,10,0,0,60,20,50,0,0,6,6,6,6,0,0,36,6,36,0,24,12,30,6,0,36,36,36,0,6,rural,0,1,0
Lassen,45 - 49 years,11,10,0,50,40,50,20,0,0,18,0,12,0,12,36,12,36,0,30,30,30,6,0,24,36,36,6,24,rural,0,1,0
Lassen,50 - 54 years,12,20,10,60,30,60,10,6,0,6,0,6,6,0,59,18,60,6,36,36,36,6,24,36,36,58,12,24,rural,0,1,0
Lassen,55 - 59 years,13,50,10,65,50,60,20,0,0,24,0,0,0,0,90,18,91,6,36,48,30,6,36,36,47,82,0,24,rural,0,1,0
Lassen,60 - 64 years,14,40,30,60,60,65,30,6,6,12,6,24,0,6,112,18,115,24,36,55,36,18,30,36,81,101,18,30,rural,0,1,0
Lassen,65 - 69 years,15,60,50,74,50,62,10,0,12,12,6,24,0,12,150,12,159,6,42,76,36,0,36,47,105,117,6,42,rural,0,1,0
Lassen,70 - 74 years,16,60,50,72,60,61,0,0,6,12,6,6,12,0,155,24,155,12,41,88,18,6,36,58,97,101,18,49,rural,0,1,0
Lassen,75 - 79 years,17,50,50,87,60,60,30,12,6,18,6,24,0,0,155,18,165,6,36,77,18,6,45,76,89,116,6,48,rural,0,1,0
Lassen,80 - 84 years,18,60,20,73,60,60,40,6,0,18,12,24,6,0,150,18,155,12,36,42,6,0,73,78,73,103,12,52,rural,0,1,0
Lassen,85 - 89 years,19,60,40,74,60,60,20,0,6,24,0,24,0,0,147,24,155,6,36,36,18,0,92,85,68,104,6,47,rural,0,1,0
Lassen,90 - 94 years,20,60,30,81,60,50,10,0,6,30,6,0,0,0,140,30,136,18,24,36,18,0,102,89,51,91,0,49,rural,0,1,0
Lassen,95 - 99 years,21,30,30,60,60,30,0,6,12,0,0,0,0,0,41,12,41,6,12,18,0,0,36,36,36,36,0,36,rural,0,1,0
Lassen,100 years and over,22,10,10,30,30,10,0,0,0,0,0,0,0,0,36,6,36,6,6,6,0,0,36,36,6,36,0,6,rural,0,1,0
Los Angeles,Less than 1 year,1,0,0,0,2850,0,50,245,458,1647,71,12,36,36,387,6,2851,24,0,6,2857,18,0,1278,1578,2854,18,6,urban,1,0,0
Los Angeles,1 - 4 years,2,0,0,0,464,0,20,36,73,259,30,6,0,0,79,18,461,0,0,0,466,0,0,209,257,463,12,0,urban,1,0,0
Los Angeles,5 - 9 years,3,0,0,0,295,0,10,36,36,186,24,0,6,6,36,36,276,0,0,0,296,0,0,128,168,296,0,0,urban,1,0,0
Los Angeles,10 - 14 years,4,0,0,0,380,0,20,36,52,234,30,0,6,0,49,36,355,0,0,0,382,0,0,166,216,382,0,0,urban,1,0,0
Los Angeles,15 - 19 years,5,10,10,387,806,180,40,92,213,829,36,18,6,18,206,156,1221,12,0,18,1376,6,0,371,1010,1373,18,18,urban,1,0,0
Los Angeles,20 - 24 years,6,137,60,1244,645,903,60,196,432,1685,55,12,30,36,562,416,2533,24,30,82,2859,6,12,678,2279,2899,24,36,urban,1,0,0
Los Angeles,25 - 29 years,7,375,96,1453,811,930,60,233,602,1919,67,30,18,36,848,683,3005,36,60,394,3219,36,24,868,2837,3581,41,92,urban,1,0,0
Los Angeles,30 - 34 years,8,456,152,1474,835,944,61,303,663,1837,57,18,36,36,1011,923,2960,36,174,795,2888,36,36,1147,2766,3759,36,107,urban,1,0,0
Los Angeles,35 - 39 years,9,560,241,1677,1154,1044,105,399,783,2284,55,30,36,36,1203,1561,3167,45,453,1341,2892,69,36,1573,3206,4585,67,128,urban,1,0,0
Los Angeles,40 - 44 years,10,713,302,2049,1651,1365,140,563,983,3062,62,30,36,42,1471,2457,3687,77,788,2209,3078,76,54,2225,3995,5962,102,156,urban,1,0,0
Los Angeles,45 - 49 years,11,1150,483,3326,2382,1961,320,922,1585,4221,93,36,36,50,2671,4001,5441,180,1575,3684,3969,208,186,3572,6050,9111,222,289,urban,1,0,0
Los Angeles,50 - 54 years,12,1746,773,5129,3511,3012,635,1325,2698,5700,135,44,59,92,4736,5743,8712,351,2842,5811,5299,422,432,5465,9341,13800,408,598,urban,1,0,0
Los Angeles,55 - 59 years,13,2446,1111,7562,4891,4757,1083,2093,4110,7356,153,84,108,115,7825,8169,13063,618,4462,8876,6775,714,1023,8057,13793,19869,661,1320,urban,1,0,0
Los Angeles,60 - 64 years,14,3437,1790,8804,5651,6282,1523,2872,5057,8474,202,88,153,103,10537,10359,16239,889,6064,11856,6639,982,1946,10674,16813,24399,963,2125,urban,1,0,0
Los Angeles,65 - 69 years,15,4372,2472,9319,6084,6937,1713,3591,5121,8644,186,78,186,127,12958,11719,18085,1093,6911,13925,5572,1068,3421,12704,18193,25878,1064,3955,urban,1,0,0
Los Angeles,70 - 74 years,16,4745,3096,10104,7104,7413,1574,3873,4990,9151,212,89,215,121,15385,13036,19929,1071,7394,15654,4483,911,5594,14941,19094,27698,953,5385,urban,1,0,0
Los Angeles,75 - 79 years,17,5327,3525,12020,8593,7427,1431,4944,5196,9850,178,85,205,123,17739,15493,21948,882,7080,17169,3713,673,9688,17916,20407,31295,785,6243,urban,1,0,0
Los Angeles,80 - 84 years,18,6365,4348,14558,10839,8279,1333,6430,5397,10908,210,106,183,87,22399,18772,26142,808,6648,18504,3317,554,16699,23033,22689,35905,620,9197,urban,1,0,0
Los Angeles,85 - 89 years,19,7262,4838,17579,12978,9066,1264,7589,4747,11805,213,64,167,84,28306,20343,31965,679,5964,17105,3125,437,26356,29196,23791,40713,519,11755,urban,1,0,0
Los Angeles,90 - 94 years,20,6124,4054,16570,11038,7714,887,6727,3322,8887,159,62,130,36,27053,16962,28984,441,3854,10306,2195,205,29827,28564,17823,35880,302,10205,urban,1,0,0
Los Angeles,95 - 99 years,21,2751,1595,7904,5351,3745,378,3357,1689,3766,58,36,41,36,12769,7662,13915,147,1470,2871,940,69,16368,14642,7082,17524,115,4085,urban,1,0,0
Los Angeles,100 years and over,22,616,326,1969,1551,813,124,866,528,933,36,18,36,0,3025,2061,3305,36,299,338,241,30,4506,4087,1312,4857,36,516,urban,1,0,0
Madera,Less than 1 year,1,0,0,0,72,0,0,12,12,36,6,6,0,0,36,0,60,0,0,0,60,0,0,36,36,60,0,0,rural,0,1,0
Madera,1 - 4 years,2,0,0,0,60,0,0,0,12,36,0,0,0,0,6,0,36,0,0,0,36,0,0,18,30,36,0,0,rural,0,1,0
Madera,5 - 9 years,3,0,0,0,30,0,0,0,0,12,6,0,0,0,6,0,18,0,0,0,18,0,0,0,18,18,0,0,rural,0,1,0
Madera,10 - 14 years,4,0,0,0,60,0,0,0,0,36,0,6,0,0,12,18,36,0,0,0,36,0,0,30,30,36,0,0,rural,0,1,0
Madera,15 - 19 years,5,0,0,60,60,30,0,0,0,36,0,0,0,0,36,18,36,0,0,0,41,0,0,36,36,41,0,0,rural,0,1,0
Madera,20 - 24 years,6,0,0,60,60,50,0,0,18,48,6,12,0,0,36,24,49,0,12,36,53,0,0,36,50,58,0,6,rural,0,1,0
Madera,25 - 29 years,7,0,10,60,60,60,0,6,6,36,0,0,0,0,36,36,48,0,18,36,36,6,0,30,48,55,6,30,rural,0,1,0
Madera,30 - 34 years,8,20,0,60,60,60,10,0,18,36,6,0,0,0,36,36,36,6,24,30,36,0,0,36,41,54,0,0,rural,0,1,0
Madera,35 - 39 years,9,20,20,60,61,60,10,0,24,55,12,12,0,0,36,36,62,0,30,36,52,6,12,36,67,105,6,12,rural,0,1,0
Madera,40 - 44 years,10,10,10,60,60,60,10,6,12,70,12,12,0,0,36,36,83,0,30,47,47,12,6,36,79,109,6,12,rural,0,1,0
Madera,45 - 49 years,11,50,30,71,66,60,30,12,18,79,6,18,0,0,72,47,116,0,36,74,36,6,18,60,106,159,6,30,rural,0,1,0
Madera,50 - 54 years,12,40,30,89,100,63,50,12,30,101,30,30,0,6,129,50,191,24,75,100,63,24,30,96,162,240,12,36,rural,0,1,0
Madera,55 - 59 years,13,60,50,153,113,102,60,6,36,126,18,30,0,0,248,54,344,24,109,186,86,24,36,159,251,370,30,36,rural,0,1,0
Madera,60 - 64 years,14,60,60,212,106,119,40,30,36,136,12,24,0,12,319,74,414,30,149,232,53,12,50,170,328,425,24,65,rural,0,1,0
Madera,65 - 69 years,15,64,60,211,143,184,50,30,36,145,12,30,0,0,424,86,521,36,141,340,48,30,80,246,377,467,30,147,rural,0,1,0
Madera,70 - 74 years,16,65,60,212,146,209,50,24,36,134,24,24,0,0,481,95,555,30,124,394,41,24,100,262,401,470,30,184,rural,0,1,0
Madera,75 - 79 years,17,69,61,291,211,168,60,30,36,159,18,24,0,0,573,97,668,30,129,400,36,24,205,341,439,575,30,196,rural,0,1,0
Madera,80 - 84 years,18,79,60,310,232,175,40,36,36,155,24,24,0,6,630,107,734,12,115,400,36,12,294,364,480,568,18,271,rural,0,1,0
Madera,85 - 89 years,19,70,60,308,255,141,50,36,36,162,6,12,0,0,615,111,695,30,84,271,36,18,431,423,390,559,12,252,rural,0,1,0
Madera,90 - 94 years,20,61,60,237,188,106,40,24,36,97,18,12,0,6,466,69,522,6,36,133,30,12,407,355,243,414,18,181,rural,0,1,0
Madera,95 - 99 years,21,60,30,98,108,61,10,24,30,42,12,18,0,0,222,36,240,12,24,41,12,0,233,188,92,216,0,56,rural,0,1,0
Madera,100 years and over,22,20,0,60,60,50,10,12,6,30,6,6,0,0,36,36,36,0,6,18,0,0,36,36,36,36,0,30,rural,0,1,0
Marin,Less than 1 year,1,0,0,0,50,0,0,0,6,18,6,0,0,0,30,0,30,0,0,0,30,0,0,18,24,30,0,0,suburban,0,0,1
Marin,1 - 4 years,2,0,0,0,30,0,0,6,0,12,0,0,0,0,0,6,18,0,0,0,18,0,0,6,12,18,0,0,suburban,0,0,1
Marin,5 - 9 years,3,0,0,0,20,0,0,6,0,6,0,0,0,0,12,0,12,0,0,0,12,0,0,6,6,12,0,0,suburban,0,0,1
Marin,10 - 14 years,4,0,0,0,60,0,0,0,6,12,0,0,0,0,24,6,30,0,0,0,36,0,0,18,24,36,0,0,suburban,0,0,1
Marin,15 - 19 years,5,0,0,20,60,20,0,0,6,24,6,0,0,0,36,18,36,0,0,0,36,0,0,18,36,36,0,0,suburban,0,0,1
Marin,20 - 24 years,6,10,0,50,40,60,0,6,18,24,12,0,0,0,42,30,41,0,0,12,44,0,0,30,44,44,0,12,suburban,0,0,1
Marin,25 - 29 years,7,40,20,50,30,60,10,6,24,30,6,0,0,0,36,30,36,0,6,24,36,0,6,24,36,43,0,0,suburban,0,0,1
Marin,30 - 34 years,8,40,20,50,50,50,0,12,24,24,6,0,6,12,30,18,41,12,6,24,36,0,0,30,36,36,6,6,suburban,0,0,1
Marin,35 - 39 years,9,50,40,50,50,60,0,12,18,24,6,6,0,0,36,30,51,0,30,36,47,0,6,30,47,63,0,0,suburban,0,0,1
Marin,40 - 44 years,10,60,50,60,60,60,20,6,30,30,18,0,6,12,50,36,60,18,30,41,36,18,0,36,60,86,18,12,suburban,0,0,1
Marin,45 - 49 years,11,60,60,60,50,60,40,18,30,36,6,0,18,6,121,41,131,18,36,65,50,12,6,54,107,161,12,30,suburban,0,0,1
Marin,50 - 54 years,12,66,60,77,60,62,40,30,36,36,18,6,18,18,173,41,197,18,58,71,96,24,18,100,146,238,18,24,suburban,0,0,1
Marin,55 - 59 years,13,106,64,131,64,85,40,36,30,36,18,12,18,0,348,49,361,30,101,166,136,18,30,167,257,401,30,36,suburban,0,0,1
Marin,60 - 64 years,14,143,83,165,60,131,60,24,36,36,18,0,18,12,483,64,482,24,153,235,137,30,36,222,337,515,36,36,suburban,0,0,1
Marin,65 - 69 years,15,200,164,185,60,210,60,36,36,41,18,0,36,0,714,117,684,36,212,365,169,36,52,333,493,672,36,131,suburban,0,0,1
Marin,70 - 74 years,16,298,238,198,60,252,60,36,41,36,18,6,30,12,938,145,882,30,257,512,144,36,110,440,599,793,36,228,suburban,0,0,1
Marin,75 - 79 years,17,311,291,270,61,277,60,41,36,42,30,0,30,12,1071,222,970,36,271,591,98,30,239,576,633,876,36,319,suburban,0,0,1
Marin,80 - 84 years,18,432,353,353,65,308,60,46,36,36,12,6,30,18,1376,296,1208,36,275,662,88,24,483,734,784,1023,36,480,suburban,0,0,1
Marin,85 - 89 years,19,555,396,500,88,424,60,79,36,41,24,12,30,0,1817,381,1598,30,279,756,107,12,847,1083,908,1350,24,632,suburban,0,0,1
Marin,90 - 94 years,20,502,367,591,86,436,60,56,30,56,30,12,12,6,1837,391,1595,36,212,476,99,12,1206,1234,762,1348,18,639,suburban,0,0,1
Marin,95 - 99 years,21,231,153,366,77,243,40,36,30,36,30,12,6,6,983,186,883,18,74,139,36,12,818,753,323,781,24,290,suburban,0,0,1
Marin,100 years and over,22,65,60,85,40,60,20,18,6,12,0,0,6,0,215,49,172,12,36,30,36,6,188,178,41,202,0,36,suburban,0,0,1
Mariposa,Less than 1 year,1,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,6,6,12,0,0,rural,0,1,0
Mariposa,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Mariposa,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Mariposa,10 - 14 years,4,0,0,0,10,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Mariposa,15 - 19 years,5,0,0,30,20,10,0,0,0,0,6,0,0,0,24,0,24,0,0,0,24,0,0,18,18,24,0,0,rural,0,1,0
Mariposa,20 - 24 years,6,0,0,30,10,0,0,0,0,12,0,0,0,0,12,6,18,0,0,0,18,0,0,12,18,18,0,0,rural,0,1,0
Mariposa,25 - 29 years,7,10,0,10,10,20,0,0,0,6,0,0,0,0,12,6,12,0,0,0,12,0,0,12,6,12,0,0,rural,0,1,0
Mariposa,30 - 34 years,8,0,0,30,0,10,10,0,0,6,0,6,0,0,18,0,30,0,0,0,30,0,0,12,18,30,0,0,rural,0,1,0
Mariposa,35 - 39 years,9,20,0,40,10,30,0,0,0,0,6,0,0,0,30,0,30,0,18,24,12,0,0,6,30,30,0,6,rural,0,1,0
Mariposa,40 - 44 years,10,10,10,30,20,40,0,0,6,12,6,0,0,0,24,6,24,0,24,18,24,0,0,6,24,24,0,6,rural,0,1,0
Mariposa,45 - 49 years,11,20,10,40,20,20,0,6,6,6,0,12,0,0,24,18,30,0,12,30,24,0,12,30,24,30,0,6,rural,0,1,0
Mariposa,50 - 54 years,12,10,10,50,40,50,10,0,0,6,12,12,0,0,43,6,44,6,30,36,30,0,6,36,36,44,0,30,rural,0,1,0
Mariposa,55 - 59 years,13,30,30,60,50,60,10,0,0,18,0,0,0,0,48,6,48,0,36,36,36,0,18,36,36,46,0,36,rural,0,1,0
Mariposa,60 - 64 years,14,60,30,60,50,60,10,6,6,24,6,12,0,0,97,18,103,6,36,47,36,0,36,43,62,96,6,30,rural,0,1,0
Mariposa,65 - 69 years,15,50,40,62,30,62,20,6,0,18,6,18,0,0,109,18,113,0,36,56,30,6,36,36,67,84,12,36,rural,0,1,0
Mariposa,70 - 74 years,16,60,40,60,40,61,40,6,0,6,18,12,0,0,135,12,138,6,36,76,18,0,30,41,94,88,0,48,rural,0,1,0
Mariposa,75 - 79 years,17,60,60,63,50,61,20,6,6,12,6,12,0,0,137,30,137,0,36,83,18,0,36,53,86,89,0,47,rural,0,1,0
Mariposa,80 - 84 years,18,60,50,70,60,61,20,6,0,18,12,12,0,0,155,24,162,6,36,83,18,0,58,67,97,103,0,60,rural,0,1,0
Mariposa,85 - 89 years,19,50,50,74,60,63,0,0,0,18,12,18,0,0,162,30,164,0,36,60,18,0,84,73,92,100,0,70,rural,0,1,0
Mariposa,90 - 94 years,20,40,50,69,60,60,10,0,0,12,12,0,0,0,108,18,106,6,30,36,18,0,65,68,36,70,0,36,rural,0,1,0
Mariposa,95 - 99 years,21,30,20,60,50,60,0,0,0,0,0,0,0,0,42,18,42,0,18,30,6,0,36,36,36,36,0,30,rural,0,1,0
Mariposa,100 years and over,22,10,10,10,20,20,0,0,0,6,0,0,0,0,30,6,30,0,6,6,0,0,24,24,18,24,0,18,rural,0,1,0
Mendocino,Less than 1 year,1,0,0,0,62,0,0,6,0,36,12,6,0,0,30,0,42,0,0,0,42,0,0,30,36,42,0,0,rural,0,1,0
Mendocino,1 - 4 years,2,0,0,0,50,0,0,0,0,12,6,0,0,0,18,6,30,0,0,0,30,0,0,12,24,30,0,0,rural,0,1,0
Mendocino,5 - 9 years,3,0,0,0,40,0,0,0,0,12,0,0,0,0,24,0,24,0,0,0,24,0,0,18,24,24,0,0,rural,0,1,0
Mendocino,10 - 14 years,4,0,0,0,60,0,0,6,0,18,0,0,0,0,24,0,36,0,0,0,36,0,0,18,24,36,0,0,rural,0,1,0
Mendocino,15 - 19 years,5,0,0,30,50,0,0,0,0,24,0,12,0,0,24,12,30,0,0,0,30,0,0,24,24,30,0,0,rural,0,1,0
Mendocino,20 - 24 years,6,0,0,60,50,30,0,6,6,30,6,30,0,0,36,24,36,0,0,6,36,0,0,30,36,36,0,6,rural,0,1,0
Mendocino,25 - 29 years,7,30,0,60,30,60,0,0,6,36,18,18,0,0,36,24,42,0,12,12,43,0,0,30,36,43,0,6,rural,0,1,0
Mendocino,30 - 34 years,8,20,10,60,50,60,10,0,0,30,0,30,0,0,36,24,36,0,24,24,36,12,0,36,36,36,0,0,rural,0,1,0
Mendocino,35 - 39 years,9,30,10,60,40,60,0,0,6,18,12,24,6,0,42,12,53,0,36,30,36,6,6,36,36,46,0,18,rural,0,1,0
Mendocino,40 - 44 years,10,40,30,60,60,60,20,6,6,30,12,18,0,0,43,30,69,0,36,36,36,6,12,36,36,76,6,6,rural,0,1,0
Mendocino,45 - 49 years,11,40,30,71,60,60,30,18,12,30,12,30,0,0,96,30,108,18,36,36,50,12,12,48,73,115,12,24,rural,0,1,0
Mendocino,50 - 54 years,12,60,10,79,61,63,50,6,12,36,18,36,0,0,141,36,158,24,49,50,42,24,30,74,108,161,36,36,rural,0,1,0
Mendocino,55 - 59 years,13,60,30,124,65,64,50,6,12,36,36,36,0,0,223,36,248,24,96,91,60,30,36,106,172,243,18,36,rural,0,1,0
Mendocino,60 - 64 years,14,60,60,190,62,128,50,18,18,36,30,36,6,6,364,36,384,30,124,187,74,30,36,160,267,361,24,50,rural,0,1,0
Mendocino,65 - 69 years,15,68,63,199,69,161,60,18,24,36,24,36,6,0,485,41,496,30,165,231,77,36,65,216,337,421,36,114,rural,0,1,0
Mendocino,70 - 74 years,16,81,66,210,83,156,50,24,24,36,30,30,0,6,529,41,539,30,172,249,60,30,109,237,357,418,36,159,rural,0,1,0
Mendocino,75 - 79 years,17,76,65,196,71,151,50,12,0,36,30,36,6,6,511,41,521,30,126,275,50,24,118,248,319,393,18,169,rural,0,1,0
Mendocino,80 - 84 years,18,75,61,248,89,143,50,24,6,36,30,36,12,6,531,36,543,36,112,251,30,24,212,261,336,376,24,213,rural,0,1,0
Mendocino,85 - 89 years,19,79,64,243,108,130,60,30,6,30,18,36,6,0,573,48,567,18,66,203,30,12,341,355,275,421,18,206,rural,0,1,0
Mendocino,90 - 94 years,20,70,60,247,84,93,40,24,0,30,24,30,0,0,510,44,497,12,61,114,36,0,358,344,203,367,6,179,rural,0,1,0
Mendocino,95 - 99 years,21,60,60,111,60,64,0,12,6,30,6,18,0,0,224,36,217,6,36,36,6,0,194,163,72,187,6,50,rural,0,1,0
Mendocino,100 years and over,22,50,30,60,50,50,0,6,0,0,18,6,0,0,57,18,57,0,6,12,0,0,56,55,36,58,0,18,rural,0,1,0
Merced,Less than 1 year,1,0,0,0,101,0,10,12,18,75,18,0,0,0,36,0,98,0,0,0,98,0,0,43,41,97,6,0,suburban,0,0,1
Merced,1 - 4 years,2,0,0,0,60,0,0,18,12,36,12,0,0,0,30,0,36,0,0,0,36,0,0,30,36,36,0,0,suburban,0,0,1
Merced,5 - 9 years,3,0,0,0,40,0,0,0,12,24,0,0,0,0,6,0,24,0,0,0,24,0,0,18,18,24,0,0,suburban,0,0,1
Merced,10 - 14 years,4,0,0,0,60,0,0,6,6,36,0,0,0,0,24,18,36,0,0,0,36,0,0,24,36,36,0,0,suburban,0,0,1
Merced,15 - 19 years,5,0,0,60,60,50,0,24,12,41,6,6,0,0,30,24,43,0,0,0,61,0,0,36,42,56,0,6,suburban,0,0,1
