Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran,age_cat,veteran_cat,Description
2015,Sonoma,65 - 69 years,No,259,15,1,suburban
2015,Sonoma,65 - 69 years,Unknown,6,15,2,suburban
2015,Sonoma,65 - 69 years,Yes,80,15,3,suburban
2015,Sonoma,70 - 74 years,No,270,16,1,suburban
2015,Sonoma,70 - 74 years,Unknown,6,16,2,suburban
2015,Sonoma,70 - 74 years,Yes,95,16,3,suburban
2015,Sonoma,75 - 79 years,Yes,109,17,3,suburban
2015,Sonoma,75 - 79 years,Unknown,6,17,2,suburban
2015,Sonoma,75 - 79 years,No,285,17,1,suburban
2015,Sonoma,80 - 84 years,No,347,18,1,suburban
2015,Sonoma,80 - 84 years,Unknown,6,18,2,suburban
2015,Sonoma,80 - 84 years,Yes,174,18,3,suburban
2015,Sonoma,85 - 89 years,Yes,191,19,3,suburban
2015,Sonoma,85 - 89 years,No,404,19,1,suburban
2015,Sonoma,85 - 89 years,Unknown,6,19,2,suburban
2015,Sonoma,90 - 94 years,Unknown,6,20,2,suburban
2015,Sonoma,90 - 94 years,No,444,20,1,suburban
2015,Sonoma,90 - 94 years,Yes,213,20,3,suburban
2015,Sonoma,95 - 99 years,No,197,21,1,suburban
2015,Sonoma,95 - 99 years,Yes,72,21,3,suburban
2015,Sonoma,95 - 99 years,Unknown,6,21,2,suburban
2015,Sonoma,100 years and over,No,67,22,1,suburban
2015,Sonoma,100 years and over,Yes,6,22,3,suburban
2015,Sonoma,100 years and over,Unknown,0,22,2,suburban
2015,Stanislaus,Less than 1 year,No,42,1,1,suburban
2015,Stanislaus,Less than 1 year,Unknown,0,1,2,suburban
2015,Stanislaus,Less than 1 year,Yes,0,1,3,suburban
2015,Stanislaus,1 - 4 years,No,6,2,1,suburban
2015,Stanislaus,1 - 4 years,Unknown,0,2,2,suburban
2015,Stanislaus,1 - 4 years,Yes,0,2,3,suburban
2015,Stanislaus,5 - 9 years,Yes,0,3,3,suburban
2015,Stanislaus,5 - 9 years,Unknown,0,3,2,suburban
2015,Stanislaus,5 - 9 years,No,6,3,1,suburban
2015,Stanislaus,10 - 14 years,Yes,0,4,3,suburban
2015,Stanislaus,10 - 14 years,No,6,4,1,suburban
2015,Stanislaus,10 - 14 years,Unknown,0,4,2,suburban
2015,Stanislaus,15 - 19 years,Yes,6,5,3,suburban
2015,Stanislaus,15 - 19 years,Unknown,0,5,2,suburban
2015,Stanislaus,15 - 19 years,No,18,5,1,suburban
2015,Stanislaus,20 - 24 years,No,39,6,1,suburban
2015,Stanislaus,20 - 24 years,Yes,6,6,3,suburban
2015,Stanislaus,20 - 24 years,Unknown,0,6,2,suburban
2015,Stanislaus,25 - 29 years,No,43,7,1,suburban
2015,Stanislaus,25 - 29 years,Yes,0,7,3,suburban
2015,Stanislaus,25 - 29 years,Unknown,0,7,2,suburban
2015,Stanislaus,30 - 34 years,No,51,8,1,suburban
2015,Stanislaus,30 - 34 years,Yes,6,8,3,suburban
2015,Stanislaus,30 - 34 years,Unknown,0,8,2,suburban
2015,Stanislaus,35 - 39 years,No,53,9,1,suburban
2015,Stanislaus,35 - 39 years,Unknown,0,9,2,suburban
2015,Stanislaus,35 - 39 years,Yes,6,9,3,suburban
2015,Stanislaus,40 - 44 years,Yes,6,10,3,suburban
2015,Stanislaus,40 - 44 years,Unknown,6,10,2,suburban
2015,Stanislaus,40 - 44 years,No,70,10,1,suburban
2015,Stanislaus,45 - 49 years,Unknown,6,11,2,suburban
2015,Stanislaus,45 - 49 years,Yes,6,11,3,suburban
2015,Stanislaus,45 - 49 years,No,110,11,1,suburban
2015,Stanislaus,50 - 54 years,No,175,12,1,suburban
2015,Stanislaus,50 - 54 years,Yes,6,12,3,suburban
2015,Stanislaus,50 - 54 years,Unknown,6,12,2,suburban
2015,Stanislaus,55 - 59 years,Yes,16,13,3,suburban
2015,Stanislaus,55 - 59 years,Unknown,6,13,2,suburban
2015,Stanislaus,55 - 59 years,No,277,13,1,suburban
2015,Stanislaus,60 - 64 years,Unknown,6,14,2,suburban
2015,Stanislaus,60 - 64 years,No,279,14,1,suburban
2015,Stanislaus,60 - 64 years,Yes,59,14,3,suburban
2015,Stanislaus,65 - 69 years,Unknown,6,15,2,suburban
2015,Stanislaus,65 - 69 years,No,296,15,1,suburban
2015,Stanislaus,65 - 69 years,Yes,84,15,3,suburban
2015,Stanislaus,70 - 74 years,No,317,16,1,suburban
2015,Stanislaus,70 - 74 years,Yes,96,16,3,suburban
2015,Stanislaus,70 - 74 years,Unknown,6,16,2,suburban
2015,Stanislaus,75 - 79 years,Unknown,6,17,2,suburban
2015,Stanislaus,75 - 79 years,Yes,96,17,3,suburban
2015,Stanislaus,75 - 79 years,No,346,17,1,suburban
2015,Stanislaus,80 - 84 years,Unknown,6,18,2,suburban
2015,Stanislaus,80 - 84 years,No,376,18,1,suburban
2015,Stanislaus,80 - 84 years,Yes,145,18,3,suburban
2015,Stanislaus,85 - 89 years,Unknown,6,19,2,suburban
2015,Stanislaus,85 - 89 years,No,418,19,1,suburban
2015,Stanislaus,85 - 89 years,Yes,149,19,3,suburban
2015,Stanislaus,90 - 94 years,Yes,130,20,3,suburban
2015,Stanislaus,90 - 94 years,Unknown,6,20,2,suburban
2015,Stanislaus,90 - 94 years,No,310,20,1,suburban
2015,Stanislaus,95 - 99 years,Yes,39,21,3,suburban
2015,Stanislaus,95 - 99 years,Unknown,6,21,2,suburban
2015,Stanislaus,95 - 99 years,No,150,21,1,suburban
2015,Stanislaus,100 years and over,Yes,6,22,3,suburban
2015,Stanislaus,100 years and over,No,28,22,1,suburban
2015,Stanislaus,100 years and over,Unknown,0,22,2,suburban
2015,Sutter,Less than 1 year,No,6,1,1,rural
2015,Sutter,Less than 1 year,Unknown,0,1,2,rural
2015,Sutter,Less than 1 year,Yes,0,1,3,rural
2015,Sutter,1 - 4 years,Unknown,0,2,2,rural
2015,Sutter,1 - 4 years,Yes,0,2,3,rural
2015,Sutter,1 - 4 years,No,0,2,1,rural
2015,Sutter,5 - 9 years,Unknown,0,3,2,rural
2015,Sutter,5 - 9 years,Yes,0,3,3,rural
2015,Sutter,5 - 9 years,No,0,3,1,rural
2015,Sutter,10 - 14 years,Yes,0,4,3,rural
2015,Sutter,10 - 14 years,Unknown,0,4,2,rural
2015,Sutter,10 - 14 years,No,0,4,1,rural
2015,Sutter,15 - 19 years,Yes,0,5,3,rural
2015,Sutter,15 - 19 years,Unknown,0,5,2,rural
2015,Sutter,15 - 19 years,No,6,5,1,rural
2015,Sutter,20 - 24 years,Yes,6,6,3,rural
2015,Sutter,20 - 24 years,Unknown,0,6,2,rural
2015,Sutter,20 - 24 years,No,6,6,1,rural
2015,Sutter,25 - 29 years,Unknown,0,7,2,rural
2015,Sutter,25 - 29 years,No,6,7,1,rural
2015,Sutter,25 - 29 years,Yes,0,7,3,rural
2015,Sutter,30 - 34 years,Unknown,0,8,2,rural
2015,Sutter,30 - 34 years,Yes,0,8,3,rural
2015,Sutter,30 - 34 years,No,6,8,1,rural
2015,Sutter,35 - 39 years,Unknown,0,9,2,rural
2015,Sutter,35 - 39 years,Yes,6,9,3,rural
2015,Sutter,35 - 39 years,No,6,9,1,rural
2015,Sutter,40 - 44 years,Yes,0,10,3,rural
2015,Sutter,40 - 44 years,Unknown,0,10,2,rural
2015,Sutter,40 - 44 years,No,15,10,1,rural
2015,Sutter,45 - 49 years,Yes,0,11,3,rural
2015,Sutter,45 - 49 years,Unknown,0,11,2,rural
2015,Sutter,45 - 49 years,No,17,11,1,rural
2015,Sutter,50 - 54 years,Yes,6,12,3,rural
2015,Sutter,50 - 54 years,Unknown,0,12,2,rural
2015,Sutter,50 - 54 years,No,25,12,1,rural
2015,Sutter,55 - 59 years,Yes,6,13,3,rural
2015,Sutter,55 - 59 years,Unknown,0,13,2,rural
2015,Sutter,55 - 59 years,No,50,13,1,rural
2015,Sutter,60 - 64 years,Yes,6,14,3,rural
2015,Sutter,60 - 64 years,No,60,14,1,rural
2015,Sutter,60 - 64 years,Unknown,0,14,2,rural
2015,Sutter,65 - 69 years,Yes,19,15,3,rural
2015,Sutter,65 - 69 years,No,54,15,1,rural
2015,Sutter,65 - 69 years,Unknown,6,15,2,rural
2015,Sutter,70 - 74 years,Yes,21,16,3,rural
2015,Sutter,70 - 74 years,Unknown,6,16,2,rural
2015,Sutter,70 - 74 years,No,64,16,1,rural
2015,Sutter,75 - 79 years,Yes,15,17,3,rural
2015,Sutter,75 - 79 years,Unknown,0,17,2,rural
2015,Sutter,75 - 79 years,No,67,17,1,rural
2015,Sutter,80 - 84 years,No,78,18,1,rural
2015,Sutter,80 - 84 years,Yes,40,18,3,rural
2015,Sutter,80 - 84 years,Unknown,6,18,2,rural
2015,Sutter,85 - 89 years,No,72,19,1,rural
2015,Sutter,85 - 89 years,Yes,39,19,3,rural
2015,Sutter,85 - 89 years,Unknown,0,19,2,rural
2015,Sutter,90 - 94 years,Unknown,0,20,2,rural
2015,Sutter,90 - 94 years,Yes,23,20,3,rural
2015,Sutter,90 - 94 years,No,64,20,1,rural
2015,Sutter,95 - 99 years,Yes,6,21,3,rural
2015,Sutter,95 - 99 years,No,32,21,1,rural
2015,Sutter,95 - 99 years,Unknown,0,21,2,rural
2015,Sutter,100 years and over,No,6,22,1,rural
2015,Sutter,100 years and over,Unknown,0,22,2,rural
2015,Sutter,100 years and over,Yes,6,22,3,rural
2015,Tehama,Less than 1 year,Yes,0,1,3,rural
2015,Tehama,Less than 1 year,Unknown,0,1,2,rural
2015,Tehama,Less than 1 year,No,6,1,1,rural
2015,Tehama,1 - 4 years,Unknown,0,2,2,rural
2015,Tehama,1 - 4 years,No,6,2,1,rural
2015,Tehama,1 - 4 years,Yes,0,2,3,rural
2015,Tehama,5 - 9 years,Yes,0,3,3,rural
2015,Tehama,5 - 9 years,Unknown,0,3,2,rural
2015,Tehama,5 - 9 years,No,0,3,1,rural
2015,Tehama,10 - 14 years,Unknown,0,4,2,rural
2015,Tehama,10 - 14 years,No,0,4,1,rural
2015,Tehama,10 - 14 years,Yes,0,4,3,rural
2015,Tehama,15 - 19 years,No,6,5,1,rural
2015,Tehama,15 - 19 years,Yes,0,5,3,rural
2015,Tehama,15 - 19 years,Unknown,0,5,2,rural
2015,Tehama,20 - 24 years,No,6,6,1,rural
2015,Tehama,20 - 24 years,Unknown,0,6,2,rural
2015,Tehama,20 - 24 years,Yes,0,6,3,rural
2015,Tehama,25 - 29 years,Yes,0,7,3,rural
2015,Tehama,25 - 29 years,No,6,7,1,rural
2015,Tehama,25 - 29 years,Unknown,0,7,2,rural
2015,Tehama,30 - 34 years,No,6,8,1,rural
2015,Tehama,30 - 34 years,Yes,0,8,3,rural
2015,Tehama,30 - 34 years,Unknown,0,8,2,rural
2015,Tehama,35 - 39 years,No,6,9,1,rural
2015,Tehama,35 - 39 years,Yes,0,9,3,rural
2015,Tehama,35 - 39 years,Unknown,0,9,2,rural
2015,Tehama,40 - 44 years,No,16,10,1,rural
2015,Tehama,40 - 44 years,Yes,6,10,3,rural
2015,Tehama,40 - 44 years,Unknown,0,10,2,rural
2015,Tehama,45 - 49 years,Yes,6,11,3,rural
2015,Tehama,45 - 49 years,No,16,11,1,rural
2015,Tehama,45 - 49 years,Unknown,0,11,2,rural
2015,Tehama,50 - 54 years,Yes,6,12,3,rural
2015,Tehama,50 - 54 years,No,21,12,1,rural
2015,Tehama,50 - 54 years,Unknown,6,12,2,rural
2015,Tehama,55 - 59 years,Unknown,6,13,2,rural
2015,Tehama,55 - 59 years,No,29,13,1,rural
2015,Tehama,55 - 59 years,Yes,6,13,3,rural
2015,Tehama,60 - 64 years,Yes,6,14,3,rural
2015,Tehama,60 - 64 years,Unknown,6,14,2,rural
2015,Tehama,60 - 64 years,No,41,14,1,rural
2015,Tehama,65 - 69 years,Unknown,0,15,2,rural
2015,Tehama,65 - 69 years,No,36,15,1,rural
2015,Tehama,65 - 69 years,Yes,22,15,3,rural
2015,Tehama,70 - 74 years,No,61,16,1,rural
2015,Tehama,70 - 74 years,Unknown,0,16,2,rural
2015,Tehama,70 - 74 years,Yes,24,16,3,rural
2015,Tehama,75 - 79 years,No,47,17,1,rural
2015,Tehama,75 - 79 years,Unknown,6,17,2,rural
2015,Tehama,75 - 79 years,Yes,35,17,3,rural
2015,Tehama,80 - 84 years,Yes,35,18,3,rural
2015,Tehama,80 - 84 years,No,58,18,1,rural
2015,Tehama,80 - 84 years,Unknown,0,18,2,rural
2015,Tehama,85 - 89 years,Unknown,0,19,2,rural
2015,Tehama,85 - 89 years,No,67,19,1,rural
2015,Tehama,85 - 89 years,Yes,45,19,3,rural
2015,Tehama,90 - 94 years,Unknown,0,20,2,rural
2015,Tehama,90 - 94 years,No,46,20,1,rural
2015,Tehama,90 - 94 years,Yes,15,20,3,rural
2015,Tehama,95 - 99 years,Yes,6,21,3,rural
2015,Tehama,95 - 99 years,Unknown,0,21,2,rural
2015,Tehama,95 - 99 years,No,20,21,1,rural
2015,Tehama,100 years and over,No,6,22,1,rural
2015,Tehama,100 years and over,Unknown,0,22,2,rural
2015,Tehama,100 years and over,Yes,0,22,3,rural
2015,Trinity,Less than 1 year,Unknown,0,1,2,rural
2015,Trinity,Less than 1 year,No,0,1,1,rural
2015,Trinity,Less than 1 year,Yes,0,1,3,rural
2015,Trinity,1 - 4 years,No,0,2,1,rural
2015,Trinity,1 - 4 years,Unknown,0,2,2,rural
2015,Trinity,1 - 4 years,Yes,0,2,3,rural
2015,Trinity,5 - 9 years,Unknown,0,3,2,rural
2015,Trinity,5 - 9 years,No,0,3,1,rural
2015,Trinity,5 - 9 years,Yes,0,3,3,rural
2015,Trinity,10 - 14 years,No,0,4,1,rural
2015,Trinity,10 - 14 years,Unknown,0,4,2,rural
2015,Trinity,10 - 14 years,Yes,0,4,3,rural
2015,Trinity,15 - 19 years,Yes,0,5,3,rural
2015,Trinity,15 - 19 years,Unknown,0,5,2,rural
2015,Trinity,15 - 19 years,No,6,5,1,rural
2015,Trinity,20 - 24 years,No,0,6,1,rural
2015,Trinity,20 - 24 years,Unknown,0,6,2,rural
2015,Trinity,20 - 24 years,Yes,0,6,3,rural
2015,Trinity,25 - 29 years,Unknown,0,7,2,rural
2015,Trinity,25 - 29 years,No,6,7,1,rural
2015,Trinity,25 - 29 years,Yes,6,7,3,rural
2015,Trinity,30 - 34 years,Yes,0,8,3,rural
2015,Trinity,30 - 34 years,No,6,8,1,rural
2015,Trinity,30 - 34 years,Unknown,0,8,2,rural
2015,Trinity,35 - 39 years,Unknown,0,9,2,rural
2015,Trinity,35 - 39 years,No,6,9,1,rural
2015,Trinity,35 - 39 years,Yes,0,9,3,rural
2015,Trinity,40 - 44 years,Unknown,0,10,2,rural
2015,Trinity,40 - 44 years,Yes,0,10,3,rural
2015,Trinity,40 - 44 years,No,6,10,1,rural
2015,Trinity,45 - 49 years,Yes,0,11,3,rural
2015,Trinity,45 - 49 years,Unknown,0,11,2,rural
2015,Trinity,45 - 49 years,No,6,11,1,rural
2015,Trinity,50 - 54 years,Yes,0,12,3,rural
2015,Trinity,50 - 54 years,Unknown,0,12,2,rural
2015,Trinity,50 - 54 years,No,6,12,1,rural
2015,Trinity,55 - 59 years,Unknown,0,13,2,rural
2015,Trinity,55 - 59 years,Yes,0,13,3,rural
2015,Trinity,55 - 59 years,No,11,13,1,rural
2015,Trinity,60 - 64 years,No,11,14,1,rural
2015,Trinity,60 - 64 years,Yes,6,14,3,rural
2015,Trinity,60 - 64 years,Unknown,0,14,2,rural
2015,Trinity,65 - 69 years,Yes,14,15,3,rural
2015,Trinity,65 - 69 years,Unknown,6,15,2,rural
2015,Trinity,65 - 69 years,No,20,15,1,rural
2015,Trinity,70 - 74 years,No,16,16,1,rural
2015,Trinity,70 - 74 years,Yes,6,16,3,rural
2015,Trinity,70 - 74 years,Unknown,0,16,2,rural
2015,Trinity,75 - 79 years,Unknown,6,17,2,rural
2015,Trinity,75 - 79 years,No,11,17,1,rural
2015,Trinity,75 - 79 years,Yes,6,17,3,rural
2015,Trinity,80 - 84 years,No,15,18,1,rural
2015,Trinity,80 - 84 years,Yes,6,18,3,rural
2015,Trinity,80 - 84 years,Unknown,0,18,2,rural
2015,Trinity,85 - 89 years,Yes,6,19,3,rural
2015,Trinity,85 - 89 years,Unknown,0,19,2,rural
2015,Trinity,85 - 89 years,No,13,19,1,rural
2015,Trinity,90 - 94 years,No,12,20,1,rural
2015,Trinity,90 - 94 years,Unknown,6,20,2,rural
2015,Trinity,90 - 94 years,Yes,6,20,3,rural
2015,Trinity,95 - 99 years,Unknown,0,21,2,rural
2015,Trinity,95 - 99 years,No,6,21,1,rural
2015,Trinity,95 - 99 years,Yes,6,21,3,rural
2015,Trinity,100 years and over,Yes,0,22,3,rural
2015,Trinity,100 years and over,No,6,22,1,rural
2015,Trinity,100 years and over,Unknown,0,22,2,rural
2015,Tulare,Less than 1 year,Yes,0,1,3,suburban
2015,Tulare,Less than 1 year,Unknown,0,1,2,suburban
2015,Tulare,Less than 1 year,No,46,1,1,suburban
2015,Tulare,1 - 4 years,Yes,0,2,3,suburban
2015,Tulare,1 - 4 years,Unknown,0,2,2,suburban
2015,Tulare,1 - 4 years,No,6,2,1,suburban
2015,Tulare,5 - 9 years,Yes,0,3,3,suburban
2015,Tulare,5 - 9 years,No,6,3,1,suburban
2015,Tulare,5 - 9 years,Unknown,0,3,2,suburban
2015,Tulare,10 - 14 years,Yes,0,4,3,suburban
2015,Tulare,10 - 14 years,No,6,4,1,suburban
2015,Tulare,10 - 14 years,Unknown,0,4,2,suburban
2015,Tulare,15 - 19 years,Unknown,0,5,2,suburban
2015,Tulare,15 - 19 years,No,19,5,1,suburban
2015,Tulare,15 - 19 years,Yes,0,5,3,suburban
2015,Tulare,20 - 24 years,No,48,6,1,suburban
2015,Tulare,20 - 24 years,Unknown,0,6,2,suburban
2015,Tulare,20 - 24 years,Yes,6,6,3,suburban
2015,Tulare,25 - 29 years,Unknown,0,7,2,suburban
2015,Tulare,25 - 29 years,Yes,0,7,3,suburban
2015,Tulare,25 - 29 years,No,44,7,1,suburban
2015,Tulare,30 - 34 years,Yes,6,8,3,suburban
2015,Tulare,30 - 34 years,No,33,8,1,suburban
2015,Tulare,30 - 34 years,Unknown,0,8,2,suburban
2015,Tulare,35 - 39 years,Unknown,0,9,2,suburban
2015,Tulare,35 - 39 years,No,39,9,1,suburban
2015,Tulare,35 - 39 years,Yes,6,9,3,suburban
2015,Tulare,40 - 44 years,No,58,10,1,suburban
2015,Tulare,40 - 44 years,Unknown,0,10,2,suburban
2015,Tulare,40 - 44 years,Yes,6,10,3,suburban
2015,Tulare,45 - 49 years,Unknown,0,11,2,suburban
2015,Tulare,45 - 49 years,No,96,11,1,suburban
2015,Tulare,45 - 49 years,Yes,6,11,3,suburban
2015,Tulare,50 - 54 years,Yes,6,12,3,suburban
2015,Tulare,50 - 54 years,No,144,12,1,suburban
2015,Tulare,50 - 54 years,Unknown,0,12,2,suburban
2015,Tulare,55 - 59 years,Unknown,6,13,2,suburban
2015,Tulare,55 - 59 years,Yes,20,13,3,suburban
2015,Tulare,55 - 59 years,No,185,13,1,suburban
2015,Tulare,60 - 64 years,Yes,36,14,3,suburban
2015,Tulare,60 - 64 years,Unknown,6,14,2,suburban
2015,Tulare,60 - 64 years,No,211,14,1,suburban
2015,Tulare,65 - 69 years,Unknown,6,15,2,suburban
2015,Tulare,65 - 69 years,Yes,65,15,3,suburban
2015,Tulare,65 - 69 years,No,195,15,1,suburban
2015,Tulare,70 - 74 years,No,225,16,1,suburban
2015,Tulare,70 - 74 years,Yes,50,16,3,suburban
2015,Tulare,70 - 74 years,Unknown,6,16,2,suburban
2015,Tulare,75 - 79 years,No,268,17,1,suburban
2015,Tulare,75 - 79 years,Yes,66,17,3,suburban
2015,Tulare,75 - 79 years,Unknown,6,17,2,suburban
2015,Tulare,80 - 84 years,Unknown,6,18,2,suburban
2015,Tulare,80 - 84 years,No,272,18,1,suburban
2015,Tulare,80 - 84 years,Yes,107,18,3,suburban
2015,Tulare,85 - 89 years,Unknown,6,19,2,suburban
2015,Tulare,85 - 89 years,Yes,112,19,3,suburban
2015,Tulare,85 - 89 years,No,275,19,1,suburban
2015,Tulare,90 - 94 years,Yes,70,20,3,suburban
2015,Tulare,90 - 94 years,No,229,20,1,suburban
2015,Tulare,90 - 94 years,Unknown,0,20,2,suburban
2015,Tulare,95 - 99 years,Unknown,0,21,2,suburban
2015,Tulare,95 - 99 years,No,98,21,1,suburban
2015,Tulare,95 - 99 years,Yes,27,21,3,suburban
2015,Tulare,100 years and over,Unknown,0,22,2,suburban
2015,Tulare,100 years and over,No,24,22,1,suburban
2015,Tulare,100 years and over,Yes,0,22,3,suburban
2015,Tuolumne,Less than 1 year,Yes,0,1,3,rural
2015,Tuolumne,Less than 1 year,No,6,1,1,rural
2015,Tuolumne,Less than 1 year,Unknown,0,1,2,rural
2015,Tuolumne,1 - 4 years,No,6,2,1,rural
2015,Tuolumne,1 - 4 years,Unknown,0,2,2,rural
2015,Tuolumne,1 - 4 years,Yes,0,2,3,rural
2015,Tuolumne,5 - 9 years,No,0,3,1,rural
2015,Tuolumne,5 - 9 years,Yes,0,3,3,rural
2015,Tuolumne,5 - 9 years,Unknown,0,3,2,rural
2015,Tuolumne,10 - 14 years,Unknown,0,4,2,rural
2015,Tuolumne,10 - 14 years,Yes,0,4,3,rural
2015,Tuolumne,10 - 14 years,No,0,4,1,rural
2015,Tuolumne,15 - 19 years,Yes,0,5,3,rural
2015,Tuolumne,15 - 19 years,No,6,5,1,rural
2015,Tuolumne,15 - 19 years,Unknown,0,5,2,rural
2015,Tuolumne,20 - 24 years,Unknown,0,6,2,rural
2015,Tuolumne,20 - 24 years,Yes,0,6,3,rural
2015,Tuolumne,20 - 24 years,No,0,6,1,rural
2015,Tuolumne,25 - 29 years,No,6,7,1,rural
2015,Tuolumne,25 - 29 years,Yes,6,7,3,rural
2015,Tuolumne,25 - 29 years,Unknown,0,7,2,rural
2015,Tuolumne,30 - 34 years,Unknown,0,8,2,rural
2015,Tuolumne,30 - 34 years,No,6,8,1,rural
2015,Tuolumne,30 - 34 years,Yes,0,8,3,rural
2015,Tuolumne,35 - 39 years,Unknown,0,9,2,rural
2015,Tuolumne,35 - 39 years,Yes,0,9,3,rural
2015,Tuolumne,35 - 39 years,No,6,9,1,rural
2015,Tuolumne,40 - 44 years,Yes,0,10,3,rural
2015,Tuolumne,40 - 44 years,Unknown,0,10,2,rural
2015,Tuolumne,40 - 44 years,No,6,10,1,rural
2015,Tuolumne,45 - 49 years,No,6,11,1,rural
2015,Tuolumne,45 - 49 years,Yes,0,11,3,rural
2015,Tuolumne,45 - 49 years,Unknown,0,11,2,rural
2015,Tuolumne,50 - 54 years,No,23,12,1,rural
2015,Tuolumne,50 - 54 years,Unknown,0,12,2,rural
2015,Tuolumne,50 - 54 years,Yes,6,12,3,rural
2015,Tuolumne,55 - 59 years,Yes,6,13,3,rural
2015,Tuolumne,55 - 59 years,Unknown,0,13,2,rural
2015,Tuolumne,55 - 59 years,No,33,13,1,rural
2015,Tuolumne,60 - 64 years,Yes,6,14,3,rural
2015,Tuolumne,60 - 64 years,Unknown,6,14,2,rural
2015,Tuolumne,60 - 64 years,No,45,14,1,rural
2015,Tuolumne,65 - 69 years,No,37,15,1,rural
2015,Tuolumne,65 - 69 years,Yes,20,15,3,rural
2015,Tuolumne,65 - 69 years,Unknown,0,15,2,rural
2015,Tuolumne,70 - 74 years,Unknown,0,16,2,rural
2015,Tuolumne,70 - 74 years,No,54,16,1,rural
2015,Tuolumne,70 - 74 years,Yes,11,16,3,rural
2015,Tuolumne,75 - 79 years,Unknown,0,17,2,rural
2015,Tuolumne,75 - 79 years,Yes,22,17,3,rural
2015,Tuolumne,75 - 79 years,No,48,17,1,rural
2015,Tuolumne,80 - 84 years,Yes,46,18,3,rural
2015,Tuolumne,80 - 84 years,Unknown,0,18,2,rural
2015,Tuolumne,80 - 84 years,No,51,18,1,rural
2015,Tuolumne,85 - 89 years,No,69,19,1,rural
2015,Tuolumne,85 - 89 years,Yes,42,19,3,rural
2015,Tuolumne,85 - 89 years,Unknown,0,19,2,rural
2015,Tuolumne,90 - 94 years,Yes,29,20,3,rural
2015,Tuolumne,90 - 94 years,No,51,20,1,rural
2015,Tuolumne,90 - 94 years,Unknown,6,20,2,rural
2015,Tuolumne,95 - 99 years,Unknown,0,21,2,rural
2015,Tuolumne,95 - 99 years,Yes,6,21,3,rural
2015,Tuolumne,95 - 99 years,No,21,21,1,rural
2015,Tuolumne,100 years and over,Unknown,0,22,2,rural
2015,Tuolumne,100 years and over,Yes,6,22,3,rural
2015,Tuolumne,100 years and over,No,6,22,1,rural
2015,Ventura,Less than 1 year,Unknown,0,1,2,urban
2015,Ventura,Less than 1 year,No,50,1,1,urban
2015,Ventura,Less than 1 year,Yes,0,1,3,urban
2015,Ventura,1 - 4 years,No,6,2,1,urban
2015,Ventura,1 - 4 years,Yes,0,2,3,urban
2015,Ventura,1 - 4 years,Unknown,0,2,2,urban
2015,Ventura,5 - 9 years,Yes,0,3,3,urban
2015,Ventura,5 - 9 years,No,6,3,1,urban
2015,Ventura,5 - 9 years,Unknown,0,3,2,urban
2015,Ventura,10 - 14 years,No,6,4,1,urban
2015,Ventura,10 - 14 years,Yes,0,4,3,urban
2015,Ventura,10 - 14 years,Unknown,0,4,2,urban
2015,Ventura,15 - 19 years,Unknown,0,5,2,urban
2015,Ventura,15 - 19 years,No,29,5,1,urban
2015,Ventura,15 - 19 years,Yes,0,5,3,urban
2015,Ventura,20 - 24 years,No,31,6,1,urban
2015,Ventura,20 - 24 years,Unknown,0,6,2,urban
2015,Ventura,20 - 24 years,Yes,6,6,3,urban
2015,Ventura,25 - 29 years,Unknown,0,7,2,urban
2015,Ventura,25 - 29 years,No,49,7,1,urban
2015,Ventura,25 - 29 years,Yes,6,7,3,urban
2015,Ventura,30 - 34 years,Unknown,0,8,2,urban
2015,Ventura,30 - 34 years,No,40,8,1,urban
2015,Ventura,30 - 34 years,Yes,6,8,3,urban
2015,Ventura,35 - 39 years,No,61,9,1,urban
2015,Ventura,35 - 39 years,Yes,6,9,3,urban
2015,Ventura,35 - 39 years,Unknown,0,9,2,urban
2015,Ventura,40 - 44 years,Unknown,6,10,2,urban
2015,Ventura,40 - 44 years,No,84,10,1,urban
2015,Ventura,40 - 44 years,Yes,6,10,3,urban
2015,Ventura,45 - 49 years,No,123,11,1,urban
2015,Ventura,45 - 49 years,Unknown,6,11,2,urban
2015,Ventura,45 - 49 years,Yes,11,11,3,urban
2015,Ventura,50 - 54 years,No,171,12,1,urban
2015,Ventura,50 - 54 years,Unknown,6,12,2,urban
2015,Ventura,50 - 54 years,Yes,13,12,3,urban
2015,Ventura,55 - 59 years,Unknown,6,13,2,urban
2015,Ventura,55 - 59 years,Yes,26,13,3,urban
2015,Ventura,55 - 59 years,No,250,13,1,urban
2015,Ventura,60 - 64 years,Unknown,6,14,2,urban
2015,Ventura,60 - 64 years,Yes,43,14,3,urban
2015,Ventura,60 - 64 years,No,298,14,1,urban
2015,Ventura,65 - 69 years,Unknown,6,15,2,urban
2015,Ventura,65 - 69 years,No,322,15,1,urban
2015,Ventura,65 - 69 years,Yes,101,15,3,urban
2015,Ventura,70 - 74 years,Yes,129,16,3,urban
2015,Ventura,70 - 74 years,No,369,16,1,urban
2015,Ventura,70 - 74 years,Unknown,6,16,2,urban
2015,Ventura,75 - 79 years,No,413,17,1,urban
2015,Ventura,75 - 79 years,Unknown,6,17,2,urban
2015,Ventura,75 - 79 years,Yes,161,17,3,urban
2015,Ventura,80 - 84 years,No,513,18,1,urban
