Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran,age_cat,veteran_cat,Description
2017,Sacramento,55 - 59 years,No,675,13,1,urban
2017,Sacramento,55 - 59 years,Yes,80,13,3,urban
2017,Sacramento,60 - 64 years,Yes,136,14,3,urban
2017,Sacramento,60 - 64 years,No,826,14,1,urban
2017,Sacramento,60 - 64 years,Unknown,6,14,2,urban
2017,Sacramento,65 - 69 years,No,868,15,1,urban
2017,Sacramento,65 - 69 years,Unknown,6,15,2,urban
2017,Sacramento,65 - 69 years,Yes,241,15,3,urban
2017,Sacramento,70 - 74 years,Unknown,6,16,2,urban
2017,Sacramento,70 - 74 years,No,851,16,1,urban
2017,Sacramento,70 - 74 years,Yes,285,16,3,urban
2017,Sacramento,75 - 79 years,No,894,17,1,urban
2017,Sacramento,75 - 79 years,Unknown,6,17,2,urban
2017,Sacramento,75 - 79 years,Yes,297,17,3,urban
2017,Sacramento,80 - 84 years,Unknown,6,18,2,urban
2017,Sacramento,80 - 84 years,No,1009,18,1,urban
2017,Sacramento,80 - 84 years,Yes,430,18,3,urban
2017,Sacramento,85 - 89 years,Yes,487,19,3,urban
2017,Sacramento,85 - 89 years,No,1109,19,1,urban
2017,Sacramento,85 - 89 years,Unknown,6,19,2,urban
2017,Sacramento,90 - 94 years,No,989,20,1,urban
2017,Sacramento,90 - 94 years,Yes,377,20,3,urban
2017,Sacramento,90 - 94 years,Unknown,6,20,2,urban
2017,Sacramento,95 - 99 years,No,485,21,1,urban
2017,Sacramento,95 - 99 years,Unknown,6,21,2,urban
2017,Sacramento,95 - 99 years,Yes,152,21,3,urban
2017,Sacramento,100 years and over,No,119,22,1,urban
2017,Sacramento,100 years and over,Unknown,6,22,2,urban
2017,Sacramento,100 years and over,Yes,18,22,3,urban
2017,San Benito,Less than 1 year,No,6,1,1,rural
2017,San Benito,Less than 1 year,Unknown,0,1,2,rural
2017,San Benito,Less than 1 year,Yes,0,1,3,rural
2017,San Benito,1 - 4 years,No,6,2,1,rural
2017,San Benito,1 - 4 years,Unknown,0,2,2,rural
2017,San Benito,1 - 4 years,Yes,0,2,3,rural
2017,San Benito,5 - 9 years,Unknown,0,3,2,rural
2017,San Benito,5 - 9 years,No,0,3,1,rural
2017,San Benito,5 - 9 years,Yes,0,3,3,rural
2017,San Benito,10 - 14 years,No,0,4,1,rural
2017,San Benito,10 - 14 years,Unknown,0,4,2,rural
2017,San Benito,10 - 14 years,Yes,0,4,3,rural
2017,San Benito,15 - 19 years,Unknown,0,5,2,rural
2017,San Benito,15 - 19 years,Yes,0,5,3,rural
2017,San Benito,15 - 19 years,No,6,5,1,rural
2017,San Benito,20 - 24 years,Unknown,0,6,2,rural
2017,San Benito,20 - 24 years,No,6,6,1,rural
2017,San Benito,20 - 24 years,Yes,0,6,3,rural
2017,San Benito,25 - 29 years,No,6,7,1,rural
2017,San Benito,25 - 29 years,Unknown,0,7,2,rural
2017,San Benito,25 - 29 years,Yes,0,7,3,rural
2017,San Benito,30 - 34 years,No,6,8,1,rural
2017,San Benito,30 - 34 years,Yes,6,8,3,rural
2017,San Benito,30 - 34 years,Unknown,0,8,2,rural
2017,San Benito,35 - 39 years,Unknown,0,9,2,rural
2017,San Benito,35 - 39 years,Yes,0,9,3,rural
2017,San Benito,35 - 39 years,No,6,9,1,rural
2017,San Benito,40 - 44 years,Unknown,0,10,2,rural
2017,San Benito,40 - 44 years,Yes,0,10,3,rural
2017,San Benito,40 - 44 years,No,6,10,1,rural
2017,San Benito,45 - 49 years,No,6,11,1,rural
2017,San Benito,45 - 49 years,Unknown,0,11,2,rural
2017,San Benito,45 - 49 years,Yes,0,11,3,rural
2017,San Benito,50 - 54 years,No,11,12,1,rural
2017,San Benito,50 - 54 years,Unknown,0,12,2,rural
2017,San Benito,50 - 54 years,Yes,6,12,3,rural
2017,San Benito,55 - 59 years,Unknown,0,13,2,rural
2017,San Benito,55 - 59 years,Yes,6,13,3,rural
2017,San Benito,55 - 59 years,No,21,13,1,rural
2017,San Benito,60 - 64 years,Unknown,0,14,2,rural
2017,San Benito,60 - 64 years,No,26,14,1,rural
2017,San Benito,60 - 64 years,Yes,6,14,3,rural
2017,San Benito,65 - 69 years,No,24,15,1,rural
2017,San Benito,65 - 69 years,Yes,6,15,3,rural
2017,San Benito,65 - 69 years,Unknown,0,15,2,rural
2017,San Benito,70 - 74 years,No,33,16,1,rural
2017,San Benito,70 - 74 years,Yes,14,16,3,rural
2017,San Benito,70 - 74 years,Unknown,0,16,2,rural
2017,San Benito,75 - 79 years,Yes,6,17,3,rural
2017,San Benito,75 - 79 years,Unknown,0,17,2,rural
2017,San Benito,75 - 79 years,No,32,17,1,rural
2017,San Benito,80 - 84 years,Yes,6,18,3,rural
2017,San Benito,80 - 84 years,Unknown,0,18,2,rural
2017,San Benito,80 - 84 years,No,25,18,1,rural
2017,San Benito,85 - 89 years,No,41,19,1,rural
2017,San Benito,85 - 89 years,Unknown,0,19,2,rural
2017,San Benito,85 - 89 years,Yes,12,19,3,rural
2017,San Benito,90 - 94 years,Yes,6,20,3,rural
2017,San Benito,90 - 94 years,Unknown,0,20,2,rural
2017,San Benito,90 - 94 years,No,39,20,1,rural
2017,San Benito,95 - 99 years,Yes,6,21,3,rural
2017,San Benito,95 - 99 years,Unknown,0,21,2,rural
2017,San Benito,95 - 99 years,No,17,21,1,rural
2017,San Benito,100 years and over,Unknown,0,22,2,rural
2017,San Benito,100 years and over,Yes,6,22,3,rural
2017,San Benito,100 years and over,No,6,22,1,rural
2017,San Bernardino,Less than 1 year,No,165,1,1,urban
2017,San Bernardino,Less than 1 year,Unknown,0,1,2,urban
2017,San Bernardino,Less than 1 year,Yes,0,1,3,urban
2017,San Bernardino,1 - 4 years,No,30,2,1,urban
2017,San Bernardino,1 - 4 years,Unknown,0,2,2,urban
2017,San Bernardino,1 - 4 years,Yes,0,2,3,urban
2017,San Bernardino,5 - 9 years,No,22,3,1,urban
2017,San Bernardino,5 - 9 years,Unknown,6,3,2,urban
2017,San Bernardino,5 - 9 years,Yes,0,3,3,urban
2017,San Bernardino,10 - 14 years,Unknown,0,4,2,urban
2017,San Bernardino,10 - 14 years,No,26,4,1,urban
2017,San Bernardino,10 - 14 years,Yes,0,4,3,urban
2017,San Bernardino,15 - 19 years,Yes,6,5,3,urban
2017,San Bernardino,15 - 19 years,No,77,5,1,urban
2017,San Bernardino,15 - 19 years,Unknown,6,5,2,urban
2017,San Bernardino,20 - 24 years,No,141,6,1,urban
2017,San Bernardino,20 - 24 years,Unknown,6,6,2,urban
2017,San Bernardino,20 - 24 years,Yes,6,6,3,urban
2017,San Bernardino,25 - 29 years,No,160,7,1,urban
2017,San Bernardino,25 - 29 years,Unknown,6,7,2,urban
2017,San Bernardino,25 - 29 years,Yes,6,7,3,urban
2017,San Bernardino,30 - 34 years,Unknown,6,8,2,urban
2017,San Bernardino,30 - 34 years,No,197,8,1,urban
2017,San Bernardino,30 - 34 years,Yes,6,8,3,urban
2017,San Bernardino,35 - 39 years,Yes,6,9,3,urban
2017,San Bernardino,35 - 39 years,No,205,9,1,urban
2017,San Bernardino,35 - 39 years,Unknown,6,9,2,urban
2017,San Bernardino,40 - 44 years,No,256,10,1,urban
2017,San Bernardino,40 - 44 years,Unknown,6,10,2,urban
2017,San Bernardino,40 - 44 years,Yes,15,10,3,urban
2017,San Bernardino,45 - 49 years,No,396,11,1,urban
2017,San Bernardino,45 - 49 years,Unknown,6,11,2,urban
2017,San Bernardino,45 - 49 years,Yes,13,11,3,urban
2017,San Bernardino,50 - 54 years,No,594,12,1,urban
2017,San Bernardino,50 - 54 years,Unknown,6,12,2,urban
2017,San Bernardino,50 - 54 years,Yes,42,12,3,urban
2017,San Bernardino,55 - 59 years,No,881,13,1,urban
2017,San Bernardino,55 - 59 years,Unknown,15,13,2,urban
2017,San Bernardino,55 - 59 years,Yes,87,13,3,urban
2017,San Bernardino,60 - 64 years,No,1065,14,1,urban
2017,San Bernardino,60 - 64 years,Unknown,19,14,2,urban
2017,San Bernardino,60 - 64 years,Yes,173,14,3,urban
2017,San Bernardino,65 - 69 years,Unknown,6,15,2,urban
2017,San Bernardino,65 - 69 years,Yes,348,15,3,urban
2017,San Bernardino,65 - 69 years,No,1164,15,1,urban
2017,San Bernardino,70 - 74 years,No,1140,16,1,urban
2017,San Bernardino,70 - 74 years,Yes,382,16,3,urban
2017,San Bernardino,70 - 74 years,Unknown,16,16,2,urban
2017,San Bernardino,75 - 79 years,No,1141,17,1,urban
2017,San Bernardino,75 - 79 years,Unknown,14,17,2,urban
2017,San Bernardino,75 - 79 years,Yes,333,17,3,urban
2017,San Bernardino,80 - 84 years,No,1221,18,1,urban
2017,San Bernardino,80 - 84 years,Unknown,15,18,2,urban
2017,San Bernardino,80 - 84 years,Yes,416,18,3,urban
2017,San Bernardino,85 - 89 years,Unknown,14,19,2,urban
2017,San Bernardino,85 - 89 years,Yes,504,19,3,urban
2017,San Bernardino,85 - 89 years,No,1242,19,1,urban
2017,San Bernardino,90 - 94 years,No,943,20,1,urban
2017,San Bernardino,90 - 94 years,Yes,336,20,3,urban
2017,San Bernardino,90 - 94 years,Unknown,6,20,2,urban
2017,San Bernardino,95 - 99 years,No,386,21,1,urban
2017,San Bernardino,95 - 99 years,Unknown,6,21,2,urban
2017,San Bernardino,95 - 99 years,Yes,144,21,3,urban
2017,San Bernardino,100 years and over,No,107,22,1,urban
2017,San Bernardino,100 years and over,Unknown,6,22,2,urban
2017,San Bernardino,100 years and over,Yes,11,22,3,urban
2017,San Diego,Less than 1 year,No,151,1,1,urban
2017,San Diego,Less than 1 year,Unknown,6,1,2,urban
2017,San Diego,Less than 1 year,Yes,0,1,3,urban
2017,San Diego,1 - 4 years,No,22,2,1,urban
2017,San Diego,1 - 4 years,Unknown,0,2,2,urban
2017,San Diego,1 - 4 years,Yes,0,2,3,urban
2017,San Diego,5 - 9 years,No,15,3,1,urban
2017,San Diego,5 - 9 years,Unknown,0,3,2,urban
2017,San Diego,5 - 9 years,Yes,0,3,3,urban
2017,San Diego,10 - 14 years,No,26,4,1,urban
2017,San Diego,10 - 14 years,Unknown,0,4,2,urban
2017,San Diego,10 - 14 years,Yes,0,4,3,urban
2017,San Diego,15 - 19 years,Unknown,6,5,2,urban
2017,San Diego,15 - 19 years,Yes,6,5,3,urban
2017,San Diego,15 - 19 years,No,60,5,1,urban
2017,San Diego,20 - 24 years,No,113,6,1,urban
2017,San Diego,20 - 24 years,Unknown,6,6,2,urban
2017,San Diego,20 - 24 years,Yes,19,6,3,urban
2017,San Diego,25 - 29 years,No,155,7,1,urban
2017,San Diego,25 - 29 years,Unknown,6,7,2,urban
2017,San Diego,25 - 29 years,Yes,21,7,3,urban
2017,San Diego,30 - 34 years,No,180,8,1,urban
2017,San Diego,30 - 34 years,Unknown,6,8,2,urban
2017,San Diego,30 - 34 years,Yes,21,8,3,urban
2017,San Diego,35 - 39 years,Unknown,6,9,2,urban
2017,San Diego,35 - 39 years,Yes,16,9,3,urban
2017,San Diego,35 - 39 years,No,223,9,1,urban
2017,San Diego,40 - 44 years,Unknown,6,10,2,urban
2017,San Diego,40 - 44 years,No,258,10,1,urban
2017,San Diego,40 - 44 years,Yes,22,10,3,urban
2017,San Diego,45 - 49 years,No,379,11,1,urban
2017,San Diego,45 - 49 years,Unknown,11,11,2,urban
2017,San Diego,45 - 49 years,Yes,33,11,3,urban
2017,San Diego,50 - 54 years,No,595,12,1,urban
2017,San Diego,50 - 54 years,Unknown,24,12,2,urban
2017,San Diego,50 - 54 years,Yes,78,12,3,urban
2017,San Diego,55 - 59 years,Unknown,54,13,2,urban
2017,San Diego,55 - 59 years,Yes,130,13,3,urban
2017,San Diego,55 - 59 years,No,962,13,1,urban
2017,San Diego,60 - 64 years,Unknown,62,14,2,urban
2017,San Diego,60 - 64 years,No,1174,14,1,urban
2017,San Diego,60 - 64 years,Yes,189,14,3,urban
2017,San Diego,65 - 69 years,Yes,369,15,3,urban
2017,San Diego,65 - 69 years,No,1291,15,1,urban
2017,San Diego,65 - 69 years,Unknown,62,15,2,urban
2017,San Diego,70 - 74 years,No,1374,16,1,urban
2017,San Diego,70 - 74 years,Unknown,52,16,2,urban
2017,San Diego,70 - 74 years,Yes,527,16,3,urban
2017,San Diego,75 - 79 years,No,1549,17,1,urban
2017,San Diego,75 - 79 years,Unknown,27,17,2,urban
2017,San Diego,75 - 79 years,Yes,558,17,3,urban
2017,San Diego,80 - 84 years,Unknown,30,18,2,urban
2017,San Diego,80 - 84 years,No,1856,18,1,urban
2017,San Diego,80 - 84 years,Yes,802,18,3,urban
2017,San Diego,85 - 89 years,Yes,1063,19,3,urban
2017,San Diego,85 - 89 years,No,2293,19,1,urban
2017,San Diego,85 - 89 years,Unknown,22,19,2,urban
2017,San Diego,90 - 94 years,No,2139,20,1,urban
2017,San Diego,90 - 94 years,Unknown,19,20,2,urban
2017,San Diego,90 - 94 years,Yes,937,20,3,urban
2017,San Diego,95 - 99 years,No,1064,21,1,urban
2017,San Diego,95 - 99 years,Unknown,6,21,2,urban
2017,San Diego,95 - 99 years,Yes,395,21,3,urban
2017,San Diego,100 years and over,Unknown,0,22,2,urban
2017,San Diego,100 years and over,No,242,22,1,urban
2017,San Diego,100 years and over,Yes,41,22,3,urban
2017,San Francisco,Less than 1 year,No,22,1,1,urban
2017,San Francisco,Less than 1 year,Unknown,0,1,2,urban
2017,San Francisco,Less than 1 year,Yes,0,1,3,urban
2017,San Francisco,1 - 4 years,No,6,2,1,urban
2017,San Francisco,1 - 4 years,Unknown,0,2,2,urban
2017,San Francisco,1 - 4 years,Yes,0,2,3,urban
2017,San Francisco,5 - 9 years,No,6,3,1,urban
2017,San Francisco,5 - 9 years,Unknown,0,3,2,urban
2017,San Francisco,5 - 9 years,Yes,0,3,3,urban
2017,San Francisco,10 - 14 years,Unknown,0,4,2,urban
2017,San Francisco,10 - 14 years,No,6,4,1,urban
2017,San Francisco,10 - 14 years,Yes,0,4,3,urban
2017,San Francisco,15 - 19 years,No,6,5,1,urban
2017,San Francisco,15 - 19 years,Unknown,0,5,2,urban
2017,San Francisco,15 - 19 years,Yes,0,5,3,urban
2017,San Francisco,20 - 24 years,No,19,6,1,urban
2017,San Francisco,20 - 24 years,Unknown,0,6,2,urban
2017,San Francisco,20 - 24 years,Yes,0,6,3,urban
2017,San Francisco,25 - 29 years,No,34,7,1,urban
2017,San Francisco,25 - 29 years,Unknown,6,7,2,urban
2017,San Francisco,25 - 29 years,Yes,0,7,3,urban
2017,San Francisco,30 - 34 years,Unknown,6,8,2,urban
2017,San Francisco,30 - 34 years,No,52,8,1,urban
2017,San Francisco,30 - 34 years,Yes,0,8,3,urban
2017,San Francisco,35 - 39 years,Yes,6,9,3,urban
2017,San Francisco,35 - 39 years,No,59,9,1,urban
2017,San Francisco,35 - 39 years,Unknown,6,9,2,urban
2017,San Francisco,40 - 44 years,No,81,10,1,urban
2017,San Francisco,40 - 44 years,Unknown,6,10,2,urban
2017,San Francisco,40 - 44 years,Yes,0,10,3,urban
2017,San Francisco,45 - 49 years,No,131,11,1,urban
2017,San Francisco,45 - 49 years,Unknown,13,11,2,urban
2017,San Francisco,45 - 49 years,Yes,6,11,3,urban
2017,San Francisco,50 - 54 years,No,170,12,1,urban
2017,San Francisco,50 - 54 years,Unknown,18,12,2,urban
2017,San Francisco,50 - 54 years,Yes,6,12,3,urban
2017,San Francisco,55 - 59 years,No,239,13,1,urban
2017,San Francisco,55 - 59 years,Yes,22,13,3,urban
2017,San Francisco,55 - 59 years,Unknown,45,13,2,urban
2017,San Francisco,60 - 64 years,Yes,29,14,3,urban
2017,San Francisco,60 - 64 years,No,291,14,1,urban
2017,San Francisco,60 - 64 years,Unknown,46,14,2,urban
2017,San Francisco,65 - 69 years,Yes,60,15,3,urban
2017,San Francisco,65 - 69 years,Unknown,39,15,2,urban
2017,San Francisco,65 - 69 years,No,402,15,1,urban
2017,San Francisco,70 - 74 years,Unknown,35,16,2,urban
2017,San Francisco,70 - 74 years,No,373,16,1,urban
2017,San Francisco,70 - 74 years,Yes,80,16,3,urban
2017,San Francisco,75 - 79 years,No,470,17,1,urban
2017,San Francisco,75 - 79 years,Unknown,28,17,2,urban
2017,San Francisco,75 - 79 years,Yes,81,17,3,urban
2017,San Francisco,80 - 84 years,Yes,129,18,3,urban
2017,San Francisco,80 - 84 years,No,512,18,1,urban
2017,San Francisco,80 - 84 years,Unknown,16,18,2,urban
2017,San Francisco,85 - 89 years,No,685,19,1,urban
2017,San Francisco,85 - 89 years,Yes,146,19,3,urban
2017,San Francisco,85 - 89 years,Unknown,14,19,2,urban
2017,San Francisco,90 - 94 years,No,736,20,1,urban
2017,San Francisco,90 - 94 years,Yes,147,20,3,urban
2017,San Francisco,90 - 94 years,Unknown,6,20,2,urban
2017,San Francisco,95 - 99 years,Yes,80,21,3,urban
2017,San Francisco,95 - 99 years,Unknown,6,21,2,urban
2017,San Francisco,95 - 99 years,No,405,21,1,urban
2017,San Francisco,100 years and over,Unknown,6,22,2,urban
2017,San Francisco,100 years and over,No,104,22,1,urban
2017,San Francisco,100 years and over,Yes,6,22,3,urban
2017,San Joaquin,Less than 1 year,Yes,0,1,3,urban
2017,San Joaquin,Less than 1 year,Unknown,0,1,2,urban
2017,San Joaquin,Less than 1 year,No,53,1,1,urban
2017,San Joaquin,1 - 4 years,Yes,0,2,3,urban
2017,San Joaquin,1 - 4 years,No,19,2,1,urban
2017,San Joaquin,1 - 4 years,Unknown,0,2,2,urban
2017,San Joaquin,5 - 9 years,Yes,0,3,3,urban
2017,San Joaquin,5 - 9 years,Unknown,0,3,2,urban
2017,San Joaquin,5 - 9 years,No,6,3,1,urban
2017,San Joaquin,10 - 14 years,Yes,0,4,3,urban
2017,San Joaquin,10 - 14 years,No,6,4,1,urban
2017,San Joaquin,10 - 14 years,Unknown,0,4,2,urban
2017,San Joaquin,15 - 19 years,No,34,5,1,urban
2017,San Joaquin,15 - 19 years,Unknown,0,5,2,urban
2017,San Joaquin,15 - 19 years,Yes,6,5,3,urban
2017,San Joaquin,20 - 24 years,No,49,6,1,urban
2017,San Joaquin,20 - 24 years,Yes,6,6,3,urban
2017,San Joaquin,20 - 24 years,Unknown,0,6,2,urban
2017,San Joaquin,25 - 29 years,No,48,7,1,urban
2017,San Joaquin,25 - 29 years,Unknown,6,7,2,urban
2017,San Joaquin,25 - 29 years,Yes,6,7,3,urban
2017,San Joaquin,30 - 34 years,No,55,8,1,urban
2017,San Joaquin,30 - 34 years,Unknown,6,8,2,urban
2017,San Joaquin,30 - 34 years,Yes,0,8,3,urban
2017,San Joaquin,35 - 39 years,Unknown,6,9,2,urban
2017,San Joaquin,35 - 39 years,Yes,6,9,3,urban
2017,San Joaquin,35 - 39 years,No,81,9,1,urban
2017,San Joaquin,40 - 44 years,No,89,10,1,urban
2017,San Joaquin,40 - 44 years,Unknown,6,10,2,urban
2017,San Joaquin,40 - 44 years,Yes,6,10,3,urban
2017,San Joaquin,45 - 49 years,No,163,11,1,urban
2017,San Joaquin,45 - 49 years,Unknown,6,11,2,urban
2017,San Joaquin,45 - 49 years,Yes,6,11,3,urban
2017,San Joaquin,50 - 54 years,No,227,12,1,urban
2017,San Joaquin,50 - 54 years,Unknown,6,12,2,urban
2017,San Joaquin,50 - 54 years,Yes,17,12,3,urban
2017,San Joaquin,55 - 59 years,Unknown,12,13,2,urban
2017,San Joaquin,55 - 59 years,Yes,36,13,3,urban
2017,San Joaquin,55 - 59 years,No,329,13,1,urban
2017,San Joaquin,60 - 64 years,No,386,14,1,urban
2017,San Joaquin,60 - 64 years,Yes,55,14,3,urban
2017,San Joaquin,60 - 64 years,Unknown,6,14,2,urban
2017,San Joaquin,65 - 69 years,No,392,15,1,urban
2017,San Joaquin,65 - 69 years,Unknown,22,15,2,urban
2017,San Joaquin,65 - 69 years,Yes,107,15,3,urban
2017,San Joaquin,70 - 74 years,No,443,16,1,urban
2017,San Joaquin,70 - 74 years,Unknown,16,16,2,urban
2017,San Joaquin,70 - 74 years,Yes,122,16,3,urban
2017,San Joaquin,75 - 79 years,Unknown,6,17,2,urban
2017,San Joaquin,75 - 79 years,Yes,129,17,3,urban
2017,San Joaquin,75 - 79 years,No,440,17,1,urban
2017,San Joaquin,80 - 84 years,No,461,18,1,urban
2017,San Joaquin,80 - 84 years,Yes,166,18,3,urban
2017,San Joaquin,80 - 84 years,Unknown,6,18,2,urban
2017,San Joaquin,85 - 89 years,No,441,19,1,urban
2017,San Joaquin,85 - 89 years,Unknown,6,19,2,urban
2017,San Joaquin,85 - 89 years,Yes,185,19,3,urban
2017,San Joaquin,90 - 94 years,No,424,20,1,urban
2017,San Joaquin,90 - 94 years,Unknown,0,20,2,urban
2017,San Joaquin,90 - 94 years,Yes,176,20,3,urban
2017,San Joaquin,95 - 99 years,Unknown,6,21,2,urban
2017,San Joaquin,95 - 99 years,Yes,47,21,3,urban
2017,San Joaquin,95 - 99 years,No,174,21,1,urban
2017,San Joaquin,100 years and over,No,57,22,1,urban
2017,San Joaquin,100 years and over,Yes,6,22,3,urban
2017,San Joaquin,100 years and over,Unknown,0,22,2,urban
2017,San Luis Obispo,Less than 1 year,No,11,1,1,suburban
2017,San Luis Obispo,Less than 1 year,Unknown,0,1,2,suburban
2017,San Luis Obispo,Less than 1 year,Yes,0,1,3,suburban
2017,San Luis Obispo,1 - 4 years,No,6,2,1,suburban
2017,San Luis Obispo,1 - 4 years,Unknown,0,2,2,suburban
2017,San Luis Obispo,1 - 4 years,Yes,0,2,3,suburban
2017,San Luis Obispo,5 - 9 years,No,0,3,1,suburban
2017,San Luis Obispo,5 - 9 years,Unknown,0,3,2,suburban
2017,San Luis Obispo,5 - 9 years,Yes,0,3,3,suburban
2017,San Luis Obispo,10 - 14 years,No,6,4,1,suburban
2017,San Luis Obispo,10 - 14 years,Unknown,0,4,2,suburban
2017,San Luis Obispo,10 - 14 years,Yes,0,4,3,suburban
2017,San Luis Obispo,15 - 19 years,Yes,0,5,3,suburban
2017,San Luis Obispo,15 - 19 years,No,6,5,1,suburban
2017,San Luis Obispo,15 - 19 years,Unknown,0,5,2,suburban
2017,San Luis Obispo,20 - 24 years,No,6,6,1,suburban
2017,San Luis Obispo,20 - 24 years,Unknown,0,6,2,suburban
2017,San Luis Obispo,20 - 24 years,Yes,6,6,3,suburban
2017,San Luis Obispo,25 - 29 years,No,27,7,1,suburban
2017,San Luis Obispo,25 - 29 years,Unknown,0,7,2,suburban
2017,San Luis Obispo,25 - 29 years,Yes,6,7,3,suburban
2017,San Luis Obispo,30 - 34 years,Unknown,0,8,2,suburban
2017,San Luis Obispo,30 - 34 years,No,23,8,1,suburban
2017,San Luis Obispo,30 - 34 years,Yes,6,8,3,suburban
2017,San Luis Obispo,35 - 39 years,No,26,9,1,suburban
2017,San Luis Obispo,35 - 39 years,Unknown,0,9,2,suburban
2017,San Luis Obispo,35 - 39 years,Yes,0,9,3,suburban
2017,San Luis Obispo,40 - 44 years,No,15,10,1,suburban
2017,San Luis Obispo,40 - 44 years,Unknown,0,10,2,suburban
2017,San Luis Obispo,40 - 44 years,Yes,6,10,3,suburban
2017,San Luis Obispo,45 - 49 years,No,32,11,1,suburban
2017,San Luis Obispo,45 - 49 years,Unknown,0,11,2,suburban
2017,San Luis Obispo,45 - 49 years,Yes,6,11,3,suburban
2017,San Luis Obispo,50 - 54 years,Unknown,6,12,2,suburban
2017,San Luis Obispo,50 - 54 years,No,51,12,1,suburban
2017,San Luis Obispo,50 - 54 years,Yes,6,12,3,suburban
2017,San Luis Obispo,55 - 59 years,No,106,13,1,suburban
2017,San Luis Obispo,55 - 59 years,Unknown,6,13,2,suburban
2017,San Luis Obispo,55 - 59 years,Yes,17,13,3,suburban
2017,San Luis Obispo,60 - 64 years,No,154,14,1,suburban
2017,San Luis Obispo,60 - 64 years,Unknown,6,14,2,suburban
2017,San Luis Obispo,60 - 64 years,Yes,34,14,3,suburban
2017,San Luis Obispo,65 - 69 years,No,155,15,1,suburban
2017,San Luis Obispo,65 - 69 years,Unknown,0,15,2,suburban
2017,San Luis Obispo,65 - 69 years,Yes,43,15,3,suburban
2017,San Luis Obispo,70 - 74 years,No,138,16,1,suburban
2017,San Luis Obispo,70 - 74 years,Yes,54,16,3,suburban
2017,San Luis Obispo,70 - 74 years,Unknown,6,16,2,suburban
2017,San Luis Obispo,75 - 79 years,No,169,17,1,suburban
2017,San Luis Obispo,75 - 79 years,Unknown,0,17,2,suburban
2017,San Luis Obispo,75 - 79 years,Yes,74,17,3,suburban
2017,San Luis Obispo,80 - 84 years,No,211,18,1,suburban
2017,San Luis Obispo,80 - 84 years,Unknown,6,18,2,suburban
2017,San Luis Obispo,80 - 84 years,Yes,134,18,3,suburban
2017,San Luis Obispo,85 - 89 years,Unknown,6,19,2,suburban
2017,San Luis Obispo,85 - 89 years,Yes,146,19,3,suburban
2017,San Luis Obispo,85 - 89 years,No,246,19,1,suburban
2017,San Luis Obispo,90 - 94 years,No,282,20,1,suburban
2017,San Luis Obispo,90 - 94 years,Yes,144,20,3,suburban
2017,San Luis Obispo,90 - 94 years,Unknown,6,20,2,suburban
2017,San Luis Obispo,95 - 99 years,No,115,21,1,suburban
2017,San Luis Obispo,95 - 99 years,Unknown,0,21,2,suburban
2017,San Luis Obispo,95 - 99 years,Yes,49,21,3,suburban
2017,San Luis Obispo,100 years and over,No,31,22,1,suburban
2017,San Luis Obispo,100 years and over,Unknown,0,22,2,suburban
2017,San Luis Obispo,100 years and over,Yes,6,22,3,suburban
2017,San Mateo,Less than 1 year,No,28,1,1,urban
2017,San Mateo,Less than 1 year,Unknown,0,1,2,urban
2017,San Mateo,Less than 1 year,Yes,0,1,3,urban
2017,San Mateo,1 - 4 years,Unknown,0,2,2,urban
2017,San Mateo,1 - 4 years,No,6,2,1,urban
2017,San Mateo,1 - 4 years,Yes,0,2,3,urban
2017,San Mateo,5 - 9 years,Yes,0,3,3,urban
2017,San Mateo,5 - 9 years,No,6,3,1,urban
2017,San Mateo,5 - 9 years,Unknown,0,3,2,urban
2017,San Mateo,10 - 14 years,No,6,4,1,urban
2017,San Mateo,10 - 14 years,Unknown,0,4,2,urban
2017,San Mateo,10 - 14 years,Yes,0,4,3,urban
2017,San Mateo,15 - 19 years,Unknown,0,5,2,urban
2017,San Mateo,15 - 19 years,Yes,0,5,3,urban
2017,San Mateo,15 - 19 years,No,11,5,1,urban
2017,San Mateo,20 - 24 years,No,22,6,1,urban
2017,San Mateo,20 - 24 years,Yes,6,6,3,urban
2017,San Mateo,20 - 24 years,Unknown,0,6,2,urban
2017,San Mateo,25 - 29 years,No,23,7,1,urban
2017,San Mateo,25 - 29 years,Unknown,0,7,2,urban
2017,San Mateo,25 - 29 years,Yes,0,7,3,urban
2017,San Mateo,30 - 34 years,No,22,8,1,urban
2017,San Mateo,30 - 34 years,Unknown,0,8,2,urban
2017,San Mateo,30 - 34 years,Yes,0,8,3,urban
2017,San Mateo,35 - 39 years,No,35,9,1,urban
2017,San Mateo,35 - 39 years,Unknown,0,9,2,urban
2017,San Mateo,35 - 39 years,Yes,6,9,3,urban
2017,San Mateo,40 - 44 years,No,37,10,1,urban
2017,San Mateo,40 - 44 years,Unknown,0,10,2,urban
2017,San Mateo,40 - 44 years,Yes,0,10,3,urban
2017,San Mateo,45 - 49 years,Yes,6,11,3,urban
2017,San Mateo,45 - 49 years,No,78,11,1,urban
2017,San Mateo,45 - 49 years,Unknown,6,11,2,urban
2017,San Mateo,50 - 54 years,No,114,12,1,urban
2017,San Mateo,50 - 54 years,Unknown,6,12,2,urban
2017,San Mateo,50 - 54 years,Yes,6,12,3,urban
2017,San Mateo,55 - 59 years,Yes,6,13,3,urban
