Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2019,Siskiyou,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Siskiyou,20 - 24 years,6,0,0,10,0,10,0,0,6,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2019,Siskiyou,25 - 29 years,7,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Siskiyou,30 - 34 years,8,0,0,10,10,10,0,0,0,0,0,0,0,6,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Siskiyou,35 - 39 years,9,0,0,10,10,10,0,0,6,0,0,0,0,0,6,0,6,0,6,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Siskiyou,40 - 44 years,10,0,0,10,10,10,10,6,0,0,6,6,0,0,6,6,6,0,6,6,6,0,6,6,6,6,6,0,rural,0,1,0
2019,Siskiyou,45 - 49 years,11,10,0,10,10,10,0,0,0,6,6,0,0,0,6,0,12,0,6,6,6,0,0,6,11,12,0,0,rural,0,1,0
2019,Siskiyou,50 - 54 years,12,10,0,10,10,10,10,6,0,6,0,6,0,0,6,6,11,0,6,6,6,0,6,6,6,11,0,6,rural,0,1,0
2019,Siskiyou,55 - 59 years,13,10,0,17,10,10,10,0,6,6,6,0,6,0,28,6,31,6,6,14,6,6,6,17,18,27,6,6,rural,0,1,0
2019,Siskiyou,60 - 64 years,14,10,10,24,10,20,10,0,0,6,6,6,0,0,50,6,56,6,16,28,6,6,6,26,32,47,6,6,rural,0,1,0
2019,Siskiyou,65 - 69 years,15,10,10,27,10,17,10,6,0,6,6,6,6,0,47,6,55,6,18,21,6,6,6,22,37,37,6,20,rural,0,1,0
2019,Siskiyou,70 - 74 years,16,10,10,29,10,22,10,6,0,6,6,6,0,0,61,6,63,6,25,22,6,6,14,25,42,44,6,20,rural,0,1,0
2019,Siskiyou,75 - 79 years,17,13,10,24,10,24,10,0,6,6,6,6,0,0,65,6,73,6,20,35,6,0,18,20,55,43,0,32,rural,0,1,0
2019,Siskiyou,80 - 84 years,18,10,10,30,14,19,10,0,6,6,0,6,6,0,68,6,71,0,17,38,6,0,21,39,39,62,6,15,rural,0,1,0
2019,Siskiyou,85 - 89 years,19,10,10,35,10,17,10,6,6,6,6,0,0,0,63,6,68,0,15,26,0,0,29,31,39,38,6,31,rural,0,1,0
2019,Siskiyou,90 - 94 years,20,10,10,27,10,14,10,0,0,6,6,6,0,0,57,6,58,0,6,6,6,0,42,41,22,44,0,19,rural,0,1,0
2019,Siskiyou,95 - 99 years,21,10,0,11,10,10,10,0,0,0,0,0,0,0,24,6,22,0,6,6,6,0,19,16,6,18,0,6,rural,0,1,0
2019,Siskiyou,100 years and over,22,0,10,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Solano,Less than 1 year,1,0,0,0,18,0,0,6,6,6,6,0,0,0,6,0,18,0,0,0,18,0,0,6,11,18,0,0,suburban,0,0,1
2019,Solano,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,Solano,5 - 9 years,3,0,0,0,10,0,0,0,6,6,6,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Solano,10 - 14 years,4,0,0,0,10,0,0,6,6,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Solano,15 - 19 years,5,0,0,10,10,10,0,0,6,6,6,0,0,0,6,0,14,0,0,0,14,0,0,6,6,14,0,0,suburban,0,0,1
2019,Solano,20 - 24 years,6,0,0,12,10,10,0,0,6,6,6,0,0,0,6,6,19,0,0,6,20,0,0,6,14,19,0,6,suburban,0,0,1
2019,Solano,25 - 29 years,7,10,0,16,10,14,0,0,12,6,6,0,0,0,11,6,34,0,0,6,34,0,0,6,28,33,0,6,suburban,0,0,1
2019,Solano,30 - 34 years,8,10,10,21,10,13,0,6,11,6,6,0,0,0,19,6,38,0,6,6,30,0,6,12,29,40,0,6,suburban,0,0,1
2019,Solano,35 - 39 years,9,10,10,26,10,11,0,6,14,13,6,0,0,6,20,6,45,0,11,18,26,0,0,19,36,50,0,6,suburban,0,0,1
2019,Solano,40 - 44 years,10,10,10,20,10,17,10,6,11,6,6,6,0,6,21,6,41,6,6,14,28,6,6,19,31,43,6,6,suburban,0,0,1
2019,Solano,45 - 49 years,11,10,0,34,10,25,10,6,16,18,6,0,0,6,31,12,67,0,21,32,25,0,6,39,40,70,6,6,suburban,0,0,1
2019,Solano,50 - 54 years,12,10,10,62,19,31,10,17,28,17,6,6,6,6,60,25,102,0,36,45,43,6,6,41,86,112,6,13,suburban,0,0,1
2019,Solano,55 - 59 years,13,17,10,99,18,53,10,18,53,28,6,6,6,6,93,35,165,6,50,86,56,6,6,74,128,176,6,23,suburban,0,0,1
2019,Solano,60 - 64 years,14,35,16,100,31,91,10,24,56,35,6,6,0,6,155,56,219,6,68,124,55,6,24,104,174,229,6,46,suburban,0,0,1
2019,Solano,65 - 69 years,15,36,22,112,27,109,11,36,65,32,6,6,0,6,173,58,253,6,89,143,36,6,41,125,192,239,6,72,suburban,0,0,1
2019,Solano,70 - 74 years,16,57,22,122,34,115,10,29,57,28,6,6,6,6,226,64,289,6,91,172,29,6,60,144,213,245,6,109,suburban,0,0,1
2019,Solano,75 - 79 years,17,55,23,154,48,102,10,55,61,33,6,6,6,6,230,88,296,6,72,203,20,6,91,187,202,278,6,106,suburban,0,0,1
2019,Solano,80 - 84 years,18,64,33,176,59,110,10,52,72,37,6,6,6,6,278,102,348,6,74,194,18,6,163,229,222,317,6,129,suburban,0,0,1
2019,Solano,85 - 89 years,19,66,33,173,62,118,10,61,42,38,6,6,6,6,308,120,337,6,61,150,6,6,237,245,214,292,6,165,suburban,0,0,1
2019,Solano,90 - 94 years,20,38,23,143,55,71,10,58,28,34,6,6,6,6,207,88,245,6,23,78,14,0,220,225,110,250,6,84,suburban,0,0,1
2019,Solano,95 - 99 years,21,10,10,74,30,44,10,16,13,13,6,0,0,6,122,36,132,0,12,24,6,0,130,119,49,128,0,40,suburban,0,0,1
2019,Solano,100 years and over,22,10,10,17,10,10,0,6,6,6,0,0,0,0,25,6,35,0,6,6,0,0,31,32,6,35,0,6,suburban,0,0,1
2019,Sonoma,Less than 1 year,1,0,0,0,15,0,0,0,6,6,6,0,0,0,6,0,15,0,0,0,15,0,0,6,6,15,0,0,suburban,0,0,1
2019,Sonoma,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Sonoma,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2019,Sonoma,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2019,Sonoma,15 - 19 years,5,0,0,10,10,10,0,0,6,6,6,0,0,0,6,0,11,0,0,0,11,0,0,6,6,11,0,0,suburban,0,0,1
2019,Sonoma,20 - 24 years,6,10,0,10,10,10,0,6,0,6,0,0,0,0,14,6,17,0,0,6,21,0,0,6,17,23,0,0,suburban,0,0,1
2019,Sonoma,25 - 29 years,7,10,10,15,10,10,0,6,6,6,6,0,6,0,19,6,27,0,0,6,29,0,0,6,21,31,0,0,suburban,0,0,1
2019,Sonoma,30 - 34 years,8,10,10,10,10,10,10,6,6,6,6,6,6,0,27,0,34,6,6,6,28,6,0,6,31,33,6,6,suburban,0,0,1
2019,Sonoma,35 - 39 years,9,10,10,20,10,10,10,0,0,6,6,6,0,0,25,6,35,0,6,6,23,0,0,16,23,38,6,0,suburban,0,0,1
2019,Sonoma,40 - 44 years,10,10,10,10,11,10,10,0,0,6,0,0,6,6,23,6,28,6,6,6,16,6,0,13,22,33,6,0,suburban,0,0,1
2019,Sonoma,45 - 49 years,11,10,10,20,12,19,10,6,6,19,0,0,6,0,40,17,46,6,12,25,26,6,0,27,37,61,6,6,suburban,0,0,1
2019,Sonoma,50 - 54 years,12,13,10,46,23,24,10,6,6,23,6,6,6,6,77,21,93,6,34,32,43,6,6,42,73,111,6,6,suburban,0,0,1
2019,Sonoma,55 - 59 years,13,28,10,67,27,38,10,6,6,23,6,6,6,6,132,18,151,6,59,59,43,6,6,78,96,160,6,6,suburban,0,0,1
2019,Sonoma,60 - 64 years,14,28,15,113,27,68,13,6,6,26,6,6,6,0,215,20,233,11,85,99,53,13,14,95,169,222,6,35,suburban,0,0,1
2019,Sonoma,65 - 69 years,15,58,49,100,23,125,12,6,6,29,6,6,6,6,311,34,323,6,111,164,54,6,31,154,213,316,6,43,suburban,0,0,1
2019,Sonoma,70 - 74 years,16,91,52,107,28,131,10,6,6,26,6,6,6,0,364,33,375,6,120,190,47,6,55,166,248,300,6,110,suburban,0,0,1
2019,Sonoma,75 - 79 years,17,90,66,131,37,125,10,13,6,34,6,6,6,0,391,56,398,6,104,224,40,6,86,199,260,342,6,113,suburban,0,0,1
2019,Sonoma,80 - 84 years,18,89,71,173,42,123,10,6,6,26,6,6,6,6,456,74,425,6,126,195,28,6,151,260,245,353,6,146,suburban,0,0,1
2019,Sonoma,85 - 89 years,19,78,85,174,60,120,10,15,6,36,6,6,6,6,459,82,438,6,95,160,18,6,249,301,222,353,6,169,suburban,0,0,1
2019,Sonoma,90 - 94 years,20,123,71,212,76,134,10,17,6,33,6,6,6,6,560,115,505,6,66,129,23,6,404,383,240,438,6,182,suburban,0,0,1
2019,Sonoma,95 - 99 years,21,52,36,127,49,74,10,6,6,16,0,6,6,0,313,54,284,6,31,52,6,0,249,230,109,240,0,99,suburban,0,0,1
2019,Sonoma,100 years and over,22,10,10,26,13,17,10,6,0,6,0,0,0,0,67,6,62,0,6,6,6,0,62,62,6,64,0,6,suburban,0,0,1
2019,Stanislaus,Less than 1 year,1,0,0,0,37,0,0,6,6,19,6,6,0,0,12,0,37,0,0,0,37,0,0,14,23,37,0,0,suburban,0,0,1
2019,Stanislaus,1 - 4 years,2,0,0,0,10,0,0,6,0,6,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Stanislaus,5 - 9 years,3,0,0,0,10,0,0,0,0,6,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Stanislaus,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Stanislaus,15 - 19 years,5,0,0,10,10,10,0,0,6,6,6,0,0,0,6,0,16,0,0,0,16,0,0,6,12,16,0,0,suburban,0,0,1
2019,Stanislaus,20 - 24 years,6,0,10,26,10,10,0,6,6,19,6,0,0,0,14,6,41,0,0,0,45,0,0,15,30,44,0,6,suburban,0,0,1
2019,Stanislaus,25 - 29 years,7,10,0,20,10,13,0,6,6,18,6,0,0,6,20,6,42,0,6,6,35,0,0,6,40,45,0,0,suburban,0,0,1
2019,Stanislaus,30 - 34 years,8,10,10,26,10,11,0,6,6,18,6,0,6,6,22,6,45,0,6,6,33,0,6,16,31,43,0,6,suburban,0,0,1
2019,Stanislaus,35 - 39 years,9,10,10,29,10,10,10,6,6,20,0,0,0,6,21,6,38,0,6,15,21,6,6,14,31,43,6,6,suburban,0,0,1
2019,Stanislaus,40 - 44 years,10,10,10,42,16,17,10,6,6,36,0,0,0,6,39,17,64,6,18,28,32,6,6,30,53,80,6,6,suburban,0,0,1
2019,Stanislaus,45 - 49 years,11,10,10,64,22,26,10,6,6,45,6,6,0,6,61,28,90,6,30,37,49,6,6,40,80,116,6,6,suburban,0,0,1
2019,Stanislaus,50 - 54 years,12,10,0,72,51,37,10,6,6,58,6,6,6,6,92,42,130,6,56,67,44,6,6,56,121,163,6,6,suburban,0,0,1
2019,Stanislaus,55 - 59 years,13,11,10,125,67,56,17,6,17,65,6,6,6,0,185,50,222,6,85,113,59,6,17,96,185,255,6,19,suburban,0,0,1
2019,Stanislaus,60 - 64 years,14,18,10,165,72,64,16,6,15,67,6,6,0,6,242,55,277,13,100,147,59,11,28,130,215,303,6,34,suburban,0,0,1
2019,Stanislaus,65 - 69 years,15,38,10,170,67,122,13,18,21,68,6,6,0,6,295,62,346,6,123,177,52,6,58,164,254,355,6,58,suburban,0,0,1
2019,Stanislaus,70 - 74 years,16,36,15,162,94,131,12,13,18,95,6,6,0,6,305,83,363,6,104,215,29,6,99,215,235,344,6,103,suburban,0,0,1
2019,Stanislaus,75 - 79 years,17,35,24,169,138,111,10,28,11,81,6,6,6,0,358,104,377,6,91,224,27,6,141,221,264,380,6,101,suburban,0,0,1
2019,Stanislaus,80 - 84 years,18,40,22,200,139,121,11,22,15,83,6,6,0,6,402,117,413,6,86,226,16,6,203,267,266,412,6,119,suburban,0,0,1
2019,Stanislaus,85 - 89 years,19,43,22,207,154,113,10,14,13,80,6,6,6,6,419,109,433,6,56,168,6,6,310,299,246,412,0,133,suburban,0,0,1
2019,Stanislaus,90 - 94 years,20,43,20,157,153,76,10,11,6,63,6,0,0,6,365,75,376,6,29,92,6,6,319,280,172,344,6,107,suburban,0,0,1
2019,Stanislaus,95 - 99 years,21,18,11,93,57,38,10,6,6,21,6,6,0,0,183,39,180,6,12,28,6,0,176,152,68,172,0,48,suburban,0,0,1
2019,Stanislaus,100 years and over,22,10,10,17,15,10,10,6,6,6,0,0,0,0,33,6,33,0,0,6,0,0,42,40,6,40,0,6,suburban,0,0,1
2019,Sutter,Less than 1 year,1,0,0,0,10,0,0,6,0,6,0,0,6,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Sutter,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sutter,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sutter,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Sutter,15 - 19 years,5,0,0,10,10,0,0,6,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Sutter,20 - 24 years,6,0,0,10,10,10,0,6,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Sutter,25 - 29 years,7,10,10,10,0,10,10,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2019,Sutter,30 - 34 years,8,10,0,10,10,10,0,6,0,6,0,0,6,0,6,6,6,0,0,6,6,0,0,6,6,6,0,6,rural,0,1,0
2019,Sutter,35 - 39 years,9,0,0,10,10,10,10,6,0,6,6,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2019,Sutter,40 - 44 years,10,0,10,10,10,10,0,6,6,6,0,0,0,6,6,6,11,6,6,6,6,0,0,6,12,15,0,6,rural,0,1,0
2019,Sutter,45 - 49 years,11,10,0,10,10,10,0,6,0,6,0,0,0,6,12,6,15,0,6,11,6,0,6,6,12,18,0,6,rural,0,1,0
2019,Sutter,50 - 54 years,12,0,10,16,11,10,10,6,6,6,0,0,0,0,23,6,22,6,6,12,6,6,6,13,20,27,6,6,rural,0,1,0
2019,Sutter,55 - 59 years,13,10,10,21,10,13,0,6,6,6,6,0,0,0,38,6,40,0,6,25,6,0,6,14,32,39,0,6,rural,0,1,0
2019,Sutter,60 - 64 years,14,10,10,27,10,10,10,6,6,6,0,0,0,0,37,6,41,6,14,22,6,0,6,14,36,44,0,6,rural,0,1,0
2019,Sutter,65 - 69 years,15,10,10,35,11,13,0,6,6,6,0,0,6,6,46,14,55,6,22,36,6,0,6,31,39,57,6,12,rural,0,1,0
2019,Sutter,70 - 74 years,16,10,10,33,10,21,10,6,0,6,0,0,0,0,55,16,52,6,16,32,6,6,16,31,39,49,0,21,rural,0,1,0
2019,Sutter,75 - 79 years,17,10,10,54,25,25,0,17,0,6,6,0,6,0,87,24,92,6,23,53,6,0,36,55,62,95,0,22,rural,0,1,0
2019,Sutter,80 - 84 years,18,16,10,51,21,24,10,13,6,6,0,0,0,0,91,23,95,0,17,50,6,0,48,60,58,85,0,33,rural,0,1,0
2019,Sutter,85 - 89 years,19,12,12,51,31,26,10,20,6,11,6,6,0,0,101,35,99,6,15,50,6,0,67,74,61,99,0,36,rural,0,1,0
2019,Sutter,90 - 94 years,20,12,10,32,19,16,0,11,6,6,6,0,0,0,64,17,65,0,6,19,0,0,56,48,34,61,0,21,rural,0,1,0
2019,Sutter,95 - 99 years,21,10,10,19,10,13,10,6,0,6,6,0,0,0,39,6,40,0,6,0,0,0,44,39,6,41,0,6,rural,0,1,0
2019,Sutter,100 years and over,22,0,10,10,10,10,0,6,0,0,0,0,0,0,6,6,6,0,6,0,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Tehama,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Tehama,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2019,Tehama,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Tehama,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Tehama,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Tehama,20 - 24 years,6,0,0,10,10,10,0,0,6,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Tehama,25 - 29 years,7,0,0,10,0,10,0,0,0,6,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Tehama,30 - 34 years,8,10,0,10,0,10,0,0,0,6,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Tehama,35 - 39 years,9,10,0,10,10,10,0,0,0,6,0,6,0,0,6,6,12,0,6,6,6,0,6,6,6,13,0,0,rural,0,1,0
2019,Tehama,40 - 44 years,10,10,10,10,10,10,0,6,0,6,6,0,0,0,6,6,6,0,0,6,6,0,6,6,6,6,0,6,rural,0,1,0
2019,Tehama,45 - 49 years,11,10,0,10,10,10,0,0,0,6,0,6,0,0,6,6,11,0,6,6,6,0,0,6,6,12,0,0,rural,0,1,0
2019,Tehama,50 - 54 years,12,10,0,12,10,10,10,0,0,0,6,6,0,0,25,0,26,6,11,6,6,6,0,6,18,24,6,6,rural,0,1,0
2019,Tehama,55 - 59 years,13,10,0,18,14,10,10,0,6,6,0,6,6,0,30,6,34,6,15,16,6,6,6,19,22,33,6,6,rural,0,1,0
2019,Tehama,60 - 64 years,14,10,10,35,11,17,10,0,0,6,0,6,0,0,61,6,62,6,23,24,11,6,6,24,45,57,6,6,rural,0,1,0
2019,Tehama,65 - 69 years,15,10,10,33,10,14,10,0,0,6,6,0,6,0,55,6,56,6,20,17,6,6,16,25,34,48,6,6,rural,0,1,0
2019,Tehama,70 - 74 years,16,10,10,37,16,35,10,6,0,6,6,6,0,0,91,6,93,6,24,47,6,6,22,47,53,67,6,29,rural,0,1,0
2019,Tehama,75 - 79 years,17,10,10,38,12,16,10,6,0,6,6,6,0,0,68,6,69,6,16,36,6,6,19,38,36,56,6,16,rural,0,1,0
2019,Tehama,80 - 84 years,18,10,10,41,17,26,10,0,6,6,6,6,0,0,86,6,96,0,17,38,6,0,42,55,44,77,0,22,rural,0,1,0
2019,Tehama,85 - 89 years,19,10,10,50,14,17,10,6,0,6,0,0,6,0,87,6,84,6,6,31,6,0,48,45,48,55,6,37,rural,0,1,0
2019,Tehama,90 - 94 years,20,10,10,26,10,10,0,0,0,6,6,0,0,0,43,6,45,0,6,6,0,0,34,29,17,27,0,19,rural,0,1,0
2019,Tehama,95 - 99 years,21,10,10,15,10,11,0,0,0,6,0,0,0,0,38,6,39,0,6,6,0,0,30,26,14,27,0,13,rural,0,1,0
2019,Tehama,100 years and over,22,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Trinity,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Trinity,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Trinity,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Trinity,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Trinity,15 - 19 years,5,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,20 - 24 years,6,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,25 - 29 years,7,0,0,10,0,10,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Trinity,30 - 34 years,8,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,35 - 39 years,9,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,40 - 44 years,10,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,45 - 49 years,11,0,10,10,0,0,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Trinity,50 - 54 years,12,0,10,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Trinity,55 - 59 years,13,0,10,10,0,10,10,0,0,6,6,0,0,0,6,0,6,6,6,6,6,6,0,6,6,6,6,6,rural,0,1,0
2019,Trinity,60 - 64 years,14,0,0,10,10,10,10,0,0,0,6,0,0,0,6,6,6,6,6,6,6,0,6,6,6,6,6,0,rural,0,1,0
2019,Trinity,65 - 69 years,15,10,0,17,10,10,10,6,0,0,6,0,0,0,29,6,29,6,6,17,6,0,6,12,19,24,0,6,rural,0,1,0
2019,Trinity,70 - 74 years,16,10,0,10,10,11,10,0,0,6,6,0,0,0,22,0,24,6,6,15,6,6,6,6,17,16,6,6,rural,0,1,0
2019,Trinity,75 - 79 years,17,10,0,10,10,10,0,0,0,0,0,0,0,0,18,0,18,0,6,6,6,0,6,6,6,13,0,6,rural,0,1,0
2019,Trinity,80 - 84 years,18,10,0,10,10,10,0,0,0,6,0,0,0,0,16,6,17,0,6,13,6,0,0,6,6,12,0,6,rural,0,1,0
2019,Trinity,85 - 89 years,19,10,10,13,10,10,0,0,0,6,6,0,0,0,23,0,25,0,6,6,6,0,13,13,12,17,0,6,rural,0,1,0
2019,Trinity,90 - 94 years,20,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Trinity,95 - 99 years,21,0,0,10,0,10,0,0,0,6,6,0,0,0,6,6,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Trinity,100 years and over,22,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,0,6,0,0,rural,0,1,0
2019,Tulare,Less than 1 year,1,0,0,0,26,0,0,0,0,22,0,0,0,0,6,0,26,0,0,0,26,0,0,12,14,26,0,0,suburban,0,0,1
2019,Tulare,1 - 4 years,2,0,0,0,10,0,0,0,0,6,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Tulare,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Tulare,10 - 14 years,4,0,0,0,10,0,0,6,0,6,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Tulare,15 - 19 years,5,0,0,10,11,10,0,0,6,13,0,0,0,0,6,6,16,0,0,6,16,0,0,6,12,17,0,0,suburban,0,0,1
2019,Tulare,20 - 24 years,6,0,0,13,10,14,0,0,6,23,0,6,0,0,6,6,25,0,0,6,31,0,0,6,24,33,0,0,suburban,0,0,1
2019,Tulare,25 - 29 years,7,10,10,12,12,10,10,0,6,25,6,6,0,0,6,6,26,0,0,6,28,0,0,14,18,32,0,0,suburban,0,0,1
2019,Tulare,30 - 34 years,8,10,10,20,11,13,0,0,0,34,6,6,0,0,12,11,37,0,6,6,37,0,0,16,32,47,0,6,suburban,0,0,1
2019,Tulare,35 - 39 years,9,10,10,17,15,10,0,6,6,22,0,6,0,0,17,12,31,6,6,13,23,6,0,17,27,39,0,6,suburban,0,0,1
2019,Tulare,40 - 44 years,10,10,10,18,11,12,10,6,6,29,0,6,0,0,11,11,33,0,6,12,23,0,6,12,32,44,0,0,suburban,0,0,1
2019,Tulare,45 - 49 years,11,10,0,24,21,18,0,6,6,38,0,0,0,0,23,22,45,0,18,26,23,0,0,26,41,64,0,6,suburban,0,0,1
2019,Tulare,50 - 54 years,12,10,10,38,43,19,10,6,6,58,0,6,0,0,39,35,71,6,28,46,30,0,6,37,70,103,0,6,suburban,0,0,1
2019,Tulare,55 - 59 years,13,10,10,75,67,39,10,6,6,74,6,6,6,6,107,49,148,6,56,77,56,6,6,59,140,186,6,11,suburban,0,0,1
2019,Tulare,60 - 64 years,14,12,10,93,87,66,10,6,6,102,6,6,6,0,145,64,201,0,78,120,42,0,25,110,155,236,0,29,suburban,0,0,1
2019,Tulare,65 - 69 years,15,26,10,101,82,81,11,11,6,91,0,6,6,0,194,64,242,6,79,155,27,6,42,121,188,242,6,60,suburban,0,0,1
2019,Tulare,70 - 74 years,16,22,15,88,93,89,10,6,6,100,6,6,0,0,197,62,248,6,75,162,15,6,57,131,180,237,6,72,suburban,0,0,1
2019,Tulare,75 - 79 years,17,19,12,112,132,72,10,18,6,109,6,6,0,6,223,90,264,6,64,172,20,6,98,168,188,305,6,47,suburban,0,0,1
2019,Tulare,80 - 84 years,18,23,16,114,136,81,10,6,6,114,6,6,0,0,246,84,287,6,39,166,6,6,158,188,185,291,6,80,suburban,0,0,1
