Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2017,Kings,95 - 99 years,21,10,10,12,13,10,10,6,6,6,6,0,0,0,26,6,28,0,6,6,6,0,26,28,6,29,0,6,rural,0,1,0
2017,Kings,100 years and over,22,10,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,0,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Lake,Less than 1 year,1,0,0,0,10,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Lake,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Lake,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Lake,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Lake,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Lake,20 - 24 years,6,0,0,10,10,10,0,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Lake,25 - 29 years,7,0,0,10,10,0,0,0,0,6,6,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Lake,30 - 34 years,8,10,0,10,10,10,0,0,6,6,6,0,0,0,6,6,11,0,6,6,6,0,0,6,6,13,0,0,rural,0,1,0
2017,Lake,35 - 39 years,9,10,0,10,10,10,0,0,6,6,6,6,0,0,6,6,12,0,6,6,6,0,0,6,6,13,0,0,rural,0,1,0
2017,Lake,40 - 44 years,10,0,0,10,0,10,0,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,6,6,6,6,0,0,rural,0,1,0
2017,Lake,45 - 49 years,11,10,0,12,10,10,10,0,6,6,6,6,6,0,14,6,23,6,6,6,6,6,6,12,15,20,6,6,rural,0,1,0
2017,Lake,50 - 54 years,12,10,10,14,10,10,0,0,6,6,6,6,0,0,28,6,34,0,12,6,14,0,6,14,23,33,0,6,rural,0,1,0
2017,Lake,55 - 59 years,13,10,0,34,14,12,10,0,6,6,0,6,6,0,58,6,64,0,22,22,18,6,6,24,43,62,6,6,rural,0,1,0
2017,Lake,60 - 64 years,14,10,10,44,13,20,10,0,6,6,6,0,6,0,84,6,89,6,29,41,11,6,6,38,53,73,6,14,rural,0,1,0
2017,Lake,65 - 69 years,15,10,10,44,15,29,10,0,6,6,6,6,0,0,83,6,96,0,29,37,15,6,14,43,56,71,6,26,rural,0,1,0
2017,Lake,70 - 74 years,16,10,10,39,17,39,10,0,6,6,6,6,0,6,98,6,99,0,34,48,6,6,16,37,70,61,6,45,rural,0,1,0
2017,Lake,75 - 79 years,17,10,10,46,10,31,10,0,6,6,6,0,6,0,90,6,93,6,24,44,6,6,29,44,57,62,6,36,rural,0,1,0
2017,Lake,80 - 84 years,18,10,10,41,22,24,10,0,6,6,6,6,0,0,86,6,88,0,23,38,6,0,32,43,54,63,0,34,rural,0,1,0
2017,Lake,85 - 89 years,19,10,10,43,19,16,10,0,6,6,0,0,0,0,86,6,94,0,17,28,6,6,49,56,42,70,6,27,rural,0,1,0
2017,Lake,90 - 94 years,20,10,10,27,17,10,10,6,0,6,0,0,0,0,55,6,51,0,6,6,6,0,43,39,20,40,0,19,rural,0,1,0
2017,Lake,95 - 99 years,21,10,0,10,10,11,10,0,6,6,0,6,0,0,22,6,24,0,6,6,0,0,21,17,6,17,0,6,rural,0,1,0
2017,Lake,100 years and over,22,0,0,10,10,10,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,6,6,0,6,0,0,rural,0,1,0
2017,Lassen,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Lassen,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Lassen,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Lassen,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Lassen,15 - 19 years,5,0,0,10,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Lassen,20 - 24 years,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Lassen,25 - 29 years,7,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Lassen,30 - 34 years,8,10,0,10,0,10,0,0,0,6,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2017,Lassen,35 - 39 years,9,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Lassen,40 - 44 years,10,0,0,10,10,10,0,0,6,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Lassen,45 - 49 years,11,0,0,10,0,10,0,0,0,0,0,0,0,6,6,0,6,0,6,6,6,0,0,6,6,6,6,6,rural,0,1,0
2017,Lassen,50 - 54 years,12,0,0,10,0,10,0,0,0,0,0,0,0,0,6,6,6,0,6,6,6,0,6,6,6,6,0,6,rural,0,1,0
2017,Lassen,55 - 59 years,13,0,10,10,10,10,0,0,0,0,0,0,0,0,14,0,14,0,6,6,6,0,6,6,6,14,0,0,rural,0,1,0
2017,Lassen,60 - 64 years,14,10,10,10,10,10,10,0,0,6,0,6,0,0,17,6,16,6,6,6,6,6,6,6,13,16,6,6,rural,0,1,0
2017,Lassen,65 - 69 years,15,10,0,14,10,10,0,0,0,0,0,6,0,6,21,0,22,6,6,11,6,0,6,6,14,18,0,6,rural,0,1,0
2017,Lassen,70 - 74 years,16,10,10,10,10,10,0,0,6,0,6,0,0,0,31,6,31,6,6,18,0,0,6,15,18,19,6,13,rural,0,1,0
2017,Lassen,75 - 79 years,17,10,10,14,10,10,10,6,0,0,0,0,0,0,29,6,28,6,6,17,0,6,6,12,18,18,0,12,rural,0,1,0
2017,Lassen,80 - 84 years,18,10,0,10,10,10,10,0,0,6,6,0,6,0,22,6,24,0,6,6,0,0,14,6,16,14,0,11,rural,0,1,0
2017,Lassen,85 - 89 years,19,10,0,12,10,10,0,0,0,6,0,0,0,0,29,6,28,0,6,6,0,0,16,13,17,18,0,12,rural,0,1,0
2017,Lassen,90 - 94 years,20,10,10,14,10,10,0,0,0,6,0,0,0,0,24,6,24,0,6,6,0,0,20,19,6,19,0,6,rural,0,1,0
2017,Lassen,95 - 99 years,21,10,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Lassen,100 years and over,22,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Los Angeles,Less than 1 year,1,0,0,0,467,0,10,43,76,281,6,0,6,6,54,0,468,0,0,0,468,0,0,190,278,468,0,0,urban,1,0,0
2017,Los Angeles,1 - 4 years,2,0,0,0,58,0,0,6,6,32,6,0,0,0,14,0,58,0,0,0,58,0,0,20,38,58,0,0,urban,1,0,0
2017,Los Angeles,5 - 9 years,3,0,0,0,49,0,10,6,6,26,0,0,0,0,6,6,42,0,0,0,50,0,0,24,26,50,0,0,urban,1,0,0
2017,Los Angeles,10 - 14 years,4,0,0,0,72,0,0,6,11,44,6,0,0,0,6,6,70,0,0,0,72,0,0,32,40,72,0,0,urban,1,0,0
2017,Los Angeles,15 - 19 years,5,0,0,74,129,29,10,15,38,147,6,6,0,0,30,25,208,0,0,6,232,0,0,58,175,231,6,6,urban,1,0,0
2017,Los Angeles,20 - 24 years,6,20,10,212,133,146,10,35,70,303,11,0,6,6,94,69,445,6,6,17,497,0,0,112,403,504,6,6,urban,1,0,0
2017,Los Angeles,25 - 29 years,7,70,16,254,138,161,10,31,93,348,6,0,6,6,162,108,536,6,6,72,560,6,6,147,501,619,6,22,urban,1,0,0
2017,Los Angeles,30 - 34 years,8,82,19,250,125,161,10,59,103,309,17,0,6,6,152,164,478,6,37,140,462,6,6,200,443,619,6,15,urban,1,0,0
2017,Los Angeles,35 - 39 years,9,98,38,287,196,143,15,66,120,388,6,0,6,6,190,259,511,6,76,212,476,6,6,261,516,739,6,32,urban,1,0,0
2017,Los Angeles,40 - 44 years,10,123,42,309,264,214,25,77,141,495,6,6,6,6,244,380,578,19,129,349,475,17,6,376,601,931,21,25,urban,1,0,0
2017,Los Angeles,45 - 49 years,11,192,87,547,457,303,49,163,258,753,15,6,6,6,431,717,890,28,267,617,700,27,24,586,1049,1561,34,40,urban,1,0,0
2017,Los Angeles,50 - 54 years,12,261,130,821,616,500,95,221,458,940,27,14,6,11,742,949,1417,57,468,927,891,69,68,882,1541,2240,72,111,urban,1,0,0
2017,Los Angeles,55 - 59 years,13,411,192,1255,812,776,168,334,647,1260,29,6,21,20,1293,1370,2148,96,707,1452,1165,100,190,1357,2257,3288,117,209,urban,1,0,0
2017,Los Angeles,60 - 64 years,14,598,314,1487,1008,1067,260,480,882,1491,37,16,24,16,1788,1782,2781,171,1057,2016,1176,173,312,1831,2903,4212,196,326,urban,1,0,0
2017,Los Angeles,65 - 69 years,15,793,439,1553,1098,1138,282,661,914,1473,28,19,33,20,2155,2028,3080,195,1175,2424,955,171,578,2229,3074,4452,193,658,urban,1,0,0
2017,Los Angeles,70 - 74 years,16,817,537,1690,1196,1312,231,631,798,1545,36,15,36,19,2703,2200,3417,166,1293,2678,785,133,894,2470,3313,4676,147,960,urban,1,0,0
2017,Los Angeles,75 - 79 years,17,913,623,1973,1444,1220,213,825,869,1710,23,6,31,25,2894,2651,3605,130,1185,2901,618,94,1588,2917,3469,5270,127,989,urban,1,0,0
2017,Los Angeles,80 - 84 years,18,1065,722,2493,1823,1410,217,1120,945,1854,33,16,31,18,3713,3231,4376,123,1159,3064,520,77,2910,3988,3742,6163,115,1452,urban,1,0,0
2017,Los Angeles,85 - 89 years,19,1258,823,2861,2186,1590,219,1346,778,2037,28,6,36,15,4687,3516,5300,121,1010,2932,550,78,4367,4834,4103,6910,98,1929,urban,1,0,0
2017,Los Angeles,90 - 94 years,20,1070,671,2819,1972,1296,153,1201,575,1544,24,11,30,6,4588,2975,4937,69,678,1720,390,43,5150,4960,3021,6147,70,1764,urban,1,0,0
2017,Los Angeles,95 - 99 years,21,481,271,1410,942,682,59,625,306,655,12,6,6,6,2236,1372,2448,25,252,525,180,11,2877,2562,1283,3059,16,770,urban,1,0,0
2017,Los Angeles,100 years and over,22,108,52,317,262,156,18,154,100,150,6,6,6,0,503,344,564,6,44,57,36,6,773,697,216,810,6,94,urban,1,0,0
2017,Madera,Less than 1 year,1,0,0,0,10,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Madera,1 - 4 years,2,0,0,0,10,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Madera,5 - 9 years,3,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Madera,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Madera,15 - 19 years,5,0,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,0,0,11,0,0,6,6,11,0,0,rural,0,1,0
2017,Madera,20 - 24 years,6,0,0,10,10,10,0,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Madera,25 - 29 years,7,0,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2017,Madera,30 - 34 years,8,0,0,10,10,10,10,0,6,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,11,12,0,0,rural,0,1,0
2017,Madera,35 - 39 years,9,10,0,10,10,10,0,0,6,6,0,0,0,0,6,6,14,0,6,6,6,0,0,6,6,17,0,0,rural,0,1,0
2017,Madera,40 - 44 years,10,10,10,10,10,10,0,0,0,14,0,6,0,0,6,6,19,0,6,11,11,0,0,6,16,25,0,0,rural,0,1,0
2017,Madera,45 - 49 years,11,10,0,10,11,10,10,0,0,12,0,0,0,0,12,6,16,0,6,12,6,0,0,6,16,21,6,6,rural,0,1,0
2017,Madera,50 - 54 years,12,10,10,19,16,10,0,0,6,22,0,6,0,0,21,6,37,0,12,17,15,0,6,18,29,45,0,6,rural,0,1,0
2017,Madera,55 - 59 years,13,10,10,21,21,18,10,0,6,24,0,6,0,0,44,6,62,6,21,32,11,0,6,31,39,66,6,6,rural,0,1,0
2017,Madera,60 - 64 years,14,10,10,43,14,19,0,0,6,26,0,6,0,0,56,13,74,0,26,38,6,0,15,26,61,74,0,13,rural,0,1,0
2017,Madera,65 - 69 years,15,10,10,33,23,32,10,6,6,23,6,6,0,0,65,15,82,6,16,52,13,6,17,37,62,74,6,24,rural,0,1,0
2017,Madera,70 - 74 years,16,14,10,43,25,39,10,0,6,23,0,6,0,0,96,16,107,6,27,67,11,6,19,57,68,87,6,36,rural,0,1,0
2017,Madera,75 - 79 years,17,10,10,55,44,26,10,0,6,38,0,6,0,0,92,25,113,6,22,75,6,0,35,68,71,110,6,27,rural,0,1,0
2017,Madera,80 - 84 years,18,12,10,55,43,35,0,6,6,26,0,0,0,6,117,15,138,0,28,69,6,0,50,71,82,105,0,48,rural,0,1,0
2017,Madera,85 - 89 years,19,10,10,59,32,16,10,6,6,29,0,0,0,0,86,17,102,6,6,43,6,0,65,62,58,88,0,32,rural,0,1,0
2017,Madera,90 - 94 years,20,11,10,47,32,12,10,6,6,16,6,0,0,0,84,15,91,6,6,23,6,0,78,63,45,73,0,35,rural,0,1,0
2017,Madera,95 - 99 years,21,10,0,19,23,10,0,6,6,6,0,6,0,0,43,6,45,0,0,6,6,0,47,37,16,43,0,6,rural,0,1,0
2017,Madera,100 years and over,22,10,0,10,10,10,0,6,0,6,0,0,0,0,6,6,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Marin,Less than 1 year,1,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2017,Marin,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2017,Marin,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2017,Marin,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2017,Marin,15 - 19 years,5,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Marin,20 - 24 years,6,0,0,10,0,10,0,6,6,6,0,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2017,Marin,25 - 29 years,7,10,0,10,0,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Marin,30 - 34 years,8,10,10,10,10,10,0,0,0,6,6,0,0,0,6,6,11,0,6,6,6,0,0,6,6,6,6,6,suburban,0,0,1
2017,Marin,35 - 39 years,9,10,10,10,10,10,0,0,6,6,0,6,0,0,6,6,6,0,6,6,6,0,6,6,11,14,0,0,suburban,0,0,1
2017,Marin,40 - 44 years,10,10,10,10,10,10,10,0,6,6,0,0,6,0,6,6,11,6,6,6,6,6,0,6,6,12,6,0,suburban,0,0,1
2017,Marin,45 - 49 years,11,10,10,10,10,10,0,6,6,6,0,0,0,0,22,6,31,0,6,14,15,0,0,13,23,34,0,6,suburban,0,0,1
2017,Marin,50 - 54 years,12,11,10,11,10,10,10,6,6,6,6,0,0,6,26,6,32,6,6,13,14,6,6,12,28,38,6,6,suburban,0,0,1
2017,Marin,55 - 59 years,13,18,14,19,14,10,10,6,6,6,6,6,0,0,55,12,63,0,18,31,24,0,6,31,44,74,0,6,suburban,0,0,1
2017,Marin,60 - 64 years,14,20,20,27,10,23,10,6,6,6,6,0,6,6,84,11,83,6,23,39,28,6,6,41,54,85,6,6,suburban,0,0,1
2017,Marin,65 - 69 years,15,35,32,33,10,40,10,6,6,6,0,0,6,0,131,22,125,6,42,56,33,6,17,72,79,130,6,20,suburban,0,0,1
2017,Marin,70 - 74 years,16,46,49,34,10,46,10,6,6,6,0,0,6,6,169,24,161,6,49,86,29,6,19,84,102,142,6,43,suburban,0,0,1
2017,Marin,75 - 79 years,17,51,48,56,10,58,10,6,6,12,6,0,6,0,198,45,176,6,47,111,23,6,41,105,119,157,6,64,suburban,0,0,1
2017,Marin,80 - 84 years,18,75,51,52,10,46,10,6,6,6,0,0,6,0,211,52,182,6,50,108,14,6,63,113,124,159,6,73,suburban,0,0,1
2017,Marin,85 - 89 years,19,88,63,80,15,75,10,14,6,6,6,6,6,0,290,58,266,6,43,117,12,6,152,178,147,220,6,101,suburban,0,0,1
2017,Marin,90 - 94 years,20,94,64,84,14,66,10,16,6,11,6,0,6,0,295,72,253,6,33,60,20,0,214,208,119,217,6,106,suburban,0,0,1
2017,Marin,95 - 99 years,21,45,28,63,14,44,0,6,6,6,6,0,0,6,177,42,151,6,19,31,6,6,140,125,69,134,6,59,suburban,0,0,1
2017,Marin,100 years and over,22,13,10,16,10,10,10,6,0,0,0,0,6,0,45,6,43,0,6,6,6,0,42,37,11,39,0,6,suburban,0,0,1
2017,Mariposa,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,15 - 19 years,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Mariposa,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,25 - 29 years,7,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Mariposa,30 - 34 years,8,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Mariposa,35 - 39 years,9,10,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,0,0,6,6,0,0,rural,0,1,0
2017,Mariposa,40 - 44 years,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mariposa,45 - 49 years,11,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,6,rural,0,1,0
2017,Mariposa,50 - 54 years,12,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2017,Mariposa,55 - 59 years,13,0,10,10,10,10,10,0,0,0,0,0,0,0,12,0,12,0,6,6,6,0,6,6,6,11,0,6,rural,0,1,0
2017,Mariposa,60 - 64 years,14,10,0,10,0,10,0,0,0,6,0,0,0,0,16,6,17,0,6,6,6,0,6,6,11,14,0,6,rural,0,1,0
2017,Mariposa,65 - 69 years,15,10,10,10,10,12,10,0,0,6,0,6,0,0,23,6,22,0,6,14,6,0,6,6,16,17,6,6,rural,0,1,0
2017,Mariposa,70 - 74 years,16,10,10,10,10,10,10,0,0,6,6,0,0,0,22,0,24,0,6,12,6,0,6,6,18,15,0,6,rural,0,1,0
2017,Mariposa,75 - 79 years,17,10,10,10,10,10,0,0,0,0,0,0,0,0,18,0,18,0,6,6,6,0,6,6,6,11,0,6,rural,0,1,0
2017,Mariposa,80 - 84 years,18,10,10,12,10,10,10,0,0,6,0,6,0,0,30,6,33,0,6,16,0,0,12,16,19,23,0,12,rural,0,1,0
2017,Mariposa,85 - 89 years,19,10,10,11,10,10,0,0,0,0,6,6,0,0,25,6,26,0,6,6,6,0,12,11,16,12,0,15,rural,0,1,0
2017,Mariposa,90 - 94 years,20,10,10,11,10,10,0,0,0,6,0,0,0,0,23,6,22,0,6,6,0,0,16,14,6,15,0,6,rural,0,1,0
2017,Mariposa,95 - 99 years,21,0,0,10,10,10,0,0,0,0,0,0,0,0,6,6,6,0,6,6,0,0,6,6,6,6,0,0,rural,0,1,0
2017,Mariposa,100 years and over,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mendocino,Less than 1 year,1,0,0,0,10,0,0,0,0,6,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Mendocino,15 - 19 years,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Mendocino,20 - 24 years,6,0,0,10,10,0,0,0,0,6,0,6,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,25 - 29 years,7,0,0,10,0,10,0,0,0,6,0,0,0,0,6,6,6,0,6,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,30 - 34 years,8,0,0,10,10,10,0,0,0,6,0,6,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,35 - 39 years,9,0,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mendocino,40 - 44 years,10,0,10,10,10,10,10,6,0,6,0,6,0,0,6,6,11,0,6,6,6,0,6,6,6,14,0,0,rural,0,1,0
2017,Mendocino,45 - 49 years,11,10,0,14,10,10,10,6,0,6,6,6,0,0,16,6,20,6,6,6,14,0,0,6,18,22,6,0,rural,0,1,0
2017,Mendocino,50 - 54 years,12,10,10,14,10,10,0,0,0,6,0,6,0,0,24,6,26,0,6,11,6,0,6,15,14,26,6,6,rural,0,1,0
2017,Mendocino,55 - 59 years,13,10,0,22,10,10,10,0,0,6,6,6,0,0,41,6,44,6,14,20,12,6,6,21,28,43,6,6,rural,0,1,0
2017,Mendocino,60 - 64 years,14,10,10,29,10,22,10,0,6,6,6,6,0,0,54,6,56,6,19,23,13,6,6,24,37,46,6,11,rural,0,1,0
2017,Mendocino,65 - 69 years,15,11,10,35,10,21,10,6,6,6,0,6,0,0,76,6,79,6,26,33,15,6,12,37,50,68,6,15,rural,0,1,0
2017,Mendocino,70 - 74 years,16,10,12,42,17,29,10,0,6,6,6,6,0,0,103,6,109,0,30,45,15,6,22,55,59,83,6,27,rural,0,1,0
2017,Mendocino,75 - 79 years,17,11,13,37,16,22,0,0,0,6,6,6,0,0,88,6,94,6,21,50,6,0,25,48,51,72,0,27,rural,0,1,0
2017,Mendocino,80 - 84 years,18,10,11,51,13,25,10,6,0,6,6,6,6,0,100,6,101,6,19,44,6,6,46,54,58,77,6,33,rural,0,1,0
2017,Mendocino,85 - 89 years,19,21,10,40,15,22,10,6,0,6,0,6,0,0,102,13,97,6,6,37,6,6,61,66,45,76,6,34,rural,0,1,0
2017,Mendocino,90 - 94 years,20,12,10,41,13,13,10,6,0,6,6,0,0,0,81,6,78,0,14,17,6,0,52,55,32,60,0,27,rural,0,1,0
2017,Mendocino,95 - 99 years,21,10,10,20,10,10,0,6,0,6,0,6,0,0,29,6,31,0,6,6,0,0,30,24,6,27,0,6,rural,0,1,0
2017,Mendocino,100 years and over,22,0,10,10,10,10,0,0,0,0,6,6,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Merced,Less than 1 year,1,0,0,0,17,0,10,6,0,14,6,0,0,0,6,0,18,0,0,0,18,0,0,6,11,17,6,0,suburban,0,0,1
2017,Merced,1 - 4 years,2,0,0,0,10,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Merced,5 - 9 years,3,0,0,0,10,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Merced,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Merced,15 - 19 years,5,0,0,10,10,10,0,0,0,11,0,0,0,0,6,6,6,0,0,0,12,0,0,6,6,12,0,0,suburban,0,0,1
2017,Merced,20 - 24 years,6,10,10,10,10,10,0,6,6,13,0,0,0,0,6,6,20,0,0,0,25,0,0,6,17,25,0,0,suburban,0,0,1
2017,Merced,25 - 29 years,7,10,10,12,10,10,0,6,6,11,0,0,0,0,6,6,17,0,0,6,13,0,0,6,14,21,0,0,suburban,0,0,1
2017,Merced,30 - 34 years,8,10,0,12,10,10,0,6,6,12,6,0,0,6,6,6,16,0,6,6,13,6,0,6,16,23,0,0,suburban,0,0,1
2017,Merced,35 - 39 years,9,10,0,16,10,10,0,6,6,18,0,0,0,0,6,6,21,0,6,12,14,0,0,11,17,27,0,6,suburban,0,0,1
2017,Merced,40 - 44 years,10,10,10,10,10,13,0,6,6,20,0,0,0,0,6,6,24,0,6,15,12,0,6,12,21,33,0,0,suburban,0,0,1
2017,Merced,45 - 49 years,11,10,10,20,13,10,10,6,6,24,0,6,0,0,17,18,29,0,6,22,13,6,6,17,30,45,6,6,suburban,0,0,1
2017,Merced,50 - 54 years,12,10,10,21,18,13,10,6,6,29,0,0,0,0,23,20,39,6,6,33,11,6,6,26,34,58,6,6,suburban,0,0,1
