Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex,age_cat,sex_cat,Description
2016,Tuolumne,55 - 59 years,Male,31,13,2,rural
2016,Tuolumne,60 - 64 years,Male,20,14,2,rural
2016,Tuolumne,60 - 64 years,Female,16,14,1,rural
2016,Tuolumne,65 - 69 years,Male,38,15,2,rural
2016,Tuolumne,65 - 69 years,Female,24,15,1,rural
2016,Tuolumne,70 - 74 years,Female,21,16,1,rural
2016,Tuolumne,70 - 74 years,Male,44,16,2,rural
2016,Tuolumne,75 - 79 years,Female,29,17,1,rural
2016,Tuolumne,75 - 79 years,Male,40,17,2,rural
2016,Tuolumne,80 - 84 years,Male,38,18,2,rural
2016,Tuolumne,80 - 84 years,Female,49,18,1,rural
2016,Tuolumne,85 - 89 years,Male,57,19,2,rural
2016,Tuolumne,85 - 89 years,Female,53,19,1,rural
2016,Tuolumne,90 - 94 years,Female,48,20,1,rural
2016,Tuolumne,90 - 94 years,Male,22,20,2,rural
2016,Tuolumne,95 - 99 years,Female,23,21,1,rural
2016,Tuolumne,95 - 99 years,Male,14,21,2,rural
2016,Tuolumne,100 years and over,Female,6,22,1,rural
2016,Tuolumne,100 years and over,Male,6,22,2,rural
2016,Ventura,Less than 1 year,Female,6,1,1,urban
2016,Ventura,Less than 1 year,Male,19,1,2,urban
2016,Ventura,1 - 4 years,Female,0,2,1,urban
2016,Ventura,1 - 4 years,Male,6,2,2,urban
2016,Ventura,5 - 9 years,Female,6,3,1,urban
2016,Ventura,5 - 9 years,Male,6,3,2,urban
2016,Ventura,10 - 14 years,Female,6,4,1,urban
2016,Ventura,10 - 14 years,Male,6,4,2,urban
2016,Ventura,15 - 19 years,Female,6,5,1,urban
2016,Ventura,15 - 19 years,Male,13,5,2,urban
2016,Ventura,20 - 24 years,Female,6,6,1,urban
2016,Ventura,20 - 24 years,Male,38,6,2,urban
2016,Ventura,25 - 29 years,Female,6,7,1,urban
2016,Ventura,25 - 29 years,Male,41,7,2,urban
2016,Ventura,30 - 34 years,Female,18,8,1,urban
2016,Ventura,30 - 34 years,Male,31,8,2,urban
2016,Ventura,35 - 39 years,Female,25,9,1,urban
2016,Ventura,35 - 39 years,Male,36,9,2,urban
2016,Ventura,40 - 44 years,Female,29,10,1,urban
2016,Ventura,40 - 44 years,Male,43,10,2,urban
2016,Ventura,45 - 49 years,Female,35,11,1,urban
2016,Ventura,45 - 49 years,Male,68,11,2,urban
2016,Ventura,50 - 54 years,Female,75,12,1,urban
2016,Ventura,50 - 54 years,Male,146,12,2,urban
2016,Ventura,55 - 59 years,Female,91,13,1,urban
2016,Ventura,55 - 59 years,Male,152,13,2,urban
2016,Ventura,60 - 64 years,Female,126,14,1,urban
2016,Ventura,60 - 64 years,Male,218,14,2,urban
2016,Ventura,65 - 69 years,Female,181,15,1,urban
2016,Ventura,65 - 69 years,Male,272,15,2,urban
2016,Ventura,70 - 74 years,Female,202,16,1,urban
2016,Ventura,70 - 74 years,Male,282,16,2,urban
2016,Ventura,75 - 79 years,Female,290,17,1,urban
2016,Ventura,75 - 79 years,Male,307,17,2,urban
2016,Ventura,80 - 84 years,Female,340,18,1,urban
2016,Ventura,80 - 84 years,Male,338,18,2,urban
2016,Ventura,85 - 89 years,Female,477,19,1,urban
2016,Ventura,85 - 89 years,Male,398,19,2,urban
2016,Ventura,90 - 94 years,Female,519,20,1,urban
2016,Ventura,90 - 94 years,Male,296,20,2,urban
2016,Ventura,95 - 99 years,Female,246,21,1,urban
2016,Ventura,95 - 99 years,Male,97,21,2,urban
2016,Ventura,100 years and over,Female,63,22,1,urban
2016,Ventura,100 years and over,Male,16,22,2,urban
2016,Yolo,Less than 1 year,Female,6,1,1,suburban
2016,Yolo,Less than 1 year,Male,6,1,2,suburban
2016,Yolo,1 - 4 years,Female,0,2,1,suburban
2016,Yolo,1 - 4 years,Male,6,2,2,suburban
2016,Yolo,5 - 9 years,Female,0,3,1,suburban
2016,Yolo,5 - 9 years,Male,0,3,2,suburban
2016,Yolo,10 - 14 years,Female,0,4,1,suburban
2016,Yolo,10 - 14 years,Male,6,4,2,suburban
2016,Yolo,15 - 19 years,Female,6,5,1,suburban
2016,Yolo,15 - 19 years,Male,6,5,2,suburban
2016,Yolo,20 - 24 years,Female,6,6,1,suburban
2016,Yolo,20 - 24 years,Male,6,6,2,suburban
2016,Yolo,25 - 29 years,Female,6,7,1,suburban
2016,Yolo,25 - 29 years,Male,13,7,2,suburban
2016,Yolo,30 - 34 years,Female,6,8,1,suburban
2016,Yolo,30 - 34 years,Male,6,8,2,suburban
2016,Yolo,35 - 39 years,Female,6,9,1,suburban
2016,Yolo,35 - 39 years,Male,12,9,2,suburban
2016,Yolo,40 - 44 years,Female,6,10,1,suburban
2016,Yolo,40 - 44 years,Male,6,10,2,suburban
2016,Yolo,45 - 49 years,Female,6,11,1,suburban
2016,Yolo,45 - 49 years,Male,16,11,2,suburban
2016,Yolo,50 - 54 years,Female,19,12,1,suburban
2016,Yolo,50 - 54 years,Male,27,12,2,suburban
2016,Yolo,55 - 59 years,Female,19,13,1,suburban
2016,Yolo,55 - 59 years,Male,42,13,2,suburban
2016,Yolo,60 - 64 years,Female,44,14,1,suburban
2016,Yolo,60 - 64 years,Male,54,14,2,suburban
2016,Yolo,65 - 69 years,Female,39,15,1,suburban
2016,Yolo,65 - 69 years,Male,62,15,2,suburban
2016,Yolo,70 - 74 years,Female,39,16,1,suburban
2016,Yolo,70 - 74 years,Male,58,16,2,suburban
2016,Yolo,75 - 79 years,Female,73,17,1,suburban
2016,Yolo,75 - 79 years,Male,65,17,2,suburban
2016,Yolo,80 - 84 years,Female,88,18,1,suburban
2016,Yolo,80 - 84 years,Male,79,18,2,suburban
2016,Yolo,85 - 89 years,Female,82,19,1,suburban
2016,Yolo,85 - 89 years,Male,79,19,2,suburban
2016,Yolo,90 - 94 years,Female,111,20,1,suburban
2016,Yolo,90 - 94 years,Male,81,20,2,suburban
2016,Yolo,95 - 99 years,Female,64,21,1,suburban
2016,Yolo,95 - 99 years,Male,28,21,2,suburban
2016,Yolo,100 years and over,Female,13,22,1,suburban
2016,Yolo,100 years and over,Male,6,22,2,suburban
2016,Yuba,Less than 1 year,Male,6,1,2,rural
2016,Yuba,Less than 1 year,Female,6,1,1,rural
2016,Yuba,1 - 4 years,Male,0,2,2,rural
2016,Yuba,1 - 4 years,Female,0,2,1,rural
2016,Yuba,5 - 9 years,Female,0,3,1,rural
2016,Yuba,5 - 9 years,Male,0,3,2,rural
2016,Yuba,10 - 14 years,Male,0,4,2,rural
2016,Yuba,10 - 14 years,Female,0,4,1,rural
2016,Yuba,15 - 19 years,Male,0,5,2,rural
2016,Yuba,15 - 19 years,Female,6,5,1,rural
2016,Yuba,20 - 24 years,Male,6,6,2,rural
2016,Yuba,20 - 24 years,Female,6,6,1,rural
2016,Yuba,25 - 29 years,Male,6,7,2,rural
2016,Yuba,25 - 29 years,Female,6,7,1,rural
2016,Yuba,30 - 34 years,Male,6,8,2,rural
2016,Yuba,30 - 34 years,Female,0,8,1,rural
2016,Yuba,35 - 39 years,Male,6,9,2,rural
2016,Yuba,35 - 39 years,Female,6,9,1,rural
2016,Yuba,40 - 44 years,Male,6,10,2,rural
2016,Yuba,40 - 44 years,Female,6,10,1,rural
2016,Yuba,45 - 49 years,Female,6,11,1,rural
2016,Yuba,45 - 49 years,Male,15,11,2,rural
2016,Yuba,50 - 54 years,Female,14,12,1,rural
2016,Yuba,50 - 54 years,Male,28,12,2,rural
2016,Yuba,55 - 59 years,Female,23,13,1,rural
2016,Yuba,55 - 59 years,Male,29,13,2,rural
2016,Yuba,60 - 64 years,Male,38,14,2,rural
2016,Yuba,60 - 64 years,Female,26,14,1,rural
2016,Yuba,65 - 69 years,Female,28,15,1,rural
2016,Yuba,65 - 69 years,Male,38,15,2,rural
2016,Yuba,70 - 74 years,Female,34,16,1,rural
2016,Yuba,70 - 74 years,Male,41,16,2,rural
2016,Yuba,75 - 79 years,Female,31,17,1,rural
2016,Yuba,75 - 79 years,Male,38,17,2,rural
2016,Yuba,80 - 84 years,Female,37,18,1,rural
2016,Yuba,80 - 84 years,Male,37,18,2,rural
2016,Yuba,85 - 89 years,Male,26,19,2,rural
2016,Yuba,85 - 89 years,Female,30,19,1,rural
2016,Yuba,90 - 94 years,Female,31,20,1,rural
2016,Yuba,90 - 94 years,Male,21,20,2,rural
2016,Yuba,95 - 99 years,Male,6,21,2,rural
2016,Yuba,95 - 99 years,Female,11,21,1,rural
2016,Yuba,100 years and over,Female,6,22,1,rural
2016,Yuba,100 years and over,Male,0,22,2,rural
2017,Alameda,Less than 1 year,Male,39,1,2,urban
2017,Alameda,Less than 1 year,Female,32,1,1,urban
2017,Alameda,1 - 4 years,Female,6,2,1,urban
2017,Alameda,1 - 4 years,Male,6,2,2,urban
2017,Alameda,5 - 9 years,Female,6,3,1,urban
2017,Alameda,5 - 9 years,Male,6,3,2,urban
2017,Alameda,10 - 14 years,Male,6,4,2,urban
2017,Alameda,10 - 14 years,Female,6,4,1,urban
2017,Alameda,15 - 19 years,Female,6,5,1,urban
2017,Alameda,15 - 19 years,Male,31,5,2,urban
2017,Alameda,20 - 24 years,Male,54,6,2,urban
2017,Alameda,20 - 24 years,Female,12,6,1,urban
2017,Alameda,25 - 29 years,Male,48,7,2,urban
2017,Alameda,25 - 29 years,Female,19,7,1,urban
2017,Alameda,30 - 34 years,Male,72,8,2,urban
2017,Alameda,30 - 34 years,Female,26,8,1,urban
2017,Alameda,35 - 39 years,Male,73,9,2,urban
2017,Alameda,35 - 39 years,Female,33,9,1,urban
2017,Alameda,40 - 44 years,Male,92,10,2,urban
2017,Alameda,40 - 44 years,Female,41,10,1,urban
2017,Alameda,45 - 49 years,Female,98,11,1,urban
2017,Alameda,45 - 49 years,Male,147,11,2,urban
2017,Alameda,50 - 54 years,Female,117,12,1,urban
2017,Alameda,50 - 54 years,Male,220,12,2,urban
2017,Alameda,55 - 59 years,Female,213,13,1,urban
2017,Alameda,55 - 59 years,Male,330,13,2,urban
2017,Alameda,60 - 64 years,Female,278,14,1,urban
2017,Alameda,60 - 64 years,Male,415,14,2,urban
2017,Alameda,65 - 69 years,Male,500,15,2,urban
2017,Alameda,65 - 69 years,Female,352,15,1,urban
2017,Alameda,70 - 74 years,Female,399,16,1,urban
2017,Alameda,70 - 74 years,Male,503,16,2,urban
2017,Alameda,75 - 79 years,Male,498,17,2,urban
2017,Alameda,75 - 79 years,Female,498,17,1,urban
2017,Alameda,80 - 84 years,Male,582,18,2,urban
2017,Alameda,80 - 84 years,Female,629,18,1,urban
2017,Alameda,85 - 89 years,Male,638,19,2,urban
2017,Alameda,85 - 89 years,Female,805,19,1,urban
2017,Alameda,90 - 94 years,Female,849,20,1,urban
2017,Alameda,90 - 94 years,Male,511,20,2,urban
2017,Alameda,95 - 99 years,Female,474,21,1,urban
2017,Alameda,95 - 99 years,Male,213,21,2,urban
2017,Alameda,100 years and over,Male,40,22,2,urban
2017,Alameda,100 years and over,Female,134,22,1,urban
2017,Alpine,Less than 1 year,Female,0,1,1,rural
2017,Alpine,Less than 1 year,Male,6,1,2,rural
2017,Alpine,1 - 4 years,Male,0,2,2,rural
2017,Alpine,1 - 4 years,Female,0,2,1,rural
2017,Alpine,5 - 9 years,Male,0,3,2,rural
2017,Alpine,5 - 9 years,Female,0,3,1,rural
2017,Alpine,10 - 14 years,Male,0,4,2,rural
2017,Alpine,10 - 14 years,Female,0,4,1,rural
2017,Alpine,15 - 19 years,Male,6,5,2,rural
2017,Alpine,15 - 19 years,Female,0,5,1,rural
2017,Alpine,20 - 24 years,Female,6,6,1,rural
2017,Alpine,20 - 24 years,Male,0,6,2,rural
2017,Alpine,25 - 29 years,Female,0,7,1,rural
2017,Alpine,25 - 29 years,Male,0,7,2,rural
2017,Alpine,30 - 34 years,Male,6,8,2,rural
2017,Alpine,30 - 34 years,Female,6,8,1,rural
2017,Alpine,35 - 39 years,Male,0,9,2,rural
2017,Alpine,35 - 39 years,Female,6,9,1,rural
2017,Alpine,40 - 44 years,Female,0,10,1,rural
2017,Alpine,40 - 44 years,Male,0,10,2,rural
2017,Alpine,45 - 49 years,Male,6,11,2,rural
2017,Alpine,45 - 49 years,Female,0,11,1,rural
2017,Alpine,50 - 54 years,Female,0,12,1,rural
2017,Alpine,50 - 54 years,Male,6,12,2,rural
2017,Alpine,55 - 59 years,Male,6,13,2,rural
2017,Alpine,55 - 59 years,Female,6,13,1,rural
2017,Alpine,60 - 64 years,Male,6,14,2,rural
2017,Alpine,60 - 64 years,Female,6,14,1,rural
2017,Alpine,65 - 69 years,Female,0,15,1,rural
2017,Alpine,65 - 69 years,Male,6,15,2,rural
2017,Alpine,70 - 74 years,Female,6,16,1,rural
2017,Alpine,70 - 74 years,Male,0,16,2,rural
2017,Alpine,75 - 79 years,Female,6,17,1,rural
2017,Alpine,75 - 79 years,Male,0,17,2,rural
2017,Alpine,80 - 84 years,Female,6,18,1,rural
2017,Alpine,80 - 84 years,Male,6,18,2,rural
2017,Alpine,85 - 89 years,Male,6,19,2,rural
2017,Alpine,85 - 89 years,Female,6,19,1,rural
2017,Alpine,90 - 94 years,Male,6,20,2,rural
2017,Alpine,90 - 94 years,Female,6,20,1,rural
2017,Alpine,95 - 99 years,Male,0,21,2,rural
2017,Alpine,95 - 99 years,Female,6,21,1,rural
2017,Alpine,100 years and over,Female,6,22,1,rural
2017,Alpine,100 years and over,Male,0,22,2,rural
2017,Amador,Less than 1 year,Female,0,1,1,rural
2017,Amador,Less than 1 year,Male,6,1,2,rural
2017,Amador,1 - 4 years,Female,0,2,1,rural
2017,Amador,1 - 4 years,Male,0,2,2,rural
2017,Amador,5 - 9 years,Female,0,3,1,rural
2017,Amador,5 - 9 years,Male,0,3,2,rural
2017,Amador,10 - 14 years,Female,0,4,1,rural
2017,Amador,10 - 14 years,Male,0,4,2,rural
2017,Amador,15 - 19 years,Female,0,5,1,rural
2017,Amador,15 - 19 years,Male,6,5,2,rural
2017,Amador,20 - 24 years,Male,0,6,2,rural
2017,Amador,20 - 24 years,Female,0,6,1,rural
2017,Amador,25 - 29 years,Male,6,7,2,rural
2017,Amador,25 - 29 years,Female,6,7,1,rural
2017,Amador,30 - 34 years,Female,0,8,1,rural
2017,Amador,30 - 34 years,Male,6,8,2,rural
2017,Amador,35 - 39 years,Female,6,9,1,rural
2017,Amador,35 - 39 years,Male,6,9,2,rural
2017,Amador,40 - 44 years,Male,6,10,2,rural
2017,Amador,40 - 44 years,Female,6,10,1,rural
2017,Amador,45 - 49 years,Male,6,11,2,rural
2017,Amador,45 - 49 years,Female,6,11,1,rural
2017,Amador,50 - 54 years,Female,6,12,1,rural
2017,Amador,50 - 54 years,Male,6,12,2,rural
2017,Amador,55 - 59 years,Female,6,13,1,rural
2017,Amador,55 - 59 years,Male,11,13,2,rural
2017,Amador,60 - 64 years,Female,15,14,1,rural
2017,Amador,60 - 64 years,Male,24,14,2,rural
2017,Amador,65 - 69 years,Female,6,15,1,rural
2017,Amador,65 - 69 years,Male,17,15,2,rural
2017,Amador,70 - 74 years,Female,19,16,1,rural
2017,Amador,70 - 74 years,Male,32,16,2,rural
2017,Amador,75 - 79 years,Female,25,17,1,rural
2017,Amador,75 - 79 years,Male,24,17,2,rural
2017,Amador,80 - 84 years,Female,26,18,1,rural
2017,Amador,80 - 84 years,Male,40,18,2,rural
2017,Amador,85 - 89 years,Male,33,19,2,rural
2017,Amador,85 - 89 years,Female,36,19,1,rural
2017,Amador,90 - 94 years,Female,25,20,1,rural
2017,Amador,90 - 94 years,Male,28,20,2,rural
2017,Amador,95 - 99 years,Male,6,21,2,rural
2017,Amador,95 - 99 years,Female,18,21,1,rural
2017,Amador,100 years and over,Female,0,22,1,rural
2017,Amador,100 years and over,Male,6,22,2,rural
2017,Butte,Less than 1 year,Male,6,1,2,suburban
2017,Butte,Less than 1 year,Female,6,1,1,suburban
2017,Butte,1 - 4 years,Female,6,2,1,suburban
2017,Butte,1 - 4 years,Male,6,2,2,suburban
2017,Butte,5 - 9 years,Male,6,3,2,suburban
2017,Butte,5 - 9 years,Female,6,3,1,suburban
2017,Butte,10 - 14 years,Female,6,4,1,suburban
2017,Butte,10 - 14 years,Male,0,4,2,suburban
2017,Butte,15 - 19 years,Male,6,5,2,suburban
2017,Butte,15 - 19 years,Female,6,5,1,suburban
2017,Butte,20 - 24 years,Male,6,6,2,suburban
2017,Butte,20 - 24 years,Female,6,6,1,suburban
2017,Butte,25 - 29 years,Male,18,7,2,suburban
2017,Butte,25 - 29 years,Female,6,7,1,suburban
2017,Butte,30 - 34 years,Male,16,8,2,suburban
2017,Butte,30 - 34 years,Female,6,8,1,suburban
2017,Butte,35 - 39 years,Male,12,9,2,suburban
2017,Butte,35 - 39 years,Female,6,9,1,suburban
2017,Butte,40 - 44 years,Female,6,10,1,suburban
2017,Butte,40 - 44 years,Male,15,10,2,suburban
2017,Butte,45 - 49 years,Female,15,11,1,suburban
2017,Butte,45 - 49 years,Male,22,11,2,suburban
2017,Butte,50 - 54 years,Female,40,12,1,suburban
2017,Butte,50 - 54 years,Male,53,12,2,suburban
2017,Butte,55 - 59 years,Female,50,13,1,suburban
2017,Butte,55 - 59 years,Male,81,13,2,suburban
2017,Butte,60 - 64 years,Female,66,14,1,suburban
2017,Butte,60 - 64 years,Male,105,14,2,suburban
2017,Butte,65 - 69 years,Female,92,15,1,suburban
2017,Butte,65 - 69 years,Male,137,15,2,suburban
2017,Butte,70 - 74 years,Female,123,16,1,suburban
2017,Butte,70 - 74 years,Male,126,16,2,suburban
2017,Butte,75 - 79 years,Male,167,17,2,suburban
2017,Butte,75 - 79 years,Female,124,17,1,suburban
2017,Butte,80 - 84 years,Male,136,18,2,suburban
2017,Butte,80 - 84 years,Female,155,18,1,suburban
2017,Butte,85 - 89 years,Female,188,19,1,suburban
2017,Butte,85 - 89 years,Male,157,19,2,suburban
2017,Butte,90 - 94 years,Female,173,20,1,suburban
2017,Butte,90 - 94 years,Male,133,20,2,suburban
2017,Butte,95 - 99 years,Female,108,21,1,suburban
2017,Butte,95 - 99 years,Male,52,21,2,suburban
2017,Butte,100 years and over,Female,20,22,1,suburban
2017,Butte,100 years and over,Male,6,22,2,suburban
2017,Calaveras,Less than 1 year,Female,0,1,1,rural
2017,Calaveras,Less than 1 year,Male,0,1,2,rural
2017,Calaveras,1 - 4 years,Male,0,2,2,rural
2017,Calaveras,1 - 4 years,Female,6,2,1,rural
2017,Calaveras,5 - 9 years,Female,0,3,1,rural
2017,Calaveras,5 - 9 years,Male,0,3,2,rural
2017,Calaveras,10 - 14 years,Male,0,4,2,rural
2017,Calaveras,10 - 14 years,Female,0,4,1,rural
2017,Calaveras,15 - 19 years,Male,6,5,2,rural
2017,Calaveras,15 - 19 years,Female,0,5,1,rural
2017,Calaveras,20 - 24 years,Female,0,6,1,rural
2017,Calaveras,20 - 24 years,Male,6,6,2,rural
2017,Calaveras,25 - 29 years,Male,6,7,2,rural
2017,Calaveras,25 - 29 years,Female,6,7,1,rural
2017,Calaveras,30 - 34 years,Male,6,8,2,rural
2017,Calaveras,30 - 34 years,Female,6,8,1,rural
2017,Calaveras,35 - 39 years,Female,0,9,1,rural
2017,Calaveras,35 - 39 years,Male,6,9,2,rural
2017,Calaveras,40 - 44 years,Male,6,10,2,rural
2017,Calaveras,40 - 44 years,Female,6,10,1,rural
2017,Calaveras,45 - 49 years,Female,6,11,1,rural
2017,Calaveras,45 - 49 years,Male,6,11,2,rural
2017,Calaveras,50 - 54 years,Female,6,12,1,rural
2017,Calaveras,50 - 54 years,Male,11,12,2,rural
2017,Calaveras,55 - 59 years,Female,11,13,1,rural
2017,Calaveras,55 - 59 years,Male,11,13,2,rural
2017,Calaveras,60 - 64 years,Female,22,14,1,rural
2017,Calaveras,60 - 64 years,Male,27,14,2,rural
2017,Calaveras,65 - 69 years,Male,30,15,2,rural
2017,Calaveras,65 - 69 years,Female,18,15,1,rural
2017,Calaveras,70 - 74 years,Female,26,16,1,rural
2017,Calaveras,70 - 74 years,Male,39,16,2,rural
2017,Calaveras,75 - 79 years,Male,46,17,2,rural
2017,Calaveras,75 - 79 years,Female,22,17,1,rural
2017,Calaveras,80 - 84 years,Female,35,18,1,rural
2017,Calaveras,80 - 84 years,Male,34,18,2,rural
2017,Calaveras,85 - 89 years,Female,33,19,1,rural
2017,Calaveras,85 - 89 years,Male,31,19,2,rural
2017,Calaveras,90 - 94 years,Female,22,20,1,rural
2017,Calaveras,90 - 94 years,Male,19,20,2,rural
2017,Calaveras,95 - 99 years,Male,6,21,2,rural
2017,Calaveras,95 - 99 years,Female,17,21,1,rural
2017,Calaveras,100 years and over,Male,6,22,2,rural
2017,Calaveras,100 years and over,Female,6,22,1,rural
2017,Colusa,Less than 1 year,Male,6,1,2,rural
2017,Colusa,Less than 1 year,Female,0,1,1,rural
2017,Colusa,1 - 4 years,Male,0,2,2,rural
2017,Colusa,1 - 4 years,Female,0,2,1,rural
2017,Colusa,5 - 9 years,Male,0,3,2,rural
2017,Colusa,5 - 9 years,Female,0,3,1,rural
2017,Colusa,10 - 14 years,Male,0,4,2,rural
2017,Colusa,10 - 14 years,Female,0,4,1,rural
2017,Colusa,15 - 19 years,Male,0,5,2,rural
2017,Colusa,15 - 19 years,Female,0,5,1,rural
2017,Colusa,20 - 24 years,Male,6,6,2,rural
2017,Colusa,20 - 24 years,Female,0,6,1,rural
2017,Colusa,25 - 29 years,Male,0,7,2,rural
2017,Colusa,25 - 29 years,Female,0,7,1,rural
2017,Colusa,30 - 34 years,Female,0,8,1,rural
2017,Colusa,30 - 34 years,Male,6,8,2,rural
2017,Colusa,35 - 39 years,Male,0,9,2,rural
2017,Colusa,35 - 39 years,Female,0,9,1,rural
2017,Colusa,40 - 44 years,Male,0,10,2,rural
2017,Colusa,40 - 44 years,Female,6,10,1,rural
2017,Colusa,45 - 49 years,Male,6,11,2,rural
2017,Colusa,45 - 49 years,Female,6,11,1,rural
2017,Colusa,50 - 54 years,Female,6,12,1,rural
2017,Colusa,50 - 54 years,Male,6,12,2,rural
2017,Colusa,55 - 59 years,Male,6,13,2,rural
2017,Colusa,55 - 59 years,Female,6,13,1,rural
2017,Colusa,60 - 64 years,Female,6,14,1,rural
2017,Colusa,60 - 64 years,Male,6,14,2,rural
2017,Colusa,65 - 69 years,Female,11,15,1,rural
2017,Colusa,65 - 69 years,Male,12,15,2,rural
2017,Colusa,70 - 74 years,Female,11,16,1,rural
2017,Colusa,70 - 74 years,Male,6,16,2,rural
2017,Colusa,75 - 79 years,Male,6,17,2,rural
2017,Colusa,75 - 79 years,Female,6,17,1,rural
2017,Colusa,80 - 84 years,Female,6,18,1,rural
2017,Colusa,80 - 84 years,Male,13,18,2,rural
2017,Colusa,85 - 89 years,Female,12,19,1,rural
2017,Colusa,85 - 89 years,Male,6,19,2,rural
2017,Colusa,90 - 94 years,Female,15,20,1,rural
2017,Colusa,90 - 94 years,Male,6,20,2,rural
2017,Colusa,95 - 99 years,Male,6,21,2,rural
2017,Colusa,95 - 99 years,Female,6,21,1,rural
2017,Colusa,100 years and over,Female,0,22,1,rural
2017,Colusa,100 years and over,Male,0,22,2,rural
2017,Contra Costa,Less than 1 year,Male,19,1,2,urban
2017,Contra Costa,Less than 1 year,Female,24,1,1,urban
2017,Contra Costa,1 - 4 years,Male,6,2,2,urban
2017,Contra Costa,1 - 4 years,Female,6,2,1,urban
2017,Contra Costa,5 - 9 years,Female,6,3,1,urban
2017,Contra Costa,5 - 9 years,Male,6,3,2,urban
2017,Contra Costa,10 - 14 years,Female,0,4,1,urban
2017,Contra Costa,10 - 14 years,Male,6,4,2,urban
2017,Contra Costa,15 - 19 years,Male,19,5,2,urban
2017,Contra Costa,15 - 19 years,Female,6,5,1,urban
2017,Contra Costa,20 - 24 years,Female,15,6,1,urban
2017,Contra Costa,20 - 24 years,Male,40,6,2,urban
2017,Contra Costa,25 - 29 years,Male,39,7,2,urban
2017,Contra Costa,25 - 29 years,Female,21,7,1,urban
2017,Contra Costa,30 - 34 years,Female,18,8,1,urban
2017,Contra Costa,30 - 34 years,Male,49,8,2,urban
2017,Contra Costa,35 - 39 years,Female,30,9,1,urban
2017,Contra Costa,35 - 39 years,Male,47,9,2,urban
2017,Contra Costa,40 - 44 years,Female,35,10,1,urban
2017,Contra Costa,40 - 44 years,Male,53,10,2,urban
2017,Contra Costa,45 - 49 years,Female,72,11,1,urban
2017,Contra Costa,45 - 49 years,Male,88,11,2,urban
2017,Contra Costa,50 - 54 years,Female,91,12,1,urban
2017,Contra Costa,50 - 54 years,Male,154,12,2,urban
2017,Contra Costa,55 - 59 years,Female,154,13,1,urban
2017,Contra Costa,55 - 59 years,Male,218,13,2,urban
2017,Contra Costa,60 - 64 years,Male,300,14,2,urban
2017,Contra Costa,60 - 64 years,Female,190,14,1,urban
2017,Contra Costa,65 - 69 years,Male,418,15,2,urban
2017,Contra Costa,65 - 69 years,Female,268,15,1,urban
2017,Contra Costa,70 - 74 years,Female,336,16,1,urban
2017,Contra Costa,70 - 74 years,Male,405,16,2,urban
2017,Contra Costa,75 - 79 years,Male,439,17,2,urban
2017,Contra Costa,75 - 79 years,Female,368,17,1,urban
2017,Contra Costa,80 - 84 years,Male,482,18,2,urban
2017,Contra Costa,80 - 84 years,Female,507,18,1,urban
2017,Contra Costa,85 - 89 years,Female,650,19,1,urban
2017,Contra Costa,85 - 89 years,Male,573,19,2,urban
2017,Contra Costa,90 - 94 years,Female,711,20,1,urban
2017,Contra Costa,90 - 94 years,Male,431,20,2,urban
2017,Contra Costa,95 - 99 years,Female,412,21,1,urban
2017,Contra Costa,95 - 99 years,Male,160,21,2,urban
2017,Contra Costa,100 years and over,Female,95,22,1,urban
2017,Contra Costa,100 years and over,Male,27,22,2,urban
2017,Del Norte,Less than 1 year,Male,0,1,2,rural
2017,Del Norte,Less than 1 year,Female,6,1,1,rural
2017,Del Norte,1 - 4 years,Male,0,2,2,rural
2017,Del Norte,1 - 4 years,Female,6,2,1,rural
2017,Del Norte,5 - 9 years,Male,0,3,2,rural
2017,Del Norte,5 - 9 years,Female,0,3,1,rural
2017,Del Norte,10 - 14 years,Male,0,4,2,rural
2017,Del Norte,10 - 14 years,Female,0,4,1,rural
2017,Del Norte,15 - 19 years,Male,0,5,2,rural
2017,Del Norte,15 - 19 years,Female,0,5,1,rural
2017,Del Norte,20 - 24 years,Male,6,6,2,rural
2017,Del Norte,20 - 24 years,Female,6,6,1,rural
2017,Del Norte,25 - 29 years,Male,6,7,2,rural
