Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex,age_cat,sex_cat,Description
2016,Santa Cruz,65 - 69 years,Female,69,15,1,suburban
2016,Santa Cruz,65 - 69 years,Male,98,15,2,suburban
2016,Santa Cruz,70 - 74 years,Female,61,16,1,suburban
2016,Santa Cruz,70 - 74 years,Male,91,16,2,suburban
2016,Santa Cruz,75 - 79 years,Female,52,17,1,suburban
2016,Santa Cruz,75 - 79 years,Male,79,17,2,suburban
2016,Santa Cruz,80 - 84 years,Female,93,18,1,suburban
2016,Santa Cruz,80 - 84 years,Male,101,18,2,suburban
2016,Santa Cruz,85 - 89 years,Female,135,19,1,suburban
2016,Santa Cruz,85 - 89 years,Male,102,19,2,suburban
2016,Santa Cruz,90 - 94 years,Female,161,20,1,suburban
2016,Santa Cruz,90 - 94 years,Male,107,20,2,suburban
2016,Santa Cruz,95 - 99 years,Female,80,21,1,suburban
2016,Santa Cruz,95 - 99 years,Male,40,21,2,suburban
2016,Santa Cruz,100 years and over,Female,27,22,1,suburban
2016,Santa Cruz,100 years and over,Male,6,22,2,suburban
2016,Shasta,Less than 1 year,Female,6,1,1,suburban
2016,Shasta,Less than 1 year,Male,6,1,2,suburban
2016,Shasta,1 - 4 years,Male,6,2,2,suburban
2016,Shasta,1 - 4 years,Female,6,2,1,suburban
2016,Shasta,5 - 9 years,Female,0,3,1,suburban
2016,Shasta,5 - 9 years,Male,0,3,2,suburban
2016,Shasta,10 - 14 years,Female,6,4,1,suburban
2016,Shasta,10 - 14 years,Male,6,4,2,suburban
2016,Shasta,15 - 19 years,Female,6,5,1,suburban
2016,Shasta,15 - 19 years,Male,6,5,2,suburban
2016,Shasta,20 - 24 years,Female,6,6,1,suburban
2016,Shasta,20 - 24 years,Male,6,6,2,suburban
2016,Shasta,25 - 29 years,Female,6,7,1,suburban
2016,Shasta,25 - 29 years,Male,13,7,2,suburban
2016,Shasta,30 - 34 years,Female,6,8,1,suburban
2016,Shasta,30 - 34 years,Male,19,8,2,suburban
2016,Shasta,35 - 39 years,Female,6,9,1,suburban
2016,Shasta,35 - 39 years,Male,15,9,2,suburban
2016,Shasta,40 - 44 years,Female,6,10,1,suburban
2016,Shasta,40 - 44 years,Male,15,10,2,suburban
2016,Shasta,45 - 49 years,Female,6,11,1,suburban
2016,Shasta,45 - 49 years,Male,30,11,2,suburban
2016,Shasta,50 - 54 years,Female,31,12,1,suburban
2016,Shasta,50 - 54 years,Male,59,12,2,suburban
2016,Shasta,55 - 59 years,Female,61,13,1,suburban
2016,Shasta,55 - 59 years,Male,87,13,2,suburban
2016,Shasta,60 - 64 years,Female,74,14,1,suburban
2016,Shasta,60 - 64 years,Male,106,14,2,suburban
2016,Shasta,65 - 69 years,Female,77,15,1,suburban
2016,Shasta,65 - 69 years,Male,119,15,2,suburban
2016,Shasta,70 - 74 years,Female,106,16,1,suburban
2016,Shasta,70 - 74 years,Male,139,16,2,suburban
2016,Shasta,75 - 79 years,Female,105,17,1,suburban
2016,Shasta,75 - 79 years,Male,129,17,2,suburban
2016,Shasta,80 - 84 years,Female,140,18,1,suburban
2016,Shasta,80 - 84 years,Male,123,18,2,suburban
2016,Shasta,85 - 89 years,Female,169,19,1,suburban
2016,Shasta,85 - 89 years,Male,140,19,2,suburban
2016,Shasta,90 - 94 years,Male,101,20,2,suburban
2016,Shasta,90 - 94 years,Female,158,20,1,suburban
2016,Shasta,95 - 99 years,Female,71,21,1,suburban
2016,Shasta,95 - 99 years,Male,42,21,2,suburban
2016,Shasta,100 years and over,Female,13,22,1,suburban
2016,Shasta,100 years and over,Male,6,22,2,suburban
2016,Sierra,Less than 1 year,Female,0,1,1,rural
2016,Sierra,Less than 1 year,Male,0,1,2,rural
2016,Sierra,1 - 4 years,Female,0,2,1,rural
2016,Sierra,1 - 4 years,Male,0,2,2,rural
2016,Sierra,5 - 9 years,Female,0,3,1,rural
2016,Sierra,5 - 9 years,Male,0,3,2,rural
2016,Sierra,10 - 14 years,Female,0,4,1,rural
2016,Sierra,10 - 14 years,Male,0,4,2,rural
2016,Sierra,15 - 19 years,Female,0,5,1,rural
2016,Sierra,15 - 19 years,Male,0,5,2,rural
2016,Sierra,20 - 24 years,Female,0,6,1,rural
2016,Sierra,20 - 24 years,Male,0,6,2,rural
2016,Sierra,25 - 29 years,Female,0,7,1,rural
2016,Sierra,25 - 29 years,Male,0,7,2,rural
2016,Sierra,30 - 34 years,Female,0,8,1,rural
2016,Sierra,30 - 34 years,Male,0,8,2,rural
2016,Sierra,35 - 39 years,Female,0,9,1,rural
2016,Sierra,35 - 39 years,Male,0,9,2,rural
2016,Sierra,40 - 44 years,Female,0,10,1,rural
2016,Sierra,40 - 44 years,Male,0,10,2,rural
2016,Sierra,45 - 49 years,Female,6,11,1,rural
2016,Sierra,45 - 49 years,Male,6,11,2,rural
2016,Sierra,50 - 54 years,Female,6,12,1,rural
2016,Sierra,50 - 54 years,Male,0,12,2,rural
2016,Sierra,55 - 59 years,Female,0,13,1,rural
2016,Sierra,55 - 59 years,Male,6,13,2,rural
2016,Sierra,60 - 64 years,Female,0,14,1,rural
2016,Sierra,60 - 64 years,Male,6,14,2,rural
2016,Sierra,65 - 69 years,Female,6,15,1,rural
2016,Sierra,65 - 69 years,Male,6,15,2,rural
2016,Sierra,70 - 74 years,Female,6,16,1,rural
2016,Sierra,70 - 74 years,Male,6,16,2,rural
2016,Sierra,75 - 79 years,Female,6,17,1,rural
2016,Sierra,75 - 79 years,Male,6,17,2,rural
2016,Sierra,80 - 84 years,Female,6,18,1,rural
2016,Sierra,80 - 84 years,Male,6,18,2,rural
2016,Sierra,85 - 89 years,Female,6,19,1,rural
2016,Sierra,85 - 89 years,Male,6,19,2,rural
2016,Sierra,90 - 94 years,Female,6,20,1,rural
2016,Sierra,90 - 94 years,Male,0,20,2,rural
2016,Sierra,95 - 99 years,Female,6,21,1,rural
2016,Sierra,95 - 99 years,Male,6,21,2,rural
2016,Sierra,100 years and over,Female,0,22,1,rural
2016,Sierra,100 years and over,Male,6,22,2,rural
2016,Siskiyou,Less than 1 year,Female,6,1,1,rural
2016,Siskiyou,Less than 1 year,Male,0,1,2,rural
2016,Siskiyou,1 - 4 years,Female,6,2,1,rural
2016,Siskiyou,1 - 4 years,Male,0,2,2,rural
2016,Siskiyou,5 - 9 years,Female,0,3,1,rural
2016,Siskiyou,5 - 9 years,Male,0,3,2,rural
2016,Siskiyou,10 - 14 years,Male,0,4,2,rural
2016,Siskiyou,10 - 14 years,Female,0,4,1,rural
2016,Siskiyou,15 - 19 years,Female,0,5,1,rural
2016,Siskiyou,15 - 19 years,Male,6,5,2,rural
2016,Siskiyou,20 - 24 years,Male,6,6,2,rural
2016,Siskiyou,20 - 24 years,Female,0,6,1,rural
2016,Siskiyou,25 - 29 years,Male,6,7,2,rural
2016,Siskiyou,25 - 29 years,Female,6,7,1,rural
2016,Siskiyou,30 - 34 years,Male,6,8,2,rural
2016,Siskiyou,30 - 34 years,Female,6,8,1,rural
2016,Siskiyou,35 - 39 years,Female,6,9,1,rural
2016,Siskiyou,35 - 39 years,Male,6,9,2,rural
2016,Siskiyou,40 - 44 years,Male,6,10,2,rural
2016,Siskiyou,40 - 44 years,Female,6,10,1,rural
2016,Siskiyou,45 - 49 years,Female,6,11,1,rural
2016,Siskiyou,45 - 49 years,Male,6,11,2,rural
2016,Siskiyou,50 - 54 years,Male,14,12,2,rural
2016,Siskiyou,50 - 54 years,Female,6,12,1,rural
2016,Siskiyou,55 - 59 years,Female,6,13,1,rural
2016,Siskiyou,55 - 59 years,Male,23,13,2,rural
2016,Siskiyou,60 - 64 years,Male,34,14,2,rural
2016,Siskiyou,60 - 64 years,Female,20,14,1,rural
2016,Siskiyou,65 - 69 years,Male,50,15,2,rural
2016,Siskiyou,65 - 69 years,Female,19,15,1,rural
2016,Siskiyou,70 - 74 years,Male,32,16,2,rural
2016,Siskiyou,70 - 74 years,Female,24,16,1,rural
2016,Siskiyou,75 - 79 years,Female,37,17,1,rural
2016,Siskiyou,75 - 79 years,Male,35,17,2,rural
2016,Siskiyou,80 - 84 years,Male,50,18,2,rural
2016,Siskiyou,80 - 84 years,Female,36,18,1,rural
2016,Siskiyou,85 - 89 years,Female,45,19,1,rural
2016,Siskiyou,85 - 89 years,Male,41,19,2,rural
2016,Siskiyou,90 - 94 years,Male,24,20,2,rural
2016,Siskiyou,90 - 94 years,Female,43,20,1,rural
2016,Siskiyou,95 - 99 years,Male,6,21,2,rural
2016,Siskiyou,95 - 99 years,Female,16,21,1,rural
2016,Siskiyou,100 years and over,Male,0,22,2,rural
2016,Siskiyou,100 years and over,Female,6,22,1,rural
2016,Solano,Less than 1 year,Male,16,1,2,suburban
2016,Solano,Less than 1 year,Female,15,1,1,suburban
2016,Solano,1 - 4 years,Female,6,2,1,suburban
2016,Solano,1 - 4 years,Male,6,2,2,suburban
2016,Solano,5 - 9 years,Male,6,3,2,suburban
2016,Solano,5 - 9 years,Female,6,3,1,suburban
2016,Solano,10 - 14 years,Male,6,4,2,suburban
2016,Solano,10 - 14 years,Female,6,4,1,suburban
2016,Solano,15 - 19 years,Male,12,5,2,suburban
2016,Solano,15 - 19 years,Female,6,5,1,suburban
2016,Solano,20 - 24 years,Female,6,6,1,suburban
2016,Solano,20 - 24 years,Male,11,6,2,suburban
2016,Solano,25 - 29 years,Male,22,7,2,suburban
2016,Solano,25 - 29 years,Female,6,7,1,suburban
2016,Solano,30 - 34 years,Female,6,8,1,suburban
2016,Solano,30 - 34 years,Male,24,8,2,suburban
2016,Solano,35 - 39 years,Female,6,9,1,suburban
2016,Solano,35 - 39 years,Male,29,9,2,suburban
2016,Solano,40 - 44 years,Female,21,10,1,suburban
2016,Solano,40 - 44 years,Male,22,10,2,suburban
2016,Solano,45 - 49 years,Female,37,11,1,suburban
2016,Solano,45 - 49 years,Male,43,11,2,suburban
2016,Solano,50 - 54 years,Male,78,12,2,suburban
2016,Solano,50 - 54 years,Female,45,12,1,suburban
2016,Solano,55 - 59 years,Female,86,13,1,suburban
2016,Solano,55 - 59 years,Male,130,13,2,suburban
2016,Solano,60 - 64 years,Male,172,14,2,suburban
2016,Solano,60 - 64 years,Female,118,14,1,suburban
2016,Solano,65 - 69 years,Female,121,15,1,suburban
2016,Solano,65 - 69 years,Male,203,15,2,suburban
2016,Solano,70 - 74 years,Male,163,16,2,suburban
2016,Solano,70 - 74 years,Female,142,16,1,suburban
2016,Solano,75 - 79 years,Female,159,17,1,suburban
2016,Solano,75 - 79 years,Male,172,17,2,suburban
2016,Solano,80 - 84 years,Female,220,18,1,suburban
2016,Solano,80 - 84 years,Male,206,18,2,suburban
2016,Solano,85 - 89 years,Female,229,19,1,suburban
2016,Solano,85 - 89 years,Male,179,19,2,suburban
2016,Solano,90 - 94 years,Male,132,20,2,suburban
2016,Solano,90 - 94 years,Female,255,20,1,suburban
2016,Solano,95 - 99 years,Female,92,21,1,suburban
2016,Solano,95 - 99 years,Male,46,21,2,suburban
2016,Solano,100 years and over,Female,21,22,1,suburban
2016,Solano,100 years and over,Male,6,22,2,suburban
2016,Sonoma,Less than 1 year,Male,6,1,2,suburban
2016,Sonoma,Less than 1 year,Female,6,1,1,suburban
2016,Sonoma,1 - 4 years,Male,6,2,2,suburban
2016,Sonoma,1 - 4 years,Female,6,2,1,suburban
2016,Sonoma,5 - 9 years,Male,0,3,2,suburban
2016,Sonoma,5 - 9 years,Female,6,3,1,suburban
2016,Sonoma,10 - 14 years,Male,0,4,2,suburban
2016,Sonoma,10 - 14 years,Female,6,4,1,suburban
2016,Sonoma,15 - 19 years,Male,6,5,2,suburban
2016,Sonoma,15 - 19 years,Female,6,5,1,suburban
2016,Sonoma,20 - 24 years,Male,18,6,2,suburban
2016,Sonoma,20 - 24 years,Female,6,6,1,suburban
2016,Sonoma,25 - 29 years,Male,19,7,2,suburban
2016,Sonoma,25 - 29 years,Female,6,7,1,suburban
2016,Sonoma,30 - 34 years,Male,24,8,2,suburban
2016,Sonoma,30 - 34 years,Female,6,8,1,suburban
2016,Sonoma,35 - 39 years,Female,18,9,1,suburban
2016,Sonoma,35 - 39 years,Male,22,9,2,suburban
2016,Sonoma,40 - 44 years,Male,28,10,2,suburban
2016,Sonoma,40 - 44 years,Female,11,10,1,suburban
2016,Sonoma,45 - 49 years,Male,51,11,2,suburban
2016,Sonoma,45 - 49 years,Female,20,11,1,suburban
2016,Sonoma,50 - 54 years,Male,60,12,2,suburban
2016,Sonoma,50 - 54 years,Female,42,12,1,suburban
2016,Sonoma,55 - 59 years,Male,108,13,2,suburban
2016,Sonoma,55 - 59 years,Female,99,13,1,suburban
2016,Sonoma,60 - 64 years,Male,199,14,2,suburban
2016,Sonoma,60 - 64 years,Female,105,14,1,suburban
2016,Sonoma,65 - 69 years,Male,194,15,2,suburban
2016,Sonoma,65 - 69 years,Female,151,15,1,suburban
2016,Sonoma,70 - 74 years,Male,218,16,2,suburban
2016,Sonoma,70 - 74 years,Female,172,16,1,suburban
2016,Sonoma,75 - 79 years,Male,235,17,2,suburban
2016,Sonoma,75 - 79 years,Female,181,17,1,suburban
2016,Sonoma,80 - 84 years,Male,229,18,2,suburban
2016,Sonoma,80 - 84 years,Female,248,18,1,suburban
2016,Sonoma,85 - 89 years,Male,259,19,2,suburban
2016,Sonoma,85 - 89 years,Female,371,19,1,suburban
2016,Sonoma,90 - 94 years,Male,234,20,2,suburban
2016,Sonoma,90 - 94 years,Female,382,20,1,suburban
2016,Sonoma,95 - 99 years,Female,223,21,1,suburban
2016,Sonoma,95 - 99 years,Male,101,21,2,suburban
2016,Sonoma,100 years and over,Male,13,22,2,suburban
2016,Sonoma,100 years and over,Female,53,22,1,suburban
2016,Stanislaus,Less than 1 year,Male,22,1,2,suburban
2016,Stanislaus,Less than 1 year,Female,21,1,1,suburban
2016,Stanislaus,1 - 4 years,Female,6,2,1,suburban
2016,Stanislaus,1 - 4 years,Male,6,2,2,suburban
2016,Stanislaus,5 - 9 years,Male,6,3,2,suburban
2016,Stanislaus,5 - 9 years,Female,6,3,1,suburban
2016,Stanislaus,10 - 14 years,Male,6,4,2,suburban
2016,Stanislaus,10 - 14 years,Female,6,4,1,suburban
2016,Stanislaus,15 - 19 years,Female,6,5,1,suburban
2016,Stanislaus,15 - 19 years,Male,12,5,2,suburban
2016,Stanislaus,20 - 24 years,Male,23,6,2,suburban
2016,Stanislaus,20 - 24 years,Female,6,6,1,suburban
2016,Stanislaus,25 - 29 years,Male,29,7,2,suburban
2016,Stanislaus,25 - 29 years,Female,6,7,1,suburban
2016,Stanislaus,30 - 34 years,Male,38,8,2,suburban
2016,Stanislaus,30 - 34 years,Female,16,8,1,suburban
2016,Stanislaus,35 - 39 years,Male,36,9,2,suburban
2016,Stanislaus,35 - 39 years,Female,22,9,1,suburban
2016,Stanislaus,40 - 44 years,Female,28,10,1,suburban
2016,Stanislaus,40 - 44 years,Male,48,10,2,suburban
2016,Stanislaus,45 - 49 years,Male,58,11,2,suburban
2016,Stanislaus,45 - 49 years,Female,61,11,1,suburban
2016,Stanislaus,50 - 54 years,Male,122,12,2,suburban
2016,Stanislaus,50 - 54 years,Female,74,12,1,suburban
2016,Stanislaus,55 - 59 years,Female,97,13,1,suburban
2016,Stanislaus,55 - 59 years,Male,180,13,2,suburban
2016,Stanislaus,60 - 64 years,Male,187,14,2,suburban
2016,Stanislaus,60 - 64 years,Female,146,14,1,suburban
2016,Stanislaus,65 - 69 years,Female,168,15,1,suburban
2016,Stanislaus,65 - 69 years,Male,249,15,2,suburban
2016,Stanislaus,70 - 74 years,Male,206,16,2,suburban
2016,Stanislaus,70 - 74 years,Female,183,16,1,suburban
2016,Stanislaus,75 - 79 years,Male,231,17,2,suburban
2016,Stanislaus,75 - 79 years,Female,235,17,1,suburban
2016,Stanislaus,80 - 84 years,Female,247,18,1,suburban
2016,Stanislaus,80 - 84 years,Male,247,18,2,suburban
2016,Stanislaus,85 - 89 years,Female,314,19,1,suburban
2016,Stanislaus,85 - 89 years,Male,216,19,2,suburban
2016,Stanislaus,90 - 94 years,Male,187,20,2,suburban
2016,Stanislaus,90 - 94 years,Female,298,20,1,suburban
2016,Stanislaus,95 - 99 years,Female,134,21,1,suburban
2016,Stanislaus,95 - 99 years,Male,56,21,2,suburban
2016,Stanislaus,100 years and over,Male,6,22,2,suburban
2016,Stanislaus,100 years and over,Female,35,22,1,suburban
2016,Sutter,Less than 1 year,Male,6,1,2,rural
2016,Sutter,Less than 1 year,Female,6,1,1,rural
2016,Sutter,1 - 4 years,Male,0,2,2,rural
2016,Sutter,1 - 4 years,Female,0,2,1,rural
2016,Sutter,5 - 9 years,Male,0,3,2,rural
2016,Sutter,5 - 9 years,Female,0,3,1,rural
2016,Sutter,10 - 14 years,Male,0,4,2,rural
2016,Sutter,10 - 14 years,Female,6,4,1,rural
2016,Sutter,15 - 19 years,Male,6,5,2,rural
2016,Sutter,15 - 19 years,Female,6,5,1,rural
2016,Sutter,20 - 24 years,Female,6,6,1,rural
2016,Sutter,20 - 24 years,Male,6,6,2,rural
2016,Sutter,25 - 29 years,Male,6,7,2,rural
2016,Sutter,25 - 29 years,Female,6,7,1,rural
2016,Sutter,30 - 34 years,Male,6,8,2,rural
2016,Sutter,30 - 34 years,Female,6,8,1,rural
2016,Sutter,35 - 39 years,Male,6,9,2,rural
2016,Sutter,35 - 39 years,Female,6,9,1,rural
2016,Sutter,40 - 44 years,Male,6,10,2,rural
2016,Sutter,40 - 44 years,Female,6,10,1,rural
2016,Sutter,45 - 49 years,Female,6,11,1,rural
2016,Sutter,45 - 49 years,Male,15,11,2,rural
2016,Sutter,50 - 54 years,Female,13,12,1,rural
2016,Sutter,50 - 54 years,Male,17,12,2,rural
2016,Sutter,55 - 59 years,Female,16,13,1,rural
2016,Sutter,55 - 59 years,Male,33,13,2,rural
2016,Sutter,60 - 64 years,Female,31,14,1,rural
2016,Sutter,60 - 64 years,Male,46,14,2,rural
2016,Sutter,65 - 69 years,Male,45,15,2,rural
2016,Sutter,65 - 69 years,Female,28,15,1,rural
2016,Sutter,70 - 74 years,Female,43,16,1,rural
2016,Sutter,70 - 74 years,Male,45,16,2,rural
2016,Sutter,75 - 79 years,Male,44,17,2,rural
2016,Sutter,75 - 79 years,Female,43,17,1,rural
2016,Sutter,80 - 84 years,Male,63,18,2,rural
2016,Sutter,80 - 84 years,Female,53,18,1,rural
2016,Sutter,85 - 89 years,Female,63,19,1,rural
2016,Sutter,85 - 89 years,Male,70,19,2,rural
2016,Sutter,90 - 94 years,Male,27,20,2,rural
2016,Sutter,90 - 94 years,Female,51,20,1,rural
2016,Sutter,95 - 99 years,Male,15,21,2,rural
2016,Sutter,95 - 99 years,Female,35,21,1,rural
2016,Sutter,100 years and over,Female,6,22,1,rural
2016,Sutter,100 years and over,Male,6,22,2,rural
2016,Tehama,Less than 1 year,Male,6,1,2,rural
2016,Tehama,Less than 1 year,Female,6,1,1,rural
2016,Tehama,1 - 4 years,Female,6,2,1,rural
2016,Tehama,1 - 4 years,Male,0,2,2,rural
2016,Tehama,5 - 9 years,Female,0,3,1,rural
2016,Tehama,5 - 9 years,Male,0,3,2,rural
2016,Tehama,10 - 14 years,Male,0,4,2,rural
2016,Tehama,10 - 14 years,Female,0,4,1,rural
2016,Tehama,15 - 19 years,Female,6,5,1,rural
2016,Tehama,15 - 19 years,Male,6,5,2,rural
2016,Tehama,20 - 24 years,Female,6,6,1,rural
2016,Tehama,20 - 24 years,Male,6,6,2,rural
2016,Tehama,25 - 29 years,Male,6,7,2,rural
2016,Tehama,25 - 29 years,Female,0,7,1,rural
2016,Tehama,30 - 34 years,Female,6,8,1,rural
2016,Tehama,30 - 34 years,Male,6,8,2,rural
2016,Tehama,35 - 39 years,Male,6,9,2,rural
2016,Tehama,35 - 39 years,Female,6,9,1,rural
2016,Tehama,40 - 44 years,Male,6,10,2,rural
2016,Tehama,40 - 44 years,Female,6,10,1,rural
2016,Tehama,45 - 49 years,Male,6,11,2,rural
2016,Tehama,45 - 49 years,Female,6,11,1,rural
2016,Tehama,50 - 54 years,Female,6,12,1,rural
2016,Tehama,50 - 54 years,Male,17,12,2,rural
2016,Tehama,55 - 59 years,Female,19,13,1,rural
2016,Tehama,55 - 59 years,Male,34,13,2,rural
2016,Tehama,60 - 64 years,Male,32,14,2,rural
2016,Tehama,60 - 64 years,Female,32,14,1,rural
2016,Tehama,65 - 69 years,Male,53,15,2,rural
2016,Tehama,65 - 69 years,Female,38,15,1,rural
2016,Tehama,70 - 74 years,Female,39,16,1,rural
2016,Tehama,70 - 74 years,Male,44,16,2,rural
2016,Tehama,75 - 79 years,Female,25,17,1,rural
2016,Tehama,75 - 79 years,Male,53,17,2,rural
2016,Tehama,80 - 84 years,Female,53,18,1,rural
2016,Tehama,80 - 84 years,Male,55,18,2,rural
2016,Tehama,85 - 89 years,Female,55,19,1,rural
2016,Tehama,85 - 89 years,Male,45,19,2,rural
2016,Tehama,90 - 94 years,Female,48,20,1,rural
2016,Tehama,90 - 94 years,Male,41,20,2,rural
2016,Tehama,95 - 99 years,Female,15,21,1,rural
2016,Tehama,95 - 99 years,Male,12,21,2,rural
2016,Tehama,100 years and over,Female,6,22,1,rural
2016,Tehama,100 years and over,Male,0,22,2,rural
2016,Trinity,Less than 1 year,Female,0,1,1,rural
2016,Trinity,Less than 1 year,Male,6,1,2,rural
2016,Trinity,1 - 4 years,Male,6,2,2,rural
2016,Trinity,1 - 4 years,Female,0,2,1,rural
2016,Trinity,5 - 9 years,Male,0,3,2,rural
2016,Trinity,5 - 9 years,Female,0,3,1,rural
2016,Trinity,10 - 14 years,Female,0,4,1,rural
2016,Trinity,10 - 14 years,Male,0,4,2,rural
2016,Trinity,15 - 19 years,Female,0,5,1,rural
2016,Trinity,15 - 19 years,Male,0,5,2,rural
2016,Trinity,20 - 24 years,Female,6,6,1,rural
2016,Trinity,20 - 24 years,Male,6,6,2,rural
2016,Trinity,25 - 29 years,Female,0,7,1,rural
2016,Trinity,25 - 29 years,Male,6,7,2,rural
2016,Trinity,30 - 34 years,Female,6,8,1,rural
2016,Trinity,30 - 34 years,Male,6,8,2,rural
2016,Trinity,35 - 39 years,Female,0,9,1,rural
2016,Trinity,35 - 39 years,Male,6,9,2,rural
2016,Trinity,40 - 44 years,Female,6,10,1,rural
2016,Trinity,40 - 44 years,Male,6,10,2,rural
2016,Trinity,45 - 49 years,Female,6,11,1,rural
2016,Trinity,45 - 49 years,Male,6,11,2,rural
2016,Trinity,50 - 54 years,Female,6,12,1,rural
2016,Trinity,50 - 54 years,Male,6,12,2,rural
2016,Trinity,55 - 59 years,Male,6,13,2,rural
2016,Trinity,55 - 59 years,Female,6,13,1,rural
2016,Trinity,60 - 64 years,Female,6,14,1,rural
2016,Trinity,60 - 64 years,Male,6,14,2,rural
2016,Trinity,65 - 69 years,Female,6,15,1,rural
2016,Trinity,65 - 69 years,Male,15,15,2,rural
2016,Trinity,70 - 74 years,Female,6,16,1,rural
2016,Trinity,70 - 74 years,Male,17,16,2,rural
2016,Trinity,75 - 79 years,Female,6,17,1,rural
2016,Trinity,75 - 79 years,Male,12,17,2,rural
2016,Trinity,80 - 84 years,Female,6,18,1,rural
2016,Trinity,80 - 84 years,Male,6,18,2,rural
2016,Trinity,85 - 89 years,Female,6,19,1,rural
2016,Trinity,85 - 89 years,Male,6,19,2,rural
2016,Trinity,90 - 94 years,Female,6,20,1,rural
2016,Trinity,90 - 94 years,Male,6,20,2,rural
2016,Trinity,95 - 99 years,Male,6,21,2,rural
2016,Trinity,95 - 99 years,Female,6,21,1,rural
2016,Trinity,100 years and over,Male,0,22,2,rural
2016,Trinity,100 years and over,Female,0,22,1,rural
2016,Tulare,Less than 1 year,Male,22,1,2,suburban
2016,Tulare,Less than 1 year,Female,25,1,1,suburban
2016,Tulare,1 - 4 years,Male,6,2,2,suburban
2016,Tulare,1 - 4 years,Female,6,2,1,suburban
2016,Tulare,5 - 9 years,Male,6,3,2,suburban
2016,Tulare,5 - 9 years,Female,6,3,1,suburban
2016,Tulare,10 - 14 years,Female,6,4,1,suburban
2016,Tulare,10 - 14 years,Male,6,4,2,suburban
2016,Tulare,15 - 19 years,Male,12,5,2,suburban
2016,Tulare,15 - 19 years,Female,6,5,1,suburban
2016,Tulare,20 - 24 years,Male,26,6,2,suburban
2016,Tulare,20 - 24 years,Female,6,6,1,suburban
2016,Tulare,25 - 29 years,Female,12,7,1,suburban
2016,Tulare,25 - 29 years,Male,24,7,2,suburban
2016,Tulare,30 - 34 years,Male,28,8,2,suburban
2016,Tulare,30 - 34 years,Female,14,8,1,suburban
2016,Tulare,35 - 39 years,Female,16,9,1,suburban
2016,Tulare,35 - 39 years,Male,34,9,2,suburban
2016,Tulare,40 - 44 years,Male,37,10,2,suburban
2016,Tulare,40 - 44 years,Female,20,10,1,suburban
2016,Tulare,45 - 49 years,Female,30,11,1,suburban
2016,Tulare,45 - 49 years,Male,64,11,2,suburban
2016,Tulare,50 - 54 years,Female,50,12,1,suburban
2016,Tulare,50 - 54 years,Male,93,12,2,suburban
2016,Tulare,55 - 59 years,Male,116,13,2,suburban
2016,Tulare,55 - 59 years,Female,70,13,1,suburban
2016,Tulare,60 - 64 years,Male,176,14,2,suburban
2016,Tulare,60 - 64 years,Female,97,14,1,suburban
2016,Tulare,65 - 69 years,Male,152,15,2,suburban
2016,Tulare,65 - 69 years,Female,127,15,1,suburban
2016,Tulare,70 - 74 years,Male,158,16,2,suburban
2016,Tulare,70 - 74 years,Female,113,16,1,suburban
2016,Tulare,75 - 79 years,Male,160,17,2,suburban
2016,Tulare,75 - 79 years,Female,139,17,1,suburban
2016,Tulare,80 - 84 years,Male,177,18,2,suburban
2016,Tulare,80 - 84 years,Female,198,18,1,suburban
2016,Tulare,85 - 89 years,Female,226,19,1,suburban
2016,Tulare,85 - 89 years,Male,155,19,2,suburban
2016,Tulare,90 - 94 years,Female,181,20,1,suburban
2016,Tulare,90 - 94 years,Male,119,20,2,suburban
2016,Tulare,95 - 99 years,Female,87,21,1,suburban
2016,Tulare,95 - 99 years,Male,32,21,2,suburban
2016,Tulare,100 years and over,Female,20,22,1,suburban
2016,Tulare,100 years and over,Male,6,22,2,suburban
2016,Tuolumne,Less than 1 year,Male,6,1,2,rural
2016,Tuolumne,Less than 1 year,Female,0,1,1,rural
2016,Tuolumne,1 - 4 years,Female,0,2,1,rural
2016,Tuolumne,1 - 4 years,Male,0,2,2,rural
2016,Tuolumne,5 - 9 years,Female,0,3,1,rural
2016,Tuolumne,5 - 9 years,Male,0,3,2,rural
2016,Tuolumne,10 - 14 years,Female,0,4,1,rural
2016,Tuolumne,10 - 14 years,Male,0,4,2,rural
2016,Tuolumne,15 - 19 years,Female,6,5,1,rural
2016,Tuolumne,15 - 19 years,Male,6,5,2,rural
2016,Tuolumne,20 - 24 years,Female,6,6,1,rural
2016,Tuolumne,20 - 24 years,Male,6,6,2,rural
2016,Tuolumne,25 - 29 years,Female,6,7,1,rural
2016,Tuolumne,25 - 29 years,Male,6,7,2,rural
2016,Tuolumne,30 - 34 years,Female,6,8,1,rural
2016,Tuolumne,30 - 34 years,Male,6,8,2,rural
2016,Tuolumne,35 - 39 years,Male,6,9,2,rural
2016,Tuolumne,35 - 39 years,Female,6,9,1,rural
2016,Tuolumne,40 - 44 years,Male,6,10,2,rural
2016,Tuolumne,40 - 44 years,Female,6,10,1,rural
2016,Tuolumne,45 - 49 years,Female,6,11,1,rural
2016,Tuolumne,45 - 49 years,Male,6,11,2,rural
2016,Tuolumne,50 - 54 years,Female,6,12,1,rural
2016,Tuolumne,50 - 54 years,Male,15,12,2,rural
2016,Tuolumne,55 - 59 years,Female,14,13,1,rural
