Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran
2018,Santa Barbara,5 - 9 years,Unknown,0
2018,Santa Barbara,5 - 9 years,Yes,0
2018,Santa Barbara,10 - 14 years,No,6
2018,Santa Barbara,10 - 14 years,Unknown,0
2018,Santa Barbara,10 - 14 years,Yes,0
2018,Santa Barbara,15 - 19 years,No,17
2018,Santa Barbara,15 - 19 years,Unknown,0
2018,Santa Barbara,15 - 19 years,Yes,0
2018,Santa Barbara,20 - 24 years,No,18
2018,Santa Barbara,20 - 24 years,Unknown,0
2018,Santa Barbara,20 - 24 years,Yes,6
2018,Santa Barbara,25 - 29 years,No,29
2018,Santa Barbara,25 - 29 years,Unknown,6
2018,Santa Barbara,25 - 29 years,Yes,6
2018,Santa Barbara,30 - 34 years,No,27
2018,Santa Barbara,30 - 34 years,Unknown,0
2018,Santa Barbara,30 - 34 years,Yes,0
2018,Santa Barbara,35 - 39 years,No,25
2018,Santa Barbara,35 - 39 years,Unknown,0
2018,Santa Barbara,35 - 39 years,Yes,6
2018,Santa Barbara,40 - 44 years,No,44
2018,Santa Barbara,40 - 44 years,Unknown,0
2018,Santa Barbara,40 - 44 years,Yes,0
2018,Santa Barbara,45 - 49 years,No,61
2018,Santa Barbara,45 - 49 years,Unknown,6
2018,Santa Barbara,45 - 49 years,Yes,0
2018,Santa Barbara,50 - 54 years,No,78
2018,Santa Barbara,50 - 54 years,Unknown,0
2018,Santa Barbara,50 - 54 years,Yes,6
2018,Santa Barbara,55 - 59 years,No,139
2018,Santa Barbara,55 - 59 years,Unknown,6
2018,Santa Barbara,55 - 59 years,Yes,15
2018,Santa Barbara,60 - 64 years,No,181
2018,Santa Barbara,60 - 64 years,Unknown,6
2018,Santa Barbara,60 - 64 years,Yes,21
2018,Santa Barbara,65 - 69 years,No,198
2018,Santa Barbara,65 - 69 years,Unknown,6
2018,Santa Barbara,65 - 69 years,Yes,38
2018,Santa Barbara,70 - 74 years,No,226
2018,Santa Barbara,70 - 74 years,Unknown,6
2018,Santa Barbara,70 - 74 years,Yes,61
2018,Santa Barbara,75 - 79 years,No,225
2018,Santa Barbara,75 - 79 years,Unknown,6
2018,Santa Barbara,75 - 79 years,Yes,54
2018,Santa Barbara,80 - 84 years,No,260
2018,Santa Barbara,80 - 84 years,Unknown,0
2018,Santa Barbara,80 - 84 years,Yes,127
2018,Santa Barbara,85 - 89 years,No,346
2018,Santa Barbara,85 - 89 years,Unknown,6
2018,Santa Barbara,85 - 89 years,Yes,159
2018,Santa Barbara,90 - 94 years,No,378
2018,Santa Barbara,90 - 94 years,Unknown,6
2018,Santa Barbara,90 - 94 years,Yes,143
2018,Santa Barbara,95 - 99 years,No,171
2018,Santa Barbara,95 - 99 years,Unknown,0
2018,Santa Barbara,95 - 99 years,Yes,54
2018,Santa Barbara,100 years and over,No,47
2018,Santa Barbara,100 years and over,Unknown,0
2018,Santa Barbara,100 years and over,Yes,6
2018,Santa Clara,Less than 1 year,No,70
2018,Santa Clara,Less than 1 year,Unknown,0
2018,Santa Clara,Less than 1 year,Yes,0
2018,Santa Clara,1 - 4 years,No,14
2018,Santa Clara,1 - 4 years,Unknown,0
2018,Santa Clara,1 - 4 years,Yes,0
2018,Santa Clara,5 - 9 years,No,6
2018,Santa Clara,5 - 9 years,Unknown,0
2018,Santa Clara,5 - 9 years,Yes,0
2018,Santa Clara,10 - 14 years,No,6
2018,Santa Clara,10 - 14 years,Unknown,6
2018,Santa Clara,10 - 14 years,Yes,0
2018,Santa Clara,15 - 19 years,No,24
2018,Santa Clara,15 - 19 years,Unknown,0
2018,Santa Clara,15 - 19 years,Yes,0
2018,Santa Clara,20 - 24 years,No,59
2018,Santa Clara,20 - 24 years,Unknown,0
2018,Santa Clara,20 - 24 years,Yes,6
2018,Santa Clara,25 - 29 years,No,62
2018,Santa Clara,25 - 29 years,Unknown,0
2018,Santa Clara,25 - 29 years,Yes,6
2018,Santa Clara,30 - 34 years,No,68
2018,Santa Clara,30 - 34 years,Unknown,6
2018,Santa Clara,30 - 34 years,Yes,6
2018,Santa Clara,35 - 39 years,No,129
2018,Santa Clara,35 - 39 years,Unknown,6
2018,Santa Clara,35 - 39 years,Yes,6
2018,Santa Clara,40 - 44 years,No,119
2018,Santa Clara,40 - 44 years,Unknown,6
2018,Santa Clara,40 - 44 years,Yes,6
2018,Santa Clara,45 - 49 years,No,205
2018,Santa Clara,45 - 49 years,Unknown,0
2018,Santa Clara,45 - 49 years,Yes,6
2018,Santa Clara,50 - 54 years,No,314
2018,Santa Clara,50 - 54 years,Unknown,6
2018,Santa Clara,50 - 54 years,Yes,17
2018,Santa Clara,55 - 59 years,No,441
2018,Santa Clara,55 - 59 years,Unknown,6
2018,Santa Clara,55 - 59 years,Yes,25
2018,Santa Clara,60 - 64 years,No,575
2018,Santa Clara,60 - 64 years,Unknown,6
2018,Santa Clara,60 - 64 years,Yes,44
2018,Santa Clara,65 - 69 years,No,644
2018,Santa Clara,65 - 69 years,Unknown,6
2018,Santa Clara,65 - 69 years,Yes,108
2018,Santa Clara,70 - 74 years,No,726
2018,Santa Clara,70 - 74 years,Unknown,6
2018,Santa Clara,70 - 74 years,Yes,176
2018,Santa Clara,75 - 79 years,No,836
2018,Santa Clara,75 - 79 years,Unknown,6
2018,Santa Clara,75 - 79 years,Yes,182
2018,Santa Clara,80 - 84 years,No,1038
2018,Santa Clara,80 - 84 years,Unknown,6
2018,Santa Clara,80 - 84 years,Yes,275
2018,Santa Clara,85 - 89 years,No,1209
2018,Santa Clara,85 - 89 years,Unknown,6
2018,Santa Clara,85 - 89 years,Yes,366
2018,Santa Clara,90 - 94 years,No,1118
2018,Santa Clara,90 - 94 years,Unknown,6
2018,Santa Clara,90 - 94 years,Yes,328
2018,Santa Clara,95 - 99 years,No,595
2018,Santa Clara,95 - 99 years,Unknown,6
2018,Santa Clara,95 - 99 years,Yes,162
2018,Santa Clara,100 years and over,No,152
2018,Santa Clara,100 years and over,Unknown,0
2018,Santa Clara,100 years and over,Yes,17
2018,Santa Cruz,Less than 1 year,No,6
2018,Santa Cruz,Less than 1 year,Unknown,0
2018,Santa Cruz,Less than 1 year,Yes,0
2018,Santa Cruz,1 - 4 years,No,6
2018,Santa Cruz,1 - 4 years,Unknown,0
2018,Santa Cruz,1 - 4 years,Yes,0
2018,Santa Cruz,5 - 9 years,No,6
2018,Santa Cruz,5 - 9 years,Unknown,0
2018,Santa Cruz,5 - 9 years,Yes,0
2018,Santa Cruz,10 - 14 years,No,6
2018,Santa Cruz,10 - 14 years,Unknown,0
2018,Santa Cruz,10 - 14 years,Yes,0
2018,Santa Cruz,15 - 19 years,No,6
2018,Santa Cruz,15 - 19 years,Unknown,0
2018,Santa Cruz,15 - 19 years,Yes,0
2018,Santa Cruz,20 - 24 years,No,6
2018,Santa Cruz,20 - 24 years,Unknown,0
2018,Santa Cruz,20 - 24 years,Yes,0
2018,Santa Cruz,25 - 29 years,No,18
2018,Santa Cruz,25 - 29 years,Unknown,0
2018,Santa Cruz,25 - 29 years,Yes,0
2018,Santa Cruz,30 - 34 years,No,16
2018,Santa Cruz,30 - 34 years,Unknown,0
2018,Santa Cruz,30 - 34 years,Yes,0
2018,Santa Cruz,35 - 39 years,No,23
2018,Santa Cruz,35 - 39 years,Unknown,6
2018,Santa Cruz,35 - 39 years,Yes,0
2018,Santa Cruz,40 - 44 years,No,23
2018,Santa Cruz,40 - 44 years,Unknown,0
2018,Santa Cruz,40 - 44 years,Yes,6
2018,Santa Cruz,45 - 49 years,No,37
2018,Santa Cruz,45 - 49 years,Unknown,6
2018,Santa Cruz,45 - 49 years,Yes,6
2018,Santa Cruz,50 - 54 years,No,56
2018,Santa Cruz,50 - 54 years,Unknown,6
2018,Santa Cruz,50 - 54 years,Yes,6
2018,Santa Cruz,55 - 59 years,No,86
2018,Santa Cruz,55 - 59 years,Unknown,6
2018,Santa Cruz,55 - 59 years,Yes,6
2018,Santa Cruz,60 - 64 years,No,121
2018,Santa Cruz,60 - 64 years,Unknown,6
2018,Santa Cruz,60 - 64 years,Yes,6
2018,Santa Cruz,65 - 69 years,No,122
2018,Santa Cruz,65 - 69 years,Unknown,6
2018,Santa Cruz,65 - 69 years,Yes,19
2018,Santa Cruz,70 - 74 years,No,121
2018,Santa Cruz,70 - 74 years,Unknown,6
2018,Santa Cruz,70 - 74 years,Yes,44
2018,Santa Cruz,75 - 79 years,No,118
2018,Santa Cruz,75 - 79 years,Unknown,6
2018,Santa Cruz,75 - 79 years,Yes,28
2018,Santa Cruz,80 - 84 years,No,140
2018,Santa Cruz,80 - 84 years,Unknown,6
2018,Santa Cruz,80 - 84 years,Yes,54
2018,Santa Cruz,85 - 89 years,No,172
2018,Santa Cruz,85 - 89 years,Unknown,6
2018,Santa Cruz,85 - 89 years,Yes,75
2018,Santa Cruz,90 - 94 years,No,161
2018,Santa Cruz,90 - 94 years,Unknown,0
2018,Santa Cruz,90 - 94 years,Yes,90
2018,Santa Cruz,95 - 99 years,No,84
2018,Santa Cruz,95 - 99 years,Unknown,0
2018,Santa Cruz,95 - 99 years,Yes,42
2018,Santa Cruz,100 years and over,No,12
2018,Santa Cruz,100 years and over,Unknown,0
2018,Santa Cruz,100 years and over,Yes,6
2018,Shasta,Less than 1 year,No,6
2018,Shasta,Less than 1 year,Unknown,0
2018,Shasta,Less than 1 year,Yes,0
2018,Shasta,1 - 4 years,No,6
2018,Shasta,1 - 4 years,Unknown,0
2018,Shasta,1 - 4 years,Yes,0
2018,Shasta,5 - 9 years,No,6
2018,Shasta,5 - 9 years,Unknown,0
2018,Shasta,5 - 9 years,Yes,0
2018,Shasta,10 - 14 years,No,0
2018,Shasta,10 - 14 years,Unknown,0
2018,Shasta,10 - 14 years,Yes,0
2018,Shasta,15 - 19 years,No,6
2018,Shasta,15 - 19 years,Unknown,0
2018,Shasta,15 - 19 years,Yes,0
2018,Shasta,20 - 24 years,No,17
2018,Shasta,20 - 24 years,Unknown,0
2018,Shasta,20 - 24 years,Yes,0
2018,Shasta,25 - 29 years,No,17
2018,Shasta,25 - 29 years,Unknown,0
2018,Shasta,25 - 29 years,Yes,6
2018,Shasta,30 - 34 years,No,27
2018,Shasta,30 - 34 years,Unknown,0
2018,Shasta,30 - 34 years,Yes,0
2018,Shasta,35 - 39 years,No,24
2018,Shasta,35 - 39 years,Unknown,6
2018,Shasta,35 - 39 years,Yes,0
2018,Shasta,40 - 44 years,No,31
2018,Shasta,40 - 44 years,Unknown,6
2018,Shasta,40 - 44 years,Yes,6
2018,Shasta,45 - 49 years,No,45
2018,Shasta,45 - 49 years,Unknown,6
2018,Shasta,45 - 49 years,Yes,6
2018,Shasta,50 - 54 years,No,69
2018,Shasta,50 - 54 years,Unknown,6
2018,Shasta,50 - 54 years,Yes,6
2018,Shasta,55 - 59 years,No,104
2018,Shasta,55 - 59 years,Unknown,6
2018,Shasta,55 - 59 years,Yes,17
2018,Shasta,60 - 64 years,No,132
2018,Shasta,60 - 64 years,Unknown,14
2018,Shasta,60 - 64 years,Yes,34
2018,Shasta,65 - 69 years,No,160
2018,Shasta,65 - 69 years,Unknown,6
2018,Shasta,65 - 69 years,Yes,46
2018,Shasta,70 - 74 years,No,169
2018,Shasta,70 - 74 years,Unknown,6
2018,Shasta,70 - 74 years,Yes,75
2018,Shasta,75 - 79 years,No,207
2018,Shasta,75 - 79 years,Unknown,6
2018,Shasta,75 - 79 years,Yes,77
2018,Shasta,80 - 84 years,No,191
2018,Shasta,80 - 84 years,Unknown,6
2018,Shasta,80 - 84 years,Yes,86
2018,Shasta,85 - 89 years,No,179
2018,Shasta,85 - 89 years,Unknown,6
2018,Shasta,85 - 89 years,Yes,124
2018,Shasta,90 - 94 years,No,161
2018,Shasta,90 - 94 years,Unknown,6
2018,Shasta,90 - 94 years,Yes,84
2018,Shasta,95 - 99 years,No,80
2018,Shasta,95 - 99 years,Unknown,6
2018,Shasta,95 - 99 years,Yes,29
2018,Shasta,100 years and over,No,16
2018,Shasta,100 years and over,Unknown,0
2018,Shasta,100 years and over,Yes,6
2018,Sierra,Less than 1 year,No,0
2018,Sierra,Less than 1 year,Unknown,0
2018,Sierra,Less than 1 year,Yes,0
2018,Sierra,1 - 4 years,No,0
2018,Sierra,1 - 4 years,Unknown,0
2018,Sierra,1 - 4 years,Yes,0
2018,Sierra,5 - 9 years,No,0
2018,Sierra,5 - 9 years,Unknown,0
2018,Sierra,5 - 9 years,Yes,0
2018,Sierra,10 - 14 years,No,0
2018,Sierra,10 - 14 years,Unknown,0
2018,Sierra,10 - 14 years,Yes,0
2018,Sierra,15 - 19 years,No,0
2018,Sierra,15 - 19 years,Unknown,0
2018,Sierra,15 - 19 years,Yes,0
2018,Sierra,20 - 24 years,No,0
2018,Sierra,20 - 24 years,Unknown,0
2018,Sierra,20 - 24 years,Yes,0
2018,Sierra,25 - 29 years,No,0
2018,Sierra,25 - 29 years,Unknown,0
2018,Sierra,25 - 29 years,Yes,0
2018,Sierra,30 - 34 years,No,0
2018,Sierra,30 - 34 years,Unknown,0
2018,Sierra,30 - 34 years,Yes,0
2018,Sierra,35 - 39 years,No,0
2018,Sierra,35 - 39 years,Unknown,0
2018,Sierra,35 - 39 years,Yes,0
2018,Sierra,40 - 44 years,No,0
2018,Sierra,40 - 44 years,Unknown,0
2018,Sierra,40 - 44 years,Yes,0
2018,Sierra,45 - 49 years,No,6
2018,Sierra,45 - 49 years,Unknown,0
2018,Sierra,45 - 49 years,Yes,0
2018,Sierra,50 - 54 years,No,6
2018,Sierra,50 - 54 years,Unknown,0
2018,Sierra,50 - 54 years,Yes,0
2018,Sierra,55 - 59 years,No,6
2018,Sierra,55 - 59 years,Unknown,0
2018,Sierra,55 - 59 years,Yes,0
2018,Sierra,60 - 64 years,No,6
2018,Sierra,60 - 64 years,Unknown,0
2018,Sierra,60 - 64 years,Yes,0
2018,Sierra,65 - 69 years,No,6
2018,Sierra,65 - 69 years,Unknown,0
2018,Sierra,65 - 69 years,Yes,0
2018,Sierra,70 - 74 years,No,6
2018,Sierra,70 - 74 years,Unknown,0
2018,Sierra,70 - 74 years,Yes,0
2018,Sierra,75 - 79 years,No,6
2018,Sierra,75 - 79 years,Unknown,0
2018,Sierra,75 - 79 years,Yes,6
2018,Sierra,80 - 84 years,No,6
2018,Sierra,80 - 84 years,Unknown,0
2018,Sierra,80 - 84 years,Yes,6
2018,Sierra,85 - 89 years,No,6
2018,Sierra,85 - 89 years,Unknown,0
2018,Sierra,85 - 89 years,Yes,6
2018,Sierra,90 - 94 years,No,6
2018,Sierra,90 - 94 years,Unknown,0
2018,Sierra,90 - 94 years,Yes,6
2018,Sierra,95 - 99 years,No,6
2018,Sierra,95 - 99 years,Unknown,0
2018,Sierra,95 - 99 years,Yes,0
2018,Sierra,100 years and over,No,0
2018,Sierra,100 years and over,Unknown,0
2018,Sierra,100 years and over,Yes,0
2018,Siskiyou,Less than 1 year,No,6
2018,Siskiyou,Less than 1 year,Unknown,0
2018,Siskiyou,Less than 1 year,Yes,0
2018,Siskiyou,1 - 4 years,No,0
2018,Siskiyou,1 - 4 years,Unknown,0
2018,Siskiyou,1 - 4 years,Yes,0
2018,Siskiyou,5 - 9 years,No,0
2018,Siskiyou,5 - 9 years,Unknown,0
2018,Siskiyou,5 - 9 years,Yes,0
2018,Siskiyou,10 - 14 years,No,0
2018,Siskiyou,10 - 14 years,Unknown,0
2018,Siskiyou,10 - 14 years,Yes,0
2018,Siskiyou,15 - 19 years,No,6
2018,Siskiyou,15 - 19 years,Unknown,0
2018,Siskiyou,15 - 19 years,Yes,0
2018,Siskiyou,20 - 24 years,No,6
2018,Siskiyou,20 - 24 years,Unknown,0
2018,Siskiyou,20 - 24 years,Yes,0
2018,Siskiyou,25 - 29 years,No,6
2018,Siskiyou,25 - 29 years,Unknown,0
2018,Siskiyou,25 - 29 years,Yes,6
2018,Siskiyou,30 - 34 years,No,6
2018,Siskiyou,30 - 34 years,Unknown,0
2018,Siskiyou,30 - 34 years,Yes,0
2018,Siskiyou,35 - 39 years,No,6
2018,Siskiyou,35 - 39 years,Unknown,0
2018,Siskiyou,35 - 39 years,Yes,0
2018,Siskiyou,40 - 44 years,No,6
2018,Siskiyou,40 - 44 years,Unknown,0
2018,Siskiyou,40 - 44 years,Yes,0
2018,Siskiyou,45 - 49 years,No,6
2018,Siskiyou,45 - 49 years,Unknown,0
2018,Siskiyou,45 - 49 years,Yes,0
2018,Siskiyou,50 - 54 years,No,21
2018,Siskiyou,50 - 54 years,Unknown,0
2018,Siskiyou,50 - 54 years,Yes,6
2018,Siskiyou,55 - 59 years,No,21
2018,Siskiyou,55 - 59 years,Unknown,0
2018,Siskiyou,55 - 59 years,Yes,6
2018,Siskiyou,60 - 64 years,No,49
2018,Siskiyou,60 - 64 years,Unknown,6
2018,Siskiyou,60 - 64 years,Yes,6
2018,Siskiyou,65 - 69 years,No,49
2018,Siskiyou,65 - 69 years,Unknown,6
2018,Siskiyou,65 - 69 years,Yes,11
2018,Siskiyou,70 - 74 years,No,55
2018,Siskiyou,70 - 74 years,Unknown,0
2018,Siskiyou,70 - 74 years,Yes,17
2018,Siskiyou,75 - 79 years,No,47
2018,Siskiyou,75 - 79 years,Unknown,6
2018,Siskiyou,75 - 79 years,Yes,16
2018,Siskiyou,80 - 84 years,No,41
2018,Siskiyou,80 - 84 years,Unknown,0
2018,Siskiyou,80 - 84 years,Yes,18
2018,Siskiyou,85 - 89 years,No,50
2018,Siskiyou,85 - 89 years,Unknown,0
2018,Siskiyou,85 - 89 years,Yes,22
2018,Siskiyou,90 - 94 years,No,43
2018,Siskiyou,90 - 94 years,Unknown,0
2018,Siskiyou,90 - 94 years,Yes,11
2018,Siskiyou,95 - 99 years,No,13
2018,Siskiyou,95 - 99 years,Unknown,0
2018,Siskiyou,95 - 99 years,Yes,6
2018,Siskiyou,100 years and over,No,6
2018,Siskiyou,100 years and over,Unknown,6
2018,Siskiyou,100 years and over,Yes,0
2018,Solano,Less than 1 year,No,22
2018,Solano,Less than 1 year,Unknown,0
2018,Solano,Less than 1 year,Yes,0
2018,Solano,1 - 4 years,No,6
2018,Solano,1 - 4 years,Unknown,0
2018,Solano,1 - 4 years,Yes,0
2018,Solano,5 - 9 years,No,6
2018,Solano,5 - 9 years,Unknown,0
2018,Solano,5 - 9 years,Yes,0
2018,Solano,10 - 14 years,No,6
2018,Solano,10 - 14 years,Unknown,0
2018,Solano,10 - 14 years,Yes,0
2018,Solano,15 - 19 years,No,18
2018,Solano,15 - 19 years,Unknown,0
2018,Solano,15 - 19 years,Yes,0
2018,Solano,20 - 24 years,No,30
2018,Solano,20 - 24 years,Unknown,6
2018,Solano,20 - 24 years,Yes,6
2018,Solano,25 - 29 years,No,31
2018,Solano,25 - 29 years,Unknown,0
2018,Solano,25 - 29 years,Yes,6
2018,Solano,30 - 34 years,No,38
2018,Solano,30 - 34 years,Unknown,0
2018,Solano,30 - 34 years,Yes,6
2018,Solano,35 - 39 years,No,40
2018,Solano,35 - 39 years,Unknown,0
2018,Solano,35 - 39 years,Yes,6
2018,Solano,40 - 44 years,No,53
2018,Solano,40 - 44 years,Unknown,6
2018,Solano,40 - 44 years,Yes,6
2018,Solano,45 - 49 years,No,67
2018,Solano,45 - 49 years,Unknown,0
2018,Solano,45 - 49 years,Yes,6
2018,Solano,50 - 54 years,No,100
2018,Solano,50 - 54 years,Unknown,6
2018,Solano,50 - 54 years,Yes,6
2018,Solano,55 - 59 years,No,160
2018,Solano,55 - 59 years,Unknown,6
2018,Solano,55 - 59 years,Yes,24
2018,Solano,60 - 64 years,No,212
2018,Solano,60 - 64 years,Unknown,6
2018,Solano,60 - 64 years,Yes,41
2018,Solano,65 - 69 years,No,240
2018,Solano,65 - 69 years,Unknown,15
2018,Solano,65 - 69 years,Yes,89
2018,Solano,70 - 74 years,No,256
2018,Solano,70 - 74 years,Unknown,6
2018,Solano,70 - 74 years,Yes,136
2018,Solano,75 - 79 years,No,276
2018,Solano,75 - 79 years,Unknown,6
2018,Solano,75 - 79 years,Yes,96
2018,Solano,80 - 84 years,No,325
2018,Solano,80 - 84 years,Unknown,6
2018,Solano,80 - 84 years,Yes,149
2018,Solano,85 - 89 years,No,301
2018,Solano,85 - 89 years,Unknown,6
2018,Solano,85 - 89 years,Yes,158
2018,Solano,90 - 94 years,No,282
2018,Solano,90 - 94 years,Unknown,6
2018,Solano,90 - 94 years,Yes,104
2018,Solano,95 - 99 years,No,128
2018,Solano,95 - 99 years,Unknown,0
2018,Solano,95 - 99 years,Yes,54
2018,Solano,100 years and over,No,24
2018,Solano,100 years and over,Unknown,0
2018,Solano,100 years and over,Yes,6
2018,Sonoma,Less than 1 year,No,11
2018,Sonoma,Less than 1 year,Unknown,0
2018,Sonoma,Less than 1 year,Yes,0
2018,Sonoma,1 - 4 years,No,0
2018,Sonoma,1 - 4 years,Unknown,0
2018,Sonoma,1 - 4 years,Yes,0
2018,Sonoma,5 - 9 years,No,6
2018,Sonoma,5 - 9 years,Unknown,0
2018,Sonoma,5 - 9 years,Yes,0
2018,Sonoma,10 - 14 years,No,6
2018,Sonoma,10 - 14 years,Unknown,0
2018,Sonoma,10 - 14 years,Yes,0
2018,Sonoma,15 - 19 years,No,19
2018,Sonoma,15 - 19 years,Unknown,0
2018,Sonoma,15 - 19 years,Yes,0
2018,Sonoma,20 - 24 years,No,23
2018,Sonoma,20 - 24 years,Unknown,6
2018,Sonoma,20 - 24 years,Yes,6
2018,Sonoma,25 - 29 years,No,17
2018,Sonoma,25 - 29 years,Unknown,0
2018,Sonoma,25 - 29 years,Yes,0
2018,Sonoma,30 - 34 years,No,32
2018,Sonoma,30 - 34 years,Unknown,0
2018,Sonoma,30 - 34 years,Yes,0
2018,Sonoma,35 - 39 years,No,40
2018,Sonoma,35 - 39 years,Unknown,6
2018,Sonoma,35 - 39 years,Yes,6
2018,Sonoma,40 - 44 years,No,35
2018,Sonoma,40 - 44 years,Unknown,0
2018,Sonoma,40 - 44 years,Yes,6
2018,Sonoma,45 - 49 years,No,59
2018,Sonoma,45 - 49 years,Unknown,6
2018,Sonoma,45 - 49 years,Yes,6
2018,Sonoma,50 - 54 years,No,99
2018,Sonoma,50 - 54 years,Unknown,6
2018,Sonoma,50 - 54 years,Yes,6
2018,Sonoma,55 - 59 years,No,161
2018,Sonoma,55 - 59 years,Unknown,6
2018,Sonoma,55 - 59 years,Yes,6
2018,Sonoma,60 - 64 years,No,217
2018,Sonoma,60 - 64 years,Unknown,6
2018,Sonoma,60 - 64 years,Yes,28
2018,Sonoma,65 - 69 years,No,270
2018,Sonoma,65 - 69 years,Unknown,6
2018,Sonoma,65 - 69 years,Yes,56
2018,Sonoma,70 - 74 years,No,321
2018,Sonoma,70 - 74 years,Unknown,6
2018,Sonoma,70 - 74 years,Yes,107
2018,Sonoma,75 - 79 years,No,309
2018,Sonoma,75 - 79 years,Unknown,6
2018,Sonoma,75 - 79 years,Yes,114
2018,Sonoma,80 - 84 years,No,333
2018,Sonoma,80 - 84 years,Unknown,6
2018,Sonoma,80 - 84 years,Yes,141
2018,Sonoma,85 - 89 years,No,403
2018,Sonoma,85 - 89 years,Unknown,6
2018,Sonoma,85 - 89 years,Yes,202
2018,Sonoma,90 - 94 years,No,408
2018,Sonoma,90 - 94 years,Unknown,6
2018,Sonoma,90 - 94 years,Yes,190
2018,Sonoma,95 - 99 years,No,254
2018,Sonoma,95 - 99 years,Unknown,6
2018,Sonoma,95 - 99 years,Yes,88
2018,Sonoma,100 years and over,No,47
2018,Sonoma,100 years and over,Unknown,0
2018,Sonoma,100 years and over,Yes,6
2018,Stanislaus,Less than 1 year,No,30
2018,Stanislaus,Less than 1 year,Unknown,0
2018,Stanislaus,Less than 1 year,Yes,0
2018,Stanislaus,1 - 4 years,No,6
2018,Stanislaus,1 - 4 years,Unknown,0
2018,Stanislaus,1 - 4 years,Yes,0
2018,Stanislaus,5 - 9 years,No,6
2018,Stanislaus,5 - 9 years,Unknown,0
2018,Stanislaus,5 - 9 years,Yes,0
2018,Stanislaus,10 - 14 years,No,6
2018,Stanislaus,10 - 14 years,Unknown,0
2018,Stanislaus,10 - 14 years,Yes,0
2018,Stanislaus,15 - 19 years,No,13
2018,Stanislaus,15 - 19 years,Unknown,0
2018,Stanislaus,15 - 19 years,Yes,0
2018,Stanislaus,20 - 24 years,No,27
2018,Stanislaus,20 - 24 years,Unknown,6
2018,Stanislaus,20 - 24 years,Yes,0
2018,Stanislaus,25 - 29 years,No,47
2018,Stanislaus,25 - 29 years,Unknown,0
2018,Stanislaus,25 - 29 years,Yes,6
2018,Stanislaus,30 - 34 years,No,56
2018,Stanislaus,30 - 34 years,Unknown,6
2018,Stanislaus,30 - 34 years,Yes,6
2018,Stanislaus,35 - 39 years,No,86
2018,Stanislaus,35 - 39 years,Unknown,6
2018,Stanislaus,35 - 39 years,Yes,6
2018,Stanislaus,40 - 44 years,No,55
2018,Stanislaus,40 - 44 years,Unknown,6
2018,Stanislaus,40 - 44 years,Yes,6
2018,Stanislaus,45 - 49 years,No,118
2018,Stanislaus,45 - 49 years,Unknown,6
2018,Stanislaus,45 - 49 years,Yes,12
2018,Stanislaus,50 - 54 years,No,142
2018,Stanislaus,50 - 54 years,Unknown,6
2018,Stanislaus,50 - 54 years,Yes,6
2018,Stanislaus,55 - 59 years,No,258
2018,Stanislaus,55 - 59 years,Unknown,6
2018,Stanislaus,55 - 59 years,Yes,17
2018,Stanislaus,60 - 64 years,No,293
2018,Stanislaus,60 - 64 years,Unknown,6
2018,Stanislaus,60 - 64 years,Yes,33
2018,Stanislaus,65 - 69 years,No,367
2018,Stanislaus,65 - 69 years,Unknown,12
2018,Stanislaus,65 - 69 years,Yes,67
2018,Stanislaus,70 - 74 years,No,345
2018,Stanislaus,70 - 74 years,Unknown,6
2018,Stanislaus,70 - 74 years,Yes,114
2018,Stanislaus,75 - 79 years,No,333
2018,Stanislaus,75 - 79 years,Unknown,6
2018,Stanislaus,75 - 79 years,Yes,103
2018,Stanislaus,80 - 84 years,No,404
2018,Stanislaus,80 - 84 years,Unknown,6
2018,Stanislaus,80 - 84 years,Yes,111
2018,Stanislaus,85 - 89 years,No,399
2018,Stanislaus,85 - 89 years,Unknown,6
2018,Stanislaus,85 - 89 years,Yes,139
2018,Stanislaus,90 - 94 years,No,321
2018,Stanislaus,90 - 94 years,Unknown,0
2018,Stanislaus,90 - 94 years,Yes,100
2018,Stanislaus,95 - 99 years,No,156
2018,Stanislaus,95 - 99 years,Unknown,0
2018,Stanislaus,95 - 99 years,Yes,46
2018,Stanislaus,100 years and over,No,31
2018,Stanislaus,100 years and over,Unknown,0
2018,Stanislaus,100 years and over,Yes,6
2018,Sutter,Less than 1 year,No,6
2018,Sutter,Less than 1 year,Unknown,0
2018,Sutter,Less than 1 year,Yes,0
2018,Sutter,1 - 4 years,No,0
2018,Sutter,1 - 4 years,Unknown,0
2018,Sutter,1 - 4 years,Yes,0
2018,Sutter,5 - 9 years,No,0
2018,Sutter,5 - 9 years,Unknown,0
2018,Sutter,5 - 9 years,Yes,0
2018,Sutter,10 - 14 years,No,0
2018,Sutter,10 - 14 years,Unknown,0
2018,Sutter,10 - 14 years,Yes,0
2018,Sutter,15 - 19 years,No,6
2018,Sutter,15 - 19 years,Unknown,0
2018,Sutter,15 - 19 years,Yes,0
2018,Sutter,20 - 24 years,No,6
2018,Sutter,20 - 24 years,Unknown,0
2018,Sutter,20 - 24 years,Yes,0
2018,Sutter,25 - 29 years,No,12
2018,Sutter,25 - 29 years,Unknown,0
2018,Sutter,25 - 29 years,Yes,0
2018,Sutter,30 - 34 years,No,6
2018,Sutter,30 - 34 years,Unknown,0
2018,Sutter,30 - 34 years,Yes,6
