Year_of_Death,County_of_Residence,Age,Total_Deaths
2016,El Dorado,1 - 4 years,6
2016,El Dorado,5 - 9 years,6
2016,El Dorado,10 - 14 years,6
2016,El Dorado,15 - 19 years,6
2016,El Dorado,20 - 24 years,6
2016,El Dorado,25 - 29 years,12
2016,El Dorado,30 - 34 years,18
2016,El Dorado,35 - 39 years,18
2016,El Dorado,40 - 44 years,19
2016,El Dorado,45 - 49 years,33
2016,El Dorado,50 - 54 years,60
2016,El Dorado,55 - 59 years,78
2016,El Dorado,60 - 64 years,102
2016,El Dorado,65 - 69 years,156
2016,El Dorado,70 - 74 years,146
2016,El Dorado,75 - 79 years,163
2016,El Dorado,80 - 84 years,189
2016,El Dorado,85 - 89 years,207
2016,El Dorado,90 - 94 years,189
2016,El Dorado,95 - 99 years,98
2016,El Dorado,100 years and over,13
2016,Fresno,Less than 1 year,72
2016,Fresno,1 - 4 years,17
2016,Fresno,5 - 9 years,6
2016,Fresno,10 - 14 years,6
2016,Fresno,15 - 19 years,49
2016,Fresno,20 - 24 years,60
2016,Fresno,25 - 29 years,76
2016,Fresno,30 - 34 years,94
2016,Fresno,35 - 39 years,99
2016,Fresno,40 - 44 years,118
2016,Fresno,45 - 49 years,188
2016,Fresno,50 - 54 years,311
2016,Fresno,55 - 59 years,401
2016,Fresno,60 - 64 years,533
2016,Fresno,65 - 69 years,599
2016,Fresno,70 - 74 years,622
2016,Fresno,75 - 79 years,614
2016,Fresno,80 - 84 years,782
2016,Fresno,85 - 89 years,862
2016,Fresno,90 - 94 years,770
2016,Fresno,95 - 99 years,320
2016,Fresno,100 years and over,66
2016,Glenn,Less than 1 year,6
2016,Glenn,1 - 4 years,0
2016,Glenn,5 - 9 years,6
2016,Glenn,10 - 14 years,0
2016,Glenn,15 - 19 years,6
2016,Glenn,20 - 24 years,6
2016,Glenn,25 - 29 years,6
2016,Glenn,30 - 34 years,6
2016,Glenn,35 - 39 years,6
2016,Glenn,40 - 44 years,6
2016,Glenn,45 - 49 years,6
2016,Glenn,50 - 54 years,6
2016,Glenn,55 - 59 years,14
2016,Glenn,60 - 64 years,18
2016,Glenn,65 - 69 years,19
2016,Glenn,70 - 74 years,21
2016,Glenn,75 - 79 years,24
2016,Glenn,80 - 84 years,30
2016,Glenn,85 - 89 years,53
2016,Glenn,90 - 94 years,28
2016,Glenn,95 - 99 years,6
2016,Glenn,100 years and over,6
2016,Humboldt,Less than 1 year,6
2016,Humboldt,1 - 4 years,6
2016,Humboldt,5 - 9 years,0
2016,Humboldt,10 - 14 years,6
2016,Humboldt,15 - 19 years,6
2016,Humboldt,20 - 24 years,11
2016,Humboldt,25 - 29 years,15
2016,Humboldt,30 - 34 years,17
2016,Humboldt,35 - 39 years,28
2016,Humboldt,40 - 44 years,21
2016,Humboldt,45 - 49 years,34
2016,Humboldt,50 - 54 years,64
2016,Humboldt,55 - 59 years,87
2016,Humboldt,60 - 64 years,141
2016,Humboldt,65 - 69 years,150
2016,Humboldt,70 - 74 years,131
2016,Humboldt,75 - 79 years,124
2016,Humboldt,80 - 84 years,162
2016,Humboldt,85 - 89 years,164
2016,Humboldt,90 - 94 years,140
2016,Humboldt,95 - 99 years,56
2016,Humboldt,100 years and over,6
2016,Imperial,Less than 1 year,15
2016,Imperial,1 - 4 years,6
2016,Imperial,5 - 9 years,6
2016,Imperial,10 - 14 years,6
2016,Imperial,15 - 19 years,6
2016,Imperial,20 - 24 years,6
2016,Imperial,25 - 29 years,11
2016,Imperial,30 - 34 years,6
2016,Imperial,35 - 39 years,24
2016,Imperial,40 - 44 years,21
2016,Imperial,45 - 49 years,36
2016,Imperial,50 - 54 years,65
2016,Imperial,55 - 59 years,64
2016,Imperial,60 - 64 years,80
2016,Imperial,65 - 69 years,109
2016,Imperial,70 - 74 years,94
2016,Imperial,75 - 79 years,119
2016,Imperial,80 - 84 years,144
2016,Imperial,85 - 89 years,157
2016,Imperial,90 - 94 years,102
2016,Imperial,95 - 99 years,46
2016,Imperial,100 years and over,12
2016,Inyo,Less than 1 year,6
2016,Inyo,1 - 4 years,0
2016,Inyo,5 - 9 years,0
2016,Inyo,10 - 14 years,6
2016,Inyo,15 - 19 years,6
2016,Inyo,20 - 24 years,6
2016,Inyo,25 - 29 years,6
2016,Inyo,30 - 34 years,6
2016,Inyo,35 - 39 years,6
2016,Inyo,40 - 44 years,6
2016,Inyo,45 - 49 years,6
2016,Inyo,50 - 54 years,6
2016,Inyo,55 - 59 years,11
2016,Inyo,60 - 64 years,21
2016,Inyo,65 - 69 years,19
2016,Inyo,70 - 74 years,26
2016,Inyo,75 - 79 years,20
2016,Inyo,80 - 84 years,32
2016,Inyo,85 - 89 years,25
2016,Inyo,90 - 94 years,29
2016,Inyo,95 - 99 years,12
2016,Inyo,100 years and over,6
2016,Kern,Less than 1 year,64
2016,Kern,1 - 4 years,17
2016,Kern,5 - 9 years,6
2016,Kern,10 - 14 years,16
2016,Kern,15 - 19 years,43
2016,Kern,20 - 24 years,76
2016,Kern,25 - 29 years,80
2016,Kern,30 - 34 years,92
2016,Kern,35 - 39 years,107
2016,Kern,40 - 44 years,127
2016,Kern,45 - 49 years,190
2016,Kern,50 - 54 years,326
2016,Kern,55 - 59 years,418
2016,Kern,60 - 64 years,542
2016,Kern,65 - 69 years,576
2016,Kern,70 - 74 years,581
2016,Kern,75 - 79 years,627
2016,Kern,80 - 84 years,715
2016,Kern,85 - 89 years,713
2016,Kern,90 - 94 years,473
2016,Kern,95 - 99 years,192
2016,Kern,100 years and over,29
2016,Kings,Less than 1 year,6
2016,Kings,1 - 4 years,6
2016,Kings,5 - 9 years,0
2016,Kings,10 - 14 years,6
2016,Kings,15 - 19 years,6
2016,Kings,20 - 24 years,6
2016,Kings,25 - 29 years,12
2016,Kings,30 - 34 years,17
2016,Kings,35 - 39 years,12
2016,Kings,40 - 44 years,6
2016,Kings,45 - 49 years,29
2016,Kings,50 - 54 years,50
2016,Kings,55 - 59 years,63
2016,Kings,60 - 64 years,59
2016,Kings,65 - 69 years,85
2016,Kings,70 - 74 years,79
2016,Kings,75 - 79 years,93
2016,Kings,80 - 84 years,95
2016,Kings,85 - 89 years,109
2016,Kings,90 - 94 years,76
2016,Kings,95 - 99 years,21
2016,Kings,100 years and over,6
2016,Lake,Less than 1 year,6
2016,Lake,1 - 4 years,0
2016,Lake,5 - 9 years,0
2016,Lake,10 - 14 years,0
2016,Lake,15 - 19 years,6
2016,Lake,20 - 24 years,6
2016,Lake,25 - 29 years,6
2016,Lake,30 - 34 years,6
2016,Lake,35 - 39 years,11
2016,Lake,40 - 44 years,6
2016,Lake,45 - 49 years,23
2016,Lake,50 - 54 years,43
2016,Lake,55 - 59 years,67
2016,Lake,60 - 64 years,71
2016,Lake,65 - 69 years,119
2016,Lake,70 - 74 years,96
2016,Lake,75 - 79 years,89
2016,Lake,80 - 84 years,90
2016,Lake,85 - 89 years,103
2016,Lake,90 - 94 years,85
2016,Lake,95 - 99 years,19
2016,Lake,100 years and over,6
2016,Lassen,Less than 1 year,6
2016,Lassen,1 - 4 years,0
2016,Lassen,5 - 9 years,0
2016,Lassen,10 - 14 years,0
2016,Lassen,15 - 19 years,6
2016,Lassen,20 - 24 years,6
2016,Lassen,25 - 29 years,6
2016,Lassen,30 - 34 years,6
2016,Lassen,35 - 39 years,6
2016,Lassen,40 - 44 years,6
2016,Lassen,45 - 49 years,6
2016,Lassen,50 - 54 years,14
2016,Lassen,55 - 59 years,13
2016,Lassen,60 - 64 years,32
2016,Lassen,65 - 69 years,31
2016,Lassen,70 - 74 years,32
2016,Lassen,75 - 79 years,25
2016,Lassen,80 - 84 years,16
2016,Lassen,85 - 89 years,29
2016,Lassen,90 - 94 years,27
2016,Lassen,95 - 99 years,6
2016,Lassen,100 years and over,6
2016,Los Angeles,Less than 1 year,519
2016,Los Angeles,1 - 4 years,81
2016,Los Angeles,5 - 9 years,46
2016,Los Angeles,10 - 14 years,51
2016,Los Angeles,15 - 19 years,243
2016,Los Angeles,20 - 24 years,563
2016,Los Angeles,25 - 29 years,673
2016,Los Angeles,30 - 34 years,648
2016,Los Angeles,35 - 39 years,770
2016,Los Angeles,40 - 44 years,1045
2016,Los Angeles,45 - 49 years,1574
2016,Los Angeles,50 - 54 years,2545
2016,Los Angeles,55 - 59 years,3714
2016,Los Angeles,60 - 64 years,4579
2016,Los Angeles,65 - 69 years,5174
2016,Los Angeles,70 - 74 years,5632
2016,Los Angeles,75 - 79 years,6409
2016,Los Angeles,80 - 84 years,7732
2016,Los Angeles,85 - 89 years,8893
2016,Los Angeles,90 - 94 years,7730
2016,Los Angeles,95 - 99 years,3526
2016,Los Angeles,100 years and over,840
2016,Madera,Less than 1 year,12
2016,Madera,1 - 4 years,6
2016,Madera,5 - 9 years,6
2016,Madera,10 - 14 years,6
2016,Madera,15 - 19 years,6
2016,Madera,20 - 24 years,16
2016,Madera,25 - 29 years,16
2016,Madera,30 - 34 years,6
2016,Madera,35 - 39 years,18
2016,Madera,40 - 44 years,24
2016,Madera,45 - 49 years,31
2016,Madera,50 - 54 years,32
2016,Madera,55 - 59 years,69
2016,Madera,60 - 64 years,89
2016,Madera,65 - 69 years,109
2016,Madera,70 - 74 years,109
2016,Madera,75 - 79 years,138
2016,Madera,80 - 84 years,124
2016,Madera,85 - 89 years,140
2016,Madera,90 - 94 years,115
2016,Madera,95 - 99 years,46
2016,Madera,100 years and over,6
2016,Marin,Less than 1 year,6
2016,Marin,1 - 4 years,6
2016,Marin,5 - 9 years,0
2016,Marin,10 - 14 years,6
2016,Marin,15 - 19 years,6
2016,Marin,20 - 24 years,15
2016,Marin,25 - 29 years,6
2016,Marin,30 - 34 years,6
2016,Marin,35 - 39 years,6
2016,Marin,40 - 44 years,14
2016,Marin,45 - 49 years,28
2016,Marin,50 - 54 years,44
2016,Marin,55 - 59 years,75
2016,Marin,60 - 64 years,101
2016,Marin,65 - 69 years,136
2016,Marin,70 - 74 years,153
2016,Marin,75 - 79 years,188
2016,Marin,80 - 84 years,256
2016,Marin,85 - 89 years,329
2016,Marin,90 - 94 years,322
2016,Marin,95 - 99 years,184
2016,Marin,100 years and over,32
2016,Mariposa,Less than 1 year,0
2016,Mariposa,1 - 4 years,0
2016,Mariposa,5 - 9 years,6
2016,Mariposa,10 - 14 years,0
2016,Mariposa,15 - 19 years,6
2016,Mariposa,20 - 24 years,6
2016,Mariposa,25 - 29 years,0
2016,Mariposa,30 - 34 years,6
2016,Mariposa,35 - 39 years,6
2016,Mariposa,40 - 44 years,6
2016,Mariposa,45 - 49 years,6
2016,Mariposa,50 - 54 years,15
2016,Mariposa,55 - 59 years,6
2016,Mariposa,60 - 64 years,18
2016,Mariposa,65 - 69 years,18
2016,Mariposa,70 - 74 years,26
2016,Mariposa,75 - 79 years,33
2016,Mariposa,80 - 84 years,29
2016,Mariposa,85 - 89 years,24
2016,Mariposa,90 - 94 years,19
2016,Mariposa,95 - 99 years,6
2016,Mariposa,100 years and over,6
2016,Mendocino,Less than 1 year,6
2016,Mendocino,1 - 4 years,6
2016,Mendocino,5 - 9 years,6
2016,Mendocino,10 - 14 years,6
2016,Mendocino,15 - 19 years,6
2016,Mendocino,20 - 24 years,6
2016,Mendocino,25 - 29 years,6
2016,Mendocino,30 - 34 years,6
2016,Mendocino,35 - 39 years,6
2016,Mendocino,40 - 44 years,12
2016,Mendocino,45 - 49 years,18
2016,Mendocino,50 - 54 years,28
2016,Mendocino,55 - 59 years,44
2016,Mendocino,60 - 64 years,80
2016,Mendocino,65 - 69 years,93
2016,Mendocino,70 - 74 years,96
2016,Mendocino,75 - 79 years,92
2016,Mendocino,80 - 84 years,114
2016,Mendocino,85 - 89 years,105
2016,Mendocino,90 - 94 years,93
2016,Mendocino,95 - 99 years,49
2016,Mendocino,100 years and over,6
2016,Merced,Less than 1 year,16
2016,Merced,1 - 4 years,6
2016,Merced,5 - 9 years,6
2016,Merced,10 - 14 years,6
2016,Merced,15 - 19 years,15
2016,Merced,20 - 24 years,17
2016,Merced,25 - 29 years,27
2016,Merced,30 - 34 years,28
2016,Merced,35 - 39 years,23
2016,Merced,40 - 44 years,38
2016,Merced,45 - 49 years,47
2016,Merced,50 - 54 years,101
2016,Merced,55 - 59 years,118
2016,Merced,60 - 64 years,131
2016,Merced,65 - 69 years,176
2016,Merced,70 - 74 years,175
2016,Merced,75 - 79 years,217
2016,Merced,80 - 84 years,214
2016,Merced,85 - 89 years,241
2016,Merced,90 - 94 years,167
2016,Merced,95 - 99 years,72
2016,Merced,100 years and over,19
2016,Modoc,Less than 1 year,6
2016,Modoc,1 - 4 years,0
2016,Modoc,5 - 9 years,0
2016,Modoc,10 - 14 years,0
2016,Modoc,15 - 19 years,6
2016,Modoc,20 - 24 years,0
2016,Modoc,25 - 29 years,0
2016,Modoc,30 - 34 years,6
2016,Modoc,35 - 39 years,6
2016,Modoc,40 - 44 years,6
2016,Modoc,45 - 49 years,6
2016,Modoc,50 - 54 years,6
2016,Modoc,55 - 59 years,6
2016,Modoc,60 - 64 years,6
2016,Modoc,65 - 69 years,14
2016,Modoc,70 - 74 years,19
2016,Modoc,75 - 79 years,15
2016,Modoc,80 - 84 years,13
2016,Modoc,85 - 89 years,17
2016,Modoc,90 - 94 years,14
2016,Modoc,95 - 99 years,6
2016,Modoc,100 years and over,6
2016,Mono,Less than 1 year,0
2016,Mono,1 - 4 years,0
2016,Mono,5 - 9 years,0
2016,Mono,10 - 14 years,0
2016,Mono,15 - 19 years,0
2016,Mono,20 - 24 years,0
2016,Mono,25 - 29 years,6
2016,Mono,30 - 34 years,6
2016,Mono,35 - 39 years,6
2016,Mono,40 - 44 years,0
2016,Mono,45 - 49 years,0
2016,Mono,50 - 54 years,6
2016,Mono,55 - 59 years,6
2016,Mono,60 - 64 years,6
2016,Mono,65 - 69 years,6
2016,Mono,70 - 74 years,6
2016,Mono,75 - 79 years,6
2016,Mono,80 - 84 years,6
2016,Mono,85 - 89 years,6
2016,Mono,90 - 94 years,6
2016,Mono,95 - 99 years,6
2016,Mono,100 years and over,0
2016,Monterey,Less than 1 year,23
2016,Monterey,1 - 4 years,6
2016,Monterey,5 - 9 years,6
2016,Monterey,10 - 14 years,6
2016,Monterey,15 - 19 years,17
2016,Monterey,20 - 24 years,41
2016,Monterey,25 - 29 years,39
2016,Monterey,30 - 34 years,29
2016,Monterey,35 - 39 years,35
2016,Monterey,40 - 44 years,40
2016,Monterey,45 - 49 years,48
2016,Monterey,50 - 54 years,88
2016,Monterey,55 - 59 years,128
2016,Monterey,60 - 64 years,188
2016,Monterey,65 - 69 years,184
2016,Monterey,70 - 74 years,225
2016,Monterey,75 - 79 years,228
2016,Monterey,80 - 84 years,321
2016,Monterey,85 - 89 years,422
2016,Monterey,90 - 94 years,345
2016,Monterey,95 - 99 years,145
2016,Monterey,100 years and over,35
2016,Napa,Less than 1 year,6
2016,Napa,1 - 4 years,6
2016,Napa,5 - 9 years,6
2016,Napa,10 - 14 years,6
2016,Napa,15 - 19 years,6
2016,Napa,20 - 24 years,6
2016,Napa,25 - 29 years,6
2016,Napa,30 - 34 years,6
2016,Napa,35 - 39 years,6
2016,Napa,40 - 44 years,15
2016,Napa,45 - 49 years,18
2016,Napa,50 - 54 years,26
2016,Napa,55 - 59 years,53
2016,Napa,60 - 64 years,83
2016,Napa,65 - 69 years,97
2016,Napa,70 - 74 years,113
2016,Napa,75 - 79 years,122
2016,Napa,80 - 84 years,148
2016,Napa,85 - 89 years,193
2016,Napa,90 - 94 years,212
2016,Napa,95 - 99 years,95
2016,Napa,100 years and over,20
2016,Nevada,Less than 1 year,6
2016,Nevada,1 - 4 years,6
2016,Nevada,5 - 9 years,0
2016,Nevada,10 - 14 years,6
2016,Nevada,15 - 19 years,6
2016,Nevada,20 - 24 years,6
2016,Nevada,25 - 29 years,6
2016,Nevada,30 - 34 years,6
2016,Nevada,35 - 39 years,6
2016,Nevada,40 - 44 years,14
2016,Nevada,45 - 49 years,13
2016,Nevada,50 - 54 years,30
2016,Nevada,55 - 59 years,41
2016,Nevada,60 - 64 years,52
2016,Nevada,65 - 69 years,112
2016,Nevada,70 - 74 years,87
2016,Nevada,75 - 79 years,120
2016,Nevada,80 - 84 years,144
2016,Nevada,85 - 89 years,147
2016,Nevada,90 - 94 years,164
2016,Nevada,95 - 99 years,91
2016,Nevada,100 years and over,12
2016,Orange,Less than 1 year,115
2016,Orange,1 - 4 years,26
2016,Orange,5 - 9 years,23
2016,Orange,10 - 14 years,22
2016,Orange,15 - 19 years,84
2016,Orange,20 - 24 years,141
2016,Orange,25 - 29 years,145
2016,Orange,30 - 34 years,158
2016,Orange,35 - 39 years,184
2016,Orange,40 - 44 years,259
2016,Orange,45 - 49 years,431
2016,Orange,50 - 54 years,644
2016,Orange,55 - 59 years,1001
2016,Orange,60 - 64 years,1204
2016,Orange,65 - 69 years,1446
2016,Orange,70 - 74 years,1615
2016,Orange,75 - 79 years,2012
2016,Orange,80 - 84 years,2532
2016,Orange,85 - 89 years,3150
2016,Orange,90 - 94 years,2862
2016,Orange,95 - 99 years,1244
2016,Orange,100 years and over,257
2016,Placer,Less than 1 year,11
2016,Placer,1 - 4 years,6
2016,Placer,5 - 9 years,6
2016,Placer,10 - 14 years,6
2016,Placer,15 - 19 years,13
2016,Placer,20 - 24 years,12
2016,Placer,25 - 29 years,15
2016,Placer,30 - 34 years,22
2016,Placer,35 - 39 years,24
2016,Placer,40 - 44 years,21
2016,Placer,45 - 49 years,63
2016,Placer,50 - 54 years,88
2016,Placer,55 - 59 years,116
2016,Placer,60 - 64 years,182
2016,Placer,65 - 69 years,261
2016,Placer,70 - 74 years,315
2016,Placer,75 - 79 years,358
2016,Placer,80 - 84 years,450
2016,Placer,85 - 89 years,538
2016,Placer,90 - 94 years,428
2016,Placer,95 - 99 years,199
2016,Placer,100 years and over,44
2016,Plumas,Less than 1 year,6
2016,Plumas,1 - 4 years,0
2016,Plumas,5 - 9 years,0
2016,Plumas,10 - 14 years,0
2016,Plumas,15 - 19 years,6
2016,Plumas,20 - 24 years,6
2016,Plumas,25 - 29 years,0
2016,Plumas,30 - 34 years,0
2016,Plumas,35 - 39 years,6
2016,Plumas,40 - 44 years,6
2016,Plumas,45 - 49 years,6
2016,Plumas,50 - 54 years,6
2016,Plumas,55 - 59 years,14
2016,Plumas,60 - 64 years,14
2016,Plumas,65 - 69 years,20
2016,Plumas,70 - 74 years,31
2016,Plumas,75 - 79 years,28
2016,Plumas,80 - 84 years,27
2016,Plumas,85 - 89 years,26
2016,Plumas,90 - 94 years,25
2016,Plumas,95 - 99 years,13
2016,Plumas,100 years and over,6
2016,Riverside,Less than 1 year,143
2016,Riverside,1 - 4 years,30
2016,Riverside,5 - 9 years,24
2016,Riverside,10 - 14 years,15
2016,Riverside,15 - 19 years,68
2016,Riverside,20 - 24 years,129
2016,Riverside,25 - 29 years,152
2016,Riverside,30 - 34 years,182
2016,Riverside,35 - 39 years,203
2016,Riverside,40 - 44 years,235
2016,Riverside,45 - 49 years,403
2016,Riverside,50 - 54 years,648
2016,Riverside,55 - 59 years,924
2016,Riverside,60 - 64 years,1222
2016,Riverside,65 - 69 years,1324
2016,Riverside,70 - 74 years,1623
2016,Riverside,75 - 79 years,1887
2016,Riverside,80 - 84 years,2046
2016,Riverside,85 - 89 years,2340
2016,Riverside,90 - 94 years,1766
2016,Riverside,95 - 99 years,725
2016,Riverside,100 years and over,128
2016,Sacramento,Less than 1 year,94
2016,Sacramento,1 - 4 years,24
2016,Sacramento,5 - 9 years,6
2016,Sacramento,10 - 14 years,19
2016,Sacramento,15 - 19 years,45
2016,Sacramento,20 - 24 years,76
2016,Sacramento,25 - 29 years,129
2016,Sacramento,30 - 34 years,130
2016,Sacramento,35 - 39 years,141
2016,Sacramento,40 - 44 years,168
2016,Sacramento,45 - 49 years,312
2016,Sacramento,50 - 54 years,484
2016,Sacramento,55 - 59 years,710
2016,Sacramento,60 - 64 years,891
2016,Sacramento,65 - 69 years,1030
2016,Sacramento,70 - 74 years,996
2016,Sacramento,75 - 79 years,1160
2016,Sacramento,80 - 84 years,1375
2016,Sacramento,85 - 89 years,1457
2016,Sacramento,90 - 94 years,1282
2016,Sacramento,95 - 99 years,588
2016,Sacramento,100 years and over,111
2016,San Benito,Less than 1 year,6
2016,San Benito,1 - 4 years,0
2016,San Benito,5 - 9 years,6
2016,San Benito,10 - 14 years,6
2016,San Benito,15 - 19 years,6
2016,San Benito,20 - 24 years,6
2016,San Benito,25 - 29 years,6
2016,San Benito,30 - 34 years,6
2016,San Benito,35 - 39 years,6
2016,San Benito,40 - 44 years,6
2016,San Benito,45 - 49 years,6
2016,San Benito,50 - 54 years,13
2016,San Benito,55 - 59 years,21
2016,San Benito,60 - 64 years,25
2016,San Benito,65 - 69 years,25
2016,San Benito,70 - 74 years,28
2016,San Benito,75 - 79 years,29
2016,San Benito,80 - 84 years,56
2016,San Benito,85 - 89 years,50
2016,San Benito,90 - 94 years,36
2016,San Benito,95 - 99 years,14
2016,San Benito,100 years and over,6
2016,San Bernardino,Less than 1 year,204
2016,San Bernardino,1 - 4 years,33
2016,San Bernardino,5 - 9 years,19
2016,San Bernardino,10 - 14 years,26
2016,San Bernardino,15 - 19 years,87
2016,San Bernardino,20 - 24 years,142
2016,San Bernardino,25 - 29 years,174
2016,San Bernardino,30 - 34 years,170
2016,San Bernardino,35 - 39 years,212
2016,San Bernardino,40 - 44 years,247
2016,San Bernardino,45 - 49 years,416
2016,San Bernardino,50 - 54 years,666
2016,San Bernardino,55 - 59 years,1000
2016,San Bernardino,60 - 64 years,1181
2016,San Bernardino,65 - 69 years,1358
2016,San Bernardino,70 - 74 years,1384
2016,San Bernardino,75 - 79 years,1554
2016,San Bernardino,80 - 84 years,1644
2016,San Bernardino,85 - 89 years,1661
2016,San Bernardino,90 - 94 years,1323
2016,San Bernardino,95 - 99 years,494
2016,San Bernardino,100 years and over,120
2016,San Diego,Less than 1 year,160
2016,San Diego,1 - 4 years,25
2016,San Diego,5 - 9 years,24
2016,San Diego,10 - 14 years,19
2016,San Diego,15 - 19 years,56
2016,San Diego,20 - 24 years,164
2016,San Diego,25 - 29 years,188
2016,San Diego,30 - 34 years,193
2016,San Diego,35 - 39 years,267
2016,San Diego,40 - 44 years,297
2016,San Diego,45 - 49 years,427
2016,San Diego,50 - 54 years,741
2016,San Diego,55 - 59 years,1180
2016,San Diego,60 - 64 years,1504
2016,San Diego,65 - 69 years,1734
2016,San Diego,70 - 74 years,1807
2016,San Diego,75 - 79 years,2134
2016,San Diego,80 - 84 years,2683
2016,San Diego,85 - 89 years,3235
2016,San Diego,90 - 94 years,2989
2016,San Diego,95 - 99 years,1338
2016,San Diego,100 years and over,241
2016,San Francisco,Less than 1 year,18
2016,San Francisco,1 - 4 years,6
2016,San Francisco,5 - 9 years,6
2016,San Francisco,10 - 14 years,0
2016,San Francisco,15 - 19 years,6
2016,San Francisco,20 - 24 years,24
2016,San Francisco,25 - 29 years,54
2016,San Francisco,30 - 34 years,47
2016,San Francisco,35 - 39 years,68
2016,San Francisco,40 - 44 years,87
2016,San Francisco,45 - 49 years,146
2016,San Francisco,50 - 54 years,203
2016,San Francisco,55 - 59 years,294
2016,San Francisco,60 - 64 years,454
2016,San Francisco,65 - 69 years,468
2016,San Francisco,70 - 74 years,426
2016,San Francisco,75 - 79 years,515
2016,San Francisco,80 - 84 years,669
2016,San Francisco,85 - 89 years,952
2016,San Francisco,90 - 94 years,855
2016,San Francisco,95 - 99 years,372
2016,San Francisco,100 years and over,121
2016,San Joaquin,Less than 1 year,45
2016,San Joaquin,1 - 4 years,6
2016,San Joaquin,5 - 9 years,6
2016,San Joaquin,10 - 14 years,6
2016,San Joaquin,15 - 19 years,26
2016,San Joaquin,20 - 24 years,57
2016,San Joaquin,25 - 29 years,60
2016,San Joaquin,30 - 34 years,71
2016,San Joaquin,35 - 39 years,73
2016,San Joaquin,40 - 44 years,93
2016,San Joaquin,45 - 49 years,166
2016,San Joaquin,50 - 54 years,247
2016,San Joaquin,55 - 59 years,390
2016,San Joaquin,60 - 64 years,438
2016,San Joaquin,65 - 69 years,562
2016,San Joaquin,70 - 74 years,497
2016,San Joaquin,75 - 79 years,554
2016,San Joaquin,80 - 84 years,622
2016,San Joaquin,85 - 89 years,702
2016,San Joaquin,90 - 94 years,597
2016,San Joaquin,95 - 99 years,240
2016,San Joaquin,100 years and over,40
2016,San Luis Obispo,Less than 1 year,12
2016,San Luis Obispo,1 - 4 years,6
2016,San Luis Obispo,5 - 9 years,6
2016,San Luis Obispo,10 - 14 years,6
2016,San Luis Obispo,15 - 19 years,6
2016,San Luis Obispo,20 - 24 years,14
2016,San Luis Obispo,25 - 29 years,14
2016,San Luis Obispo,30 - 34 years,16
2016,San Luis Obispo,35 - 39 years,24
2016,San Luis Obispo,40 - 44 years,27
2016,San Luis Obispo,45 - 49 years,39
2016,San Luis Obispo,50 - 54 years,64
2016,San Luis Obispo,55 - 59 years,114
2016,San Luis Obispo,60 - 64 years,150
2016,San Luis Obispo,65 - 69 years,201
2016,San Luis Obispo,70 - 74 years,236
2016,San Luis Obispo,75 - 79 years,229
2016,San Luis Obispo,80 - 84 years,295
2016,San Luis Obispo,85 - 89 years,390
