Year_of_Death,County_of_Residence,Age,Total_Deaths
2017,Riverside,20 - 24 years,150
2017,Riverside,25 - 29 years,182
2017,Riverside,30 - 34 years,180
2017,Riverside,35 - 39 years,216
2017,Riverside,40 - 44 years,246
2017,Riverside,45 - 49 years,393
2017,Riverside,50 - 54 years,646
2017,Riverside,55 - 59 years,978
2017,Riverside,60 - 64 years,1176
2017,Riverside,65 - 69 years,1447
2017,Riverside,70 - 74 years,1741
2017,Riverside,75 - 79 years,1894
2017,Riverside,80 - 84 years,2223
2017,Riverside,85 - 89 years,2278
2017,Riverside,90 - 94 years,1907
2017,Riverside,95 - 99 years,802
2017,Riverside,100 years and over,125
2017,Sacramento,Less than 1 year,81
2017,Sacramento,1 - 4 years,12
2017,Sacramento,5 - 9 years,6
2017,Sacramento,10 - 14 years,14
2017,Sacramento,15 - 19 years,48
2017,Sacramento,20 - 24 years,110
2017,Sacramento,25 - 29 years,102
2017,Sacramento,30 - 34 years,131
2017,Sacramento,35 - 39 years,167
2017,Sacramento,40 - 44 years,187
2017,Sacramento,45 - 49 years,291
2017,Sacramento,50 - 54 years,443
2017,Sacramento,55 - 59 years,765
2017,Sacramento,60 - 64 years,969
2017,Sacramento,65 - 69 years,1114
2017,Sacramento,70 - 74 years,1146
2017,Sacramento,75 - 79 years,1195
2017,Sacramento,80 - 84 years,1443
2017,Sacramento,85 - 89 years,1599
2017,Sacramento,90 - 94 years,1369
2017,Sacramento,95 - 99 years,638
2017,Sacramento,100 years and over,138
2017,San Benito,Less than 1 year,6
2017,San Benito,1 - 4 years,6
2017,San Benito,5 - 9 years,0
2017,San Benito,10 - 14 years,0
2017,San Benito,15 - 19 years,6
2017,San Benito,20 - 24 years,6
2017,San Benito,25 - 29 years,6
2017,San Benito,30 - 34 years,6
2017,San Benito,35 - 39 years,6
2017,San Benito,40 - 44 years,6
2017,San Benito,45 - 49 years,6
2017,San Benito,50 - 54 years,12
2017,San Benito,55 - 59 years,26
2017,San Benito,60 - 64 years,33
2017,San Benito,65 - 69 years,29
2017,San Benito,70 - 74 years,47
2017,San Benito,75 - 79 years,40
2017,San Benito,80 - 84 years,32
2017,San Benito,85 - 89 years,53
2017,San Benito,90 - 94 years,47
2017,San Benito,95 - 99 years,25
2017,San Benito,100 years and over,6
2017,San Bernardino,Less than 1 year,165
2017,San Bernardino,1 - 4 years,30
2017,San Bernardino,5 - 9 years,23
2017,San Bernardino,10 - 14 years,26
2017,San Bernardino,15 - 19 years,80
2017,San Bernardino,20 - 24 years,150
2017,San Bernardino,25 - 29 years,170
2017,San Bernardino,30 - 34 years,209
2017,San Bernardino,35 - 39 years,212
2017,San Bernardino,40 - 44 years,274
2017,San Bernardino,45 - 49 years,410
2017,San Bernardino,50 - 54 years,642
2017,San Bernardino,55 - 59 years,983
2017,San Bernardino,60 - 64 years,1257
2017,San Bernardino,65 - 69 years,1520
2017,San Bernardino,70 - 74 years,1538
2017,San Bernardino,75 - 79 years,1488
2017,San Bernardino,80 - 84 years,1652
2017,San Bernardino,85 - 89 years,1760
2017,San Bernardino,90 - 94 years,1282
2017,San Bernardino,95 - 99 years,531
2017,San Bernardino,100 years and over,119
2017,San Diego,Less than 1 year,152
2017,San Diego,1 - 4 years,22
2017,San Diego,5 - 9 years,15
2017,San Diego,10 - 14 years,26
2017,San Diego,15 - 19 years,62
2017,San Diego,20 - 24 years,133
2017,San Diego,25 - 29 years,177
2017,San Diego,30 - 34 years,202
2017,San Diego,35 - 39 years,241
2017,San Diego,40 - 44 years,284
2017,San Diego,45 - 49 years,423
2017,San Diego,50 - 54 years,697
2017,San Diego,55 - 59 years,1146
2017,San Diego,60 - 64 years,1425
2017,San Diego,65 - 69 years,1722
2017,San Diego,70 - 74 years,1953
2017,San Diego,75 - 79 years,2134
2017,San Diego,80 - 84 years,2688
2017,San Diego,85 - 89 years,3378
2017,San Diego,90 - 94 years,3095
2017,San Diego,95 - 99 years,1466
2017,San Diego,100 years and over,283
2017,San Francisco,Less than 1 year,22
2017,San Francisco,1 - 4 years,6
2017,San Francisco,5 - 9 years,6
2017,San Francisco,10 - 14 years,6
2017,San Francisco,15 - 19 years,6
2017,San Francisco,20 - 24 years,19
2017,San Francisco,25 - 29 years,37
2017,San Francisco,30 - 34 years,54
2017,San Francisco,35 - 39 years,68
2017,San Francisco,40 - 44 years,84
2017,San Francisco,45 - 49 years,148
2017,San Francisco,50 - 54 years,195
2017,San Francisco,55 - 59 years,306
2017,San Francisco,60 - 64 years,366
2017,San Francisco,65 - 69 years,501
2017,San Francisco,70 - 74 years,488
2017,San Francisco,75 - 79 years,579
2017,San Francisco,80 - 84 years,657
2017,San Francisco,85 - 89 years,845
2017,San Francisco,90 - 94 years,889
2017,San Francisco,95 - 99 years,486
2017,San Francisco,100 years and over,111
2017,San Joaquin,Less than 1 year,53
2017,San Joaquin,1 - 4 years,19
2017,San Joaquin,5 - 9 years,6
2017,San Joaquin,10 - 14 years,6
2017,San Joaquin,15 - 19 years,35
2017,San Joaquin,20 - 24 years,51
2017,San Joaquin,25 - 29 years,54
2017,San Joaquin,30 - 34 years,56
2017,San Joaquin,35 - 39 years,90
2017,San Joaquin,40 - 44 years,98
2017,San Joaquin,45 - 49 years,175
2017,San Joaquin,50 - 54 years,253
2017,San Joaquin,55 - 59 years,377
2017,San Joaquin,60 - 64 years,451
2017,San Joaquin,65 - 69 years,521
2017,San Joaquin,70 - 74 years,581
2017,San Joaquin,75 - 79 years,579
2017,San Joaquin,80 - 84 years,634
2017,San Joaquin,85 - 89 years,631
2017,San Joaquin,90 - 94 years,600
2017,San Joaquin,95 - 99 years,223
2017,San Joaquin,100 years and over,58
2017,San Luis Obispo,Less than 1 year,11
2017,San Luis Obispo,1 - 4 years,6
2017,San Luis Obispo,5 - 9 years,0
2017,San Luis Obispo,10 - 14 years,6
2017,San Luis Obispo,15 - 19 years,6
2017,San Luis Obispo,20 - 24 years,6
2017,San Luis Obispo,25 - 29 years,29
2017,San Luis Obispo,30 - 34 years,24
2017,San Luis Obispo,35 - 39 years,26
2017,San Luis Obispo,40 - 44 years,17
2017,San Luis Obispo,45 - 49 years,34
2017,San Luis Obispo,50 - 54 years,59
2017,San Luis Obispo,55 - 59 years,128
2017,San Luis Obispo,60 - 64 years,192
2017,San Luis Obispo,65 - 69 years,198
2017,San Luis Obispo,70 - 74 years,193
2017,San Luis Obispo,75 - 79 years,243
2017,San Luis Obispo,80 - 84 years,346
2017,San Luis Obispo,85 - 89 years,394
2017,San Luis Obispo,90 - 94 years,427
2017,San Luis Obispo,95 - 99 years,164
2017,San Luis Obispo,100 years and over,36
2017,San Mateo,Less than 1 year,28
2017,San Mateo,1 - 4 years,6
2017,San Mateo,5 - 9 years,6
2017,San Mateo,10 - 14 years,6
2017,San Mateo,15 - 19 years,11
2017,San Mateo,20 - 24 years,23
2017,San Mateo,25 - 29 years,23
2017,San Mateo,30 - 34 years,22
2017,San Mateo,35 - 39 years,37
2017,San Mateo,40 - 44 years,37
2017,San Mateo,45 - 49 years,82
2017,San Mateo,50 - 54 years,120
2017,San Mateo,55 - 59 years,193
2017,San Mateo,60 - 64 years,239
2017,San Mateo,65 - 69 years,367
2017,San Mateo,70 - 74 years,388
2017,San Mateo,75 - 79 years,491
2017,San Mateo,80 - 84 years,584
2017,San Mateo,85 - 89 years,808
2017,San Mateo,90 - 94 years,819
2017,San Mateo,95 - 99 years,412
2017,San Mateo,100 years and over,84
2017,Santa Barbara,Less than 1 year,28
2017,Santa Barbara,1 - 4 years,6
2017,Santa Barbara,5 - 9 years,6
2017,Santa Barbara,10 - 14 years,6
2017,Santa Barbara,15 - 19 years,11
2017,Santa Barbara,20 - 24 years,28
2017,Santa Barbara,25 - 29 years,16
2017,Santa Barbara,30 - 34 years,33
2017,Santa Barbara,35 - 39 years,26
2017,Santa Barbara,40 - 44 years,36
2017,Santa Barbara,45 - 49 years,68
2017,Santa Barbara,50 - 54 years,101
2017,Santa Barbara,55 - 59 years,136
2017,Santa Barbara,60 - 64 years,211
2017,Santa Barbara,65 - 69 years,218
2017,Santa Barbara,70 - 74 years,289
2017,Santa Barbara,75 - 79 years,304
2017,Santa Barbara,80 - 84 years,375
2017,Santa Barbara,85 - 89 years,550
2017,Santa Barbara,90 - 94 years,511
2017,Santa Barbara,95 - 99 years,251
2017,Santa Barbara,100 years and over,50
2017,Santa Clara,Less than 1 year,69
2017,Santa Clara,1 - 4 years,16
2017,Santa Clara,5 - 9 years,12
2017,Santa Clara,10 - 14 years,11
2017,Santa Clara,15 - 19 years,26
2017,Santa Clara,20 - 24 years,81
2017,Santa Clara,25 - 29 years,65
2017,Santa Clara,30 - 34 years,83
2017,Santa Clara,35 - 39 years,94
2017,Santa Clara,40 - 44 years,132
2017,Santa Clara,45 - 49 years,182
2017,Santa Clara,50 - 54 years,339
2017,Santa Clara,55 - 59 years,513
2017,Santa Clara,60 - 64 years,639
2017,Santa Clara,65 - 69 years,752
2017,Santa Clara,70 - 74 years,854
2017,Santa Clara,75 - 79 years,1044
2017,Santa Clara,80 - 84 years,1329
2017,Santa Clara,85 - 89 years,1612
2017,Santa Clara,90 - 94 years,1560
2017,Santa Clara,95 - 99 years,737
2017,Santa Clara,100 years and over,164
2017,Santa Cruz,Less than 1 year,6
2017,Santa Cruz,1 - 4 years,6
2017,Santa Cruz,5 - 9 years,6
2017,Santa Cruz,10 - 14 years,6
2017,Santa Cruz,15 - 19 years,6
2017,Santa Cruz,20 - 24 years,6
2017,Santa Cruz,25 - 29 years,6
2017,Santa Cruz,30 - 34 years,19
2017,Santa Cruz,35 - 39 years,20
2017,Santa Cruz,40 - 44 years,19
2017,Santa Cruz,45 - 49 years,41
2017,Santa Cruz,50 - 54 years,52
2017,Santa Cruz,55 - 59 years,78
2017,Santa Cruz,60 - 64 years,153
2017,Santa Cruz,65 - 69 years,170
2017,Santa Cruz,70 - 74 years,164
2017,Santa Cruz,75 - 79 years,157
2017,Santa Cruz,80 - 84 years,190
2017,Santa Cruz,85 - 89 years,237
2017,Santa Cruz,90 - 94 years,227
2017,Santa Cruz,95 - 99 years,148
2017,Santa Cruz,100 years and over,38
2017,Shasta,Less than 1 year,12
2017,Shasta,1 - 4 years,6
2017,Shasta,5 - 9 years,0
2017,Shasta,10 - 14 years,6
2017,Shasta,15 - 19 years,6
2017,Shasta,20 - 24 years,6
2017,Shasta,25 - 29 years,24
2017,Shasta,30 - 34 years,21
2017,Shasta,35 - 39 years,25
2017,Shasta,40 - 44 years,27
2017,Shasta,45 - 49 years,49
2017,Shasta,50 - 54 years,56
2017,Shasta,55 - 59 years,122
2017,Shasta,60 - 64 years,182
2017,Shasta,65 - 69 years,224
2017,Shasta,70 - 74 years,260
2017,Shasta,75 - 79 years,258
2017,Shasta,80 - 84 years,270
2017,Shasta,85 - 89 years,311
2017,Shasta,90 - 94 years,276
2017,Shasta,95 - 99 years,113
2017,Shasta,100 years and over,15
2017,Sierra,Less than 1 year,0
2017,Sierra,1 - 4 years,0
2017,Sierra,5 - 9 years,0
2017,Sierra,10 - 14 years,0
2017,Sierra,15 - 19 years,0
2017,Sierra,20 - 24 years,0
2017,Sierra,25 - 29 years,0
2017,Sierra,30 - 34 years,6
2017,Sierra,35 - 39 years,0
2017,Sierra,40 - 44 years,0
2017,Sierra,45 - 49 years,0
2017,Sierra,50 - 54 years,0
2017,Sierra,55 - 59 years,6
2017,Sierra,60 - 64 years,6
2017,Sierra,65 - 69 years,6
2017,Sierra,70 - 74 years,0
2017,Sierra,75 - 79 years,6
2017,Sierra,80 - 84 years,6
2017,Sierra,85 - 89 years,6
2017,Sierra,90 - 94 years,6
2017,Sierra,95 - 99 years,6
2017,Sierra,100 years and over,0
2017,Siskiyou,Less than 1 year,0
2017,Siskiyou,1 - 4 years,0
2017,Siskiyou,5 - 9 years,0
2017,Siskiyou,10 - 14 years,6
2017,Siskiyou,15 - 19 years,6
2017,Siskiyou,20 - 24 years,6
2017,Siskiyou,25 - 29 years,6
2017,Siskiyou,30 - 34 years,6
2017,Siskiyou,35 - 39 years,6
2017,Siskiyou,40 - 44 years,11
2017,Siskiyou,45 - 49 years,13
2017,Siskiyou,50 - 54 years,22
2017,Siskiyou,55 - 59 years,31
2017,Siskiyou,60 - 64 years,54
2017,Siskiyou,65 - 69 years,59
2017,Siskiyou,70 - 74 years,69
2017,Siskiyou,75 - 79 years,70
2017,Siskiyou,80 - 84 years,57
2017,Siskiyou,85 - 89 years,87
2017,Siskiyou,90 - 94 years,59
2017,Siskiyou,95 - 99 years,31
2017,Siskiyou,100 years and over,6
2017,Solano,Less than 1 year,32
2017,Solano,1 - 4 years,6
2017,Solano,5 - 9 years,6
2017,Solano,10 - 14 years,6
2017,Solano,15 - 19 years,12
2017,Solano,20 - 24 years,27
2017,Solano,25 - 29 years,25
2017,Solano,30 - 34 years,30
2017,Solano,35 - 39 years,50
2017,Solano,40 - 44 years,52
2017,Solano,45 - 49 years,87
2017,Solano,50 - 54 years,124
2017,Solano,55 - 59 years,198
2017,Solano,60 - 64 years,287
2017,Solano,65 - 69 years,331
2017,Solano,70 - 74 years,330
2017,Solano,75 - 79 years,370
2017,Solano,80 - 84 years,413
2017,Solano,85 - 89 years,453
2017,Solano,90 - 94 years,385
2017,Solano,95 - 99 years,203
2017,Solano,100 years and over,29
2017,Sonoma,Less than 1 year,17
2017,Sonoma,1 - 4 years,6
2017,Sonoma,5 - 9 years,6
2017,Sonoma,10 - 14 years,6
2017,Sonoma,15 - 19 years,6
2017,Sonoma,20 - 24 years,26
2017,Sonoma,25 - 29 years,25
2017,Sonoma,30 - 34 years,27
2017,Sonoma,35 - 39 years,41
2017,Sonoma,40 - 44 years,53
2017,Sonoma,45 - 49 years,53
2017,Sonoma,50 - 54 years,124
2017,Sonoma,55 - 59 years,202
2017,Sonoma,60 - 64 years,269
2017,Sonoma,65 - 69 years,408
2017,Sonoma,70 - 74 years,426
2017,Sonoma,75 - 79 years,437
2017,Sonoma,80 - 84 years,499
2017,Sonoma,85 - 89 years,613
2017,Sonoma,90 - 94 years,580
2017,Sonoma,95 - 99 years,333
2017,Sonoma,100 years and over,61
2017,Stanislaus,Less than 1 year,29
2017,Stanislaus,1 - 4 years,6
2017,Stanislaus,5 - 9 years,6
2017,Stanislaus,10 - 14 years,6
2017,Stanislaus,15 - 19 years,18
2017,Stanislaus,20 - 24 years,34
2017,Stanislaus,25 - 29 years,42
2017,Stanislaus,30 - 34 years,54
2017,Stanislaus,35 - 39 years,71
2017,Stanislaus,40 - 44 years,68
2017,Stanislaus,45 - 49 years,119
2017,Stanislaus,50 - 54 years,177
2017,Stanislaus,55 - 59 years,270
2017,Stanislaus,60 - 64 years,336
2017,Stanislaus,65 - 69 years,374
2017,Stanislaus,70 - 74 years,417
2017,Stanislaus,75 - 79 years,505
2017,Stanislaus,80 - 84 years,557
2017,Stanislaus,85 - 89 years,556
2017,Stanislaus,90 - 94 years,453
2017,Stanislaus,95 - 99 years,214
2017,Stanislaus,100 years and over,34
2017,Sutter,Less than 1 year,6
2017,Sutter,1 - 4 years,0
2017,Sutter,5 - 9 years,6
2017,Sutter,10 - 14 years,6
2017,Sutter,15 - 19 years,6
2017,Sutter,20 - 24 years,6
2017,Sutter,25 - 29 years,6
2017,Sutter,30 - 34 years,11
2017,Sutter,35 - 39 years,11
2017,Sutter,40 - 44 years,6
2017,Sutter,45 - 49 years,32
2017,Sutter,50 - 54 years,17
2017,Sutter,55 - 59 years,42
2017,Sutter,60 - 64 years,71
2017,Sutter,65 - 69 years,67
2017,Sutter,70 - 74 years,80
2017,Sutter,75 - 79 years,81
2017,Sutter,80 - 84 years,138
2017,Sutter,85 - 89 years,101
2017,Sutter,90 - 94 years,75
2017,Sutter,95 - 99 years,44
2017,Sutter,100 years and over,6
2017,Tehama,Less than 1 year,6
2017,Tehama,1 - 4 years,6
2017,Tehama,5 - 9 years,0
2017,Tehama,10 - 14 years,6
2017,Tehama,15 - 19 years,6
2017,Tehama,20 - 24 years,6
2017,Tehama,25 - 29 years,6
2017,Tehama,30 - 34 years,6
2017,Tehama,35 - 39 years,13
2017,Tehama,40 - 44 years,6
2017,Tehama,45 - 49 years,13
2017,Tehama,50 - 54 years,30
2017,Tehama,55 - 59 years,49
2017,Tehama,60 - 64 years,46
2017,Tehama,65 - 69 years,76
2017,Tehama,70 - 74 years,68
2017,Tehama,75 - 79 years,82
2017,Tehama,80 - 84 years,99
2017,Tehama,85 - 89 years,82
2017,Tehama,90 - 94 years,63
2017,Tehama,95 - 99 years,41
2017,Tehama,100 years and over,12
2017,Trinity,Less than 1 year,0
2017,Trinity,1 - 4 years,0
2017,Trinity,5 - 9 years,0
2017,Trinity,10 - 14 years,0
2017,Trinity,15 - 19 years,0
2017,Trinity,20 - 24 years,6
2017,Trinity,25 - 29 years,6
2017,Trinity,30 - 34 years,6
2017,Trinity,35 - 39 years,6
2017,Trinity,40 - 44 years,6
2017,Trinity,45 - 49 years,6
2017,Trinity,50 - 54 years,6
2017,Trinity,55 - 59 years,6
2017,Trinity,60 - 64 years,15
2017,Trinity,65 - 69 years,14
2017,Trinity,70 - 74 years,21
2017,Trinity,75 - 79 years,16
2017,Trinity,80 - 84 years,23
2017,Trinity,85 - 89 years,12
2017,Trinity,90 - 94 years,12
2017,Trinity,95 - 99 years,6
2017,Trinity,100 years and over,6
2017,Tulare,Less than 1 year,40
2017,Tulare,1 - 4 years,6
2017,Tulare,5 - 9 years,6
2017,Tulare,10 - 14 years,6
2017,Tulare,15 - 19 years,22
2017,Tulare,20 - 24 years,42
2017,Tulare,25 - 29 years,31
2017,Tulare,30 - 34 years,31
2017,Tulare,35 - 39 years,45
2017,Tulare,40 - 44 years,71
2017,Tulare,45 - 49 years,87
2017,Tulare,50 - 54 years,140
2017,Tulare,55 - 59 years,195
2017,Tulare,60 - 64 years,244
2017,Tulare,65 - 69 years,284
2017,Tulare,70 - 74 years,313
2017,Tulare,75 - 79 years,334
2017,Tulare,80 - 84 years,356
2017,Tulare,85 - 89 years,367
2017,Tulare,90 - 94 years,302
2017,Tulare,95 - 99 years,153
2017,Tulare,100 years and over,30
2017,Tuolumne,Less than 1 year,6
2017,Tuolumne,1 - 4 years,0
2017,Tuolumne,5 - 9 years,6
2017,Tuolumne,10 - 14 years,6
2017,Tuolumne,15 - 19 years,0
2017,Tuolumne,20 - 24 years,6
2017,Tuolumne,25 - 29 years,6
2017,Tuolumne,30 - 34 years,6
2017,Tuolumne,35 - 39 years,6
2017,Tuolumne,40 - 44 years,6
2017,Tuolumne,45 - 49 years,6
2017,Tuolumne,50 - 54 years,20
2017,Tuolumne,55 - 59 years,29
2017,Tuolumne,60 - 64 years,54
2017,Tuolumne,65 - 69 years,79
2017,Tuolumne,70 - 74 years,53
2017,Tuolumne,75 - 79 years,101
2017,Tuolumne,80 - 84 years,77
2017,Tuolumne,85 - 89 years,101
2017,Tuolumne,90 - 94 years,84
2017,Tuolumne,95 - 99 years,41
2017,Tuolumne,100 years and over,6
2017,Ventura,Less than 1 year,48
2017,Ventura,1 - 4 years,6
2017,Ventura,5 - 9 years,6
2017,Ventura,10 - 14 years,6
2017,Ventura,15 - 19 years,28
2017,Ventura,20 - 24 years,47
2017,Ventura,25 - 29 years,56
2017,Ventura,30 - 34 years,47
2017,Ventura,35 - 39 years,58
2017,Ventura,40 - 44 years,81
2017,Ventura,45 - 49 years,121
2017,Ventura,50 - 54 years,184
2017,Ventura,55 - 59 years,303
2017,Ventura,60 - 64 years,361
2017,Ventura,65 - 69 years,437
2017,Ventura,70 - 74 years,553
2017,Ventura,75 - 79 years,591
2017,Ventura,80 - 84 years,736
2017,Ventura,85 - 89 years,909
2017,Ventura,90 - 94 years,828
2017,Ventura,95 - 99 years,391
2017,Ventura,100 years and over,85
2017,Yolo,Less than 1 year,6
2017,Yolo,1 - 4 years,6
2017,Yolo,5 - 9 years,6
2017,Yolo,10 - 14 years,6
2017,Yolo,15 - 19 years,6
2017,Yolo,20 - 24 years,6
2017,Yolo,25 - 29 years,11
2017,Yolo,30 - 34 years,6
2017,Yolo,35 - 39 years,17
2017,Yolo,40 - 44 years,25
2017,Yolo,45 - 49 years,43
2017,Yolo,50 - 54 years,44
2017,Yolo,55 - 59 years,67
2017,Yolo,60 - 64 years,97
2017,Yolo,65 - 69 years,107
2017,Yolo,70 - 74 years,104
2017,Yolo,75 - 79 years,147
2017,Yolo,80 - 84 years,165
2017,Yolo,85 - 89 years,215
2017,Yolo,90 - 94 years,179
2017,Yolo,95 - 99 years,89
2017,Yolo,100 years and over,18
2017,Yuba,Less than 1 year,6
2017,Yuba,1 - 4 years,6
2017,Yuba,5 - 9 years,6
2017,Yuba,10 - 14 years,6
2017,Yuba,15 - 19 years,6
2017,Yuba,20 - 24 years,6
2017,Yuba,25 - 29 years,13
2017,Yuba,30 - 34 years,12
2017,Yuba,35 - 39 years,12
2017,Yuba,40 - 44 years,12
2017,Yuba,45 - 49 years,18
2017,Yuba,50 - 54 years,33
2017,Yuba,55 - 59 years,62
2017,Yuba,60 - 64 years,71
2017,Yuba,65 - 69 years,83
2017,Yuba,70 - 74 years,71
2017,Yuba,75 - 79 years,83
2017,Yuba,80 - 84 years,88
2017,Yuba,85 - 89 years,76
2017,Yuba,90 - 94 years,42
2017,Yuba,95 - 99 years,17
2017,Yuba,100 years and over,6
2016,Alameda,Less than 1 year,71
2016,Alameda,1 - 4 years,6
2016,Alameda,5 - 9 years,6
2016,Alameda,10 - 14 years,6
2016,Alameda,15 - 19 years,36
2016,Alameda,20 - 24 years,77
2016,Alameda,25 - 29 years,100
2016,Alameda,30 - 34 years,114
2016,Alameda,35 - 39 years,114
2016,Alameda,40 - 44 years,156
2016,Alameda,45 - 49 years,242
2016,Alameda,50 - 54 years,361
2016,Alameda,55 - 59 years,526
2016,Alameda,60 - 64 years,737
2016,Alameda,65 - 69 years,837
2016,Alameda,70 - 74 years,912
2016,Alameda,75 - 79 years,1005
2016,Alameda,80 - 84 years,1134
2016,Alameda,85 - 89 years,1380
2016,Alameda,90 - 94 years,1296
2016,Alameda,95 - 99 years,644
2016,Alameda,100 years and over,139
2016,Alpine,Less than 1 year,0
2016,Alpine,1 - 4 years,0
2016,Alpine,5 - 9 years,0
2016,Alpine,10 - 14 years,0
2016,Alpine,15 - 19 years,0
2016,Alpine,20 - 24 years,0
2016,Alpine,25 - 29 years,0
2016,Alpine,30 - 34 years,6
2016,Alpine,35 - 39 years,0
2016,Alpine,40 - 44 years,0
2016,Alpine,45 - 49 years,6
2016,Alpine,50 - 54 years,6
2016,Alpine,55 - 59 years,6
2016,Alpine,60 - 64 years,6
2016,Alpine,65 - 69 years,6
2016,Alpine,70 - 74 years,6
2016,Alpine,75 - 79 years,6
2016,Alpine,80 - 84 years,6
2016,Alpine,85 - 89 years,6
2016,Alpine,90 - 94 years,6
2016,Alpine,95 - 99 years,0
2016,Alpine,100 years and over,0
2016,Amador,Less than 1 year,6
2016,Amador,1 - 4 years,6
2016,Amador,5 - 9 years,0
2016,Amador,10 - 14 years,0
2016,Amador,15 - 19 years,6
2016,Amador,20 - 24 years,6
2016,Amador,25 - 29 years,6
2016,Amador,30 - 34 years,6
2016,Amador,35 - 39 years,6
2016,Amador,40 - 44 years,6
2016,Amador,45 - 49 years,6
2016,Amador,50 - 54 years,6
2016,Amador,55 - 59 years,20
2016,Amador,60 - 64 years,34
2016,Amador,65 - 69 years,45
2016,Amador,70 - 74 years,57
2016,Amador,75 - 79 years,58
2016,Amador,80 - 84 years,60
2016,Amador,85 - 89 years,79
2016,Amador,90 - 94 years,43
2016,Amador,95 - 99 years,16
2016,Amador,100 years and over,6
2016,Butte,Less than 1 year,13
2016,Butte,1 - 4 years,6
2016,Butte,5 - 9 years,6
2016,Butte,10 - 14 years,6
2016,Butte,15 - 19 years,6
2016,Butte,20 - 24 years,16
2016,Butte,25 - 29 years,13
2016,Butte,30 - 34 years,22
2016,Butte,35 - 39 years,26
2016,Butte,40 - 44 years,37
2016,Butte,45 - 49 years,35
2016,Butte,50 - 54 years,90
2016,Butte,55 - 59 years,147
2016,Butte,60 - 64 years,201
2016,Butte,65 - 69 years,214
2016,Butte,70 - 74 years,251
2016,Butte,75 - 79 years,230
2016,Butte,80 - 84 years,276
2016,Butte,85 - 89 years,361
2016,Butte,90 - 94 years,307
2016,Butte,95 - 99 years,154
2016,Butte,100 years and over,34
2016,Calaveras,Less than 1 year,6
2016,Calaveras,1 - 4 years,0
2016,Calaveras,5 - 9 years,0
2016,Calaveras,10 - 14 years,6
2016,Calaveras,15 - 19 years,6
2016,Calaveras,20 - 24 years,6
2016,Calaveras,25 - 29 years,6
2016,Calaveras,30 - 34 years,6
2016,Calaveras,35 - 39 years,0
2016,Calaveras,40 - 44 years,6
2016,Calaveras,45 - 49 years,6
2016,Calaveras,50 - 54 years,17
2016,Calaveras,55 - 59 years,27
2016,Calaveras,60 - 64 years,39
2016,Calaveras,65 - 69 years,70
2016,Calaveras,70 - 74 years,62
2016,Calaveras,75 - 79 years,67
2016,Calaveras,80 - 84 years,69
2016,Calaveras,85 - 89 years,75
2016,Calaveras,90 - 94 years,50
2016,Calaveras,95 - 99 years,16
2016,Calaveras,100 years and over,6
2016,Colusa,Less than 1 year,6
2016,Colusa,1 - 4 years,0
2016,Colusa,5 - 9 years,6
2016,Colusa,10 - 14 years,0
2016,Colusa,15 - 19 years,0
2016,Colusa,20 - 24 years,0
2016,Colusa,25 - 29 years,6
2016,Colusa,30 - 34 years,6
2016,Colusa,35 - 39 years,6
2016,Colusa,40 - 44 years,6
2016,Colusa,45 - 49 years,6
2016,Colusa,50 - 54 years,6
2016,Colusa,55 - 59 years,11
2016,Colusa,60 - 64 years,6
2016,Colusa,65 - 69 years,6
2016,Colusa,70 - 74 years,18
2016,Colusa,75 - 79 years,16
2016,Colusa,80 - 84 years,19
2016,Colusa,85 - 89 years,17
2016,Colusa,90 - 94 years,28
2016,Colusa,95 - 99 years,14
2016,Colusa,100 years and over,6
2016,Contra Costa,Less than 1 year,38
2016,Contra Costa,1 - 4 years,6
2016,Contra Costa,5 - 9 years,6
2016,Contra Costa,10 - 14 years,6
2016,Contra Costa,15 - 19 years,47
2016,Contra Costa,20 - 24 years,42
2016,Contra Costa,25 - 29 years,76
2016,Contra Costa,30 - 34 years,73
2016,Contra Costa,35 - 39 years,70
2016,Contra Costa,40 - 44 years,100
2016,Contra Costa,45 - 49 years,164
2016,Contra Costa,50 - 54 years,284
2016,Contra Costa,55 - 59 years,390
2016,Contra Costa,60 - 64 years,507
2016,Contra Costa,65 - 69 years,621
2016,Contra Costa,70 - 74 years,685
2016,Contra Costa,75 - 79 years,786
2016,Contra Costa,80 - 84 years,913
2016,Contra Costa,85 - 89 years,1200
2016,Contra Costa,90 - 94 years,1099
2016,Contra Costa,95 - 99 years,492
2016,Contra Costa,100 years and over,100
2016,Del Norte,Less than 1 year,6
2016,Del Norte,1 - 4 years,6
2016,Del Norte,5 - 9 years,0
2016,Del Norte,10 - 14 years,0
2016,Del Norte,15 - 19 years,6
2016,Del Norte,20 - 24 years,6
2016,Del Norte,25 - 29 years,6
2016,Del Norte,30 - 34 years,6
2016,Del Norte,35 - 39 years,6
2016,Del Norte,40 - 44 years,6
2016,Del Norte,45 - 49 years,11
2016,Del Norte,50 - 54 years,19
2016,Del Norte,55 - 59 years,20
2016,Del Norte,60 - 64 years,31
2016,Del Norte,65 - 69 years,33
2016,Del Norte,70 - 74 years,44
2016,Del Norte,75 - 79 years,31
2016,Del Norte,80 - 84 years,29
2016,Del Norte,85 - 89 years,33
2016,Del Norte,90 - 94 years,21
2016,Del Norte,95 - 99 years,6
2016,Del Norte,100 years and over,6
2016,El Dorado,Less than 1 year,6
