Year_of_Death,County_of_Residence,Age,Race_Ethnicity,Total_Deaths_ethnicity
2016,Solano,1 - 4 years,Asian,0
2016,Solano,1 - 4 years,Black/African-American,6
2016,Solano,1 - 4 years,Multi-Race,0
2016,Solano,1 - 4 years,Native American/Alaskan Native,0
2016,Solano,1 - 4 years,Pacific Islander/Native Hawaiian,0
2016,Solano,1 - 4 years,Other/Unknown,0
2016,Solano,5 - 9 years,Hispanic,0
2016,Solano,5 - 9 years,White,0
2016,Solano,5 - 9 years,Asian,6
2016,Solano,5 - 9 years,Black/African-American,6
2016,Solano,5 - 9 years,Multi-Race,0
2016,Solano,5 - 9 years,Native American/Alaskan Native,0
2016,Solano,5 - 9 years,Pacific Islander/Native Hawaiian,0
2016,Solano,5 - 9 years,Other/Unknown,0
2016,Solano,10 - 14 years,Hispanic,6
2016,Solano,10 - 14 years,White,6
2016,Solano,10 - 14 years,Asian,0
2016,Solano,10 - 14 years,Black/African-American,0
2016,Solano,10 - 14 years,Multi-Race,0
2016,Solano,10 - 14 years,Native American/Alaskan Native,0
2016,Solano,10 - 14 years,Pacific Islander/Native Hawaiian,0
2016,Solano,10 - 14 years,Other/Unknown,0
2016,Solano,15 - 19 years,Hispanic,6
2016,Solano,15 - 19 years,White,6
2016,Solano,15 - 19 years,Asian,6
2016,Solano,15 - 19 years,Black/African-American,6
2016,Solano,15 - 19 years,Multi-Race,6
2016,Solano,15 - 19 years,Native American/Alaskan Native,0
2016,Solano,15 - 19 years,Pacific Islander/Native Hawaiian,0
2016,Solano,15 - 19 years,Other/Unknown,0
2016,Solano,20 - 24 years,Hispanic,6
2016,Solano,20 - 24 years,White,6
2016,Solano,20 - 24 years,Asian,0
2016,Solano,20 - 24 years,Black/African-American,6
2016,Solano,20 - 24 years,Multi-Race,6
2016,Solano,20 - 24 years,Native American/Alaskan Native,0
2016,Solano,20 - 24 years,Pacific Islander/Native Hawaiian,0
2016,Solano,20 - 24 years,Other/Unknown,0
2016,Solano,25 - 29 years,Hispanic,6
2016,Solano,25 - 29 years,White,6
2016,Solano,25 - 29 years,Asian,6
2016,Solano,25 - 29 years,Black/African-American,6
2016,Solano,25 - 29 years,Multi-Race,6
2016,Solano,25 - 29 years,Native American/Alaskan Native,6
2016,Solano,25 - 29 years,Pacific Islander/Native Hawaiian,0
2016,Solano,25 - 29 years,Other/Unknown,0
2016,Solano,30 - 34 years,Hispanic,6
2016,Solano,30 - 34 years,White,6
2016,Solano,30 - 34 years,Asian,6
2016,Solano,30 - 34 years,Black/African-American,11
2016,Solano,30 - 34 years,Multi-Race,0
2016,Solano,30 - 34 years,Native American/Alaskan Native,0
2016,Solano,30 - 34 years,Pacific Islander/Native Hawaiian,0
2016,Solano,30 - 34 years,Other/Unknown,0
2016,Solano,35 - 39 years,Hispanic,6
2016,Solano,35 - 39 years,White,13
2016,Solano,35 - 39 years,Asian,6
2016,Solano,35 - 39 years,Black/African-American,13
2016,Solano,35 - 39 years,Multi-Race,6
2016,Solano,35 - 39 years,Native American/Alaskan Native,0
2016,Solano,35 - 39 years,Pacific Islander/Native Hawaiian,0
2016,Solano,35 - 39 years,Other/Unknown,0
2016,Solano,40 - 44 years,Hispanic,6
2016,Solano,40 - 44 years,White,16
2016,Solano,40 - 44 years,Asian,6
2016,Solano,40 - 44 years,Black/African-American,6
2016,Solano,40 - 44 years,Multi-Race,6
2016,Solano,40 - 44 years,Native American/Alaskan Native,6
2016,Solano,40 - 44 years,Pacific Islander/Native Hawaiian,6
2016,Solano,40 - 44 years,Other/Unknown,0
2016,Solano,45 - 49 years,Hispanic,11
2016,Solano,45 - 49 years,White,34
2016,Solano,45 - 49 years,Asian,6
2016,Solano,45 - 49 years,Black/African-American,20
2016,Solano,45 - 49 years,Multi-Race,6
2016,Solano,45 - 49 years,Native American/Alaskan Native,6
2016,Solano,45 - 49 years,Pacific Islander/Native Hawaiian,6
2016,Solano,45 - 49 years,Other/Unknown,6
2016,Solano,50 - 54 years,Hispanic,18
2016,Solano,50 - 54 years,White,57
2016,Solano,50 - 54 years,Asian,6
2016,Solano,50 - 54 years,Black/African-American,30
2016,Solano,50 - 54 years,Multi-Race,6
2016,Solano,50 - 54 years,Native American/Alaskan Native,6
2016,Solano,50 - 54 years,Pacific Islander/Native Hawaiian,6
2016,Solano,50 - 54 years,Other/Unknown,6
2016,Solano,55 - 59 years,Hispanic,26
2016,Solano,55 - 59 years,White,112
2016,Solano,55 - 59 years,Asian,20
2016,Solano,55 - 59 years,Black/African-American,49
2016,Solano,55 - 59 years,Multi-Race,6
2016,Solano,55 - 59 years,Native American/Alaskan Native,6
2016,Solano,55 - 59 years,Pacific Islander/Native Hawaiian,6
2016,Solano,55 - 59 years,Other/Unknown,6
2016,Solano,60 - 64 years,Hispanic,29
2016,Solano,60 - 64 years,White,148
2016,Solano,60 - 64 years,Asian,38
2016,Solano,60 - 64 years,Black/African-American,61
2016,Solano,60 - 64 years,Multi-Race,6
2016,Solano,60 - 64 years,Native American/Alaskan Native,6
2016,Solano,60 - 64 years,Pacific Islander/Native Hawaiian,6
2016,Solano,60 - 64 years,Other/Unknown,6
2016,Solano,65 - 69 years,Hispanic,26
2016,Solano,65 - 69 years,White,200
2016,Solano,65 - 69 years,Asian,35
2016,Solano,65 - 69 years,Black/African-American,56
2016,Solano,65 - 69 years,Multi-Race,6
2016,Solano,65 - 69 years,Native American/Alaskan Native,0
2016,Solano,65 - 69 years,Pacific Islander/Native Hawaiian,0
2016,Solano,65 - 69 years,Other/Unknown,6
2016,Solano,70 - 74 years,Hispanic,26
2016,Solano,70 - 74 years,White,192
2016,Solano,70 - 74 years,Asian,36
2016,Solano,70 - 74 years,Black/African-American,41
2016,Solano,70 - 74 years,Multi-Race,6
2016,Solano,70 - 74 years,Native American/Alaskan Native,6
2016,Solano,70 - 74 years,Pacific Islander/Native Hawaiian,6
2016,Solano,70 - 74 years,Other/Unknown,0
2016,Solano,75 - 79 years,Hispanic,28
2016,Solano,75 - 79 years,White,200
2016,Solano,75 - 79 years,Asian,34
2016,Solano,75 - 79 years,Black/African-American,61
2016,Solano,75 - 79 years,Multi-Race,6
2016,Solano,75 - 79 years,Native American/Alaskan Native,0
2016,Solano,75 - 79 years,Pacific Islander/Native Hawaiian,6
2016,Solano,75 - 79 years,Other/Unknown,6
2016,Solano,80 - 84 years,Hispanic,27
2016,Solano,80 - 84 years,White,264
2016,Solano,80 - 84 years,Asian,52
2016,Solano,80 - 84 years,Black/African-American,71
2016,Solano,80 - 84 years,Multi-Race,6
2016,Solano,80 - 84 years,Native American/Alaskan Native,0
2016,Solano,80 - 84 years,Pacific Islander/Native Hawaiian,6
2016,Solano,80 - 84 years,Other/Unknown,6
2016,Solano,85 - 89 years,Hispanic,40
2016,Solano,85 - 89 years,White,246
2016,Solano,85 - 89 years,Asian,66
2016,Solano,85 - 89 years,Black/African-American,45
2016,Solano,85 - 89 years,Multi-Race,6
2016,Solano,85 - 89 years,Native American/Alaskan Native,6
2016,Solano,85 - 89 years,Pacific Islander/Native Hawaiian,6
2016,Solano,85 - 89 years,Other/Unknown,0
2016,Solano,90 - 94 years,Hispanic,37
2016,Solano,90 - 94 years,White,263
2016,Solano,90 - 94 years,Asian,46
2016,Solano,90 - 94 years,Black/African-American,35
2016,Solano,90 - 94 years,Multi-Race,6
2016,Solano,90 - 94 years,Native American/Alaskan Native,6
2016,Solano,90 - 94 years,Pacific Islander/Native Hawaiian,0
2016,Solano,90 - 94 years,Other/Unknown,0
2016,Solano,95 - 99 years,Hispanic,6
2016,Solano,95 - 99 years,White,103
2016,Solano,95 - 99 years,Asian,16
2016,Solano,95 - 99 years,Black/African-American,6
2016,Solano,95 - 99 years,Multi-Race,6
2016,Solano,95 - 99 years,Native American/Alaskan Native,6
2016,Solano,95 - 99 years,Pacific Islander/Native Hawaiian,6
2016,Solano,95 - 99 years,Other/Unknown,0
2016,Solano,100 years and over,Hispanic,6
2016,Solano,100 years and over,White,18
2016,Solano,100 years and over,Asian,6
2016,Solano,100 years and over,Black/African-American,0
2016,Solano,100 years and over,Multi-Race,0
2016,Solano,100 years and over,Native American/Alaskan Native,0
2016,Solano,100 years and over,Pacific Islander/Native Hawaiian,0
2016,Solano,100 years and over,Other/Unknown,0
2016,Sonoma,Less than 1 year,Hispanic,6
2016,Sonoma,Less than 1 year,White,6
2016,Sonoma,Less than 1 year,Asian,0
2016,Sonoma,Less than 1 year,Black/African-American,0
2016,Sonoma,Less than 1 year,Multi-Race,6
2016,Sonoma,Less than 1 year,Native American/Alaskan Native,0
2016,Sonoma,Less than 1 year,Pacific Islander/Native Hawaiian,0
2016,Sonoma,Less than 1 year,Other/Unknown,6
2016,Sonoma,1 - 4 years,Hispanic,6
2016,Sonoma,1 - 4 years,White,6
2016,Sonoma,1 - 4 years,Asian,0
2016,Sonoma,1 - 4 years,Black/African-American,0
2016,Sonoma,1 - 4 years,Multi-Race,0
2016,Sonoma,1 - 4 years,Native American/Alaskan Native,0
2016,Sonoma,1 - 4 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,1 - 4 years,Other/Unknown,0
2016,Sonoma,5 - 9 years,Hispanic,6
2016,Sonoma,5 - 9 years,White,6
2016,Sonoma,5 - 9 years,Asian,0
2016,Sonoma,5 - 9 years,Black/African-American,0
2016,Sonoma,5 - 9 years,Multi-Race,0
2016,Sonoma,5 - 9 years,Native American/Alaskan Native,0
2016,Sonoma,5 - 9 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,5 - 9 years,Other/Unknown,0
2016,Sonoma,10 - 14 years,Hispanic,6
2016,Sonoma,10 - 14 years,White,0
2016,Sonoma,10 - 14 years,Asian,0
2016,Sonoma,10 - 14 years,Black/African-American,0
2016,Sonoma,10 - 14 years,Multi-Race,0
2016,Sonoma,10 - 14 years,Native American/Alaskan Native,0
2016,Sonoma,10 - 14 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,10 - 14 years,Other/Unknown,0
2016,Sonoma,15 - 19 years,Hispanic,6
2016,Sonoma,15 - 19 years,White,6
2016,Sonoma,15 - 19 years,Asian,0
2016,Sonoma,15 - 19 years,Black/African-American,6
2016,Sonoma,15 - 19 years,Multi-Race,0
2016,Sonoma,15 - 19 years,Native American/Alaskan Native,6
2016,Sonoma,15 - 19 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,15 - 19 years,Other/Unknown,0
2016,Sonoma,20 - 24 years,Hispanic,6
2016,Sonoma,20 - 24 years,White,11
2016,Sonoma,20 - 24 years,Asian,6
2016,Sonoma,20 - 24 years,Black/African-American,0
2016,Sonoma,20 - 24 years,Multi-Race,6
2016,Sonoma,20 - 24 years,Native American/Alaskan Native,0
2016,Sonoma,20 - 24 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,20 - 24 years,Other/Unknown,0
2016,Sonoma,25 - 29 years,Hispanic,6
2016,Sonoma,25 - 29 years,White,21
2016,Sonoma,25 - 29 years,Asian,6
2016,Sonoma,25 - 29 years,Black/African-American,6
2016,Sonoma,25 - 29 years,Multi-Race,6
2016,Sonoma,25 - 29 years,Native American/Alaskan Native,0
2016,Sonoma,25 - 29 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,25 - 29 years,Other/Unknown,0
2016,Sonoma,30 - 34 years,Hispanic,6
2016,Sonoma,30 - 34 years,White,20
2016,Sonoma,30 - 34 years,Asian,6
2016,Sonoma,30 - 34 years,Black/African-American,6
2016,Sonoma,30 - 34 years,Multi-Race,6
2016,Sonoma,30 - 34 years,Native American/Alaskan Native,6
2016,Sonoma,30 - 34 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,30 - 34 years,Other/Unknown,0
2016,Sonoma,35 - 39 years,Hispanic,13
2016,Sonoma,35 - 39 years,White,26
2016,Sonoma,35 - 39 years,Asian,0
2016,Sonoma,35 - 39 years,Black/African-American,0
2016,Sonoma,35 - 39 years,Multi-Race,0
2016,Sonoma,35 - 39 years,Native American/Alaskan Native,0
2016,Sonoma,35 - 39 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,35 - 39 years,Other/Unknown,0
2016,Sonoma,40 - 44 years,Hispanic,12
2016,Sonoma,40 - 44 years,White,26
2016,Sonoma,40 - 44 years,Asian,0
2016,Sonoma,40 - 44 years,Black/African-American,0
2016,Sonoma,40 - 44 years,Multi-Race,0
2016,Sonoma,40 - 44 years,Native American/Alaskan Native,6
2016,Sonoma,40 - 44 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,40 - 44 years,Other/Unknown,0
2016,Sonoma,45 - 49 years,Hispanic,19
2016,Sonoma,45 - 49 years,White,45
2016,Sonoma,45 - 49 years,Asian,6
2016,Sonoma,45 - 49 years,Black/African-American,0
2016,Sonoma,45 - 49 years,Multi-Race,0
2016,Sonoma,45 - 49 years,Native American/Alaskan Native,6
2016,Sonoma,45 - 49 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,45 - 49 years,Other/Unknown,6
2016,Sonoma,50 - 54 years,Hispanic,23
2016,Sonoma,50 - 54 years,White,68
2016,Sonoma,50 - 54 years,Asian,6
2016,Sonoma,50 - 54 years,Black/African-American,6
2016,Sonoma,50 - 54 years,Multi-Race,6
2016,Sonoma,50 - 54 years,Native American/Alaskan Native,6
2016,Sonoma,50 - 54 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,50 - 54 years,Other/Unknown,6
2016,Sonoma,55 - 59 years,Hispanic,19
2016,Sonoma,55 - 59 years,White,168
2016,Sonoma,55 - 59 years,Asian,6
2016,Sonoma,55 - 59 years,Black/African-American,6
2016,Sonoma,55 - 59 years,Multi-Race,6
2016,Sonoma,55 - 59 years,Native American/Alaskan Native,6
2016,Sonoma,55 - 59 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,55 - 59 years,Other/Unknown,6
2016,Sonoma,60 - 64 years,Hispanic,23
2016,Sonoma,60 - 64 years,White,256
2016,Sonoma,60 - 64 years,Asian,6
2016,Sonoma,60 - 64 years,Black/African-American,6
2016,Sonoma,60 - 64 years,Multi-Race,6
2016,Sonoma,60 - 64 years,Native American/Alaskan Native,6
2016,Sonoma,60 - 64 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,60 - 64 years,Other/Unknown,6
2016,Sonoma,65 - 69 years,Hispanic,20
2016,Sonoma,65 - 69 years,White,311
2016,Sonoma,65 - 69 years,Asian,6
2016,Sonoma,65 - 69 years,Black/African-American,6
2016,Sonoma,65 - 69 years,Multi-Race,6
2016,Sonoma,65 - 69 years,Native American/Alaskan Native,6
2016,Sonoma,65 - 69 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,65 - 69 years,Other/Unknown,6
2016,Sonoma,70 - 74 years,Hispanic,24
2016,Sonoma,70 - 74 years,White,345
2016,Sonoma,70 - 74 years,Asian,6
2016,Sonoma,70 - 74 years,Black/African-American,6
2016,Sonoma,70 - 74 years,Multi-Race,6
2016,Sonoma,70 - 74 years,Native American/Alaskan Native,6
2016,Sonoma,70 - 74 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,70 - 74 years,Other/Unknown,6
2016,Sonoma,75 - 79 years,Hispanic,25
2016,Sonoma,75 - 79 years,White,372
2016,Sonoma,75 - 79 years,Asian,6
2016,Sonoma,75 - 79 years,Black/African-American,6
2016,Sonoma,75 - 79 years,Multi-Race,6
2016,Sonoma,75 - 79 years,Native American/Alaskan Native,6
2016,Sonoma,75 - 79 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,75 - 79 years,Other/Unknown,6
2016,Sonoma,80 - 84 years,Hispanic,24
2016,Sonoma,80 - 84 years,White,422
2016,Sonoma,80 - 84 years,Asian,21
2016,Sonoma,80 - 84 years,Black/African-American,6
2016,Sonoma,80 - 84 years,Multi-Race,6
2016,Sonoma,80 - 84 years,Native American/Alaskan Native,6
2016,Sonoma,80 - 84 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,80 - 84 years,Other/Unknown,0
2016,Sonoma,85 - 89 years,Hispanic,34
2016,Sonoma,85 - 89 years,White,569
2016,Sonoma,85 - 89 years,Asian,16
2016,Sonoma,85 - 89 years,Black/African-American,6
2016,Sonoma,85 - 89 years,Multi-Race,6
2016,Sonoma,85 - 89 years,Native American/Alaskan Native,6
2016,Sonoma,85 - 89 years,Pacific Islander/Native Hawaiian,6
2016,Sonoma,85 - 89 years,Other/Unknown,0
2016,Sonoma,90 - 94 years,Hispanic,25
2016,Sonoma,90 - 94 years,White,574
2016,Sonoma,90 - 94 years,Asian,11
2016,Sonoma,90 - 94 years,Black/African-American,6
2016,Sonoma,90 - 94 years,Multi-Race,6
2016,Sonoma,90 - 94 years,Native American/Alaskan Native,6
2016,Sonoma,90 - 94 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,90 - 94 years,Other/Unknown,0
2016,Sonoma,95 - 99 years,Hispanic,11
2016,Sonoma,95 - 99 years,White,304
2016,Sonoma,95 - 99 years,Asian,6
2016,Sonoma,95 - 99 years,Black/African-American,6
2016,Sonoma,95 - 99 years,Multi-Race,6
2016,Sonoma,95 - 99 years,Native American/Alaskan Native,6
2016,Sonoma,95 - 99 years,Pacific Islander/Native Hawaiian,0
2016,Sonoma,95 - 99 years,Other/Unknown,0
2016,Sonoma,100 years and over,Hispanic,6
2016,Sonoma,100 years and over,White,64
2016,Sonoma,100 years and over,Asian,6
2016,Sonoma,100 years and over,Black/African-American,0
2016,Sonoma,100 years and over,Multi-Race,0
2016,Sonoma,100 years and over,Native American/Alaskan Native,0
2016,Sonoma,100 years and over,Pacific Islander/Native Hawaiian,0
2016,Sonoma,100 years and over,Other/Unknown,0
2016,Stanislaus,Less than 1 year,Hispanic,23
2016,Stanislaus,Less than 1 year,White,14
2016,Stanislaus,Less than 1 year,Asian,6
2016,Stanislaus,Less than 1 year,Black/African-American,6
2016,Stanislaus,Less than 1 year,Multi-Race,6
2016,Stanislaus,Less than 1 year,Native American/Alaskan Native,0
2016,Stanislaus,Less than 1 year,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,Less than 1 year,Other/Unknown,0
2016,Stanislaus,1 - 4 years,Hispanic,6
2016,Stanislaus,1 - 4 years,White,6
2016,Stanislaus,1 - 4 years,Asian,6
2016,Stanislaus,1 - 4 years,Black/African-American,0
2016,Stanislaus,1 - 4 years,Multi-Race,6
2016,Stanislaus,1 - 4 years,Native American/Alaskan Native,0
2016,Stanislaus,1 - 4 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,1 - 4 years,Other/Unknown,0
2016,Stanislaus,5 - 9 years,Hispanic,6
2016,Stanislaus,5 - 9 years,White,6
2016,Stanislaus,5 - 9 years,Asian,0
2016,Stanislaus,5 - 9 years,Black/African-American,0
2016,Stanislaus,5 - 9 years,Multi-Race,0
2016,Stanislaus,5 - 9 years,Native American/Alaskan Native,0
2016,Stanislaus,5 - 9 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,5 - 9 years,Other/Unknown,0
2016,Stanislaus,10 - 14 years,Hispanic,6
2016,Stanislaus,10 - 14 years,White,6
2016,Stanislaus,10 - 14 years,Asian,0
2016,Stanislaus,10 - 14 years,Black/African-American,0
2016,Stanislaus,10 - 14 years,Multi-Race,0
2016,Stanislaus,10 - 14 years,Native American/Alaskan Native,0
2016,Stanislaus,10 - 14 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,10 - 14 years,Other/Unknown,0
2016,Stanislaus,15 - 19 years,Hispanic,12
2016,Stanislaus,15 - 19 years,White,6
2016,Stanislaus,15 - 19 years,Asian,0
2016,Stanislaus,15 - 19 years,Black/African-American,0
2016,Stanislaus,15 - 19 years,Multi-Race,0
2016,Stanislaus,15 - 19 years,Native American/Alaskan Native,0
2016,Stanislaus,15 - 19 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,15 - 19 years,Other/Unknown,0
2016,Stanislaus,20 - 24 years,Hispanic,12
2016,Stanislaus,20 - 24 years,White,14
2016,Stanislaus,20 - 24 years,Asian,6
2016,Stanislaus,20 - 24 years,Black/African-American,0
2016,Stanislaus,20 - 24 years,Multi-Race,0
2016,Stanislaus,20 - 24 years,Native American/Alaskan Native,0
2016,Stanislaus,20 - 24 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,20 - 24 years,Other/Unknown,0
2016,Stanislaus,25 - 29 years,Hispanic,20
2016,Stanislaus,25 - 29 years,White,12
2016,Stanislaus,25 - 29 years,Asian,0
2016,Stanislaus,25 - 29 years,Black/African-American,6
2016,Stanislaus,25 - 29 years,Multi-Race,6
2016,Stanislaus,25 - 29 years,Native American/Alaskan Native,6
2016,Stanislaus,25 - 29 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,25 - 29 years,Other/Unknown,0
2016,Stanislaus,30 - 34 years,Hispanic,23
2016,Stanislaus,30 - 34 years,White,27
2016,Stanislaus,30 - 34 years,Asian,6
2016,Stanislaus,30 - 34 years,Black/African-American,6
2016,Stanislaus,30 - 34 years,Multi-Race,6
2016,Stanislaus,30 - 34 years,Native American/Alaskan Native,0
2016,Stanislaus,30 - 34 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,30 - 34 years,Other/Unknown,0
2016,Stanislaus,35 - 39 years,Hispanic,24
2016,Stanislaus,35 - 39 years,White,28
2016,Stanislaus,35 - 39 years,Asian,6
2016,Stanislaus,35 - 39 years,Black/African-American,6
2016,Stanislaus,35 - 39 years,Multi-Race,0
2016,Stanislaus,35 - 39 years,Native American/Alaskan Native,0
2016,Stanislaus,35 - 39 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,35 - 39 years,Other/Unknown,6
2016,Stanislaus,40 - 44 years,Hispanic,27
2016,Stanislaus,40 - 44 years,White,36
2016,Stanislaus,40 - 44 years,Asian,6
2016,Stanislaus,40 - 44 years,Black/African-American,6
2016,Stanislaus,40 - 44 years,Multi-Race,6
2016,Stanislaus,40 - 44 years,Native American/Alaskan Native,0
2016,Stanislaus,40 - 44 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,40 - 44 years,Other/Unknown,6
2016,Stanislaus,45 - 49 years,Hispanic,43
2016,Stanislaus,45 - 49 years,White,65
2016,Stanislaus,45 - 49 years,Asian,6
2016,Stanislaus,45 - 49 years,Black/African-American,6
2016,Stanislaus,45 - 49 years,Multi-Race,6
2016,Stanislaus,45 - 49 years,Native American/Alaskan Native,6
2016,Stanislaus,45 - 49 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,45 - 49 years,Other/Unknown,6
2016,Stanislaus,50 - 54 years,Hispanic,46
2016,Stanislaus,50 - 54 years,White,133
2016,Stanislaus,50 - 54 years,Asian,6
2016,Stanislaus,50 - 54 years,Black/African-American,6
2016,Stanislaus,50 - 54 years,Multi-Race,6
2016,Stanislaus,50 - 54 years,Native American/Alaskan Native,6
2016,Stanislaus,50 - 54 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,50 - 54 years,Other/Unknown,0
2016,Stanislaus,55 - 59 years,Hispanic,61
2016,Stanislaus,55 - 59 years,White,185
2016,Stanislaus,55 - 59 years,Asian,13
2016,Stanislaus,55 - 59 years,Black/African-American,12
2016,Stanislaus,55 - 59 years,Multi-Race,6
2016,Stanislaus,55 - 59 years,Native American/Alaskan Native,6
2016,Stanislaus,55 - 59 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,55 - 59 years,Other/Unknown,0
2016,Stanislaus,60 - 64 years,Hispanic,59
2016,Stanislaus,60 - 64 years,White,241
2016,Stanislaus,60 - 64 years,Asian,6
2016,Stanislaus,60 - 64 years,Black/African-American,15
2016,Stanislaus,60 - 64 years,Multi-Race,6
2016,Stanislaus,60 - 64 years,Native American/Alaskan Native,6
2016,Stanislaus,60 - 64 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,60 - 64 years,Other/Unknown,0
2016,Stanislaus,65 - 69 years,Hispanic,72
2016,Stanislaus,65 - 69 years,White,309
2016,Stanislaus,65 - 69 years,Asian,17
2016,Stanislaus,65 - 69 years,Black/African-American,13
2016,Stanislaus,65 - 69 years,Multi-Race,6
2016,Stanislaus,65 - 69 years,Native American/Alaskan Native,6
2016,Stanislaus,65 - 69 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,65 - 69 years,Other/Unknown,0
2016,Stanislaus,70 - 74 years,Hispanic,68
2016,Stanislaus,70 - 74 years,White,286
2016,Stanislaus,70 - 74 years,Asian,16
2016,Stanislaus,70 - 74 years,Black/African-American,6
2016,Stanislaus,70 - 74 years,Multi-Race,6
2016,Stanislaus,70 - 74 years,Native American/Alaskan Native,6
2016,Stanislaus,70 - 74 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,70 - 74 years,Other/Unknown,6
2016,Stanislaus,75 - 79 years,Hispanic,70
2016,Stanislaus,75 - 79 years,White,355
2016,Stanislaus,75 - 79 years,Asian,18
2016,Stanislaus,75 - 79 years,Black/African-American,11
2016,Stanislaus,75 - 79 years,Multi-Race,6
2016,Stanislaus,75 - 79 years,Native American/Alaskan Native,6
2016,Stanislaus,75 - 79 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,75 - 79 years,Other/Unknown,0
2016,Stanislaus,80 - 84 years,Hispanic,58
2016,Stanislaus,80 - 84 years,White,385
2016,Stanislaus,80 - 84 years,Asian,24
2016,Stanislaus,80 - 84 years,Black/African-American,13
2016,Stanislaus,80 - 84 years,Multi-Race,6
2016,Stanislaus,80 - 84 years,Native American/Alaskan Native,6
2016,Stanislaus,80 - 84 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,80 - 84 years,Other/Unknown,6
2016,Stanislaus,85 - 89 years,Hispanic,68
2016,Stanislaus,85 - 89 years,White,422
2016,Stanislaus,85 - 89 years,Asian,21
2016,Stanislaus,85 - 89 years,Black/African-American,6
2016,Stanislaus,85 - 89 years,Multi-Race,6
2016,Stanislaus,85 - 89 years,Native American/Alaskan Native,6
2016,Stanislaus,85 - 89 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,85 - 89 years,Other/Unknown,0
2016,Stanislaus,90 - 94 years,Hispanic,53
2016,Stanislaus,90 - 94 years,White,411
2016,Stanislaus,90 - 94 years,Asian,6
2016,Stanislaus,90 - 94 years,Black/African-American,6
2016,Stanislaus,90 - 94 years,Multi-Race,6
2016,Stanislaus,90 - 94 years,Native American/Alaskan Native,6
2016,Stanislaus,90 - 94 years,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,90 - 94 years,Other/Unknown,0
2016,Stanislaus,95 - 99 years,Hispanic,17
2016,Stanislaus,95 - 99 years,White,159
2016,Stanislaus,95 - 99 years,Asian,6
2016,Stanislaus,95 - 99 years,Black/African-American,6
2016,Stanislaus,95 - 99 years,Multi-Race,6
2016,Stanislaus,95 - 99 years,Native American/Alaskan Native,6
2016,Stanislaus,95 - 99 years,Pacific Islander/Native Hawaiian,6
2016,Stanislaus,95 - 99 years,Other/Unknown,0
2016,Stanislaus,100 years and over,Hispanic,6
2016,Stanislaus,100 years and over,White,36
2016,Stanislaus,100 years and over,Asian,0
2016,Stanislaus,100 years and over,Black/African-American,0
2016,Stanislaus,100 years and over,Multi-Race,6
2016,Stanislaus,100 years and over,Native American/Alaskan Native,6
2016,Stanislaus,100 years and over,Pacific Islander/Native Hawaiian,0
2016,Stanislaus,100 years and over,Other/Unknown,0
2016,Sutter,Less than 1 year,Hispanic,6
2016,Sutter,Less than 1 year,White,6
2016,Sutter,Less than 1 year,Asian,0
2016,Sutter,Less than 1 year,Black/African-American,0
2016,Sutter,Less than 1 year,Multi-Race,0
2016,Sutter,Less than 1 year,Native American/Alaskan Native,0
2016,Sutter,Less than 1 year,Pacific Islander/Native Hawaiian,0
2016,Sutter,Less than 1 year,Other/Unknown,0
2016,Sutter,1 - 4 years,Hispanic,0
