Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2017,Sutter,1 - 4 years,Married (including SRDP),0
2017,Sutter,1 - 4 years,Widowed,0
2017,Sutter,1 - 4 years,Divorced,0
2017,Sutter,1 - 4 years,Never Married,0
2017,Sutter,1 - 4 years,Unknown,0
2017,Sutter,5 - 9 years,Married (including SRDP),0
2017,Sutter,5 - 9 years,Widowed,0
2017,Sutter,5 - 9 years,Divorced,0
2017,Sutter,5 - 9 years,Never Married,6
2017,Sutter,5 - 9 years,Unknown,0
2017,Sutter,10 - 14 years,Married (including SRDP),0
2017,Sutter,10 - 14 years,Widowed,0
2017,Sutter,10 - 14 years,Divorced,0
2017,Sutter,10 - 14 years,Never Married,6
2017,Sutter,10 - 14 years,Unknown,0
2017,Sutter,15 - 19 years,Married (including SRDP),0
2017,Sutter,15 - 19 years,Widowed,0
2017,Sutter,15 - 19 years,Divorced,0
2017,Sutter,15 - 19 years,Never Married,6
2017,Sutter,15 - 19 years,Unknown,0
2017,Sutter,20 - 24 years,Married (including SRDP),0
2017,Sutter,20 - 24 years,Widowed,0
2017,Sutter,20 - 24 years,Divorced,0
2017,Sutter,20 - 24 years,Never Married,6
2017,Sutter,20 - 24 years,Unknown,0
2017,Sutter,25 - 29 years,Married (including SRDP),0
2017,Sutter,25 - 29 years,Widowed,0
2017,Sutter,25 - 29 years,Divorced,0
2017,Sutter,25 - 29 years,Never Married,6
2017,Sutter,25 - 29 years,Unknown,0
2017,Sutter,30 - 34 years,Married (including SRDP),6
2017,Sutter,30 - 34 years,Widowed,0
2017,Sutter,30 - 34 years,Divorced,0
2017,Sutter,30 - 34 years,Never Married,6
2017,Sutter,30 - 34 years,Unknown,0
2017,Sutter,35 - 39 years,Married (including SRDP),6
2017,Sutter,35 - 39 years,Widowed,6
2017,Sutter,35 - 39 years,Divorced,6
2017,Sutter,35 - 39 years,Never Married,6
2017,Sutter,35 - 39 years,Unknown,0
2017,Sutter,40 - 44 years,Married (including SRDP),6
2017,Sutter,40 - 44 years,Widowed,6
2017,Sutter,40 - 44 years,Divorced,0
2017,Sutter,40 - 44 years,Never Married,6
2017,Sutter,40 - 44 years,Unknown,0
2017,Sutter,45 - 49 years,Married (including SRDP),16
2017,Sutter,45 - 49 years,Widowed,0
2017,Sutter,45 - 49 years,Divorced,6
2017,Sutter,45 - 49 years,Never Married,11
2017,Sutter,45 - 49 years,Unknown,0
2017,Sutter,50 - 54 years,Married (including SRDP),6
2017,Sutter,50 - 54 years,Widowed,6
2017,Sutter,50 - 54 years,Divorced,6
2017,Sutter,50 - 54 years,Never Married,6
2017,Sutter,50 - 54 years,Unknown,0
2017,Sutter,55 - 59 years,Married (including SRDP),13
2017,Sutter,55 - 59 years,Widowed,6
2017,Sutter,55 - 59 years,Divorced,18
2017,Sutter,55 - 59 years,Never Married,6
2017,Sutter,55 - 59 years,Unknown,0
2017,Sutter,60 - 64 years,Married (including SRDP),30
2017,Sutter,60 - 64 years,Widowed,12
2017,Sutter,60 - 64 years,Divorced,23
2017,Sutter,60 - 64 years,Never Married,6
2017,Sutter,60 - 64 years,Unknown,0
2017,Sutter,65 - 69 years,Married (including SRDP),34
2017,Sutter,65 - 69 years,Widowed,6
2017,Sutter,65 - 69 years,Divorced,17
2017,Sutter,65 - 69 years,Never Married,6
2017,Sutter,65 - 69 years,Unknown,6
2017,Sutter,70 - 74 years,Married (including SRDP),32
2017,Sutter,70 - 74 years,Widowed,20
2017,Sutter,70 - 74 years,Divorced,21
2017,Sutter,70 - 74 years,Never Married,6
2017,Sutter,70 - 74 years,Unknown,6
2017,Sutter,75 - 79 years,Married (including SRDP),37
2017,Sutter,75 - 79 years,Widowed,25
2017,Sutter,75 - 79 years,Divorced,14
2017,Sutter,75 - 79 years,Never Married,6
2017,Sutter,75 - 79 years,Unknown,0
2017,Sutter,80 - 84 years,Married (including SRDP),57
2017,Sutter,80 - 84 years,Widowed,60
2017,Sutter,80 - 84 years,Divorced,19
2017,Sutter,80 - 84 years,Never Married,6
2017,Sutter,80 - 84 years,Unknown,0
2017,Sutter,85 - 89 years,Married (including SRDP),39
2017,Sutter,85 - 89 years,Widowed,54
2017,Sutter,85 - 89 years,Divorced,6
2017,Sutter,85 - 89 years,Never Married,0
2017,Sutter,85 - 89 years,Unknown,0
2017,Sutter,90 - 94 years,Married (including SRDP),13
2017,Sutter,90 - 94 years,Widowed,57
2017,Sutter,90 - 94 years,Divorced,6
2017,Sutter,90 - 94 years,Never Married,6
2017,Sutter,90 - 94 years,Unknown,0
2017,Sutter,95 - 99 years,Married (including SRDP),6
2017,Sutter,95 - 99 years,Widowed,37
2017,Sutter,95 - 99 years,Divorced,6
2017,Sutter,95 - 99 years,Never Married,6
2017,Sutter,95 - 99 years,Unknown,0
2017,Sutter,100 years and over,Married (including SRDP),6
2017,Sutter,100 years and over,Widowed,6
2017,Sutter,100 years and over,Divorced,0
2017,Sutter,100 years and over,Never Married,0
2017,Sutter,100 years and over,Unknown,0
2017,Tehama,Less than 1 year,Married (including SRDP),0
2017,Tehama,Less than 1 year,Widowed,0
2017,Tehama,Less than 1 year,Divorced,0
2017,Tehama,Less than 1 year,Never Married,6
2017,Tehama,Less than 1 year,Unknown,0
2017,Tehama,1 - 4 years,Married (including SRDP),0
2017,Tehama,1 - 4 years,Widowed,0
2017,Tehama,1 - 4 years,Divorced,0
2017,Tehama,1 - 4 years,Never Married,6
2017,Tehama,1 - 4 years,Unknown,0
2017,Tehama,5 - 9 years,Married (including SRDP),0
2017,Tehama,5 - 9 years,Widowed,0
2017,Tehama,5 - 9 years,Divorced,0
2017,Tehama,5 - 9 years,Never Married,0
2017,Tehama,5 - 9 years,Unknown,0
2017,Tehama,10 - 14 years,Married (including SRDP),0
2017,Tehama,10 - 14 years,Widowed,0
2017,Tehama,10 - 14 years,Divorced,0
2017,Tehama,10 - 14 years,Never Married,6
2017,Tehama,10 - 14 years,Unknown,0
2017,Tehama,15 - 19 years,Married (including SRDP),0
2017,Tehama,15 - 19 years,Widowed,0
2017,Tehama,15 - 19 years,Divorced,0
2017,Tehama,15 - 19 years,Never Married,6
2017,Tehama,15 - 19 years,Unknown,0
2017,Tehama,20 - 24 years,Married (including SRDP),0
2017,Tehama,20 - 24 years,Widowed,0
2017,Tehama,20 - 24 years,Divorced,6
2017,Tehama,20 - 24 years,Never Married,6
2017,Tehama,20 - 24 years,Unknown,0
2017,Tehama,25 - 29 years,Married (including SRDP),6
2017,Tehama,25 - 29 years,Widowed,0
2017,Tehama,25 - 29 years,Divorced,6
2017,Tehama,25 - 29 years,Never Married,6
2017,Tehama,25 - 29 years,Unknown,0
2017,Tehama,30 - 34 years,Married (including SRDP),6
2017,Tehama,30 - 34 years,Widowed,0
2017,Tehama,30 - 34 years,Divorced,0
2017,Tehama,30 - 34 years,Never Married,6
2017,Tehama,30 - 34 years,Unknown,0
2017,Tehama,35 - 39 years,Married (including SRDP),6
2017,Tehama,35 - 39 years,Widowed,6
2017,Tehama,35 - 39 years,Divorced,6
2017,Tehama,35 - 39 years,Never Married,6
2017,Tehama,35 - 39 years,Unknown,6
2017,Tehama,40 - 44 years,Married (including SRDP),6
2017,Tehama,40 - 44 years,Widowed,0
2017,Tehama,40 - 44 years,Divorced,6
2017,Tehama,40 - 44 years,Never Married,6
2017,Tehama,40 - 44 years,Unknown,6
2017,Tehama,45 - 49 years,Married (including SRDP),6
2017,Tehama,45 - 49 years,Widowed,0
2017,Tehama,45 - 49 years,Divorced,6
2017,Tehama,45 - 49 years,Never Married,6
2017,Tehama,45 - 49 years,Unknown,0
2017,Tehama,50 - 54 years,Married (including SRDP),6
2017,Tehama,50 - 54 years,Widowed,6
2017,Tehama,50 - 54 years,Divorced,15
2017,Tehama,50 - 54 years,Never Married,6
2017,Tehama,50 - 54 years,Unknown,0
2017,Tehama,55 - 59 years,Married (including SRDP),13
2017,Tehama,55 - 59 years,Widowed,6
2017,Tehama,55 - 59 years,Divorced,22
2017,Tehama,55 - 59 years,Never Married,6
2017,Tehama,55 - 59 years,Unknown,6
2017,Tehama,60 - 64 years,Married (including SRDP),23
2017,Tehama,60 - 64 years,Widowed,6
2017,Tehama,60 - 64 years,Divorced,17
2017,Tehama,60 - 64 years,Never Married,6
2017,Tehama,60 - 64 years,Unknown,0
2017,Tehama,65 - 69 years,Married (including SRDP),37
2017,Tehama,65 - 69 years,Widowed,6
2017,Tehama,65 - 69 years,Divorced,27
2017,Tehama,65 - 69 years,Never Married,6
2017,Tehama,65 - 69 years,Unknown,0
2017,Tehama,70 - 74 years,Married (including SRDP),38
2017,Tehama,70 - 74 years,Widowed,13
2017,Tehama,70 - 74 years,Divorced,14
2017,Tehama,70 - 74 years,Never Married,6
2017,Tehama,70 - 74 years,Unknown,0
2017,Tehama,75 - 79 years,Married (including SRDP),40
2017,Tehama,75 - 79 years,Widowed,21
2017,Tehama,75 - 79 years,Divorced,16
2017,Tehama,75 - 79 years,Never Married,6
2017,Tehama,75 - 79 years,Unknown,0
2017,Tehama,80 - 84 years,Married (including SRDP),44
2017,Tehama,80 - 84 years,Widowed,36
2017,Tehama,80 - 84 years,Divorced,16
2017,Tehama,80 - 84 years,Never Married,6
2017,Tehama,80 - 84 years,Unknown,0
2017,Tehama,85 - 89 years,Married (including SRDP),26
2017,Tehama,85 - 89 years,Widowed,48
2017,Tehama,85 - 89 years,Divorced,6
2017,Tehama,85 - 89 years,Never Married,6
2017,Tehama,85 - 89 years,Unknown,0
2017,Tehama,90 - 94 years,Married (including SRDP),14
2017,Tehama,90 - 94 years,Widowed,45
2017,Tehama,90 - 94 years,Divorced,6
2017,Tehama,90 - 94 years,Never Married,6
2017,Tehama,90 - 94 years,Unknown,0
2017,Tehama,95 - 99 years,Married (including SRDP),6
2017,Tehama,95 - 99 years,Widowed,35
2017,Tehama,95 - 99 years,Divorced,6
2017,Tehama,95 - 99 years,Never Married,0
2017,Tehama,95 - 99 years,Unknown,0
2017,Tehama,100 years and over,Married (including SRDP),0
2017,Tehama,100 years and over,Widowed,6
2017,Tehama,100 years and over,Divorced,6
2017,Tehama,100 years and over,Never Married,0
2017,Tehama,100 years and over,Unknown,0
2017,Trinity,Less than 1 year,Married (including SRDP),0
2017,Trinity,Less than 1 year,Widowed,0
2017,Trinity,Less than 1 year,Divorced,0
2017,Trinity,Less than 1 year,Never Married,0
2017,Trinity,Less than 1 year,Unknown,0
2017,Trinity,1 - 4 years,Married (including SRDP),0
2017,Trinity,1 - 4 years,Widowed,0
2017,Trinity,1 - 4 years,Divorced,0
2017,Trinity,1 - 4 years,Never Married,0
2017,Trinity,1 - 4 years,Unknown,0
2017,Trinity,5 - 9 years,Married (including SRDP),0
2017,Trinity,5 - 9 years,Widowed,0
2017,Trinity,5 - 9 years,Divorced,0
2017,Trinity,5 - 9 years,Never Married,0
2017,Trinity,5 - 9 years,Unknown,0
2017,Trinity,10 - 14 years,Married (including SRDP),0
2017,Trinity,10 - 14 years,Widowed,0
2017,Trinity,10 - 14 years,Divorced,0
2017,Trinity,10 - 14 years,Never Married,0
2017,Trinity,10 - 14 years,Unknown,0
2017,Trinity,15 - 19 years,Married (including SRDP),0
2017,Trinity,15 - 19 years,Widowed,0
2017,Trinity,15 - 19 years,Divorced,0
2017,Trinity,15 - 19 years,Never Married,0
2017,Trinity,15 - 19 years,Unknown,0
2017,Trinity,20 - 24 years,Married (including SRDP),0
2017,Trinity,20 - 24 years,Widowed,0
2017,Trinity,20 - 24 years,Divorced,0
2017,Trinity,20 - 24 years,Never Married,6
2017,Trinity,20 - 24 years,Unknown,0
2017,Trinity,25 - 29 years,Married (including SRDP),0
2017,Trinity,25 - 29 years,Widowed,0
2017,Trinity,25 - 29 years,Divorced,0
2017,Trinity,25 - 29 years,Never Married,6
2017,Trinity,25 - 29 years,Unknown,0
2017,Trinity,30 - 34 years,Married (including SRDP),0
2017,Trinity,30 - 34 years,Widowed,0
2017,Trinity,30 - 34 years,Divorced,0
2017,Trinity,30 - 34 years,Never Married,6
2017,Trinity,30 - 34 years,Unknown,0
2017,Trinity,35 - 39 years,Married (including SRDP),6
2017,Trinity,35 - 39 years,Widowed,0
2017,Trinity,35 - 39 years,Divorced,6
2017,Trinity,35 - 39 years,Never Married,6
2017,Trinity,35 - 39 years,Unknown,0
2017,Trinity,40 - 44 years,Married (including SRDP),0
2017,Trinity,40 - 44 years,Widowed,0
2017,Trinity,40 - 44 years,Divorced,6
2017,Trinity,40 - 44 years,Never Married,6
2017,Trinity,40 - 44 years,Unknown,0
2017,Trinity,45 - 49 years,Married (including SRDP),0
2017,Trinity,45 - 49 years,Widowed,6
2017,Trinity,45 - 49 years,Divorced,0
2017,Trinity,45 - 49 years,Never Married,6
2017,Trinity,45 - 49 years,Unknown,0
2017,Trinity,50 - 54 years,Married (including SRDP),0
2017,Trinity,50 - 54 years,Widowed,0
2017,Trinity,50 - 54 years,Divorced,6
2017,Trinity,50 - 54 years,Never Married,0
2017,Trinity,50 - 54 years,Unknown,0
2017,Trinity,55 - 59 years,Married (including SRDP),6
2017,Trinity,55 - 59 years,Widowed,0
2017,Trinity,55 - 59 years,Divorced,6
2017,Trinity,55 - 59 years,Never Married,6
2017,Trinity,55 - 59 years,Unknown,0
2017,Trinity,60 - 64 years,Married (including SRDP),6
2017,Trinity,60 - 64 years,Widowed,6
2017,Trinity,60 - 64 years,Divorced,6
2017,Trinity,60 - 64 years,Never Married,0
2017,Trinity,60 - 64 years,Unknown,6
2017,Trinity,65 - 69 years,Married (including SRDP),6
2017,Trinity,65 - 69 years,Widowed,6
2017,Trinity,65 - 69 years,Divorced,6
2017,Trinity,65 - 69 years,Never Married,6
2017,Trinity,65 - 69 years,Unknown,0
2017,Trinity,70 - 74 years,Married (including SRDP),6
2017,Trinity,70 - 74 years,Widowed,6
2017,Trinity,70 - 74 years,Divorced,6
2017,Trinity,70 - 74 years,Never Married,6
2017,Trinity,70 - 74 years,Unknown,0
2017,Trinity,75 - 79 years,Married (including SRDP),6
2017,Trinity,75 - 79 years,Widowed,6
2017,Trinity,75 - 79 years,Divorced,6
2017,Trinity,75 - 79 years,Never Married,0
2017,Trinity,75 - 79 years,Unknown,0
2017,Trinity,80 - 84 years,Married (including SRDP),12
2017,Trinity,80 - 84 years,Widowed,6
2017,Trinity,80 - 84 years,Divorced,6
2017,Trinity,80 - 84 years,Never Married,6
2017,Trinity,80 - 84 years,Unknown,0
2017,Trinity,85 - 89 years,Married (including SRDP),6
2017,Trinity,85 - 89 years,Widowed,6
2017,Trinity,85 - 89 years,Divorced,6
2017,Trinity,85 - 89 years,Never Married,0
2017,Trinity,85 - 89 years,Unknown,6
2017,Trinity,90 - 94 years,Married (including SRDP),6
2017,Trinity,90 - 94 years,Widowed,6
2017,Trinity,90 - 94 years,Divorced,6
2017,Trinity,90 - 94 years,Never Married,0
2017,Trinity,90 - 94 years,Unknown,0
2017,Trinity,95 - 99 years,Married (including SRDP),6
2017,Trinity,95 - 99 years,Widowed,6
2017,Trinity,95 - 99 years,Divorced,0
2017,Trinity,95 - 99 years,Never Married,0
2017,Trinity,95 - 99 years,Unknown,0
2017,Trinity,100 years and over,Married (including SRDP),6
2017,Trinity,100 years and over,Widowed,6
2017,Trinity,100 years and over,Divorced,0
2017,Trinity,100 years and over,Never Married,0
2017,Trinity,100 years and over,Unknown,0
2017,Tulare,Less than 1 year,Married (including SRDP),0
2017,Tulare,Less than 1 year,Widowed,0
2017,Tulare,Less than 1 year,Divorced,0
2017,Tulare,Less than 1 year,Never Married,40
2017,Tulare,Less than 1 year,Unknown,0
2017,Tulare,1 - 4 years,Married (including SRDP),0
2017,Tulare,1 - 4 years,Widowed,0
2017,Tulare,1 - 4 years,Divorced,0
2017,Tulare,1 - 4 years,Never Married,6
2017,Tulare,1 - 4 years,Unknown,0
2017,Tulare,5 - 9 years,Married (including SRDP),0
2017,Tulare,5 - 9 years,Widowed,0
2017,Tulare,5 - 9 years,Divorced,0
2017,Tulare,5 - 9 years,Never Married,6
2017,Tulare,5 - 9 years,Unknown,0
2017,Tulare,10 - 14 years,Married (including SRDP),0
2017,Tulare,10 - 14 years,Widowed,0
2017,Tulare,10 - 14 years,Divorced,0
2017,Tulare,10 - 14 years,Never Married,6
2017,Tulare,10 - 14 years,Unknown,0
2017,Tulare,15 - 19 years,Married (including SRDP),0
2017,Tulare,15 - 19 years,Widowed,0
2017,Tulare,15 - 19 years,Divorced,0
2017,Tulare,15 - 19 years,Never Married,22
2017,Tulare,15 - 19 years,Unknown,0
2017,Tulare,20 - 24 years,Married (including SRDP),0
2017,Tulare,20 - 24 years,Widowed,0
2017,Tulare,20 - 24 years,Divorced,0
2017,Tulare,20 - 24 years,Never Married,42
2017,Tulare,20 - 24 years,Unknown,0
2017,Tulare,25 - 29 years,Married (including SRDP),6
2017,Tulare,25 - 29 years,Widowed,0
2017,Tulare,25 - 29 years,Divorced,6
2017,Tulare,25 - 29 years,Never Married,23
2017,Tulare,25 - 29 years,Unknown,6
2017,Tulare,30 - 34 years,Married (including SRDP),6
2017,Tulare,30 - 34 years,Widowed,0
2017,Tulare,30 - 34 years,Divorced,6
2017,Tulare,30 - 34 years,Never Married,22
2017,Tulare,30 - 34 years,Unknown,0
2017,Tulare,35 - 39 years,Married (including SRDP),18
2017,Tulare,35 - 39 years,Widowed,6
2017,Tulare,35 - 39 years,Divorced,6
2017,Tulare,35 - 39 years,Never Married,18
2017,Tulare,35 - 39 years,Unknown,0
2017,Tulare,40 - 44 years,Married (including SRDP),34
2017,Tulare,40 - 44 years,Widowed,6
2017,Tulare,40 - 44 years,Divorced,17
2017,Tulare,40 - 44 years,Never Married,16
2017,Tulare,40 - 44 years,Unknown,0
2017,Tulare,45 - 49 years,Married (including SRDP),37
2017,Tulare,45 - 49 years,Widowed,6
2017,Tulare,45 - 49 years,Divorced,15
2017,Tulare,45 - 49 years,Never Married,29
2017,Tulare,45 - 49 years,Unknown,6
2017,Tulare,50 - 54 years,Married (including SRDP),58
2017,Tulare,50 - 54 years,Widowed,6
2017,Tulare,50 - 54 years,Divorced,28
2017,Tulare,50 - 54 years,Never Married,43
2017,Tulare,50 - 54 years,Unknown,6
2017,Tulare,55 - 59 years,Married (including SRDP),77
2017,Tulare,55 - 59 years,Widowed,14
2017,Tulare,55 - 59 years,Divorced,54
2017,Tulare,55 - 59 years,Never Married,48
2017,Tulare,55 - 59 years,Unknown,6
2017,Tulare,60 - 64 years,Married (including SRDP),106
2017,Tulare,60 - 64 years,Widowed,31
2017,Tulare,60 - 64 years,Divorced,64
2017,Tulare,60 - 64 years,Never Married,42
2017,Tulare,60 - 64 years,Unknown,6
2017,Tulare,65 - 69 years,Married (including SRDP),140
2017,Tulare,65 - 69 years,Widowed,46
2017,Tulare,65 - 69 years,Divorced,67
2017,Tulare,65 - 69 years,Never Married,30
2017,Tulare,65 - 69 years,Unknown,6
2017,Tulare,70 - 74 years,Married (including SRDP),146
2017,Tulare,70 - 74 years,Widowed,66
2017,Tulare,70 - 74 years,Divorced,71
2017,Tulare,70 - 74 years,Never Married,27
2017,Tulare,70 - 74 years,Unknown,6
2017,Tulare,75 - 79 years,Married (including SRDP),155
2017,Tulare,75 - 79 years,Widowed,98
2017,Tulare,75 - 79 years,Divorced,59
2017,Tulare,75 - 79 years,Never Married,19
2017,Tulare,75 - 79 years,Unknown,6
2017,Tulare,80 - 84 years,Married (including SRDP),143
2017,Tulare,80 - 84 years,Widowed,160
2017,Tulare,80 - 84 years,Divorced,48
2017,Tulare,80 - 84 years,Never Married,6
2017,Tulare,80 - 84 years,Unknown,6
2017,Tulare,85 - 89 years,Married (including SRDP),129
2017,Tulare,85 - 89 years,Widowed,196
2017,Tulare,85 - 89 years,Divorced,31
2017,Tulare,85 - 89 years,Never Married,6
2017,Tulare,85 - 89 years,Unknown,6
2017,Tulare,90 - 94 years,Married (including SRDP),61
2017,Tulare,90 - 94 years,Widowed,210
2017,Tulare,90 - 94 years,Divorced,24
2017,Tulare,90 - 94 years,Never Married,6
2017,Tulare,90 - 94 years,Unknown,0
2017,Tulare,95 - 99 years,Married (including SRDP),17
2017,Tulare,95 - 99 years,Widowed,127
2017,Tulare,95 - 99 years,Divorced,6
2017,Tulare,95 - 99 years,Never Married,6
2017,Tulare,95 - 99 years,Unknown,0
2017,Tulare,100 years and over,Married (including SRDP),6
2017,Tulare,100 years and over,Widowed,28
2017,Tulare,100 years and over,Divorced,0
2017,Tulare,100 years and over,Never Married,0
2017,Tulare,100 years and over,Unknown,0
2017,Tuolumne,Less than 1 year,Married (including SRDP),0
2017,Tuolumne,Less than 1 year,Widowed,0
2017,Tuolumne,Less than 1 year,Divorced,0
2017,Tuolumne,Less than 1 year,Never Married,6
2017,Tuolumne,Less than 1 year,Unknown,0
2017,Tuolumne,1 - 4 years,Married (including SRDP),0
2017,Tuolumne,1 - 4 years,Widowed,0
2017,Tuolumne,1 - 4 years,Divorced,0
2017,Tuolumne,1 - 4 years,Never Married,0
2017,Tuolumne,1 - 4 years,Unknown,0
2017,Tuolumne,5 - 9 years,Married (including SRDP),0
2017,Tuolumne,5 - 9 years,Widowed,0
2017,Tuolumne,5 - 9 years,Divorced,0
2017,Tuolumne,5 - 9 years,Never Married,6
2017,Tuolumne,5 - 9 years,Unknown,0
2017,Tuolumne,10 - 14 years,Married (including SRDP),0
2017,Tuolumne,10 - 14 years,Widowed,0
2017,Tuolumne,10 - 14 years,Divorced,0
2017,Tuolumne,10 - 14 years,Never Married,6
2017,Tuolumne,10 - 14 years,Unknown,0
2017,Tuolumne,15 - 19 years,Married (including SRDP),0
2017,Tuolumne,15 - 19 years,Widowed,0
2017,Tuolumne,15 - 19 years,Divorced,0
2017,Tuolumne,15 - 19 years,Never Married,0
2017,Tuolumne,15 - 19 years,Unknown,0
2017,Tuolumne,20 - 24 years,Married (including SRDP),6
2017,Tuolumne,20 - 24 years,Widowed,0
2017,Tuolumne,20 - 24 years,Divorced,0
2017,Tuolumne,20 - 24 years,Never Married,6
2017,Tuolumne,20 - 24 years,Unknown,0
2017,Tuolumne,25 - 29 years,Married (including SRDP),0
2017,Tuolumne,25 - 29 years,Widowed,0
2017,Tuolumne,25 - 29 years,Divorced,0
2017,Tuolumne,25 - 29 years,Never Married,6
2017,Tuolumne,25 - 29 years,Unknown,0
2017,Tuolumne,30 - 34 years,Married (including SRDP),6
2017,Tuolumne,30 - 34 years,Widowed,0
2017,Tuolumne,30 - 34 years,Divorced,0
2017,Tuolumne,30 - 34 years,Never Married,6
2017,Tuolumne,30 - 34 years,Unknown,0
2017,Tuolumne,35 - 39 years,Married (including SRDP),6
2017,Tuolumne,35 - 39 years,Widowed,0
2017,Tuolumne,35 - 39 years,Divorced,6
2017,Tuolumne,35 - 39 years,Never Married,6
2017,Tuolumne,35 - 39 years,Unknown,6
2017,Tuolumne,40 - 44 years,Married (including SRDP),6
2017,Tuolumne,40 - 44 years,Widowed,0
2017,Tuolumne,40 - 44 years,Divorced,6
2017,Tuolumne,40 - 44 years,Never Married,6
2017,Tuolumne,40 - 44 years,Unknown,0
2017,Tuolumne,45 - 49 years,Married (including SRDP),6
2017,Tuolumne,45 - 49 years,Widowed,0
2017,Tuolumne,45 - 49 years,Divorced,6
2017,Tuolumne,45 - 49 years,Never Married,6
2017,Tuolumne,45 - 49 years,Unknown,0
2017,Tuolumne,50 - 54 years,Married (including SRDP),6
2017,Tuolumne,50 - 54 years,Widowed,0
2017,Tuolumne,50 - 54 years,Divorced,6
2017,Tuolumne,50 - 54 years,Never Married,6
2017,Tuolumne,50 - 54 years,Unknown,0
2017,Tuolumne,55 - 59 years,Married (including SRDP),13
2017,Tuolumne,55 - 59 years,Widowed,6
2017,Tuolumne,55 - 59 years,Divorced,6
2017,Tuolumne,55 - 59 years,Never Married,6
2017,Tuolumne,55 - 59 years,Unknown,0
2017,Tuolumne,60 - 64 years,Married (including SRDP),24
2017,Tuolumne,60 - 64 years,Widowed,6
2017,Tuolumne,60 - 64 years,Divorced,18
2017,Tuolumne,60 - 64 years,Never Married,6
2017,Tuolumne,60 - 64 years,Unknown,6
2017,Tuolumne,65 - 69 years,Married (including SRDP),42
2017,Tuolumne,65 - 69 years,Widowed,6
2017,Tuolumne,65 - 69 years,Divorced,21
2017,Tuolumne,65 - 69 years,Never Married,6
2017,Tuolumne,65 - 69 years,Unknown,6
2017,Tuolumne,70 - 74 years,Married (including SRDP),27
2017,Tuolumne,70 - 74 years,Widowed,6
2017,Tuolumne,70 - 74 years,Divorced,15
2017,Tuolumne,70 - 74 years,Never Married,6
2017,Tuolumne,70 - 74 years,Unknown,6
2017,Tuolumne,75 - 79 years,Married (including SRDP),59
2017,Tuolumne,75 - 79 years,Widowed,24
2017,Tuolumne,75 - 79 years,Divorced,15
2017,Tuolumne,75 - 79 years,Never Married,6
2017,Tuolumne,75 - 79 years,Unknown,0
2017,Tuolumne,80 - 84 years,Married (including SRDP),30
2017,Tuolumne,80 - 84 years,Widowed,27
2017,Tuolumne,80 - 84 years,Divorced,19
2017,Tuolumne,80 - 84 years,Never Married,6
2017,Tuolumne,80 - 84 years,Unknown,0
2017,Tuolumne,85 - 89 years,Married (including SRDP),32
2017,Tuolumne,85 - 89 years,Widowed,53
2017,Tuolumne,85 - 89 years,Divorced,15
2017,Tuolumne,85 - 89 years,Never Married,6
2017,Tuolumne,85 - 89 years,Unknown,0
2017,Tuolumne,90 - 94 years,Married (including SRDP),15
2017,Tuolumne,90 - 94 years,Widowed,61
2017,Tuolumne,90 - 94 years,Divorced,6
2017,Tuolumne,90 - 94 years,Never Married,6
2017,Tuolumne,90 - 94 years,Unknown,0
2017,Tuolumne,95 - 99 years,Married (including SRDP),6
2017,Tuolumne,95 - 99 years,Widowed,37
2017,Tuolumne,95 - 99 years,Divorced,0
2017,Tuolumne,95 - 99 years,Never Married,0
2017,Tuolumne,95 - 99 years,Unknown,0
2017,Tuolumne,100 years and over,Married (including SRDP),0
2017,Tuolumne,100 years and over,Widowed,6
2017,Tuolumne,100 years and over,Divorced,0
2017,Tuolumne,100 years and over,Never Married,0
2017,Tuolumne,100 years and over,Unknown,0
2017,Ventura,Less than 1 year,Married (including SRDP),0
2017,Ventura,Less than 1 year,Widowed,0
2017,Ventura,Less than 1 year,Divorced,0
2017,Ventura,Less than 1 year,Never Married,48
2017,Ventura,Less than 1 year,Unknown,0
2017,Ventura,1 - 4 years,Married (including SRDP),0
2017,Ventura,1 - 4 years,Widowed,0
2017,Ventura,1 - 4 years,Divorced,0
2017,Ventura,1 - 4 years,Never Married,6
2017,Ventura,1 - 4 years,Unknown,0
2017,Ventura,5 - 9 years,Married (including SRDP),0
2017,Ventura,5 - 9 years,Widowed,0
2017,Ventura,5 - 9 years,Divorced,0
2017,Ventura,5 - 9 years,Never Married,6
2017,Ventura,5 - 9 years,Unknown,0
2017,Ventura,10 - 14 years,Married (including SRDP),0
2017,Ventura,10 - 14 years,Widowed,0
2017,Ventura,10 - 14 years,Divorced,0
2017,Ventura,10 - 14 years,Never Married,6
2017,Ventura,10 - 14 years,Unknown,0
2017,Ventura,15 - 19 years,Married (including SRDP),0
2017,Ventura,15 - 19 years,Widowed,0
2017,Ventura,15 - 19 years,Divorced,0
2017,Ventura,15 - 19 years,Never Married,28
2017,Ventura,15 - 19 years,Unknown,0
2017,Ventura,20 - 24 years,Married (including SRDP),6
2017,Ventura,20 - 24 years,Widowed,0
2017,Ventura,20 - 24 years,Divorced,0
2017,Ventura,20 - 24 years,Never Married,43
2017,Ventura,20 - 24 years,Unknown,0
2017,Ventura,25 - 29 years,Married (including SRDP),6
2017,Ventura,25 - 29 years,Widowed,0
2017,Ventura,25 - 29 years,Divorced,6
2017,Ventura,25 - 29 years,Never Married,45
