Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2016,Sacramento,40 - 44 years,Widowed,6
2016,Sacramento,40 - 44 years,Divorced,35
2016,Sacramento,40 - 44 years,Never Married,71
2016,Sacramento,40 - 44 years,Unknown,0
2016,Sacramento,45 - 49 years,Married (including SRDP),113
2016,Sacramento,45 - 49 years,Widowed,6
2016,Sacramento,45 - 49 years,Divorced,70
2016,Sacramento,45 - 49 years,Never Married,118
2016,Sacramento,45 - 49 years,Unknown,6
2016,Sacramento,50 - 54 years,Married (including SRDP),188
2016,Sacramento,50 - 54 years,Widowed,17
2016,Sacramento,50 - 54 years,Divorced,136
2016,Sacramento,50 - 54 years,Never Married,137
2016,Sacramento,50 - 54 years,Unknown,6
2016,Sacramento,55 - 59 years,Married (including SRDP),276
2016,Sacramento,55 - 59 years,Widowed,46
2016,Sacramento,55 - 59 years,Divorced,215
2016,Sacramento,55 - 59 years,Never Married,159
2016,Sacramento,55 - 59 years,Unknown,14
2016,Sacramento,60 - 64 years,Married (including SRDP),360
2016,Sacramento,60 - 64 years,Widowed,101
2016,Sacramento,60 - 64 years,Divorced,274
2016,Sacramento,60 - 64 years,Never Married,140
2016,Sacramento,60 - 64 years,Unknown,16
2016,Sacramento,65 - 69 years,Married (including SRDP),448
2016,Sacramento,65 - 69 years,Widowed,117
2016,Sacramento,65 - 69 years,Divorced,346
2016,Sacramento,65 - 69 years,Never Married,105
2016,Sacramento,65 - 69 years,Unknown,14
2016,Sacramento,70 - 74 years,Married (including SRDP),447
2016,Sacramento,70 - 74 years,Widowed,219
2016,Sacramento,70 - 74 years,Divorced,250
2016,Sacramento,70 - 74 years,Never Married,65
2016,Sacramento,70 - 74 years,Unknown,15
2016,Sacramento,75 - 79 years,Married (including SRDP),526
2016,Sacramento,75 - 79 years,Widowed,327
2016,Sacramento,75 - 79 years,Divorced,245
2016,Sacramento,75 - 79 years,Never Married,52
2016,Sacramento,75 - 79 years,Unknown,6
2016,Sacramento,80 - 84 years,Married (including SRDP),557
2016,Sacramento,80 - 84 years,Widowed,526
2016,Sacramento,80 - 84 years,Divorced,244
2016,Sacramento,80 - 84 years,Never Married,42
2016,Sacramento,80 - 84 years,Unknown,6
2016,Sacramento,85 - 89 years,Married (including SRDP),449
2016,Sacramento,85 - 89 years,Widowed,800
2016,Sacramento,85 - 89 years,Divorced,161
2016,Sacramento,85 - 89 years,Never Married,42
2016,Sacramento,85 - 89 years,Unknown,6
2016,Sacramento,90 - 94 years,Married (including SRDP),242
2016,Sacramento,90 - 94 years,Widowed,888
2016,Sacramento,90 - 94 years,Divorced,120
2016,Sacramento,90 - 94 years,Never Married,31
2016,Sacramento,90 - 94 years,Unknown,6
2016,Sacramento,95 - 99 years,Married (including SRDP),75
2016,Sacramento,95 - 99 years,Widowed,466
2016,Sacramento,95 - 99 years,Divorced,38
2016,Sacramento,95 - 99 years,Never Married,6
2016,Sacramento,95 - 99 years,Unknown,6
2016,Sacramento,100 years and over,Married (including SRDP),6
2016,Sacramento,100 years and over,Widowed,97
2016,Sacramento,100 years and over,Divorced,6
2016,Sacramento,100 years and over,Never Married,0
2016,Sacramento,100 years and over,Unknown,0
2016,San Benito,Less than 1 year,Married (including SRDP),0
2016,San Benito,Less than 1 year,Widowed,0
2016,San Benito,Less than 1 year,Divorced,0
2016,San Benito,Less than 1 year,Never Married,6
2016,San Benito,Less than 1 year,Unknown,0
2016,San Benito,1 - 4 years,Married (including SRDP),0
2016,San Benito,1 - 4 years,Widowed,0
2016,San Benito,1 - 4 years,Divorced,0
2016,San Benito,1 - 4 years,Never Married,0
2016,San Benito,1 - 4 years,Unknown,0
2016,San Benito,5 - 9 years,Married (including SRDP),0
2016,San Benito,5 - 9 years,Widowed,0
2016,San Benito,5 - 9 years,Divorced,0
2016,San Benito,5 - 9 years,Never Married,6
2016,San Benito,5 - 9 years,Unknown,0
2016,San Benito,10 - 14 years,Married (including SRDP),0
2016,San Benito,10 - 14 years,Widowed,0
2016,San Benito,10 - 14 years,Divorced,0
2016,San Benito,10 - 14 years,Never Married,6
2016,San Benito,10 - 14 years,Unknown,0
2016,San Benito,15 - 19 years,Married (including SRDP),0
2016,San Benito,15 - 19 years,Widowed,0
2016,San Benito,15 - 19 years,Divorced,0
2016,San Benito,15 - 19 years,Never Married,6
2016,San Benito,15 - 19 years,Unknown,0
2016,San Benito,20 - 24 years,Married (including SRDP),0
2016,San Benito,20 - 24 years,Widowed,0
2016,San Benito,20 - 24 years,Divorced,0
2016,San Benito,20 - 24 years,Never Married,6
2016,San Benito,20 - 24 years,Unknown,0
2016,San Benito,25 - 29 years,Married (including SRDP),0
2016,San Benito,25 - 29 years,Widowed,0
2016,San Benito,25 - 29 years,Divorced,0
2016,San Benito,25 - 29 years,Never Married,6
2016,San Benito,25 - 29 years,Unknown,0
2016,San Benito,30 - 34 years,Married (including SRDP),6
2016,San Benito,30 - 34 years,Widowed,0
2016,San Benito,30 - 34 years,Divorced,0
2016,San Benito,30 - 34 years,Never Married,6
2016,San Benito,30 - 34 years,Unknown,0
2016,San Benito,35 - 39 years,Married (including SRDP),0
2016,San Benito,35 - 39 years,Widowed,0
2016,San Benito,35 - 39 years,Divorced,0
2016,San Benito,35 - 39 years,Never Married,6
2016,San Benito,35 - 39 years,Unknown,0
2016,San Benito,40 - 44 years,Married (including SRDP),6
2016,San Benito,40 - 44 years,Widowed,0
2016,San Benito,40 - 44 years,Divorced,0
2016,San Benito,40 - 44 years,Never Married,6
2016,San Benito,40 - 44 years,Unknown,0
2016,San Benito,45 - 49 years,Married (including SRDP),6
2016,San Benito,45 - 49 years,Widowed,0
2016,San Benito,45 - 49 years,Divorced,6
2016,San Benito,45 - 49 years,Never Married,6
2016,San Benito,45 - 49 years,Unknown,0
2016,San Benito,50 - 54 years,Married (including SRDP),6
2016,San Benito,50 - 54 years,Widowed,0
2016,San Benito,50 - 54 years,Divorced,6
2016,San Benito,50 - 54 years,Never Married,6
2016,San Benito,50 - 54 years,Unknown,0
2016,San Benito,55 - 59 years,Married (including SRDP),6
2016,San Benito,55 - 59 years,Widowed,6
2016,San Benito,55 - 59 years,Divorced,6
2016,San Benito,55 - 59 years,Never Married,6
2016,San Benito,55 - 59 years,Unknown,0
2016,San Benito,60 - 64 years,Married (including SRDP),16
2016,San Benito,60 - 64 years,Widowed,6
2016,San Benito,60 - 64 years,Divorced,6
2016,San Benito,60 - 64 years,Never Married,6
2016,San Benito,60 - 64 years,Unknown,0
2016,San Benito,65 - 69 years,Married (including SRDP),18
2016,San Benito,65 - 69 years,Widowed,6
2016,San Benito,65 - 69 years,Divorced,6
2016,San Benito,65 - 69 years,Never Married,6
2016,San Benito,65 - 69 years,Unknown,0
2016,San Benito,70 - 74 years,Married (including SRDP),16
2016,San Benito,70 - 74 years,Widowed,6
2016,San Benito,70 - 74 years,Divorced,6
2016,San Benito,70 - 74 years,Never Married,6
2016,San Benito,70 - 74 years,Unknown,0
2016,San Benito,75 - 79 years,Married (including SRDP),14
2016,San Benito,75 - 79 years,Widowed,12
2016,San Benito,75 - 79 years,Divorced,6
2016,San Benito,75 - 79 years,Never Married,6
2016,San Benito,75 - 79 years,Unknown,0
2016,San Benito,80 - 84 years,Married (including SRDP),31
2016,San Benito,80 - 84 years,Widowed,16
2016,San Benito,80 - 84 years,Divorced,6
2016,San Benito,80 - 84 years,Never Married,0
2016,San Benito,80 - 84 years,Unknown,0
2016,San Benito,85 - 89 years,Married (including SRDP),11
2016,San Benito,85 - 89 years,Widowed,32
2016,San Benito,85 - 89 years,Divorced,6
2016,San Benito,85 - 89 years,Never Married,6
2016,San Benito,85 - 89 years,Unknown,0
2016,San Benito,90 - 94 years,Married (including SRDP),6
2016,San Benito,90 - 94 years,Widowed,30
2016,San Benito,90 - 94 years,Divorced,6
2016,San Benito,90 - 94 years,Never Married,6
2016,San Benito,90 - 94 years,Unknown,0
2016,San Benito,95 - 99 years,Married (including SRDP),6
2016,San Benito,95 - 99 years,Widowed,11
2016,San Benito,95 - 99 years,Divorced,6
2016,San Benito,95 - 99 years,Never Married,6
2016,San Benito,95 - 99 years,Unknown,0
2016,San Benito,100 years and over,Married (including SRDP),0
2016,San Benito,100 years and over,Widowed,6
2016,San Benito,100 years and over,Divorced,0
2016,San Benito,100 years and over,Never Married,0
2016,San Benito,100 years and over,Unknown,0
2016,San Bernardino,Less than 1 year,Married (including SRDP),0
2016,San Bernardino,Less than 1 year,Widowed,0
2016,San Bernardino,Less than 1 year,Divorced,0
2016,San Bernardino,Less than 1 year,Never Married,204
2016,San Bernardino,Less than 1 year,Unknown,0
2016,San Bernardino,1 - 4 years,Married (including SRDP),0
2016,San Bernardino,1 - 4 years,Widowed,0
2016,San Bernardino,1 - 4 years,Divorced,0
2016,San Bernardino,1 - 4 years,Never Married,33
2016,San Bernardino,1 - 4 years,Unknown,0
2016,San Bernardino,5 - 9 years,Married (including SRDP),0
2016,San Bernardino,5 - 9 years,Widowed,0
2016,San Bernardino,5 - 9 years,Divorced,0
2016,San Bernardino,5 - 9 years,Never Married,19
2016,San Bernardino,5 - 9 years,Unknown,0
2016,San Bernardino,10 - 14 years,Married (including SRDP),0
2016,San Bernardino,10 - 14 years,Widowed,0
2016,San Bernardino,10 - 14 years,Divorced,0
2016,San Bernardino,10 - 14 years,Never Married,26
2016,San Bernardino,10 - 14 years,Unknown,0
2016,San Bernardino,15 - 19 years,Married (including SRDP),0
2016,San Bernardino,15 - 19 years,Widowed,0
2016,San Bernardino,15 - 19 years,Divorced,0
2016,San Bernardino,15 - 19 years,Never Married,87
2016,San Bernardino,15 - 19 years,Unknown,0
2016,San Bernardino,20 - 24 years,Married (including SRDP),6
2016,San Bernardino,20 - 24 years,Widowed,6
2016,San Bernardino,20 - 24 years,Divorced,0
2016,San Bernardino,20 - 24 years,Never Married,135
2016,San Bernardino,20 - 24 years,Unknown,0
2016,San Bernardino,25 - 29 years,Married (including SRDP),29
2016,San Bernardino,25 - 29 years,Widowed,0
2016,San Bernardino,25 - 29 years,Divorced,6
2016,San Bernardino,25 - 29 years,Never Married,141
2016,San Bernardino,25 - 29 years,Unknown,0
2016,San Bernardino,30 - 34 years,Married (including SRDP),44
2016,San Bernardino,30 - 34 years,Widowed,6
2016,San Bernardino,30 - 34 years,Divorced,17
2016,San Bernardino,30 - 34 years,Never Married,104
2016,San Bernardino,30 - 34 years,Unknown,6
2016,San Bernardino,35 - 39 years,Married (including SRDP),79
2016,San Bernardino,35 - 39 years,Widowed,6
2016,San Bernardino,35 - 39 years,Divorced,31
2016,San Bernardino,35 - 39 years,Never Married,100
2016,San Bernardino,35 - 39 years,Unknown,6
2016,San Bernardino,40 - 44 years,Married (including SRDP),109
2016,San Bernardino,40 - 44 years,Widowed,6
2016,San Bernardino,40 - 44 years,Divorced,43
2016,San Bernardino,40 - 44 years,Never Married,93
2016,San Bernardino,40 - 44 years,Unknown,0
2016,San Bernardino,45 - 49 years,Married (including SRDP),172
2016,San Bernardino,45 - 49 years,Widowed,12
2016,San Bernardino,45 - 49 years,Divorced,92
2016,San Bernardino,45 - 49 years,Never Married,132
2016,San Bernardino,45 - 49 years,Unknown,6
2016,San Bernardino,50 - 54 years,Married (including SRDP),273
2016,San Bernardino,50 - 54 years,Widowed,21
2016,San Bernardino,50 - 54 years,Divorced,161
2016,San Bernardino,50 - 54 years,Never Married,188
2016,San Bernardino,50 - 54 years,Unknown,23
2016,San Bernardino,55 - 59 years,Married (including SRDP),447
2016,San Bernardino,55 - 59 years,Widowed,57
2016,San Bernardino,55 - 59 years,Divorced,257
2016,San Bernardino,55 - 59 years,Never Married,216
2016,San Bernardino,55 - 59 years,Unknown,23
2016,San Bernardino,60 - 64 years,Married (including SRDP),543
2016,San Bernardino,60 - 64 years,Widowed,112
2016,San Bernardino,60 - 64 years,Divorced,313
2016,San Bernardino,60 - 64 years,Never Married,179
2016,San Bernardino,60 - 64 years,Unknown,34
2016,San Bernardino,65 - 69 years,Married (including SRDP),651
2016,San Bernardino,65 - 69 years,Widowed,197
2016,San Bernardino,65 - 69 years,Divorced,347
2016,San Bernardino,65 - 69 years,Never Married,134
2016,San Bernardino,65 - 69 years,Unknown,29
2016,San Bernardino,70 - 74 years,Married (including SRDP),640
2016,San Bernardino,70 - 74 years,Widowed,313
2016,San Bernardino,70 - 74 years,Divorced,311
2016,San Bernardino,70 - 74 years,Never Married,92
2016,San Bernardino,70 - 74 years,Unknown,28
2016,San Bernardino,75 - 79 years,Married (including SRDP),727
2016,San Bernardino,75 - 79 years,Widowed,446
2016,San Bernardino,75 - 79 years,Divorced,281
2016,San Bernardino,75 - 79 years,Never Married,81
2016,San Bernardino,75 - 79 years,Unknown,19
2016,San Bernardino,80 - 84 years,Married (including SRDP),661
2016,San Bernardino,80 - 84 years,Widowed,665
2016,San Bernardino,80 - 84 years,Divorced,253
2016,San Bernardino,80 - 84 years,Never Married,51
2016,San Bernardino,80 - 84 years,Unknown,14
2016,San Bernardino,85 - 89 years,Married (including SRDP),502
2016,San Bernardino,85 - 89 years,Widowed,902
2016,San Bernardino,85 - 89 years,Divorced,196
2016,San Bernardino,85 - 89 years,Never Married,52
2016,San Bernardino,85 - 89 years,Unknown,6
2016,San Bernardino,90 - 94 years,Married (including SRDP),280
2016,San Bernardino,90 - 94 years,Widowed,895
2016,San Bernardino,90 - 94 years,Divorced,108
2016,San Bernardino,90 - 94 years,Never Married,36
2016,San Bernardino,90 - 94 years,Unknown,6
2016,San Bernardino,95 - 99 years,Married (including SRDP),58
2016,San Bernardino,95 - 99 years,Widowed,370
2016,San Bernardino,95 - 99 years,Divorced,49
2016,San Bernardino,95 - 99 years,Never Married,14
2016,San Bernardino,95 - 99 years,Unknown,6
2016,San Bernardino,100 years and over,Married (including SRDP),6
2016,San Bernardino,100 years and over,Widowed,101
2016,San Bernardino,100 years and over,Divorced,6
2016,San Bernardino,100 years and over,Never Married,6
2016,San Bernardino,100 years and over,Unknown,6
2016,San Diego,Less than 1 year,Married (including SRDP),0
2016,San Diego,Less than 1 year,Widowed,0
2016,San Diego,Less than 1 year,Divorced,0
2016,San Diego,Less than 1 year,Never Married,160
2016,San Diego,Less than 1 year,Unknown,0
2016,San Diego,1 - 4 years,Married (including SRDP),0
2016,San Diego,1 - 4 years,Widowed,0
2016,San Diego,1 - 4 years,Divorced,0
2016,San Diego,1 - 4 years,Never Married,24
2016,San Diego,1 - 4 years,Unknown,6
2016,San Diego,5 - 9 years,Married (including SRDP),0
2016,San Diego,5 - 9 years,Widowed,0
2016,San Diego,5 - 9 years,Divorced,0
2016,San Diego,5 - 9 years,Never Married,24
2016,San Diego,5 - 9 years,Unknown,0
2016,San Diego,10 - 14 years,Married (including SRDP),0
2016,San Diego,10 - 14 years,Widowed,0
2016,San Diego,10 - 14 years,Divorced,0
2016,San Diego,10 - 14 years,Never Married,19
2016,San Diego,10 - 14 years,Unknown,0
2016,San Diego,15 - 19 years,Married (including SRDP),0
2016,San Diego,15 - 19 years,Widowed,0
2016,San Diego,15 - 19 years,Divorced,0
2016,San Diego,15 - 19 years,Never Married,56
2016,San Diego,15 - 19 years,Unknown,0
2016,San Diego,20 - 24 years,Married (including SRDP),17
2016,San Diego,20 - 24 years,Widowed,0
2016,San Diego,20 - 24 years,Divorced,6
2016,San Diego,20 - 24 years,Never Married,144
2016,San Diego,20 - 24 years,Unknown,6
2016,San Diego,25 - 29 years,Married (including SRDP),30
2016,San Diego,25 - 29 years,Widowed,0
2016,San Diego,25 - 29 years,Divorced,6
2016,San Diego,25 - 29 years,Never Married,148
2016,San Diego,25 - 29 years,Unknown,6
2016,San Diego,30 - 34 years,Married (including SRDP),49
2016,San Diego,30 - 34 years,Widowed,6
2016,San Diego,30 - 34 years,Divorced,17
2016,San Diego,30 - 34 years,Never Married,124
2016,San Diego,30 - 34 years,Unknown,6
2016,San Diego,35 - 39 years,Married (including SRDP),100
2016,San Diego,35 - 39 years,Widowed,6
2016,San Diego,35 - 39 years,Divorced,34
2016,San Diego,35 - 39 years,Never Married,126
2016,San Diego,35 - 39 years,Unknown,6
2016,San Diego,40 - 44 years,Married (including SRDP),110
2016,San Diego,40 - 44 years,Widowed,6
2016,San Diego,40 - 44 years,Divorced,67
2016,San Diego,40 - 44 years,Never Married,115
2016,San Diego,40 - 44 years,Unknown,6
2016,San Diego,45 - 49 years,Married (including SRDP),156
2016,San Diego,45 - 49 years,Widowed,6
2016,San Diego,45 - 49 years,Divorced,100
2016,San Diego,45 - 49 years,Never Married,153
2016,San Diego,45 - 49 years,Unknown,6
2016,San Diego,50 - 54 years,Married (including SRDP),298
2016,San Diego,50 - 54 years,Widowed,22
2016,San Diego,50 - 54 years,Divorced,177
2016,San Diego,50 - 54 years,Never Married,228
2016,San Diego,50 - 54 years,Unknown,16
2016,San Diego,55 - 59 years,Married (including SRDP),457
2016,San Diego,55 - 59 years,Widowed,55
2016,San Diego,55 - 59 years,Divorced,334
2016,San Diego,55 - 59 years,Never Married,295
2016,San Diego,55 - 59 years,Unknown,39
2016,San Diego,60 - 64 years,Married (including SRDP),635
2016,San Diego,60 - 64 years,Widowed,97
2016,San Diego,60 - 64 years,Divorced,438
2016,San Diego,60 - 64 years,Never Married,279
2016,San Diego,60 - 64 years,Unknown,55
2016,San Diego,65 - 69 years,Married (including SRDP),757
2016,San Diego,65 - 69 years,Widowed,189
2016,San Diego,65 - 69 years,Divorced,509
2016,San Diego,65 - 69 years,Never Married,234
2016,San Diego,65 - 69 years,Unknown,45
2016,San Diego,70 - 74 years,Married (including SRDP),880
2016,San Diego,70 - 74 years,Widowed,269
2016,San Diego,70 - 74 years,Divorced,447
2016,San Diego,70 - 74 years,Never Married,168
2016,San Diego,70 - 74 years,Unknown,43
2016,San Diego,75 - 79 years,Married (including SRDP),1052
2016,San Diego,75 - 79 years,Widowed,531
2016,San Diego,75 - 79 years,Divorced,393
2016,San Diego,75 - 79 years,Never Married,132
2016,San Diego,75 - 79 years,Unknown,26
2016,San Diego,80 - 84 years,Married (including SRDP),1143
2016,San Diego,80 - 84 years,Widowed,997
2016,San Diego,80 - 84 years,Divorced,403
2016,San Diego,80 - 84 years,Never Married,123
2016,San Diego,80 - 84 years,Unknown,17
2016,San Diego,85 - 89 years,Married (including SRDP),1094
2016,San Diego,85 - 89 years,Widowed,1651
2016,San Diego,85 - 89 years,Divorced,363
2016,San Diego,85 - 89 years,Never Married,108
2016,San Diego,85 - 89 years,Unknown,19
2016,San Diego,90 - 94 years,Married (including SRDP),692
2016,San Diego,90 - 94 years,Widowed,1963
2016,San Diego,90 - 94 years,Divorced,239
2016,San Diego,90 - 94 years,Never Married,87
2016,San Diego,90 - 94 years,Unknown,6
2016,San Diego,95 - 99 years,Married (including SRDP),173
2016,San Diego,95 - 99 years,Widowed,1040
2016,San Diego,95 - 99 years,Divorced,82
2016,San Diego,95 - 99 years,Never Married,40
2016,San Diego,95 - 99 years,Unknown,6
2016,San Diego,100 years and over,Married (including SRDP),29
2016,San Diego,100 years and over,Widowed,191
2016,San Diego,100 years and over,Divorced,13
2016,San Diego,100 years and over,Never Married,6
2016,San Diego,100 years and over,Unknown,6
2016,San Francisco,Less than 1 year,Married (including SRDP),0
2016,San Francisco,Less than 1 year,Widowed,0
2016,San Francisco,Less than 1 year,Divorced,0
2016,San Francisco,Less than 1 year,Never Married,18
2016,San Francisco,Less than 1 year,Unknown,0
2016,San Francisco,1 - 4 years,Married (including SRDP),0
2016,San Francisco,1 - 4 years,Widowed,0
2016,San Francisco,1 - 4 years,Divorced,0
2016,San Francisco,1 - 4 years,Never Married,6
2016,San Francisco,1 - 4 years,Unknown,0
2016,San Francisco,5 - 9 years,Married (including SRDP),0
2016,San Francisco,5 - 9 years,Widowed,0
2016,San Francisco,5 - 9 years,Divorced,0
2016,San Francisco,5 - 9 years,Never Married,6
2016,San Francisco,5 - 9 years,Unknown,0
2016,San Francisco,10 - 14 years,Married (including SRDP),0
2016,San Francisco,10 - 14 years,Widowed,0
2016,San Francisco,10 - 14 years,Divorced,0
2016,San Francisco,10 - 14 years,Never Married,0
2016,San Francisco,10 - 14 years,Unknown,0
2016,San Francisco,15 - 19 years,Married (including SRDP),0
2016,San Francisco,15 - 19 years,Widowed,0
2016,San Francisco,15 - 19 years,Divorced,0
2016,San Francisco,15 - 19 years,Never Married,6
2016,San Francisco,15 - 19 years,Unknown,0
2016,San Francisco,20 - 24 years,Married (including SRDP),0
2016,San Francisco,20 - 24 years,Widowed,0
2016,San Francisco,20 - 24 years,Divorced,0
2016,San Francisco,20 - 24 years,Never Married,24
2016,San Francisco,20 - 24 years,Unknown,0
