Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex
2017,El Dorado,85 - 89 years,Female,129
2017,El Dorado,85 - 89 years,Male,115
2017,El Dorado,90 - 94 years,Female,117
2017,El Dorado,90 - 94 years,Male,76
2017,El Dorado,95 - 99 years,Female,54
2017,El Dorado,95 - 99 years,Male,34
2017,El Dorado,100 years and over,Female,16
2017,El Dorado,100 years and over,Male,6
2017,Fresno,Less than 1 year,Female,52
2017,Fresno,Less than 1 year,Male,47
2017,Fresno,1 - 4 years,Female,6
2017,Fresno,1 - 4 years,Male,6
2017,Fresno,5 - 9 years,Female,6
2017,Fresno,5 - 9 years,Male,6
2017,Fresno,10 - 14 years,Female,6
2017,Fresno,10 - 14 years,Male,6
2017,Fresno,15 - 19 years,Female,11
2017,Fresno,15 - 19 years,Male,21
2017,Fresno,20 - 24 years,Female,27
2017,Fresno,20 - 24 years,Male,53
2017,Fresno,25 - 29 years,Female,20
2017,Fresno,25 - 29 years,Male,55
2017,Fresno,30 - 34 years,Female,30
2017,Fresno,30 - 34 years,Male,72
2017,Fresno,35 - 39 years,Female,38
2017,Fresno,35 - 39 years,Male,80
2017,Fresno,40 - 44 years,Female,43
2017,Fresno,40 - 44 years,Male,75
2017,Fresno,45 - 49 years,Female,63
2017,Fresno,45 - 49 years,Male,111
2017,Fresno,50 - 54 years,Female,107
2017,Fresno,50 - 54 years,Male,178
2017,Fresno,55 - 59 years,Female,184
2017,Fresno,55 - 59 years,Male,271
2017,Fresno,60 - 64 years,Female,197
2017,Fresno,60 - 64 years,Male,333
2017,Fresno,65 - 69 years,Female,250
2017,Fresno,65 - 69 years,Male,394
2017,Fresno,70 - 74 years,Female,281
2017,Fresno,70 - 74 years,Male,364
2017,Fresno,75 - 79 years,Female,329
2017,Fresno,75 - 79 years,Male,397
2017,Fresno,80 - 84 years,Female,375
2017,Fresno,80 - 84 years,Male,393
2017,Fresno,85 - 89 years,Female,511
2017,Fresno,85 - 89 years,Male,407
2017,Fresno,90 - 94 years,Female,522
2017,Fresno,90 - 94 years,Male,322
2017,Fresno,95 - 99 years,Female,230
2017,Fresno,95 - 99 years,Male,108
2017,Fresno,100 years and over,Female,72
2017,Fresno,100 years and over,Male,19
2017,Glenn,Less than 1 year,Female,6
2017,Glenn,Less than 1 year,Male,6
2017,Glenn,1 - 4 years,Female,6
2017,Glenn,1 - 4 years,Male,0
2017,Glenn,5 - 9 years,Female,0
2017,Glenn,5 - 9 years,Male,0
2017,Glenn,10 - 14 years,Female,0
2017,Glenn,10 - 14 years,Male,0
2017,Glenn,15 - 19 years,Female,0
2017,Glenn,15 - 19 years,Male,6
2017,Glenn,20 - 24 years,Female,0
2017,Glenn,20 - 24 years,Male,6
2017,Glenn,25 - 29 years,Female,6
2017,Glenn,25 - 29 years,Male,0
2017,Glenn,30 - 34 years,Female,6
2017,Glenn,30 - 34 years,Male,6
2017,Glenn,35 - 39 years,Female,0
2017,Glenn,35 - 39 years,Male,6
2017,Glenn,40 - 44 years,Female,6
2017,Glenn,40 - 44 years,Male,6
2017,Glenn,45 - 49 years,Female,6
2017,Glenn,45 - 49 years,Male,6
2017,Glenn,50 - 54 years,Female,6
2017,Glenn,50 - 54 years,Male,6
2017,Glenn,55 - 59 years,Female,6
2017,Glenn,55 - 59 years,Male,6
2017,Glenn,60 - 64 years,Female,11
2017,Glenn,60 - 64 years,Male,6
2017,Glenn,65 - 69 years,Female,6
2017,Glenn,65 - 69 years,Male,6
2017,Glenn,70 - 74 years,Female,6
2017,Glenn,70 - 74 years,Male,14
2017,Glenn,75 - 79 years,Female,11
2017,Glenn,75 - 79 years,Male,20
2017,Glenn,80 - 84 years,Female,17
2017,Glenn,80 - 84 years,Male,15
2017,Glenn,85 - 89 years,Female,12
2017,Glenn,85 - 89 years,Male,14
2017,Glenn,90 - 94 years,Female,18
2017,Glenn,90 - 94 years,Male,6
2017,Glenn,95 - 99 years,Female,6
2017,Glenn,95 - 99 years,Male,6
2017,Glenn,100 years and over,Female,6
2017,Glenn,100 years and over,Male,0
2017,Humboldt,Less than 1 year,Female,6
2017,Humboldt,Less than 1 year,Male,6
2017,Humboldt,1 - 4 years,Female,6
2017,Humboldt,1 - 4 years,Male,0
2017,Humboldt,5 - 9 years,Female,0
2017,Humboldt,5 - 9 years,Male,0
2017,Humboldt,10 - 14 years,Female,6
2017,Humboldt,10 - 14 years,Male,6
2017,Humboldt,15 - 19 years,Female,6
2017,Humboldt,15 - 19 years,Male,6
2017,Humboldt,20 - 24 years,Female,6
2017,Humboldt,20 - 24 years,Male,6
2017,Humboldt,25 - 29 years,Female,6
2017,Humboldt,25 - 29 years,Male,13
2017,Humboldt,30 - 34 years,Female,6
2017,Humboldt,30 - 34 years,Male,12
2017,Humboldt,35 - 39 years,Female,6
2017,Humboldt,35 - 39 years,Male,18
2017,Humboldt,40 - 44 years,Female,6
2017,Humboldt,40 - 44 years,Male,18
2017,Humboldt,45 - 49 years,Female,12
2017,Humboldt,45 - 49 years,Male,18
2017,Humboldt,50 - 54 years,Female,18
2017,Humboldt,50 - 54 years,Male,30
2017,Humboldt,55 - 59 years,Female,37
2017,Humboldt,55 - 59 years,Male,50
2017,Humboldt,60 - 64 years,Female,42
2017,Humboldt,60 - 64 years,Male,70
2017,Humboldt,65 - 69 years,Female,54
2017,Humboldt,65 - 69 years,Male,102
2017,Humboldt,70 - 74 years,Female,56
2017,Humboldt,70 - 74 years,Male,76
2017,Humboldt,75 - 79 years,Female,72
2017,Humboldt,75 - 79 years,Male,75
2017,Humboldt,80 - 84 years,Female,79
2017,Humboldt,80 - 84 years,Male,64
2017,Humboldt,85 - 89 years,Female,80
2017,Humboldt,85 - 89 years,Male,67
2017,Humboldt,90 - 94 years,Female,86
2017,Humboldt,90 - 94 years,Male,52
2017,Humboldt,95 - 99 years,Female,39
2017,Humboldt,95 - 99 years,Male,26
2017,Humboldt,100 years and over,Female,6
2017,Humboldt,100 years and over,Male,6
2017,Imperial,Less than 1 year,Female,6
2017,Imperial,Less than 1 year,Male,6
2017,Imperial,1 - 4 years,Female,6
2017,Imperial,1 - 4 years,Male,6
2017,Imperial,5 - 9 years,Female,6
2017,Imperial,5 - 9 years,Male,6
2017,Imperial,10 - 14 years,Female,0
2017,Imperial,10 - 14 years,Male,6
2017,Imperial,15 - 19 years,Female,6
2017,Imperial,15 - 19 years,Male,6
2017,Imperial,20 - 24 years,Female,6
2017,Imperial,20 - 24 years,Male,6
2017,Imperial,25 - 29 years,Female,6
2017,Imperial,25 - 29 years,Male,6
2017,Imperial,30 - 34 years,Female,6
2017,Imperial,30 - 34 years,Male,6
2017,Imperial,35 - 39 years,Female,6
2017,Imperial,35 - 39 years,Male,22
2017,Imperial,40 - 44 years,Female,6
2017,Imperial,40 - 44 years,Male,11
2017,Imperial,45 - 49 years,Female,6
2017,Imperial,45 - 49 years,Male,15
2017,Imperial,50 - 54 years,Female,14
2017,Imperial,50 - 54 years,Male,30
2017,Imperial,55 - 59 years,Female,15
2017,Imperial,55 - 59 years,Male,49
2017,Imperial,60 - 64 years,Female,26
2017,Imperial,60 - 64 years,Male,51
2017,Imperial,65 - 69 years,Female,49
2017,Imperial,65 - 69 years,Male,59
2017,Imperial,70 - 74 years,Female,40
2017,Imperial,70 - 74 years,Male,55
2017,Imperial,75 - 79 years,Female,46
2017,Imperial,75 - 79 years,Male,77
2017,Imperial,80 - 84 years,Female,68
2017,Imperial,80 - 84 years,Male,69
2017,Imperial,85 - 89 years,Female,89
2017,Imperial,85 - 89 years,Male,72
2017,Imperial,90 - 94 years,Female,54
2017,Imperial,90 - 94 years,Male,40
2017,Imperial,95 - 99 years,Female,26
2017,Imperial,95 - 99 years,Male,20
2017,Imperial,100 years and over,Female,6
2017,Imperial,100 years and over,Male,6
2017,Inyo,Less than 1 year,Female,6
2017,Inyo,Less than 1 year,Male,6
2017,Inyo,1 - 4 years,Female,0
2017,Inyo,1 - 4 years,Male,0
2017,Inyo,5 - 9 years,Female,0
2017,Inyo,5 - 9 years,Male,0
2017,Inyo,10 - 14 years,Female,0
2017,Inyo,10 - 14 years,Male,0
2017,Inyo,15 - 19 years,Female,0
2017,Inyo,15 - 19 years,Male,6
2017,Inyo,20 - 24 years,Female,6
2017,Inyo,20 - 24 years,Male,6
2017,Inyo,25 - 29 years,Female,0
2017,Inyo,25 - 29 years,Male,6
2017,Inyo,30 - 34 years,Female,0
2017,Inyo,30 - 34 years,Male,0
2017,Inyo,35 - 39 years,Female,6
2017,Inyo,35 - 39 years,Male,0
2017,Inyo,40 - 44 years,Female,6
2017,Inyo,40 - 44 years,Male,0
2017,Inyo,45 - 49 years,Female,6
2017,Inyo,45 - 49 years,Male,6
2017,Inyo,50 - 54 years,Female,6
2017,Inyo,50 - 54 years,Male,6
2017,Inyo,55 - 59 years,Female,6
2017,Inyo,55 - 59 years,Male,6
2017,Inyo,60 - 64 years,Female,6
2017,Inyo,60 - 64 years,Male,13
2017,Inyo,65 - 69 years,Female,11
2017,Inyo,65 - 69 years,Male,6
2017,Inyo,70 - 74 years,Female,6
2017,Inyo,70 - 74 years,Male,12
2017,Inyo,75 - 79 years,Female,13
2017,Inyo,75 - 79 years,Male,14
2017,Inyo,80 - 84 years,Female,13
2017,Inyo,80 - 84 years,Male,20
2017,Inyo,85 - 89 years,Female,21
2017,Inyo,85 - 89 years,Male,11
2017,Inyo,90 - 94 years,Female,14
2017,Inyo,90 - 94 years,Male,17
2017,Inyo,95 - 99 years,Female,6
2017,Inyo,95 - 99 years,Male,6
2017,Inyo,100 years and over,Female,6
2017,Inyo,100 years and over,Male,0
2017,Kern,Less than 1 year,Female,45
2017,Kern,Less than 1 year,Male,35
2017,Kern,1 - 4 years,Female,6
2017,Kern,1 - 4 years,Male,6
2017,Kern,5 - 9 years,Female,6
2017,Kern,5 - 9 years,Male,6
2017,Kern,10 - 14 years,Female,6
2017,Kern,10 - 14 years,Male,6
2017,Kern,15 - 19 years,Female,6
2017,Kern,15 - 19 years,Male,21
2017,Kern,20 - 24 years,Female,20
2017,Kern,20 - 24 years,Male,55
2017,Kern,25 - 29 years,Female,24
2017,Kern,25 - 29 years,Male,83
2017,Kern,30 - 34 years,Female,25
2017,Kern,30 - 34 years,Male,74
2017,Kern,35 - 39 years,Female,38
2017,Kern,35 - 39 years,Male,66
2017,Kern,40 - 44 years,Female,48
2017,Kern,40 - 44 years,Male,82
2017,Kern,45 - 49 years,Female,72
2017,Kern,45 - 49 years,Male,121
2017,Kern,50 - 54 years,Female,141
2017,Kern,50 - 54 years,Male,194
2017,Kern,55 - 59 years,Female,186
2017,Kern,55 - 59 years,Male,291
2017,Kern,60 - 64 years,Female,206
2017,Kern,60 - 64 years,Male,340
2017,Kern,65 - 69 years,Female,237
2017,Kern,65 - 69 years,Male,361
2017,Kern,70 - 74 years,Female,269
2017,Kern,70 - 74 years,Male,361
2017,Kern,75 - 79 years,Female,282
2017,Kern,75 - 79 years,Male,369
2017,Kern,80 - 84 years,Female,320
2017,Kern,80 - 84 years,Male,371
2017,Kern,85 - 89 years,Female,338
2017,Kern,85 - 89 years,Male,308
2017,Kern,90 - 94 years,Female,277
2017,Kern,90 - 94 years,Male,211
2017,Kern,95 - 99 years,Female,127
2017,Kern,95 - 99 years,Male,53
2017,Kern,100 years and over,Female,27
2017,Kern,100 years and over,Male,6
2017,Kings,Less than 1 year,Female,6
2017,Kings,Less than 1 year,Male,6
2017,Kings,1 - 4 years,Female,0
2017,Kings,1 - 4 years,Male,6
2017,Kings,5 - 9 years,Female,0
2017,Kings,5 - 9 years,Male,6
2017,Kings,10 - 14 years,Female,0
2017,Kings,10 - 14 years,Male,6
2017,Kings,15 - 19 years,Female,6
2017,Kings,15 - 19 years,Male,6
2017,Kings,20 - 24 years,Female,6
2017,Kings,20 - 24 years,Male,6
2017,Kings,25 - 29 years,Female,6
2017,Kings,25 - 29 years,Male,13
2017,Kings,30 - 34 years,Female,6
2017,Kings,30 - 34 years,Male,6
2017,Kings,35 - 39 years,Female,6
2017,Kings,35 - 39 years,Male,11
2017,Kings,40 - 44 years,Female,11
2017,Kings,40 - 44 years,Male,12
2017,Kings,45 - 49 years,Female,6
2017,Kings,45 - 49 years,Male,14
2017,Kings,50 - 54 years,Female,16
2017,Kings,50 - 54 years,Male,21
2017,Kings,55 - 59 years,Female,26
2017,Kings,55 - 59 years,Male,42
2017,Kings,60 - 64 years,Female,26
2017,Kings,60 - 64 years,Male,37
2017,Kings,65 - 69 years,Female,24
2017,Kings,65 - 69 years,Male,50
2017,Kings,70 - 74 years,Female,50
2017,Kings,70 - 74 years,Male,54
2017,Kings,75 - 79 years,Female,51
2017,Kings,75 - 79 years,Male,62
2017,Kings,80 - 84 years,Female,55
2017,Kings,80 - 84 years,Male,42
2017,Kings,85 - 89 years,Female,55
2017,Kings,85 - 89 years,Male,47
2017,Kings,90 - 94 years,Female,52
2017,Kings,90 - 94 years,Male,31
2017,Kings,95 - 99 years,Female,28
2017,Kings,95 - 99 years,Male,6
2017,Kings,100 years and over,Female,6
2017,Kings,100 years and over,Male,6
2017,Lake,Less than 1 year,Female,6
2017,Lake,Less than 1 year,Male,6
2017,Lake,1 - 4 years,Female,6
2017,Lake,1 - 4 years,Male,0
2017,Lake,5 - 9 years,Female,0
2017,Lake,5 - 9 years,Male,0
2017,Lake,10 - 14 years,Female,0
2017,Lake,10 - 14 years,Male,6
2017,Lake,15 - 19 years,Female,0
2017,Lake,15 - 19 years,Male,0
2017,Lake,20 - 24 years,Female,6
2017,Lake,20 - 24 years,Male,6
2017,Lake,25 - 29 years,Female,6
2017,Lake,25 - 29 years,Male,6
2017,Lake,30 - 34 years,Female,6
2017,Lake,30 - 34 years,Male,6
2017,Lake,35 - 39 years,Female,6
2017,Lake,35 - 39 years,Male,6
2017,Lake,40 - 44 years,Female,6
2017,Lake,40 - 44 years,Male,6
2017,Lake,45 - 49 years,Female,12
2017,Lake,45 - 49 years,Male,15
2017,Lake,50 - 54 years,Female,14
2017,Lake,50 - 54 years,Male,23
2017,Lake,55 - 59 years,Female,24
2017,Lake,55 - 59 years,Male,43
2017,Lake,60 - 64 years,Female,38
2017,Lake,60 - 64 years,Male,53
2017,Lake,65 - 69 years,Female,43
2017,Lake,65 - 69 years,Male,56
2017,Lake,70 - 74 years,Female,37
2017,Lake,70 - 74 years,Male,70
2017,Lake,75 - 79 years,Female,44
2017,Lake,75 - 79 years,Male,57
2017,Lake,80 - 84 years,Female,43
2017,Lake,80 - 84 years,Male,54
2017,Lake,85 - 89 years,Female,56
2017,Lake,85 - 89 years,Male,42
2017,Lake,90 - 94 years,Female,39
2017,Lake,90 - 94 years,Male,20
2017,Lake,95 - 99 years,Female,17
2017,Lake,95 - 99 years,Male,6
2017,Lake,100 years and over,Female,6
2017,Lake,100 years and over,Male,0
2017,Lassen,Less than 1 year,Female,6
2017,Lassen,Less than 1 year,Male,6
2017,Lassen,1 - 4 years,Female,0
2017,Lassen,1 - 4 years,Male,0
2017,Lassen,5 - 9 years,Female,0
2017,Lassen,5 - 9 years,Male,0
2017,Lassen,10 - 14 years,Female,0
2017,Lassen,10 - 14 years,Male,0
2017,Lassen,15 - 19 years,Female,0
2017,Lassen,15 - 19 years,Male,6
2017,Lassen,20 - 24 years,Female,0
2017,Lassen,20 - 24 years,Male,6
2017,Lassen,25 - 29 years,Female,6
2017,Lassen,25 - 29 years,Male,0
2017,Lassen,30 - 34 years,Female,6
2017,Lassen,30 - 34 years,Male,6
2017,Lassen,35 - 39 years,Female,0
2017,Lassen,35 - 39 years,Male,6
2017,Lassen,40 - 44 years,Female,6
2017,Lassen,40 - 44 years,Male,6
2017,Lassen,45 - 49 years,Female,6
2017,Lassen,45 - 49 years,Male,6
2017,Lassen,50 - 54 years,Female,6
2017,Lassen,50 - 54 years,Male,6
2017,Lassen,55 - 59 years,Female,6
2017,Lassen,55 - 59 years,Male,6
2017,Lassen,60 - 64 years,Female,6
2017,Lassen,60 - 64 years,Male,13
2017,Lassen,65 - 69 years,Female,6
2017,Lassen,65 - 69 years,Male,14
2017,Lassen,70 - 74 years,Female,15
2017,Lassen,70 - 74 years,Male,18
2017,Lassen,75 - 79 years,Female,12
2017,Lassen,75 - 79 years,Male,18
2017,Lassen,80 - 84 years,Female,6
2017,Lassen,80 - 84 years,Male,16
2017,Lassen,85 - 89 years,Female,13
2017,Lassen,85 - 89 years,Male,17
2017,Lassen,90 - 94 years,Female,19
2017,Lassen,90 - 94 years,Male,6
2017,Lassen,95 - 99 years,Female,6
2017,Lassen,95 - 99 years,Male,6
2017,Lassen,100 years and over,Female,6
2017,Lassen,100 years and over,Male,6
2017,Los Angeles,Less than 1 year,Female,190
2017,Los Angeles,Less than 1 year,Male,278
2017,Los Angeles,1 - 4 years,Female,20
2017,Los Angeles,1 - 4 years,Male,38
2017,Los Angeles,5 - 9 years,Female,24
2017,Los Angeles,5 - 9 years,Male,26
2017,Los Angeles,10 - 14 years,Female,32
2017,Los Angeles,10 - 14 years,Male,40
2017,Los Angeles,15 - 19 years,Female,58
2017,Los Angeles,15 - 19 years,Male,175
2017,Los Angeles,20 - 24 years,Female,112
2017,Los Angeles,20 - 24 years,Male,403
2017,Los Angeles,25 - 29 years,Female,147
2017,Los Angeles,25 - 29 years,Male,501
2017,Los Angeles,30 - 34 years,Female,200
2017,Los Angeles,30 - 34 years,Male,443
2017,Los Angeles,35 - 39 years,Female,261
2017,Los Angeles,35 - 39 years,Male,516
2017,Los Angeles,40 - 44 years,Female,376
2017,Los Angeles,40 - 44 years,Male,601
2017,Los Angeles,45 - 49 years,Female,586
2017,Los Angeles,45 - 49 years,Male,1049
2017,Los Angeles,50 - 54 years,Female,882
2017,Los Angeles,50 - 54 years,Male,1541
2017,Los Angeles,55 - 59 years,Female,1357
2017,Los Angeles,55 - 59 years,Male,2257
2017,Los Angeles,60 - 64 years,Female,1831
2017,Los Angeles,60 - 64 years,Male,2903
2017,Los Angeles,65 - 69 years,Female,2229
2017,Los Angeles,65 - 69 years,Male,3074
2017,Los Angeles,70 - 74 years,Female,2470
2017,Los Angeles,70 - 74 years,Male,3313
2017,Los Angeles,75 - 79 years,Female,2917
2017,Los Angeles,75 - 79 years,Male,3469
2017,Los Angeles,80 - 84 years,Female,3988
2017,Los Angeles,80 - 84 years,Male,3742
2017,Los Angeles,85 - 89 years,Female,4834
2017,Los Angeles,85 - 89 years,Male,4103
2017,Los Angeles,90 - 94 years,Female,4960
2017,Los Angeles,90 - 94 years,Male,3021
2017,Los Angeles,95 - 99 years,Female,2562
2017,Los Angeles,95 - 99 years,Male,1283
2017,Los Angeles,100 years and over,Female,697
2017,Los Angeles,100 years and over,Male,216
2017,Madera,Less than 1 year,Female,6
2017,Madera,Less than 1 year,Male,6
2017,Madera,1 - 4 years,Female,6
2017,Madera,1 - 4 years,Male,6
2017,Madera,5 - 9 years,Female,0
2017,Madera,5 - 9 years,Male,6
2017,Madera,10 - 14 years,Female,6
2017,Madera,10 - 14 years,Male,6
2017,Madera,15 - 19 years,Female,6
2017,Madera,15 - 19 years,Male,6
2017,Madera,20 - 24 years,Female,6
2017,Madera,20 - 24 years,Male,6
2017,Madera,25 - 29 years,Female,6
2017,Madera,25 - 29 years,Male,6
2017,Madera,30 - 34 years,Female,6
2017,Madera,30 - 34 years,Male,11
2017,Madera,35 - 39 years,Female,6
2017,Madera,35 - 39 years,Male,6
2017,Madera,40 - 44 years,Female,6
2017,Madera,40 - 44 years,Male,16
2017,Madera,45 - 49 years,Female,6
2017,Madera,45 - 49 years,Male,16
2017,Madera,50 - 54 years,Female,18
2017,Madera,50 - 54 years,Male,29
2017,Madera,55 - 59 years,Female,31
2017,Madera,55 - 59 years,Male,39
2017,Madera,60 - 64 years,Female,26
2017,Madera,60 - 64 years,Male,61
2017,Madera,65 - 69 years,Female,37
2017,Madera,65 - 69 years,Male,62
2017,Madera,70 - 74 years,Female,57
2017,Madera,70 - 74 years,Male,68
2017,Madera,75 - 79 years,Female,68
2017,Madera,75 - 79 years,Male,71
2017,Madera,80 - 84 years,Female,71
2017,Madera,80 - 84 years,Male,82
2017,Madera,85 - 89 years,Female,62
2017,Madera,85 - 89 years,Male,58
2017,Madera,90 - 94 years,Female,63
2017,Madera,90 - 94 years,Male,45
2017,Madera,95 - 99 years,Female,37
2017,Madera,95 - 99 years,Male,16
2017,Madera,100 years and over,Female,6
2017,Madera,100 years and over,Male,6
2017,Marin,Less than 1 year,Female,0
2017,Marin,Less than 1 year,Male,6
2017,Marin,1 - 4 years,Female,0
2017,Marin,1 - 4 years,Male,0
2017,Marin,5 - 9 years,Female,0
2017,Marin,5 - 9 years,Male,0
2017,Marin,10 - 14 years,Female,0
2017,Marin,10 - 14 years,Male,6
2017,Marin,15 - 19 years,Female,6
2017,Marin,15 - 19 years,Male,6
2017,Marin,20 - 24 years,Female,0
2017,Marin,20 - 24 years,Male,6
2017,Marin,25 - 29 years,Female,6
2017,Marin,25 - 29 years,Male,6
2017,Marin,30 - 34 years,Female,6
2017,Marin,30 - 34 years,Male,6
2017,Marin,35 - 39 years,Female,6
2017,Marin,35 - 39 years,Male,11
2017,Marin,40 - 44 years,Female,6
2017,Marin,40 - 44 years,Male,6
2017,Marin,45 - 49 years,Female,13
2017,Marin,45 - 49 years,Male,23
2017,Marin,50 - 54 years,Female,12
2017,Marin,50 - 54 years,Male,28
2017,Marin,55 - 59 years,Female,31
2017,Marin,55 - 59 years,Male,44
2017,Marin,60 - 64 years,Female,41
2017,Marin,60 - 64 years,Male,54
2017,Marin,65 - 69 years,Female,72
2017,Marin,65 - 69 years,Male,79
2017,Marin,70 - 74 years,Female,84
2017,Marin,70 - 74 years,Male,102
2017,Marin,75 - 79 years,Female,105
2017,Marin,75 - 79 years,Male,119
2017,Marin,80 - 84 years,Female,113
2017,Marin,80 - 84 years,Male,124
2017,Marin,85 - 89 years,Female,178
2017,Marin,85 - 89 years,Male,147
2017,Marin,90 - 94 years,Female,208
2017,Marin,90 - 94 years,Male,119
2017,Marin,95 - 99 years,Female,125
2017,Marin,95 - 99 years,Male,69
2017,Marin,100 years and over,Female,37
2017,Marin,100 years and over,Male,11
2017,Mariposa,Less than 1 year,Female,0
2017,Mariposa,Less than 1 year,Male,0
2017,Mariposa,1 - 4 years,Female,0
2017,Mariposa,1 - 4 years,Male,0
2017,Mariposa,5 - 9 years,Female,0
2017,Mariposa,5 - 9 years,Male,0
2017,Mariposa,10 - 14 years,Female,0
2017,Mariposa,10 - 14 years,Male,0
2017,Mariposa,15 - 19 years,Female,0
2017,Mariposa,15 - 19 years,Male,6
2017,Mariposa,20 - 24 years,Female,0
2017,Mariposa,20 - 24 years,Male,0
2017,Mariposa,25 - 29 years,Female,6
2017,Mariposa,25 - 29 years,Male,0
2017,Mariposa,30 - 34 years,Female,0
2017,Mariposa,30 - 34 years,Male,6
2017,Mariposa,35 - 39 years,Female,0
2017,Mariposa,35 - 39 years,Male,6
2017,Mariposa,40 - 44 years,Female,0
2017,Mariposa,40 - 44 years,Male,0
2017,Mariposa,45 - 49 years,Female,6
2017,Mariposa,45 - 49 years,Male,0
2017,Mariposa,50 - 54 years,Female,6
2017,Mariposa,50 - 54 years,Male,6
2017,Mariposa,55 - 59 years,Female,6
2017,Mariposa,55 - 59 years,Male,6
2017,Mariposa,60 - 64 years,Female,6
2017,Mariposa,60 - 64 years,Male,11
2017,Mariposa,65 - 69 years,Female,6
2017,Mariposa,65 - 69 years,Male,16
2017,Mariposa,70 - 74 years,Female,6
2017,Mariposa,70 - 74 years,Male,18
2017,Mariposa,75 - 79 years,Female,6
2017,Mariposa,75 - 79 years,Male,6
2017,Mariposa,80 - 84 years,Female,16
2017,Mariposa,80 - 84 years,Male,19
2017,Mariposa,85 - 89 years,Female,11
2017,Mariposa,85 - 89 years,Male,16
2017,Mariposa,90 - 94 years,Female,14
2017,Mariposa,90 - 94 years,Male,6
2017,Mariposa,95 - 99 years,Female,6
2017,Mariposa,95 - 99 years,Male,6
2017,Mariposa,100 years and over,Female,0
2017,Mariposa,100 years and over,Male,0
2017,Mendocino,Less than 1 year,Female,6
2017,Mendocino,Less than 1 year,Male,6
2017,Mendocino,1 - 4 years,Female,6
2017,Mendocino,1 - 4 years,Male,6
2017,Mendocino,5 - 9 years,Female,6
2017,Mendocino,5 - 9 years,Male,6
2017,Mendocino,10 - 14 years,Female,0
2017,Mendocino,10 - 14 years,Male,6
2017,Mendocino,15 - 19 years,Female,6
2017,Mendocino,15 - 19 years,Male,0
2017,Mendocino,20 - 24 years,Female,6
2017,Mendocino,20 - 24 years,Male,6
2017,Mendocino,25 - 29 years,Female,6
2017,Mendocino,25 - 29 years,Male,6
2017,Mendocino,30 - 34 years,Female,6
2017,Mendocino,30 - 34 years,Male,6
2017,Mendocino,35 - 39 years,Female,6
2017,Mendocino,35 - 39 years,Male,6
2017,Mendocino,40 - 44 years,Female,6
2017,Mendocino,40 - 44 years,Male,6
2017,Mendocino,45 - 49 years,Female,6
2017,Mendocino,45 - 49 years,Male,18
2017,Mendocino,50 - 54 years,Female,15
2017,Mendocino,50 - 54 years,Male,14
2017,Mendocino,55 - 59 years,Female,21
2017,Mendocino,55 - 59 years,Male,28
2017,Mendocino,60 - 64 years,Female,24
2017,Mendocino,60 - 64 years,Male,37
2017,Mendocino,65 - 69 years,Female,37
2017,Mendocino,65 - 69 years,Male,50
2017,Mendocino,70 - 74 years,Female,55
2017,Mendocino,70 - 74 years,Male,59
2017,Mendocino,75 - 79 years,Female,48
2017,Mendocino,75 - 79 years,Male,51
2017,Mendocino,80 - 84 years,Female,54
2017,Mendocino,80 - 84 years,Male,58
2017,Mendocino,85 - 89 years,Female,66
2017,Mendocino,85 - 89 years,Male,45
2017,Mendocino,90 - 94 years,Female,55
2017,Mendocino,90 - 94 years,Male,32
2017,Mendocino,95 - 99 years,Female,24
2017,Mendocino,95 - 99 years,Male,6
2017,Mendocino,100 years and over,Female,6
2017,Mendocino,100 years and over,Male,6
2017,Merced,Less than 1 year,Female,6
2017,Merced,Less than 1 year,Male,11
2017,Merced,1 - 4 years,Female,6
2017,Merced,1 - 4 years,Male,6
2017,Merced,5 - 9 years,Female,6
2017,Merced,5 - 9 years,Male,6
2017,Merced,10 - 14 years,Female,6
2017,Merced,10 - 14 years,Male,6
2017,Merced,15 - 19 years,Female,6
2017,Merced,15 - 19 years,Male,6
2017,Merced,20 - 24 years,Female,6
2017,Merced,20 - 24 years,Male,17
2017,Merced,25 - 29 years,Female,6
2017,Merced,25 - 29 years,Male,14
2017,Merced,30 - 34 years,Female,6
2017,Merced,30 - 34 years,Male,16
2017,Merced,35 - 39 years,Female,11
2017,Merced,35 - 39 years,Male,17
2017,Merced,40 - 44 years,Female,12
2017,Merced,40 - 44 years,Male,21
2017,Merced,45 - 49 years,Female,17
2017,Merced,45 - 49 years,Male,30
2017,Merced,50 - 54 years,Female,26
2017,Merced,50 - 54 years,Male,34
2017,Merced,55 - 59 years,Female,45
2017,Merced,55 - 59 years,Male,72
2017,Merced,60 - 64 years,Female,53
2017,Merced,60 - 64 years,Male,82
2017,Merced,65 - 69 years,Female,86
2017,Merced,65 - 69 years,Male,102
2017,Merced,70 - 74 years,Female,79
2017,Merced,70 - 74 years,Male,98
2017,Merced,75 - 79 years,Female,100
2017,Merced,75 - 79 years,Male,101
2017,Merced,80 - 84 years,Female,101
2017,Merced,80 - 84 years,Male,115
2017,Merced,85 - 89 years,Female,131
2017,Merced,85 - 89 years,Male,95
2017,Merced,90 - 94 years,Female,117
2017,Merced,90 - 94 years,Male,62
2017,Merced,95 - 99 years,Female,42
2017,Merced,95 - 99 years,Male,26
2017,Merced,100 years and over,Female,16
2017,Merced,100 years and over,Male,6
